# NeuroSTGs displaying >5 RPM levels across replicates of neuronal samples from N2 wild-type animals.
genes,A1_N2_small_amp_count,A2_N2_small_amp_count,Input,Suggested Match,History
C01H6.9,13.3996354970319,15.597911302415,C01H6.9,WBGene00007258,Sequence name for WBGene00007258(hasp-1). History: N.A.
mut-14,13.3585323206607,14.5996449790604,mut-14,WBGene00003507,Public name for WBGene00003507. History: N.A.
F28E10.1,13.3174291442894,10.6689713308519,F28E10.1,WBGene00017900,Public name for WBGene00017900. History: N.A.
gex-3,13.3174291442894,12.103979170674,gex-3,WBGene00001580,Public name for WBGene00001580. History: N.A.
W09D10.1,13.3174291442894,12.4159373967223,W09D10.1,WBGene00012359,Public name for WBGene00012359. History: N.A.
K07H8.10,13.3174291442894,14.2876867530121,K07H8.10,WBGene00019510,Sequence name for WBGene00019510(nucl-1). History: N.A.
Y43F8B.8,13.3174291442894,16.6585692709792,Y43F8B.8,WBGene00014888,Public name for WBGene00014888. History: N.A.
F53H1.4,13.2763259679182,12.2287624610934,F53H1.4,WBGene00018778,Public name for WBGene00018778. History: N.A.
wnk-1,13.2763259679182,13.1646371392383,wnk-1,WBGene00006941,Public name for WBGene00006941. History: N.A.
C53A5.13,13.2763259679182,13.7261619461252,C53A5.13,WBGene00008270,Public name for WBGene00008270. History: N.A.
C13F10.4,13.2352227915469,11.9168042350451,C13F10.4,WBGene00015743,Sequence name for WBGene00015743(soap-1). History: N.A.
fln-1,13.2352227915469,12.9150705583996,fln-1,WBGene00022048,Public name for WBGene00022048. History: N.A.
C27D9.1,13.2352227915469,13.9757285269638,C27D9.1,WBGene00016163,Public name for WBGene00016163. History: N.A.
T22B2.5,13.2352227915469,17.4696606587048,T22B2.5,WBGene00020669,Public name for WBGene00020669. History: N.A.
Y111B2A.13,13.1530164388044,11.0433212021098,Y111B2A.13,WBGene00013736,Sequence name for WBGene00013736(gtf-2A2). History: N.A.
set-25,13.1530164388044,13.2894204296576,set-25,WBGene00012802,Public name for WBGene00012802. History: N.A.
ppfr-1,13.1530164388044,13.9133368817542,ppfr-1,WBGene00008878,Public name for WBGene00008878. History: N.A.
Y73B3A.18,13.1119132624331,9.35874678144899,Y73B3A.18,WBGene00022219,Public name for WBGene00022219. History: N.A.
Y23H5B.6,13.1119132624331,12.103979170674,Y23H5B.6,WBGene00021277,Sequence name for WBGene00021277(ddx-10). History: N.A.
K04C2.3,13.1119132624331,13.4765953652865,K04C2.3,WBGene00019381,Public name for WBGene00019381. History: N.A.
F11C1.1,13.1119132624331,15.0987781407377,F11C1.1,WBGene00008690,Public name for WBGene00008690. History: N.A.
F53G12.8,13.0708100860618,11.7296292994161,F53G12.8,WBGene00018773,Public name for WBGene00018773. History: N.A.
B0205.5,13.0708100860618,12.4159373967223,B0205.5,WBGene00015020,Public name for WBGene00015020. History: N.A.
rpn-9,13.0708100860618,13.5389870104962,rpn-9,WBGene00004465,Public name for WBGene00004465. History: N.A.
snrp-27,13.0708100860618,14.2876867530121,snrp-27,WBGene00011035,Public name for WBGene00011035. History: N.A.
C18D4.4,13.0708100860618,15.6603029476246,C18D4.4,WBGene00007674,"Public name for WBGene00007674. History: Split into C18D4.12(WBGene00219493). History of WBGene00007674: Split into ""WBGene00219493"" on 2012-05-18"
Y53C12B.1,13.0708100860618,16.0970444640923,Y53C12B.1,WBGene00013143,Public name for WBGene00013143. History: N.A.
fbxb-46,13.0297069096906,15.036386495528,fbxb-46,WBGene00019420,Public name for WBGene00019420. History: N.A.
nit-1,12.9886037333193,10.7313629760615,nit-1,WBGene00014206,Public name for WBGene00014206. History: N.A.
puf-5,12.9886037333193,14.4124700434314,puf-5,WBGene00004241,Public name for WBGene00004241. History: N.A.
dao-5,12.9886037333193,15.4731280119957,dao-5,WBGene00000931,Public name for WBGene00000931. History: N.A.
gpd-1,12.9886037333193,15.5355196572053,gpd-1,WBGene00001683,Public name for WBGene00001683. History: N.A.
R09B3.2,12.947500556948,12.9774622036093,R09B3.2,WBGene00011155,Sequence name for WBGene00011155(rbm-3.1). History: N.A.
C47D12.2,12.9063973805768,11.3552794281581,C47D12.2,WBGene00008136,Public name for WBGene00008136. History: N.A.
xrn-1,12.9063973805768,12.665503977561,xrn-1,WBGene00012730,Public name for WBGene00012730. History: N.A.
frl-1,12.9063973805768,14.1005118173831,frl-1,WBGene00021698,Public name for WBGene00021698. History: N.A.
C09E8.4,12.8652942042055,9.54592171707797,C09E8.4,,Public name for Dead gene WBGene00206410. History of WBGene00206410: Killed on 2013-10-28. Remark: This overlapped one of the published anr- genes.
hsp-1,12.8652942042055,13.6637703009155,hsp-1,WBGene00002005,Public name for WBGene00002005. History: N.A.
pqn-87,12.8652942042055,14.6620366242701,pqn-87,WBGene00004167,Public name for WBGene00004167. History: N.A.
ubq-1,12.8652942042055,15.036386495528,ubq-1,WBGene00006727,Public name for WBGene00006727. History: N.A.
nfx-1,12.8652942042055,15.223561431157,nfx-1,WBGene00007048,Public name for WBGene00007048. History: Renamed on 2011-09-23. Other name for WBGene00003834(nxf-1). History: N.A.
dlk-1,12.8652942042055,16.7833525613985,dlk-1,WBGene00001008,Public name for WBGene00001008. History: N.A.
tag-163,12.8241910278342,7.98613058683647,tag-163,WBGene00006508,Other name for WBGene00006508(tns-1). History: Renamed on 2015-11-05
Y19D2B.2,12.8241910278342,10.7313629760615,Y19D2B.2,WBGene00012490,Public name for WBGene00012490. History: N.A.
T13C5.6,12.8241910278342,11.1681044925291,T13C5.6,WBGene00020486,Public name for WBGene00020486. History: N.A.
F31C3.3,12.8241910278342,11.2304961377388,F31C3.3,WBGene00009285,Public name for WBGene00009285. History: N.A.
C02B8.1,12.8241910278342,11.4800627185774,C02B8.1,WBGene00015320,Public name for WBGene00015320. History: N.A.
nhr-228,12.8241910278342,13.2270287844479,nhr-228,WBGene00020852,Public name for WBGene00020852. History: N.A.
clu-1,12.8241910278342,13.8509452365445,clu-1,WBGene00000550,Public name for WBGene00000550. History: N.A.
Y71F9AL.9,12.8241910278342,14.1629034625928,Y71F9AL.9,WBGene00022114,Public name for WBGene00022114. History: N.A.
lmn-1,12.783087851463,12.0415875254644,lmn-1,WBGene00003052,Public name for WBGene00003052. History: N.A.
T03D8.6,12.7419846750917,11.0433212021098,T03D8.6,WBGene00011393,Public name for WBGene00011393. History: N.A.
egl-30,12.7008814987205,9.29635513623933,egl-30,WBGene00001196,"Public name for WBGene00001196. History: Split into C53H9.4(WBGene00303070). History of WBGene00001196: Split into ""WBGene00303070"" on 2018-03-02"
F25B5.2,12.7008814987205,14.4124700434314,F25B5.2,WBGene00017774,Sequence name for WBGene00017774(nop-1). History: N.A.
swsn-7,12.6597783223492,13.4765953652865,swsn-7,WBGene00007433,Public name for WBGene00007433. History: N.A.
F36A2.13,12.6597783223492,13.6013786557059,F36A2.13,WBGene00009460,Sequence name for WBGene00009460(ubr-5). History: Renamed on 2016-11-04
mnp-1,12.6597783223492,13.7885535913349,mnp-1,WBGene00007139,Public name for WBGene00007139. History: N.A.
cids-2,12.6597783223492,16.7209609161889,cids-2,WBGene00009451,Public name for WBGene00009451. History: N.A.
msh-5,12.6186751459779,14.0381201721735,msh-5,WBGene00003421,Public name for WBGene00003421. History: N.A.
Y54E10A.17,12.5775719696067,9.04678855540069,Y54E10A.17,WBGene00021835,Public name for WBGene00021835. History: N.A.
Y50D4A.6,12.5775719696067,11.2304961377388,Y50D4A.6,WBGene00195169,Public name for WBGene00195169. History: N.A.
K10E9.1,12.5775719696067,13.7885535913349,K10E9.1,WBGene00000227,"Public name for Dead gene WBGene00019634. History of WBGene00019634: Merged into ""WBGene00000227"" on 2012-06-25"
letm-1,12.5775719696067,14.3500783982218,letm-1,WBGene00010279,Public name for WBGene00010279. History: N.A.
mksr-2,12.5364687932354,11.7920209446257,mksr-2,WBGene00021416,Public name for WBGene00021416. History: N.A.
egl-20,12.5364687932354,12.1663708158837,egl-20,WBGene00001188,Public name for WBGene00001188. History: N.A.
tax-6,12.5364687932354,13.5389870104962,tax-6,WBGene00006527,Public name for WBGene00006527. History: N.A.
cand-1,12.4953656168641,11.0433212021098,cand-1,WBGene00013606,Public name for WBGene00013606. History: N.A.
Y73E7A.8,12.4953656168641,11.3552794281581,Y73E7A.8,WBGene00022274,Public name for WBGene00022274. History: N.A.
Y82E9BR.17,12.4953656168641,12.5407206871416,Y82E9BR.17,WBGene00022349,Public name for WBGene00022349. History: N.A.
F54A3.2,12.4542624404929,11.0433212021098,F54A3.2,WBGene00018781,Public name for WBGene00018781. History: N.A.
npp-1,12.4542624404929,12.665503977561,npp-1,WBGene00003787,Public name for WBGene00003787. History: N.A.
Y57A10C.10,12.4131592641216,11.2928877829485,Y57A10C.10,WBGene00013288,Public name for WBGene00013288. History: N.A.
ppw-1,12.4131592641216,13.2270287844479,ppw-1,WBGene00004093,Public name for WBGene00004093. History: Renamed on 2011-10-14
rrf-1,12.4131592641216,15.410736366786,rrf-1,WBGene00004508,Public name for WBGene00004508. History: N.A.
abce-1,12.3720560877504,11.9791958802547,abce-1,WBGene00012714,Public name for WBGene00012714. History: N.A.
ufd-2,12.3720560877504,15.5355196572053,ufd-2,WBGene00006734,Public name for WBGene00006734. History: N.A.
puf-9,12.3309529113791,9.67070500749729,puf-9,WBGene00004245,Public name for WBGene00004245. History: N.A.
Y94H6A.4,12.3309529113791,12.0415875254644,Y94H6A.4,WBGene00022377,Sequence name for WBGene00022377(gpx-4). History: N.A.
C06G4.1,12.3309529113791,15.9098695284633,C06G4.1,WBGene00015557,Sequence name for WBGene00015557(hrpk-2). History: N.A.
F17C11.1,12.2898497350078,9.17157184582001,F17C11.1,WBGene00077761,"Public name for Dead gene WBGene00008913. History of WBGene00008913: Merged into ""WBGene00077761"" on 2016-02-22"
C34C12.7,12.2898497350078,9.42113842665865,C34C12.7,WBGene00007926,Public name for WBGene00007926. History: N.A.
Y67D8C.4,12.2898497350078,10.2322298143842,Y67D8C.4,WBGene00022067,"Public name for Dead gene WBGene00022068. History of WBGene00022068: Merged into ""WBGene00022067"" on 2013-09-27"
dys-1,12.2898497350078,10.2322298143842,dys-1,WBGene00001131,Public name for WBGene00001131. History: N.A.
F29C12.4,12.2898497350078,11.1057128473195,F29C12.4,WBGene00009246,Sequence name for WBGene00009246(gfm-1). History: N.A.
mig-38,12.2898497350078,12.0415875254644,mig-38,WBGene00009587,Public name for WBGene00009587. History: N.A.
cpb-3,12.2898497350078,13.9133368817542,cpb-3,WBGene00000772,Public name for WBGene00000772. History: N.A.
sun-1,12.2487465586366,12.85267891319,sun-1,WBGene00006311,Public name for WBGene00006311. History: N.A.
D2005.4,12.2487465586366,16.5337859805599,D2005.4,WBGene00008399,"Public name for WBGene00008399. History: Split into D2005.7(WBGene00086551). History of WBGene00008399: Split into ""WBGene00086551"" on 2008-06-27"
duo-1,12.2076433822653,14.2252951078025,duo-1,WBGene00001110,Public name for WBGene00001110. History: N.A.
Y41E3.11,12.166540205894,12.478329041932,Y41E3.11,WBGene00012769,Sequence name for WBGene00012769(hrpu-1). History: N.A.
F02H6.4,12.166540205894,13.2270287844479,F02H6.4,WBGene00008537,Public name for WBGene00008537. History: N.A.
dog-1,12.166540205894,14.9739948503184,dog-1,WBGene00001049,Public name for WBGene00001049. History: N.A.
tag-30,12.1254370295228,12.3535457515127,tag-30,WBGene00006415,Public name for WBGene00006415. History: N.A.
Y75B8A.41,12.0843338531515,10.2946214595939,Y75B8A.41,WBGene00044000,Public name for WBGene00044000. History: N.A.
unc-32,12.0843338531515,10.4194047500132,unc-32,WBGene00006768,Public name for WBGene00006768. History: N.A.
htp-3,12.0843338531515,11.9791958802547,htp-3,WBGene00002034,Public name for WBGene00002034. History: N.A.
set-21,12.0432306767802,9.98266323354559,set-21,WBGene00021282,Public name for WBGene00021282. History: N.A.
W03G9.2,12.0432306767802,14.7868199146894,W03G9.2,WBGene00021014,Sequence name for WBGene00021014(pid-4). History: N.A.
F48E3.6,12.002127500409,7.61178071557851,F48E3.6,WBGene00018606,Public name for WBGene00018606. History: N.A.
W09C5.3,12.002127500409,11.0433212021098,W09C5.3,WBGene00014858,Public name for WBGene00014858. History: N.A.
mut-15,12.002127500409,13.7261619461252,mut-15,WBGene00011323,Public name for WBGene00011323. History: Renamed on 2013-10-16
let-765,11.9610243240377,9.73309665270695,let-765,WBGene00002889,Public name for WBGene00002889. History: Renamed on 2010-04-09
tlk-1,11.9610243240377,10.7313629760615,tlk-1,WBGene00006579,Public name for WBGene00006579. History: N.A.
bath-10,11.9610243240377,11.2928877829485,bath-10,WBGene00021726,Public name for WBGene00021726. History: N.A.
F58G11.3,11.9610243240377,11.7920209446257,F58G11.3,WBGene00010281,Sequence name for WBGene00010281(mip-2). History: Renamed on 2021-12-09
T24B8.7,11.9610243240377,12.291154106303,T24B8.7,WBGene00011980,Public name for WBGene00011980. History: N.A.
set-5,11.9610243240377,13.6013786557059,set-5,WBGene00008145,Public name for WBGene00008145. History: N.A.
T24A6.20,11.9199211476664,8.61004703893307,T24A6.20,WBGene00020756,Public name for WBGene00020756. History: N.A.
lips-12,11.9199211476664,9.23396349102967,lips-12,WBGene00020473,Public name for WBGene00020473. History: N.A.
gld-2,11.9199211476664,11.7920209446257,gld-2,WBGene00001596,Public name for WBGene00001596. History: N.A.
hmr-1,11.9199211476664,13.4765953652865,hmr-1,WBGene00001980,Public name for WBGene00001980. History: N.A.
C32D5.12,11.9199211476664,13.6013786557059,C32D5.12,WBGene00016319,Public name for WBGene00016319. History: Renamed on 2005-03-17
mog-1,11.8788179712952,12.4159373967223,mog-1,WBGene00003389,Public name for WBGene00003389. History: N.A.
F54C8.4,11.8788179712952,12.7278956227706,F54C8.4,WBGene00010037,Public name for WBGene00010037. History: N.A.
Y71A12B.3,11.8377147949239,11.4176710733678,Y71A12B.3,WBGene00013501,Public name for WBGene00013501. History: N.A.
tsr-1,11.8377147949239,11.7296292994161,tsr-1,WBGene00006647,Public name for WBGene00006647. History: N.A.
symk-1,11.8377147949239,13.0398538488189,symk-1,WBGene00017797,Public name for WBGene00017797. History: N.A.
dpy-26,11.8377147949239,13.8509452365445,dpy-26,WBGene00001085,Public name for WBGene00001085. History: N.A.
ZC395.10,11.8377147949239,13.9757285269638,ZC395.10,WBGene00022599,Sequence name for WBGene00022599(daf-41). History: N.A.
F53B6.7,11.7966116185527,10.9185379116905,F53B6.7,WBGene00009962,Public name for WBGene00009962. History: N.A.
rsa-2,11.7966116185527,11.7920209446257,rsa-2,WBGene00012972,Public name for WBGene00012972. History: N.A.
syp-4,11.7966116185527,15.6603029476246,syp-4,WBGene00019247,Public name for WBGene00019247. History: N.A.
dph-2,11.7555084421814,9.60831336228763,dph-2,WBGene00007488,Public name for WBGene00007488. History: N.A.
cif-1,11.7555084421814,9.98266323354559,cif-1,WBGene00019543,Public name for WBGene00019543. History: N.A.
sel-2,11.7555084421814,13.2894204296576,sel-2,WBGene00004760,Public name for WBGene00004760. History: N.A.
hsp-4,11.7144052658101,10.6065796856422,hsp-4,WBGene00002008,Public name for WBGene00002008. History: N.A.
T26A8.4,11.7144052658101,10.8561462664808,T26A8.4,WBGene00020827,Public name for WBGene00020827. History: N.A.
mes-4,11.7144052658101,11.1681044925291,mes-4,WBGene00003222,Public name for WBGene00003222. History: N.A.
sam-10,11.7144052658101,11.2304961377388,sam-10,WBGene00012990,Public name for WBGene00012990. History: N.A.
xpo-1,11.7144052658101,11.4176710733678,xpo-1,WBGene00002078,Public name for WBGene00002078. History: Renamed on 2008-01-30
F53C11.5,11.6733020894389,10.6689713308519,F53C11.5,WBGene00009975,Public name for WBGene00009975. History: N.A.
ZK666.1,11.6733020894389,11.1681044925291,ZK666.1,WBGene00014041,Public name for WBGene00014041. History: N.A.
klc-1,11.6733020894389,11.7296292994161,klc-1,WBGene00002214,Public name for WBGene00002214. History: N.A.
mrpl-45,11.6733020894389,12.0415875254644,mrpl-45,WBGene00022493,Public name for WBGene00022493. History: N.A.
R05F9.11,11.6733020894389,13.9757285269638,R05F9.11,WBGene00019894,Public name for WBGene00019894. History: N.A.
tag-53,11.6733020894389,15.036386495528,tag-53,WBGene00006432,Other name for WBGene00006432(atrn-1). History: Renamed on 2018-06-07
nhr-1,11.6733020894389,16.2842193997212,nhr-1,WBGene00003600,Public name for WBGene00003600. History: N.A.
tag-168,11.6321989130676,6.80068932785293,tag-168,WBGene00006513,Other name for WBGene00006513(rimb-1). History: N.A.
tbc-11,11.6321989130676,13.6637703009155,tbc-11,WBGene00018075,Public name for WBGene00018075. History: N.A.
ztf-8,11.5910957366963,11.3552794281581,ztf-8,WBGene00022598,Public name for WBGene00022598. History: N.A.
chc-1,11.5910957366963,12.9150705583996,chc-1,WBGene00011867,Public name for WBGene00011867. History: Renamed on 2008-04-30
emb-5,11.5910957366963,15.410736366786,emb-5,WBGene00001259,Public name for WBGene00001259. History: N.A.
sdz-33,11.5499925603251,9.29635513623933,sdz-33,WBGene00013233,Public name for WBGene00013233. History: Renamed on 2005-12-13
C52E12.4,11.5499925603251,10.5441880404325,C52E12.4,WBGene00016889,Sequence name for WBGene00016889(lst-6). History: N.A.
tim-1,11.5499925603251,11.7296292994161,tim-1,WBGene00006571,Public name for WBGene00006571. History: N.A.
F38E11.5,11.5088893839538,10.4194047500132,F38E11.5,WBGene00009542,Sequence name for WBGene00009542(copb-2). History: N.A.
par-1,11.5088893839538,10.7937546212712,par-1,WBGene00003916,Public name for WBGene00003916. History: N.A.
F11E6.7,11.5088893839538,11.6672376542064,F11E6.7,WBGene00008710,Sequence name for WBGene00008710(rif-1.1). History: N.A.
tbc-17,11.5088893839538,12.1663708158837,tbc-17,WBGene00012894,Public name for WBGene00012894. History: N.A.
Y39G10AR.11,11.5088893839538,12.85267891319,Y39G10AR.11,WBGene00021469,Public name for WBGene00021469. History: N.A.
