gene,mRNA-seq_WT_OP50,mRNA-seq_set-32_OP50,mRNA-seq_met-2set-25set-32_OP50,mRNA-seq_met-2set-25_OP50,mRNA-seq_hrde-1_OP50,GRH loci,GRTS loci,K9(+)_genes,Input,Suggested Match,History
ZK355.2a.1,12.66,16.47,14.55,10.51,12.74,no,no,yes,ZK355.2a.1,WBGene00022712,Molecule name for WBGene00022712(ZK355.2). History: N.A.
F45D11.14,0.81,0.69,0.38,2.96,0.24,no,no,yes,F45D11.14,WBGene00018459,Public name for WBGene00018459. History: N.A.
T11F9.10,0,0.23,0,0,0.85,yes,no,yes,T11F9.10,WBGene00011712,Public name for WBGene00011712. History: N.A.
T11F9.11,29.61,27.24,23.75,33.29,37.05,no,no,yes,T11F9.11,WBGene00000982,Sequence name for WBGene00000982(dhs-19). History: N.A.
Y67D8C.4,0.82,0,1.37,0.96,2.2,yes,no,yes,Y67D8C.4,WBGene00022067,"Public name for Dead gene WBGene00022068. History of WBGene00022068: Merged into ""WBGene00022067"" on 2013-09-27"
Y67D8C.7,0.87,0,0.72,0,2.33,no,no,yes,Y67D8C.7,WBGene00022071,Public name for WBGene00022071. History: N.A.
W03G9.3,9.41,10,26.11,18.61,11.22,no,no,yes,W03G9.3,WBGene00021015,Sequence name for WBGene00021015(enu-3.3). History: N.A.
Y67D8C.6,0.52,1.71,1.3,1.22,1.4,no,no,yes,Y67D8C.6,WBGene00022070,Public name for WBGene00022070. History: N.A.
Y54G2A.47,0.44,1.92,1.47,0,4.71,no,no,yes,Y54G2A.47,WBGene00044490,Sequence name for WBGene00044490(pudl-2). History: N.A.
Y38F2AR.5,10.11,12.27,10.97,9.73,9.2,no,no,yes,Y38F2AR.5,WBGene00021423,Sequence name for WBGene00021423(tftc-1). History: N.A.
M02E1.3,6.35,7.83,4.64,4.65,4.26,no,no,yes,M02E1.3,WBGene00023458,Public name for WBGene00023458. History: N.A.
C08F11.7,1.88,0.51,1.18,0.55,8.8,no,yes,yes,C08F11.7,WBGene00007454,Public name for WBGene00007454. History: N.A.
F40H6.6,12.03,6.08,13.92,17.34,12.41,no,no,yes,F40H6.6,WBGene00044412,Public name for WBGene00044412. History: N.A.
Y65B4BR.6a,16.6,8.18,23.35,13.61,7.05,no,no,yes,Y65B4BR.6a,WBGene00001725,Molecule name for WBGene00001725(grl-16). History: N.A.
T07F10.5,2.51,7.09,10.36,6.77,6.02,no,no,yes,T07F10.5,WBGene00011591,Public name for WBGene00011591. History: N.A.
K10G4.2,0,0,0,0,0,no,no,yes,K10G4.2,WBGene00005794,Sequence name for WBGene00005794(srw-47). History: N.A.
K10G4.3,0,0.74,0.57,2.39,0,no,no,yes,K10G4.3,WBGene00010752,Public name for WBGene00010752. History: N.A.
K10G4.9,0,0,0,0,0,no,no,yes,K10G4.9,WBGene00005777,Sequence name for WBGene00005777(srw-30). History: N.A.
F14B6.5,0,0,0,0,0,no,no,yes,F14B6.5,WBGene00008786,Sequence name for WBGene00008786(oac-16). History: N.A.
F31E3.6,20.59,21.58,33.17,30.76,30.02,no,no,yes,F31E3.6,WBGene00017952,Public name for WBGene00017952. History: N.A.
F47F6.9,0,0,0,0,0,no,no,yes,F47F6.9,WBGene00023410,Sequence name for WBGene00023410(clpr-2). History: N.A.
F47F6.4,0,0,0,0,0,no,no,yes,F47F6.4,WBGene00023410,"Public name for Dead gene WBGene00018574. History of WBGene00018574: Merged into ""WBGene00023410"" on 2016-02-18"
F47F6.5,1.69,0.92,1.94,0.49,0.28,no,no,yes,F47F6.5,WBGene00018575,Sequence name for WBGene00018575(clec-119). History: N.A.
T26C12.4,0.25,0,0.41,0,0,no,no,yes,T26C12.4,WBGene00001548,Sequence name for WBGene00001548(gcy-23). History: N.A.
C16C8.7,0,0.77,0,0,0,no,no,yes,C16C8.7,WBGene00015845,Public name for WBGene00015845. History: N.A.
C38D4.1a,13.14,10.71,33,26.41,14.67,no,no,yes,C38D4.1a,WBGene00008003,Molecule name for WBGene00008003(enu-3.2). History: N.A.
C16C8.9,0,0,0,0,1.17,no,no,yes,C16C8.9,WBGene00015847,Public name for WBGene00015847. History: N.A.
C08F1.5a,8.06,6.76,8.72,8.33,6.57,no,no,yes,,,
Y54E10A.16a,16.67,12.97,23.22,24.06,16.85,no,no,yes,,,
T09E11.10,0,0,0,0,0,no,no,yes,T09E11.10,WBGene00011659,Public name for WBGene00011659. History: N.A.
T09E11.12,0,0,0,0,0,no,no,yes,T09E11.12,WBGene00045103,Public name for WBGene00045103. History: N.A.
Y116F11A.1,1.2,0.26,2.62,0.56,0.65,no,no,yes,Y116F11A.1,WBGene00013816,Public name for WBGene00013816. History: N.A.
ZK262.1,0,0,0,0,0,no,no,yes,ZK262.1,WBGene00005417,Sequence name for WBGene00005417(srh-207). History: N.A.
ZK262.2,0.74,2.02,2.78,4.33,2.97,no,no,yes,ZK262.2,WBGene00013949,Public name for WBGene00013949. History: N.A.
ZK262.7,0,0,0,0,0,no,no,yes,ZK262.7,WBGene00005829,Sequence name for WBGene00005829(srw-82). History: N.A.
ZK262.8,0,0,0,0,9.98,no,yes,yes,ZK262.8,WBGene00013953,Public name for WBGene00013953. History: N.A.
ZK262.9,0,1.3,0,0.7,8.77,no,yes,yes,ZK262.9,WBGene00013954,Public name for WBGene00013954. History: N.A.
W04A8.3,1.28,0.94,3.21,4,3.43,no,no,yes,W04A8.3,WBGene00012238,Public name for WBGene00012238. History: N.A.
F41B5.6,0.58,0.76,0.96,2.43,1.23,no,no,yes,F41B5.6,,Sequence name for Suppressed gene WBGene00018263. Molecular name for Suppressed gene WBGene00018263. Public name for Suppressed gene WBGene00018263. History of WBGene00018263: Killed on 2012-07-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F32A7.5a,17.71,22,29.39,21.69,14.82,no,no,yes,F32A7.5a,WBGene00009306,Molecule name for WBGene00009306(maph-1.1). History: N.A.
F46F5.4,0,0,0,0.56,0,no,no,yes,F46F5.4,WBGene00018495,Public name for WBGene00018495. History: N.A.
R12G8.2,0,0,0,0.29,0,no,no,yes,R12G8.2,WBGene00006688,Sequence name for WBGene00006688(twk-36). History: N.A.
C34H4.1,4.06,9.63,8.2,7.53,2.72,no,no,yes,C34H4.1,WBGene00016424,Public name for WBGene00016424. History: N.A.
C34H4.5,8.34,11.42,11.04,5.7,5.59,no,no,yes,C34H4.5,WBGene00016427,Public name for WBGene00016427. History: N.A.
F40G12.7,0.95,0.78,0.15,0.84,2.71,yes,no,yes,F40G12.7,WBGene00009602,Public name for WBGene00009602. History: N.A.
Y71H2AM.25,0,0.99,0,0,0,no,yes,yes,Y71H2AM.25,WBGene00044760,Public name for WBGene00044760. History: N.A.
K09B11.4,0.96,0.53,1.61,1.69,4.53,yes,no,yes,K09B11.4,WBGene00010711,Public name for WBGene00010711. History: N.A.
K09B11.3,0,0,0,0,0,yes,no,yes,K09B11.3,,Public name for Dead gene WBGene00010710. History of WBGene00010710: Killed on 2009-01-09. Remark: This gene was removed because apart from a Genefinder prediction there was no evidence for it and it overlaps with a fragment of a transposon repeat
K09E3.2,0,0.69,0,0,0,no,no,yes,K09E3.2,WBGene00019574,Public name for WBGene00019574. History: N.A.
ZK849.4,0.46,0,0.38,0.27,0.31,no,no,yes,ZK849.4,WBGene00014102,Sequence name for WBGene00014102(best-25). History: N.A.
C18D4.6a,5.62,9.67,30.84,20.21,14.53,no,no,yes,C18D4.6a,WBGene00007675,Molecule name for WBGene00007675(C18D4.6). History: N.A.
Y54E2A.10,0.89,3.43,1.87,2.09,1.2,no,no,yes,Y54E2A.10,WBGene00013195,Public name for WBGene00013195. History: N.A.
F45F2.2,1.27,1.06,1.03,2.05,2.14,no,no,yes,F45F2.2,WBGene00001913,Sequence name for WBGene00001913(his-39). History: Renamed on 2008-01-18
T23G5.6,7.81,39.58,5.17,8.39,35.79,no,no,yes,T23G5.6,WBGene00011964,Sequence name for WBGene00011964(saeg-2). History: N.A.
ZK1055.2,1.38,0,0,0,0.62,no,yes,yes,ZK1055.2,WBGene00022843,Public name for WBGene00022843. History: N.A.
ZK1055.3,0,0,0,0,0,yes,yes,yes,ZK1055.3,WBGene00022843,"Public name for Dead gene WBGene00022844. History of WBGene00022844: Merged into ""WBGene00022843"" on 2013-02-11"
T19C9.8,4.45,3,4.57,11.62,1.38,no,no,yes,T19C9.8,WBGene00011844,Public name for WBGene00011844. History: N.A.
T19C9.5,0,0,0,0,0,no,no,yes,T19C9.5,WBGene00011841,Sequence name for WBGene00011841(scl-25). History: N.A.
T19C9.4,0,0,0,0,0,no,no,yes,T19C9.4,WBGene00005328,Sequence name for WBGene00005328(srh-109). History: N.A.
T19C9.3,0,0,0,0,0,no,no,yes,T19C9.3,WBGene00005458,Sequence name for WBGene00005458(srh-252). History: N.A.
T19C9.1,0,0,0,0,0,no,no,yes,T19C9.1,WBGene00011840,Sequence name for WBGene00011840(srbc-62). History: N.A.
F56F11.5,0.54,0,0,0,0,no,no,yes,F56F11.5,WBGene00018992,Sequence name for WBGene00018992(trpl-1). History: N.A.
F56H6.12,0,0,0,0,0,no,no,yes,F56H6.12,WBGene00010172,Sequence name for WBGene00010172(oac-36). History: N.A.
F36H5.2b.1,5.15,4.84,4.72,4.64,3.74,no,no,yes,,,
Y54H5A.2.1,37.7,37.34,35.88,34.17,42.63,no,no,yes,Y54H5A.2.1,WBGene00021900,Molecule name for WBGene00021900(Y54H5A.2). History: N.A.
F16G10.15,0,0,0.62,1.16,0.66,no,no,yes,F16G10.15,WBGene00017529,Public name for WBGene00017529. History: N.A.
T08G3.7,0.37,0.08,0.12,0.26,0.2,no,no,yes,T08G3.7,WBGene00011619,Public name for WBGene00011619. History: N.A.
Y59A8B.3,0,0,0,0,0,no,no,yes,Y59A8B.3,WBGene00005350,Sequence name for WBGene00005350(srh-133). History: N.A.
T08G3.3,0,0,0,0,0,no,no,yes,T08G3.3,WBGene00005359,Sequence name for WBGene00005359(srh-142). History: N.A.
C16A11.9,4.94,4.6,8.67,1.74,6.96,no,no,yes,C16A11.9,WBGene00045297,Sequence name for WBGene00045297(fbxc-43). History: N.A.
Y7A9C.7,0,0,0,0,0,no,no,yes,Y7A9C.7,WBGene00023514,Sequence name for WBGene00023514(srz-72). History: N.A.
Y7A9C.8,0,0,0,0,0,no,no,yes,Y7A9C.8,WBGene00023518,Sequence name for WBGene00023518(srz-76). History: N.A.
Y7A9C.9,0,0,0,0,0,no,no,yes,Y7A9C.9,WBGene00023517,Sequence name for WBGene00023517(srz-75). History: N.A.
C44C8.10,0.53,0.54,0.36,0.15,0.26,no,no,yes,C44C8.10,WBGene00045301,Sequence name for WBGene00045301(fbxc-9). History: N.A.
F57C12.4,4.89,4.59,7.66,7.77,4.21,no,no,yes,F57C12.4,WBGene00003408,Sequence name for WBGene00003408(mrp-2). History: N.A.
R07C12.1,0.41,0.15,3.69,1.67,0.82,no,no,yes,R07C12.1,WBGene00019931,Public name for WBGene00019931. History: N.A.
F13E9.2,0,0,0,0,0,no,no,yes,F13E9.2,WBGene00008751,Sequence name for WBGene00008751(fipr-14). History: N.A.
C50H2.1,10.16,9.98,8.38,10.67,7.08,no,no,yes,C50H2.1,WBGene00008239,Sequence name for WBGene00008239(fshr-1). History: N.A.
B0303.7a,16.24,15.72,13.37,12.13,11.99,no,no,yes,B0303.7a,WBGene00015128,Molecule name for WBGene00015128(B0303.7). History: N.A.
Y105E8A.6,21.27,27.32,23.6,17.61,14.75,no,no,yes,Y105E8A.6,WBGene00006824,Sequence name for WBGene00006824(unc-95). History: N.A.
F31C3.6a,2.23,3.33,3.56,1.66,3.53,no,no,yes,F31C3.6a,WBGene00009288,Molecule name for WBGene00009288(F31C3.6). History: N.A.
K06A9.1a,0.8,1.02,2.34,2.03,0.72,no,no,yes,K06A9.1a,WBGene00019435,Molecule name for WBGene00019435(K06A9.1). History: N.A.
W05F2.2,5.4,7.08,17.62,9.52,7.01,no,no,yes,W05F2.2,WBGene00021034,Sequence name for WBGene00021034(enu-3.4). History: N.A.
M162.8,0.44,0,0.74,0,0,no,no,yes,M162.8,WBGene00010934,Sequence name for WBGene00010934(fbxa-118). History: Split into fbxa-194(WBGene00044655). History of WBGene00010934: N.A.
M162.2,3.23,0,3.37,2.83,6.49,no,no,yes,M162.2,WBGene00010928,Sequence name for WBGene00010928(clec-258). History: N.A.
M162.3,0,0.43,0,0,0.53,no,no,yes,M162.3,WBGene00010929,Sequence name for WBGene00010929(srt-45). History: N.A.
M162.1,0,0,0,0,0,no,no,yes,M162.1,WBGene00010927,Sequence name for WBGene00010927(clec-259). History: N.A.
M162.6,0,0,0,0,0,no,no,yes,M162.6,WBGene00010932,Public name for WBGene00010932. History: N.A.
T07H3.1,1.76,0.86,3.59,3.2,0.52,no,no,yes,T07H3.1,WBGene00006464,Sequence name for WBGene00006464(bath-47). History: N.A.
ZK6.7a,83.97,152.65,108.91,98.66,61.48,no,no,yes,ZK6.7a,WBGene00022642,Molecule name for WBGene00022642(lipl-5). History: N.A.
Y55F3C.6,0.24,1.64,5.28,2.71,11.85,no,no,yes,Y55F3C.6,,"Sequence name for Suppressed gene WBGene00043707. Molecular name for Suppressed gene WBGene00043707. Public name for Suppressed gene WBGene00043707. History of WBGene00043707: Killed on 2004-10-04; Resurrected on 2005-09-09; Split into ""WBGene00044766"" on 2006-02-24; Suppressed on 2012-11-15. Remark: The corresponding CDS object for this gene had been created and removed before WormBase introduced the concept of unique gene identifiers.  This (dead) gene object exists as an attempt to make sure that a gene ID exists for every worm gene prediction that has ever existed....This gene has been resurrected because it may be a member of a small gene family and should not have been removed....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene."
F36H5.8,1.27,1.63,0.53,0.75,0.57,no,no,yes,F36H5.8,WBGene00018106,"Public name for WBGene00018106. History: Split into F36H5.13(WBGene00206519), F36H5.15(WBGene00270291). History of WBGene00018106: Split into ""WBGene00206519"" on 2011-07-20; Split into ""WBGene00270291"" on 2016-07-01"
F36H5.5,0,1.03,0.59,1.1,2.52,no,no,yes,F36H5.5,WBGene00018104,"Sequence name for WBGene00018104(fbxb-53). History: Split into F36H5.18(WBGene00305113). History of WBGene00018104: Split into ""WBGene00305113"" on 2019-10-21"
F36H5.4,2.03,1.78,3.73,0.48,2.72,no,no,yes,F36H5.4,WBGene00018103,Public name for WBGene00018103. History: N.A.
F36H5.6,0,0,0,0,0,no,no,yes,F36H5.6,WBGene00018105,"Sequence name for WBGene00018105(clec-19). History: Split into F36H5.12(WBGene00206518). History of WBGene00018105: Split into ""WBGene00206518"" on 2011-07-20"
W03G1.3,0.17,1.66,4.96,1.08,4.49,no,no,yes,W03G1.3,,Sequence name for Suppressed gene WBGene00043537. Molecular name for Suppressed gene WBGene00043537. Public name for Suppressed gene WBGene00043537. History of WBGene00043537: Killed on 2004-10-04; Resurrected on 2005-09-09; Killed on 2011-01-21; Suppressed on 2013-07-30. Remark: The corresponding CDS object for this gene had been created and removed before WormBase introduced the concept of unique gene identifiers.  This (dead) gene object exists as an attempt to make sure that a gene ID exists for every worm gene prediction that has ever existed....[050610 pad] Automatic assignment of Sequence_name connection using info taken from Public_name tags....This gene has been resurrected because it may be a member of a small gene family and should not have been removed....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y38H6C.5,0,0,0.25,0.18,0.2,no,no,yes,Y38H6C.5,WBGene00012618,Sequence name for WBGene00012618(dct-10). History: N.A.
Y38H6C.4,0,0,0,0,0,no,no,yes,Y38H6C.4,WBGene00012617,Public name for WBGene00012617. History: N.A.
Y38H6C.9,0.97,0,0.81,1.14,0,no,no,yes,Y38H6C.9,WBGene00012622,Public name for WBGene00012622. History: N.A.
Y38H6C.8,0,0.95,0,0,0,no,no,yes,Y38H6C.8,WBGene00012621,Public name for WBGene00012621. History: N.A.
T15D6.11,0,0,0,0,0,no,no,yes,T15D6.11,WBGene00011785,Public name for WBGene00011785. History: N.A.
T15D6.10,0,0,0,0,0,no,no,yes,T15D6.10,WBGene00011784,Public name for WBGene00011784. History: N.A.
F46F5.15,0,0,0,0,0,no,no,yes,F46F5.15,WBGene00018506,Public name for WBGene00018506. History: N.A.
C36C9.4,0.1,0,0,0,0,no,no,yes,C36C9.4,WBGene00016487,Public name for WBGene00016487. History: N.A.
M01D7.7a,38.12,56.23,38.22,39.58,42.59,no,no,yes,M01D7.7a,WBGene00001196,"Molecule name for WBGene00001196(egl-30). History: Split into C53H9.4(WBGene00303070). History of WBGene00001196: Split into ""WBGene00303070"" on 2018-03-02"
C36C9.1,17.33,18.47,17.52,19.3,23.23,no,no,yes,C36C9.1,WBGene00016485,Sequence name for WBGene00016485(meg-4). History: N.A.
C36C9.3,12.41,14.7,12.62,20.43,19.34,no,no,yes,C36C9.3,WBGene00016486,Sequence name for WBGene00016486(fbxa-170). History: N.A.
C36C9.2,0.18,0.2,0.08,0.22,0.12,no,no,yes,C36C9.2,WBGene00006550,Sequence name for WBGene00006550(tbx-31). History: N.A.
F56B3.9,0,0,0,0,0,no,yes,yes,F56B3.9,WBGene00018933,Public name for WBGene00018933. History: N.A.
F43C11.1,0,0,0,0,0,no,no,yes,F43C11.1,WBGene00018378,Public name for WBGene00018378. History: N.A.
F43C11.2,0,0.89,0,0,0,no,no,yes,F43C11.2,WBGene00018379,Public name for WBGene00018379. History: N.A.
F32A7.3a,1.8,2.53,3.86,1.8,1.38,no,no,yes,F32A7.3a,WBGene00009304,Molecule name for WBGene00009304(eva-1). History: Renamed on 2007-10-09
Y108F1.3,2.5,1.78,1.98,2.19,1.67,no,no,yes,Y108F1.3,WBGene00022431,Sequence name for WBGene00022431(set-33). History: N.A.
F44E2.2a.1,75.91,58.29,56.22,70.17,76.37,no,no,yes,,,
Y17D7C.1,0.57,0,0,0,0,no,no,yes,Y17D7C.1,WBGene00012455,"Public name for WBGene00012455. History: Split into Y17D7C.6(WBGene00194680). History of WBGene00012455: Split into ""WBGene00194680"" on 2009-06-15"
T17A3.9,0,0,0,0.88,1,no,no,yes,T17A3.9,WBGene00020545,Sequence name for WBGene00020545(adbp-2). History: N.A.
T17A3.4,1.03,1.12,1.71,0.48,3.03,no,no,yes,T17A3.4,WBGene00020542,Sequence name for WBGene00020542(fbxb-82). History: N.A.
T17A3.7,3.55,2.86,3.76,2.78,7.94,no,no,yes,T17A3.7,WBGene00020544,Sequence name for WBGene00020544(fbxb-84). History: Renamed on 2010-05-19
T17A3.6,2.23,1.22,1.71,2.61,4.48,no,no,yes,T17A3.6,WBGene00020543,Sequence name for WBGene00020543(fbxb-83). History: N.A.
T17A3.1,0.51,0.28,0,0,0,no,no,yes,T17A3.1,WBGene00006894,Sequence name for WBGene00006894(ver-1). History: N.A.
T17A3.2,3.89,3.84,3.9,7.75,4.17,no,no,yes,T17A3.2,WBGene00020540,Sequence name for WBGene00020540(pals-25). History: N.A.
F58E1.3,0.88,1.45,2.22,3.62,2.96,no,no,yes,F58E1.3,WBGene00019035,Sequence name for WBGene00019035(fbxb-26). History: N.A.
F58E1.9,0.93,1.53,3.11,0.55,0.62,no,no,yes,F58E1.9,WBGene00019040,Sequence name for WBGene00019040(fbxb-19). History: N.A.
F11D11.4,0,0,0,0.71,0,no,no,yes,F11D11.4,WBGene00008699,"Public name for WBGene00008699. History: Split into F11D11.22(WBGene00271804). History of WBGene00008699: Split into ""WBGene00271804"" on 2017-09-21"
F11D11.5,0,0,0,0,0,no,no,yes,F11D11.5,WBGene00008700,Sequence name for WBGene00008700(clec-254). History: N.A.
F11D11.3,0,0,0.29,0.82,0,no,no,yes,F11D11.3,WBGene00008698,Public name for WBGene00008698. History: N.A.
C41D11.6,0.16,0.53,0.68,0.19,11.7,yes,yes,yes,C41D11.6,WBGene00016565,Sequence name for WBGene00016565(sosi-1). History: N.A.
C08E3.6,0,0.78,0,0.42,0,no,no,yes,C08E3.6,WBGene00015598,Sequence name for WBGene00015598(fbxa-163). History: N.A.
C08E3.7,0,0,0.33,0.46,0,no,no,yes,C08E3.7,WBGene00015599,Sequence name for WBGene00015599(fbxa-164). History: N.A.
C08E3.4,0,0,0,0,0,no,no,yes,C08E3.4,WBGene00015596,Sequence name for WBGene00015596(fbxa-161). History: N.A.
C08E3.5,0.46,0.5,0,0.53,1.84,no,no,yes,C08E3.5,WBGene00015597,Sequence name for WBGene00015597(fbxa-162). History: N.A.
C08E3.2,0,0,0,0,0,no,no,yes,C08E3.2,WBGene00015594,Sequence name for WBGene00015594(btb-15). History: N.A.
C08E3.3,0.5,0.54,0.41,0.58,0.66,no,no,yes,C08E3.3,WBGene00015595,Sequence name for WBGene00015595(bath-33). History: N.A.
C08E3.8,0,0,0,0,0,no,no,yes,C08E3.8,WBGene00015600,Sequence name for WBGene00015600(fbxa-165). History: N.A.
C08E3.9,0,0.38,2.05,0.82,0.47,no,no,yes,C08E3.9,WBGene00015601,Sequence name for WBGene00015601(fbxa-166). History: N.A.
F14F8.7,0,0,0,0,0,no,no,yes,F14F8.7,WBGene00005783,Sequence name for WBGene00005783(srw-36). History: N.A.
F14F8.5,0,0,0,0,0,no,no,yes,F14F8.5,WBGene00005790,Sequence name for WBGene00005790(srw-43). History: N.A.
Y77E11A.3,0,0,0,2.74,0,no,no,yes,Y77E11A.3,WBGene00022308,Public name for WBGene00022308. History: N.A.
Y54G11A.6,23.56,26.8,30.01,29.82,27.13,no,no,yes,Y54G11A.6,WBGene00000830,Sequence name for WBGene00000830(ctl-1). History: N.A.
F23H11.7,0.46,3.54,2.7,3.79,2.48,no,no,yes,F23H11.7,WBGene00017762,Public name for WBGene00017762. History: N.A.
F36H5.9,0,0,1.19,0,1.91,no,no,yes,F36H5.9,WBGene00018107,Public name for WBGene00018107. History: N.A.
Y105E8B.1a,849.01,903.31,797.2,639.85,546.19,no,no,yes,Y105E8B.1a,WBGene00002978,Molecule name for WBGene00002978(lev-11). History: N.A.
Y105E8B.11,0,0,1.72,0,0,no,no,yes,Y105E8B.11,WBGene00044265,Public name for WBGene00044265. History: N.A.
Y55B1BL.1,13.26,9.3,10.19,17.39,7.11,no,no,yes,Y55B1BL.1,WBGene00021909,"Public name for WBGene00021909. History: Split into Y55B1BL.2(WBGene00303093). History of WBGene00021909: Split into ""WBGene00303093"" on 2018-03-02"
AC8.12,0.3,0.33,2.25,1.4,0.4,no,no,yes,AC8.12,WBGene00043990,Public name for WBGene00043990. History: N.A.
AC8.11,1.27,1.39,3.96,1.11,1.7,no,no,yes,AC8.11,WBGene00043989,Public name for WBGene00043989. History: N.A.
AC8.10,1.25,2.75,2.49,2.75,2.31,no,no,yes,AC8.10,WBGene00043988,Public name for WBGene00043988. History: N.A.
F48F5.1,0.74,0.35,0.88,0.62,0.42,no,no,yes,F48F5.1,WBGene00009846,"Public name for Dead gene WBGene00009845. History of WBGene00009845: Merged into ""WBGene00009846"" on 2008-10-10"
Y77E11A.11.1,50.29,59.62,56.8,45.6,50.47,no,no,yes,,,
Y76G2A.1,3.66,9.49,16.56,1.56,8.49,yes,no,yes,Y76G2A.1,,Sequence name for Suppressed gene WBGene00022304. Molecular name for Suppressed gene WBGene00022304. Public name for Suppressed gene WBGene00022304. History of WBGene00022304: Suppressed on 2013-10-17. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y76G2A.2,2.59,1.89,4.32,2.02,4.62,yes,no,yes,Y76G2A.2,,Sequence name for Suppressed gene WBGene00022305. Molecular name for Suppressed gene WBGene00022305. Public name for Suppressed gene WBGene00022305. History of WBGene00022305: Suppressed on 2013-10-17. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
R06B10.1,0,0.49,0.28,0.13,0.3,no,no,yes,R06B10.1,WBGene00019912,Public name for WBGene00019912. History: N.A.
