# Table S2. Genes with More Than 25 Reads per Million of Antisense 22G-RNAs in the fem-1 Oocyte Library
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Normalized reads = reads per million, excluding reads considered to be degradation products
gene name,cosmid ID,fem-1 oocyte - Reads,fem-1 oocyte - Normalized reads,Input,Suggested Match,History
W03G1.8,W03G1.8,231.0,101.318900141671,W03G1.8,WBGene00021013,Public name for WBGene00021013. History: N.A.
rnr-1,T23G5.1,230.0,100.880290184348,rnr-1,WBGene00004391,Public name for WBGene00004391. History: N.A.
C03D6.1,C03D6.1,229.0,100.441680227025,C03D6.1,WBGene00007275,Public name for WBGene00007275. History: N.A.
tag-80,Y2C2A.1,228.555799999999,100.246849683981,tag-80,WBGene00018468,Other name for WBGene00018468(cla-1). History: Renamed on 2014-01-06; Renamed on 2017-04-28
gpb-2,F52A8.2,228.5,100.222375248363,gpb-2,WBGene00001680,Public name for WBGene00001680. History: Renamed on 2010-12-15
R13A1.10,R13A1.10,228.5,100.222375248363,R13A1.10,WBGene00044504,Public name for WBGene00044504. History: N.A.
tra-3,LLC1.1,228.0,100.003070269701,tra-3,WBGene00006606,Public name for WBGene00006606. History: N.A.
gsp-2,F56C9.1,227.7429,99.8903036496735,gsp-2,WBGene00001748,Public name for WBGene00001748. History: N.A.
F53H1.4,F53H1.4,227.5208,99.792888378152,F53H1.4,WBGene00018778,Public name for WBGene00018778. History: N.A.
pvf-1,Y39A3CL.6,227.5,99.7837652910396,pvf-1,WBGene00004249,Public name for WBGene00004249. History: N.A.
Y70G10A.3,Y70G10A.3,227.5,99.7837652910396,Y70G10A.3,WBGene00013499,Public name for WBGene00013499. History: N.A.
T25G12.11,T25G12.11,227.25,99.6741128017088,T25G12.11,WBGene00020817,Public name for WBGene00020817. History: N.A.
cpsf-1,Y76B12C.7,226.75,99.4548078230472,cpsf-1,WBGene00022301,Public name for WBGene00022301. History: N.A.
T26A8.4,T26A8.4,226.5,99.3451553337164,T26A8.4,WBGene00020827,Public name for WBGene00020827. History: N.A.
let-413,F26D11.11,226.5,99.3451553337164,let-413,WBGene00002632,Public name for WBGene00002632. History: N.A.
vps-34,B0025.1,226.4204,99.3102419811135,vps-34,WBGene00006932,Public name for WBGene00006932. History: N.A.
ztf-11,F52F12.6,226.1666,99.1989227739448,ztf-11,WBGene00009939,Public name for WBGene00009939. History: Renamed on 2008-02-20
spat-3,T13H2.5,226.0,99.1258503550548,spat-3,WBGene00020496,Public name for WBGene00020496. History: N.A.
rpb-10,Y37E3.3,225.6667,98.9796616562789,rpb-10,WBGene00021347,Public name for WBGene00021347. History: N.A.
C13F10.4,C13F10.4,225.5,98.9065453763931,C13F10.4,WBGene00015743,Sequence name for WBGene00015743(soap-1). History: N.A.
C28C12.2,C28C12.2,225.5,98.9065453763931,C28C12.2,WBGene00016178,Sequence name for WBGene00016178(mesp-1). History: N.A.
mpz-1,C52A11.4,225.5,98.9065453763931,mpz-1,WBGene00003404,Public name for WBGene00003404. History: N.A.
set-21,Y24D9A.2,225.4996,98.9063699324102,set-21,WBGene00021282,Public name for WBGene00021282. History: N.A.
C02B10.5,C02B10.5,225.2,98.7749623891962,C02B10.5,WBGene00015330,Public name for WBGene00015330. History: N.A.
ceh-43,C28A5.4,225.0,98.6872403977315,ceh-43,WBGene00000463,Public name for WBGene00000463. History: Renamed on 2013-07-26
cdh-1,R10F2.1,225.0,98.6872403977315,cdh-1,WBGene00019994,Public name for WBGene00019994. History: N.A.
F13C5.1,F13C5.1,224.0004,98.2488058843912,F13C5.1,WBGene00017422,Public name for WBGene00017422. History: N.A.
K03E5.1,K03E5.1,224.0,98.2486304404083,K03E5.1,WBGene00019360,Sequence name for WBGene00019360(neto-1). History: N.A.
T20D3.3,T20D3.3,224.0,98.2486304404083,T20D3.3,WBGene00011857,"Sequence name for WBGene00011857(coa-4). History: Split into T20D3.14(WBGene00303026). History of WBGene00011857: Split into ""WBGene00303026"" on 2018-03-06"
C18H2.1,C18H2.1,223.8999,98.2047255836802,C18H2.1,WBGene00015988,"Sequence name for WBGene00015988(lido-18). History: Split into C18H2.8(WBGene00305979), C18H2.9(WBGene00305980). History of WBGene00015988: Split into ""WBGene00305979"" on 2020-01-20; Split into ""WBGene00305980"" on 2020-01-20"
cul-4,F45E12.3,223.5,98.0293254617466,cul-4,WBGene00000839,Public name for WBGene00000839. History: N.A.
npp-1,K07F5.13,223.5,98.0293254617466,npp-1,WBGene00003787,Public name for WBGene00003787. History: N.A.
F40A3.5,F40A3.5,223.3831,97.9780519577356,F40A3.5,WBGene00077712,"Sequence name for WBGene00077712(nipi-4). History: N.A.. Public name for Dead gene WBGene00018220. History of WBGene00018220: Merged into ""WBGene00077712"" on 2012-04-12"
Y40A1A.1,Y40A1A.1,223.0,97.810020483085,Y40A1A.1,WBGene00021483,Public name for WBGene00021483. History: N.A.
pqn-85,Y43H11AL.3,223.0,97.810020483085,pqn-85,WBGene00004166,Other name for WBGene00004166(scc-2). History: Renamed on 2021-02-16; Renamed on 2021-03-11
lnp-1,C05E11.1,223.0,97.810020483085,lnp-1,WBGene00015492,Public name for WBGene00015492. History: N.A.
eif-3.E,B0511.10,223.0,97.810020483085,eif-3.E,WBGene00001228,Public name for WBGene00001228. History: N.A.
R186.1,R186.1,223.0,97.810020483085,R186.1,WBGene00011305,Sequence name for WBGene00011305(hrg-9). History: N.A.
F40F9.6,F40F9.6,222.0,97.3714105257618,F40F9.6,WBGene00009583,Sequence name for WBGene00009583(aagr-3). History: N.A.
dpy-26,C25G4.5,221.8333,97.298294245876,dpy-26,WBGene00001085,Public name for WBGene00001085. History: N.A.
F29D11.2,F29D11.2,221.5,97.1521055471001,F29D11.2,WBGene00009254,Sequence name for WBGene00009254(capg-1). History: N.A.
W03F11.5,W03F11.5,221.5,97.1521055471001,W03F11.5,WBGene00021008,Public name for WBGene00021008. History: N.A.
R05H10.2,R05H10.2,221.2111,97.0253911304294,R05H10.2,WBGene00011043,Sequence name for WBGene00011043(rbm-28). History: N.A.
F09G2.1,F09G2.1,221.0,96.9328005684385,F09G2.1,WBGene00017310,Public name for WBGene00017310. History: N.A.
H04D03.4,H04D03.4,221.0,96.9328005684385,H04D03.4,WBGene00010365,"Public name for WBGene00010365. History: Split into H04D03.7(WBGene00305993). History of WBGene00010365: Split into ""WBGene00305993"" on 2020-01-20"
F26F4.6,F26F4.6,220.7,96.8012175812415,F26F4.6,WBGene00017828,Public name for WBGene00017828. History: N.A.
K04G7.11,K04G7.11,220.0214,96.503576864202,K04G7.11,WBGene00019402,Sequence name for WBGene00019402(syf-2). History: N.A.
hil-8,T05E8.2,220.0,96.4941906111153,hil-8,WBGene00001859,Public name for WBGene00001859. History: N.A.
T20D3.11,T20D3.11,219.8333,96.4210743312295,T20D3.11,WBGene00007505,"Public name for Dead gene WBGene00011862. History of WBGene00011862: Merged into ""WBGene00007505"" on 2014-05-28"
klp-18,C06G3.2,219.0,96.055580653792,klp-18,WBGene00002228,Public name for WBGene00002228. History: N.A.
T21B10.3,T21B10.3,219.0,96.055580653792,T21B10.3,WBGene00011885,Public name for WBGene00011885. History: N.A.
ZK899.6,ZK899.6,219.0,96.055580653792,ZK899.6,WBGene00014144,Public name for WBGene00014144. History: N.A.
Y47H10A.5,Y47H10A.5,218.5,95.8362756751304,Y47H10A.5,WBGene00012961,Public name for WBGene00012961. History: N.A.
asd-1,R74.5,218.3929,95.7893005487011,asd-1,WBGene00011279,Public name for WBGene00011279. History: N.A.
lir-2,F18A1.4,218.1666,95.6900431153588,lir-2,WBGene00003045,Public name for WBGene00003045. History: N.A.
dog-1,F33H2.1,217.25,95.2880132284763,dog-1,WBGene00001049,Public name for WBGene00001049. History: N.A.
Y67D8C.6,Y67D8C.6,217.0,95.1783607391455,Y67D8C.6,WBGene00022070,Public name for WBGene00022070. History: N.A.
K01A11.3,K01A11.3,217.0,95.1783607391455,K01A11.3,WBGene00010451,Public name for WBGene00010451. History: N.A.
drh-1,F15B10.2,216.7714,95.0780945029014,drh-1,WBGene00001090,Public name for WBGene00001090. History: N.A.
fbxb-22,Y56A3A.10,216.6661,95.0319088743953,fbxb-22,WBGene00013230,Public name for WBGene00013230. History: N.A.
ncbp-1,F37E3.1,216.0,94.7397507818223,ncbp-1,WBGene00018156,Public name for WBGene00018156. History: Renamed on 2015-03-05
C24H12.7,C24H12.7,215.5,94.5204458031606,C24H12.7,WBGene00016076,Public name for WBGene00016076. History: N.A.
zig-8,Y39E4B.8,215.5,94.5204458031606,zig-8,WBGene00006985,Public name for WBGene00006985. History: N.A.
F34D10.4,F34D10.4,215.0,94.301140824499,F34D10.4,WBGene00009374,Public name for WBGene00009374. History: N.A.
W02B12.1,W02B12.1,215.0,94.301140824499,W02B12.1,WBGene00012201,Public name for WBGene00012201. History: N.A.
atf-5,T04C10.4,215.0,94.301140824499,atf-5,WBGene00000221,"Other name for WBGene00000221(atf-4). History: Split into T04C10.11(WBGene00303075). History of WBGene00000221: Split into ""WBGene00303075"" on 2018-03-02; Renamed on 2019-07-15"
mog-5,EEED8.5,215.0,94.301140824499,mog-5,WBGene00003393,Public name for WBGene00003393. History: N.A.
T24B8.3,T24B8.3,214.027,93.8743733360235,T24B8.3,WBGene00011977,Public name for WBGene00011977. History: N.A.
xpo-1,ZK742.1,214.0,93.8625308671757,xpo-1,WBGene00002078,Public name for WBGene00002078. History: Renamed on 2008-01-30
bli-3,F56C11.1,214.0,93.8625308671757,bli-3,WBGene00000253,Public name for WBGene00000253. History: N.A.
C17G1.8,C17G1.8,213.0,93.4239209098525,C17G1.8,WBGene00023491,Sequence name for WBGene00023491(tsp-21). History: N.A.
dnj-7,C55B6.2,212.0,92.9853109525292,dnj-7,WBGene00001025,Public name for WBGene00001025. History: N.A.
Y46G5A.7,Y46G5A.7,211.5831,92.8024544613212,Y46G5A.7,WBGene00012899,Public name for WBGene00012899. History: N.A.
cnb-1,F55C10.1,211.5,92.7660059738676,cnb-1,WBGene00000554,Public name for WBGene00000554. History: N.A.
flp-16,F15D4.8,211.5,92.7660059738676,flp-16,WBGene00001459,Public name for WBGene00001459. History: N.A.
Y54E5A.3,Y54E5A.3,211.5,92.7660059738676,Y54E5A.3,WBGene00013198,"Public name for Dead gene WBGene00013199. History of WBGene00013199: Merged into ""WBGene00013198"" on 2008-07-18"
R144.2,R144.2,211.5,92.7660059738676,R144.2,WBGene00020092,Sequence name for WBGene00020092(pcf-11). History: N.A.
zeel-1,Y39G10AR.5,211.5,92.7660059738676,zeel-1,WBGene00021463,Public name for WBGene00021463. History: N.A.
T16G12.1,T16G12.1,211.0,92.546700995206,T16G12.1,WBGene00011803,Public name for WBGene00011803. History: N.A.
Y44E3A.1,Y44E3A.1,210.2921,92.2362090064169,Y44E3A.1,WBGene00021547,Public name for WBGene00021547. History: N.A.
tsr-1,F53G2.6,210.1293,92.1648033053646,tsr-1,WBGene00006647,Public name for WBGene00006647. History: N.A.
ntl-4,C49H3.5,210.0,92.1080910378827,ntl-4,WBGene00003827,Public name for WBGene00003827. History: N.A.
ntl-2,B0286.4,209.8333,92.034974757997,ntl-2,WBGene00003825,Public name for WBGene00003825. History: N.A.
cacn-1,W03H9.4,209.75,91.9984385485519,cacn-1,WBGene00012230,Public name for WBGene00012230. History: N.A.
C34C12.1,C34C12.1,209.7493,91.9981315215818,C34C12.1,WBGene00007920,Public name for WBGene00007920. History: N.A.
bub-3,Y54G9A.6,209.1468,91.7338690222946,bub-3,WBGene00013209,Public name for WBGene00013209. History: N.A.
Y53G8AM.8,Y53G8AM.8,209.0,91.6694810805595,Y53G8AM.8,WBGene00021808,Public name for WBGene00021808. History: N.A.
Y32H12A.5,Y32H12A.5,208.8333,91.5963648006737,Y32H12A.5,WBGene00021313,Sequence name for WBGene00021313(paqr-2). History: Renamed on 2015-08-03
klp-15,M01E11.6,208.5,91.4501761018979,klp-15,WBGene00002225,Public name for WBGene00002225. History: N.A.
C17G10.9,C17G10.9,208.5,91.4501761018979,C17G10.9,WBGene00015920,Sequence name for WBGene00015920(eif-3.L). History: N.A.
let-711,F57B9.2,208.0833,91.2674073326813,let-711,WBGene00002845,Public name for WBGene00002845. History: Renamed on 2007-04-12
C17C3.15,C17C3.15,208.0,91.2308711232362,C17C3.15,WBGene00015896,Public name for WBGene00015896. History: N.A.
wip-1,R144.4,207.8333,91.1577548433505,wip-1,WBGene00020094,Public name for WBGene00020094. History: N.A.
met-1,C43E11.3,207.6429,91.0742435074761,met-1,WBGene00016603,Public name for WBGene00016603. History: N.A.
isw-1,F37A4.8,207.0,90.792261165913,isw-1,WBGene00002169,Public name for WBGene00002169. History: N.A.
C09E7.5,C09E7.5,207.0,90.792261165913,C09E7.5,WBGene00015639,Public name for WBGene00015639. History: N.A.
tag-298,C01H6.7,206.8333,90.7191448860272,tag-298,WBGene00007256,Other name for WBGene00007256(swsn-9). History: Renamed on 2012-08-29
hcp-6,Y110A7A.1,206.5,90.5729561872514,hcp-6,WBGene00001833,Public name for WBGene00001833. History: Renamed on 2015-03-05; Renamed on 2015-03-05
ima-3,F32E10.4,206.5,90.5729561872514,ima-3,WBGene00002074,Public name for WBGene00002074. History: N.A.
cct-5,C07G2.3,206.5,90.5729561872514,cct-5,WBGene00000380,Public name for WBGene00000380. History: N.A.
ars-2,F28H1.3,206.0833,90.3901874180348,ars-2,WBGene00000197,Other name for WBGene00000197(aars-2). History: Renamed on 2010-01-29; Renamed on 2015-03-03; Resurrected on 2015-03-05
rsp-1,W02B12.3,206.05,90.3755817064559,rsp-1,WBGene00004698,Public name for WBGene00004698. History: N.A.
Y110A7A.21,Y110A7A.21,206.0,90.3536512085898,Y110A7A.21,WBGene00045212,Public name for WBGene00045212. History: N.A.
uaf-1,Y92C3B.2,205.5227,90.1443026759594,uaf-1,WBGene00006697,Public name for WBGene00006697. History: N.A.
K09A11.1,K09A11.1,205.0,89.9150412512665,K09A11.1,WBGene00010704,Public name for WBGene00010704. History: N.A.
D1081.7,D1081.7,205.0,89.9150412512665,D1081.7,WBGene00008385,Sequence name for WBGene00008385(lotr-1). History: N.A.
lin-53,K07A1.12,205.0,89.9150412512665,lin-53,WBGene00003036,Public name for WBGene00003036. History: N.A.
Y67H2A.10,Y67H2A.10,204.9235,89.8814875895313,Y67H2A.10,WBGene00013465,Public name for WBGene00013465. History: N.A.
jmjd-2,Y48B6A.11,204.2333,89.5787589969868,jmjd-2,WBGene00012982,Public name for WBGene00012982. History: N.A.
Y11D7A.19,Y11D7A.19,204.0,89.4764312939433,Y11D7A.19,WBGene00077756,Public name for WBGene00077756. History: N.A.
sdz-28,R52.1,204.0,89.4764312939433,sdz-28,WBGene00020073,Public name for WBGene00020073. History: Renamed on 2005-08-22
ogt-1,K04G7.3,203.0,89.03782133662,ogt-1,WBGene00003858,Public name for WBGene00003858. History: N.A.
W09G10.3,W09G10.3,203.0,89.03782133662,W09G10.3,WBGene00021116,Sequence name for WBGene00021116(ncs-6). History: N.A.
nfyb-1,W10D9.4,202.5,88.8185163579584,nfyb-1,WBGene00021132,Public name for WBGene00021132. History: N.A.
Y71F9AL.9,Y71F9AL.9,202.5,88.8185163579584,Y71F9AL.9,WBGene00022114,Public name for WBGene00022114. History: N.A.
npp-4,Y54E5A.4,202.5,88.8185163579584,npp-4,WBGene00003790,Public name for WBGene00003790. History: N.A.
Y65B4BL.4,Y65B4BL.4,202.1429,88.6618887421982,Y65B4BL.4,WBGene00022036,Public name for WBGene00022036. History: N.A.
T09A5.7,T09A5.7,202.0,88.5992113792967,T09A5.7,WBGene00011635,Sequence name for WBGene00011635(mdmh-35). History: N.A.
F35D11.3,F35D11.3,202.0,88.5992113792967,F35D11.3,WBGene00018044,Public name for WBGene00018044. History: N.A.
nhr-3,H01A20.1,201.5,88.3799064006351,nhr-3,WBGene00003602,Public name for WBGene00003602. History: N.A.
klp-16,C41G7.2,201.0,88.1606014219735,klp-16,WBGene00002226,Public name for WBGene00002226. History: N.A.
T03D8.6,T03D8.6,201.0,88.1606014219735,T03D8.6,WBGene00011393,Public name for WBGene00011393. History: N.A.
D1046.1,D1046.1,201.0,88.1606014219735,D1046.1,WBGene00008362,"Sequence name for WBGene00008362(cfim-2). History: Split into D1046.18(WBGene00255595). History of WBGene00008362: Split into ""WBGene00255595"" on 2014-09-03"
unc-119,M142.1,201.0,88.1606014219735,unc-119,WBGene00006843,Public name for WBGene00006843. History: N.A.
F53H1.1,F53H1.1,200.6666,88.0143688622019,F53H1.1,WBGene00018776,Sequence name for WBGene00018776(ddx-46). History: N.A.
math-1,B0047.4,200.4749,87.930287333383,math-1,WBGene00015015,Public name for WBGene00015015. History: N.A.
F55C5.4,F55C5.4,200.0,87.7219914646502,F55C5.4,WBGene00010093,Sequence name for WBGene00010093(capg-2). History: N.A.
cdl-1,R06F6.1,199.75,87.6123389753194,cdl-1,WBGene00000411,Public name for WBGene00000411. History: N.A.
Y48G1BM.6,Y48G1BM.6,199.7478,87.6113740334133,Y48G1BM.6,WBGene00021671,"Public name for WBGene00021671. History: Split into Y48G1BM.10(WBGene00306121). History of WBGene00021671: Split into ""WBGene00306121"" on 2020-11-10"
F02E9.10,F02E9.10,199.5,87.5026864859886,F02E9.10,WBGene00008533,Public name for WBGene00008533. History: N.A.
jip-1,F56D12.4,199.1666,87.356453926217,jip-1,WBGene00002176,Public name for WBGene00002176. History: N.A.
W05F2.2,W05F2.2,199.0831,87.3198299947805,W05F2.2,WBGene00021034,Sequence name for WBGene00021034(enu-3.4). History: N.A.
T23G5.2,T23G5.2,199.0,87.283381507327,T23G5.2,WBGene00011962,Public name for WBGene00011962. History: N.A.
T28F4.1,T28F4.1,198.5,87.0640765286654,T28F4.1,WBGene00012136,Public name for WBGene00012136. History: N.A.
dcr-1,K12H4.8,198.0,86.8447715500037,dcr-1,WBGene00000939,Public name for WBGene00000939. History: N.A.
seu-1,Y73B6BL.5,198.0,86.8447715500037,seu-1,WBGene00004783,Public name for WBGene00004783. History: N.A.
Y37D8A.16,Y37D8A.16,197.0,86.4061615926805,Y37D8A.16,WBGene00012554,Public name for WBGene00012554. History: N.A.
fcp-1,F36F2.6,197.0,86.4061615926805,fcp-1,WBGene00009479,Public name for WBGene00009479. History: N.A.
sys-1,T23D8.9,196.8333,86.3330453127947,sys-1,WBGene00006379,Public name for WBGene00006379. History: N.A.
T22B2.5,T22B2.5,196.5,86.1868566140189,T22B2.5,WBGene00020669,Public name for WBGene00020669. History: N.A.
sur-6,F26E4.1,196.5,86.1868566140189,sur-6,WBGene00006352,Public name for WBGene00006352. History: N.A.
F46F6.2,F46F6.2,196.0,85.9675516353572,F46F6.2,WBGene00009793,Sequence name for WBGene00009793(pkn-1). History: N.A.
hda-1,C53A5.3,196.0,85.9675516353572,hda-1,WBGene00001834,Public name for WBGene00001834. History: N.A.
Y73B6BL.33,Y73B6BL.33,196.0,85.9675516353572,Y73B6BL.33,WBGene00022253,Sequence name for WBGene00022253(hrpf-2). History: N.A.
ZK507.6,ZK507.6,195.0333,85.5435473896128,ZK507.6,WBGene00000863,"Sequence name for WBGene00000863(cya-1). History: N.A.. Public name for Dead gene WBGene00013981. History of WBGene00013981: Merged into ""WBGene00000863"" on 2012-05-01"
Y41C4A.12,Y41C4A.12,195.0,85.528941678034,Y41C4A.12,WBGene00012758,Public name for WBGene00012758. History: N.A.
dpy-22,F47A4.2,194.5,85.3096366993724,dpy-22,WBGene00001081,Public name for WBGene00001081. History: N.A.
let-19,K08F8.6,194.3333,85.2365204194866,let-19,WBGene00002295,Public name for WBGene00002295. History: N.A.
Y37E11AL.1,Y37E11AL.1,194.0,85.0903317207107,Y37E11AL.1,WBGene00021357,Public name for WBGene00021357. History: N.A.
Y39E4B.6,Y39E4B.6,194.0,85.0903317207107,Y39E4B.6,WBGene00012717,Public name for WBGene00012717. History: N.A.
tag-273,Y57G11A.1,194.0,85.0903317207107,tag-273,WBGene00013289,Public name for WBGene00013289. History: N.A.
R05D11.5,R05D11.5,193.6667,84.9441430219349,R05D11.5,WBGene00011033,Sequence name for WBGene00011033(tmem-208). History: N.A.
pap-1,Y32F6A.3,193.0,84.6517217633875,pap-1,WBGene00012528,Public name for WBGene00012528. History: N.A.
lact-3,M28.6,193.0,84.6517217633875,lact-3,WBGene00010897,Public name for WBGene00010897. History: N.A.
ZC328.3,ZC328.3,193.0,84.6517217633875,ZC328.3,WBGene00022593,Public name for WBGene00022593. History: N.A.
let-502,C10H11.9,192.8333,84.5786054835017,let-502,WBGene00002694,Public name for WBGene00002694. History: Renamed on 2015-03-05
T07D3.3,T07D3.3,192.5,84.4324167847259,T07D3.3,WBGene00020306,Public name for WBGene00020306. History: N.A.
mus-101,F37D6.1,192.5,84.4324167847259,mus-101,WBGene00009507,Public name for WBGene00009507. History: Renamed on 2015-03-25; Renamed on 2015-03-25
ada-2,F32A5.1,192.0,84.2131118060642,ada-2,WBGene00017967,Public name for WBGene00017967. History: N.A.
E02H9.2,E02H9.2,192.0,84.2131118060642,E02H9.2,WBGene00017100,Public name for WBGene00017100. History: N.A.
hlh-2,M05B5.5,191.5,83.9938068274026,hlh-2,WBGene00001949,Public name for WBGene00001949. History: N.A.
