# Dataset S4.  Annotated features with ten or more siRNA  reads per million total small RNA reads and depleted by 2/3 or more in mut-16(pk710), relative to wild type (N2).
gene,Reads Per Million Total_wt,Reads Per Million Total_pk710,Reads Per Million Total_pk710/wt,Depletion,Annotation,Input,Suggested Match,History
K07E3.2,171.25,1.15,0.01,-149.13,Gene,K07E3.2,WBGene00019491,Public name for WBGene00019491. History: N.A.
F08A8.5,73.29,0.49,0.01,-148.92,Gene,F08A8.5,WBGene00008568,Public name for WBGene00008568. History: Renamed on 2016-09-16
Y60A9.3,24.31,0.16,0.01,-148.16,Gene,Y60A9.3,WBGene00013370,Public name for WBGene00013370. History: N.A.
T22A3.8,145.46,0.98,0.01,-147.79,Gene,T22A3.8,WBGene00002248,Sequence name for WBGene00002248(lam-3). History: N.A.
F53E10.4,48.43,0.33,0.01,-147.6,Gene,F53E10.4,WBGene00018760,Sequence name for WBGene00018760(irg-3). History: N.A.
WBTransposon00000032,81.76,0.56,0.01,-147.11,Transposon,,,
VY10G11R.1,24.12,0.16,0.01,-147.03,Gene,VY10G11R.1,WBGene00012159,Public name for WBGene00012159. History: N.A.
C53C7.4,22.09,0.15,0.01,-146.9,Pseudogene,C53C7.4,,"Public name for Dead gene WBGene00014713. History of WBGene00014713: Killed on 2010-07-09. Remark: [100629 pad] Removed following correspondence with Rebecca Robilotto and Mark Gerstein, this is no longer believed to be a valid Pseudogene"
W04A8.2,96.29,0.66,0.01,-146.75,Gene,W04A8.2,WBGene00012237,Public name for WBGene00012237. History: N.A.
C33D9.6,120.04,0.82,0.01,-146.35,Gene,C33D9.6,WBGene00007900,Public name for WBGene00007900. History: N.A.
Y55B1BR.6,71.99,0.49,0.01,-146.28,Gene,Y55B1BR.6,WBGene00044401,Public name for WBGene00044401. History: N.A.
F12E12.4,95.74,0.66,0.01,-145.9,Gene,F12E12.4,WBGene00017405,Sequence name for WBGene00017405(bath-31). History: N.A.
Y48A6B.6,23.93,0.16,0.01,-145.9,Gene,Y48A6B.6,WBGene00012967,Sequence name for WBGene00012967(kvs-4). History: N.A.
VH15N14R.1,71.43,0.49,0.01,-145.15,Gene,VH15N14R.1,WBGene00012151,Public name for WBGene00012151. History: N.A.
F13H10.5,142.49,0.98,0.01,-144.77,Gene,F13H10.5,WBGene00008776,Public name for WBGene00008776. History: N.A.
F21D9.4,71.25,0.49,0.01,-144.77,Gene,F21D9.4,WBGene00009018,Public name for WBGene00009018. History: N.A.
R08F11.6,23.75,0.16,0.01,-144.77,Gene,R08F11.6,WBGene00019969,Sequence name for WBGene00019969(fpn-1.3). History: N.A.
Y53H1B.6,23.75,0.16,0.01,-144.77,Gene,Y53H1B.6,WBGene00013184,Sequence name for WBGene00013184(clpr-4). History: N.A.
WBTransposon00000041,81.07,0.56,0.01,-144.44,Transposon,,,
F48F5.2,262.31,1.82,0.01,-144.36,Pseudogene,F48F5.2,WBGene00009846,Public name for WBGene00009846. History: N.A.
WBTransposon00000020,72.02,0.5,0.01,-144.34,Transposon,,,
F39F10.2,236.56,1.64,0.01,-144.2,Gene,F39F10.2,WBGene00018202,Public name for WBGene00018202. History: N.A.
ZK154.7,47.31,0.33,0.01,-144.2,Gene,ZK154.7,WBGene00000075,Sequence name for WBGene00000075(adm-4). History: N.A.
C06C3.5,861.26,5.99,0.01,-143.84,Pseudogene,C06C3.5,WBGene00007376,Public name for WBGene00007376. History: N.A.
F07B7.1,188.69,1.31,0.01,-143.78,Gene,F07B7.1,WBGene00017185,Public name for WBGene00017185. History: N.A.
W09B7.1,188.69,1.31,0.01,-143.78,Gene,W09B7.1,WBGene00021106,Public name for WBGene00021106. History: N.A.
F56A4.3,23.56,0.16,0.01,-143.64,Gene,F56A4.3,WBGene00018911,Public name for WBGene00018911. History: N.A.
ZK1128.7,23.56,0.16,0.01,-143.64,Gene,ZK1128.7,WBGene00014233,Public name for WBGene00014233. History: N.A.
WBTransposon00000034,76.18,0.53,0.01,-143.34,Transposon,,,
WBTransposon00000028,64.12,0.45,0.01,-143.1,Transposon,,,
C03A7.2,257.9,1.8,0.01,-142.92,Gene,C03A7.2,WBGene00015366,Public name for WBGene00015366. History: N.A.
R04A9.3,70.13,0.49,0.01,-142.51,Gene,R04A9.3,WBGene00019863,Public name for WBGene00019863. History: N.A.
Y102A11A.3,46.76,0.33,0.01,-142.51,Gene,Y102A11A.3,WBGene00022413,Public name for WBGene00022413. History: N.A.
WBTransposon00000039,79.98,0.56,0.01,-142.5,Transposon,,,
K03D3.8,514.12,3.61,0.01,-142.46,Transposon,K03D3.8,,Sequence name for Suppressed gene WBGene00010533. Molecular name for Suppressed gene WBGene00010533. Public name for Suppressed gene WBGene00010533. History of WBGene00010533: Killed on 2005-11-22; Suppressed on 2012-11-22. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y20F4.9,661.29,4.65,0.01,-142.11,Transposon,Y20F4.9,,Sequence name for Suppressed gene WBGene00206476. Molecular name for Suppressed gene WBGene00206476. Public name for Suppressed gene WBGene00206476. History of WBGene00206476: Killed on 2011-04-26; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000021,77.05,0.54,0.01,-141.56,Transposon,,,
T12B5.10,92.77,0.66,0.01,-141.38,Gene,T12B5.10,WBGene00020456,Sequence name for WBGene00020456(fbxa-60). History: N.A.
C30G4.4,23.19,0.16,0.01,-141.38,Gene,C30G4.4,WBGene00016269,Public name for WBGene00016269. History: N.A.
F15E11.10,23.19,0.16,0.01,-141.38,Gene,F15E11.10,WBGene00017496,Sequence name for WBGene00017496(srbc-15). History: N.A.
Y39D8C.1,23.19,0.16,0.01,-141.38,Gene,Y39D8C.1,WBGene00000022,Sequence name for WBGene00000022(abt-4). History: N.A.
Y71H2AM.16,23.19,0.16,0.01,-141.38,Gene,Y71H2AM.16,WBGene00022181,Sequence name for WBGene00022181(pho-9). History: N.A.
Y77E11A.9,23.19,0.16,0.01,-141.38,Gene,Y77E11A.9,WBGene00022312,Sequence name for WBGene00022312(clec-171). History: N.A.
K03D3.13,1240.06,8.78,0.01,-141.3,Pseudogene,K03D3.13,WBGene00044670,Sequence name for WBGene00044670(rac-3). History: N.A.
F57A8.1,69.39,0.49,0.01,-141,Gene,F57A8.1,WBGene00010177,"Public name for WBGene00010177. History: Split into T06E8.8(WBGene00303063). History of WBGene00010177: Split into ""WBGene00303063"" on 2018-03-02"
Y116F11B.10,578.0,4.1,0.01,-140.94,Pseudogene,Y116F11B.10,WBGene00013826,Public name for WBGene00013826. History: N.A.
WBTransposon00000044,77.95,0.56,0.01,-140.31,Transposon,,,
AH9.1,23.01,0.16,0.01,-140.25,Gene,AH9.1,WBGene00014998,Public name for WBGene00014998. History: N.A.
C36B7.6,23.01,0.16,0.01,-140.25,Gene,C36B7.6,WBGene00016469,Public name for WBGene00016469. History: N.A.
F56D5.3,45.83,0.33,0.01,-139.68,Gene,F56D5.3,WBGene00010148,Public name for WBGene00010148. History: N.A.
C03A7.1,354.59,2.54,0.01,-139.45,Transposon,C03A7.1,,Sequence name for Suppressed gene WBGene00015365. Molecular name for Suppressed gene WBGene00015365. Public name for Suppressed gene WBGene00015365. History of WBGene00015365: Suppressed on 2007-07-19. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F31E9.6,68.46,0.49,0.01,-139.11,Gene,F31E9.6,WBGene00009299,Public name for WBGene00009299. History: N.A.
C01A2.6,22.82,0.16,0.01,-139.11,Gene,C01A2.6,WBGene00007218,Public name for WBGene00007218. History: N.A.
M162.8,136.74,0.98,0.01,-138.93,Gene,M162.8,WBGene00010934,Sequence name for WBGene00010934(fbxa-118). History: Split into fbxa-194(WBGene00044655). History of WBGene00010934: N.A.
Y54H5A.5,227.57,1.64,0.01,-138.73,Pseudogene,Y54H5A.5,WBGene00050920,Public name for WBGene00050920. History: N.A.
WBTransposon00000013,77.49,0.56,0.01,-138.07,Transposon,,,
WBTransposon00000014,77.49,0.56,0.01,-138.07,Transposon,,,
WBTransposon00000015,77.49,0.56,0.01,-138.07,Transposon,,,
ZK1058.6,113.18,0.82,0.01,-137.98,Gene,ZK1058.6,WBGene00014206,Sequence name for WBGene00014206(nit-1). History: N.A.
K11D2.2,22.64,0.16,0.01,-137.98,Gene,K11D2.2,WBGene00010769,Sequence name for WBGene00010769(asah-1). History: Renamed on 2004-08-25
Y45G12C.2,22.64,0.16,0.01,-137.98,Gene,Y45G12C.2,WBGene00001758,Sequence name for WBGene00001758(gst-10). History: N.A.
WBTransposon00000019,77.27,0.56,0.01,-137.67,Transposon,,,
B0303.2,315.04,2.3,0.01,-137.18,Gene,B0303.2,WBGene00015124,Sequence name for WBGene00015124(anmt-1). History: N.A.
H27D07.6,22.45,0.16,0.01,-136.85,Gene,H27D07.6,WBGene00005308,Sequence name for WBGene00005308(srh-87). History: N.A.
T12B5.8,22.45,0.16,0.01,-136.85,Gene,T12B5.8,WBGene00020455,Sequence name for WBGene00020455(fbxa-59). History: N.A.
Y58A7A.3,22.45,0.16,0.01,-136.85,Gene,Y58A7A.3,WBGene00021977,Public name for WBGene00021977. History: N.A.
ZC204.3,22.45,0.16,0.01,-136.85,Gene,ZC204.3,WBGene00022555,Sequence name for WBGene00022555(btb-12). History: N.A.
WBTransposon00000040,76.76,0.56,0.01,-136.77,Transposon,,,
B0303.Tc3,60.91,0.45,0.01,-136.72,Transposon,,,
F22F7.5,66.98,0.49,0.01,-136.1,Gene,F22F7.5,WBGene00000514,Sequence name for WBGene00000514(ckb-4). History: N.A.
WBTransposon00000025,75.43,0.56,0.01,-135.77,Transposon,,,
C26B9.1,22.26,0.16,0.01,-135.72,Gene,C26B9.1,WBGene00016131,Public name for WBGene00016131. History: N.A.
WBTransposon00000042,69.92,0.52,0.01,-135.62,Transposon,,,
T16H12.2,66.61,0.49,0.01,-135.34,Gene,T16H12.2,WBGene00011812,Public name for WBGene00011812. History: N.A.
Y48G1BM.4,316.06,2.34,0.01,-135.21,Transposon,Y48G1BM.4,,Sequence name for Suppressed gene WBGene00021669. Molecular name for Suppressed gene WBGene00021669. Public name for Suppressed gene WBGene00021669. History of WBGene00021669: Suppressed on 2006-12-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
H37A05.4,44.34,0.33,0.01,-135.16,Gene,H37A05.4,WBGene00044200,Public name for WBGene00044200. History: N.A.
K02F6.1,22.08,0.16,0.01,-134.59,Gene,K02F6.1,WBGene00019335,Public name for WBGene00019335. History: N.A.
K06A9.1,22.08,0.16,0.01,-134.59,Gene,K06A9.1,WBGene00019435,Public name for WBGene00019435. History: N.A.
Y37E11B.1,22.08,0.16,0.01,-134.59,Gene,Y37E11B.1,WBGene00021374,Public name for WBGene00021374. History: N.A.
T28H11.4,131.92,0.98,0.01,-134.02,Gene,T28H11.4,WBGene00003976,Sequence name for WBGene00003976(pes-1). History: N.A.
C24H12.1,21.89,0.16,0.01,-133.46,Gene,C24H12.1,WBGene00016071,"Public name for WBGene00016071. History: Split into C24H12.19(WBGene00235338). History of WBGene00016071: Split into ""WBGene00235338"" on 2013-09-12"
Y37D8A.6,109.28,0.82,0.01,-133.23,Gene,Y37D8A.6,WBGene00012548,Public name for WBGene00012548. History: N.A.
F18H3.3,87.2,0.66,0.01,-132.89,Gene,F18H3.3,WBGene00003903,Sequence name for WBGene00003903(pab-2). History: N.A.
T23D5.5,10.49,0.08,0.01,-132.75,Pseudogene,T23D5.5,WBGene00014844,Public name for WBGene00014844. History: N.A.
W08F4.9,630.82,4.76,0.01,-132.6,Gene,W08F4.9,WBGene00021098,Sequence name for WBGene00021098(fbxb-14). History: N.A.
K09E3.4,43.42,0.33,0.01,-132.33,Gene,K09E3.4,WBGene00019575,Public name for WBGene00019575. History: N.A.
F56C3.6,21.71,0.16,0.01,-132.33,Gene,F56C3.6,WBGene00018943,Sequence name for WBGene00018943(dgn-2). History: N.A.
WBTransposon00000017,72.3,0.55,0.01,-132.23,Transposon,,,
Y44A6D.3,151.4,1.15,0.01,-131.84,Gene,Y44A6D.3,WBGene00012854,Public name for WBGene00012854. History: N.A.
W02B12.13,86.46,0.66,0.01,-131.76,Gene,W02B12.13,WBGene00043534,Public name for WBGene00043534. History: Killed on 2004-10-04; Resurrected on 2007-01-29
Y116A8C.18,86.46,0.66,0.01,-131.76,Gene,Y116A8C.18,WBGene00013795,Sequence name for WBGene00013795(nhr-229). History: N.A.
W06B11.2,64.75,0.49,0.01,-131.57,Gene,W06B11.2,WBGene00004245,Sequence name for WBGene00004245(puf-9). History: N.A.
Y47D3B.11,86.27,0.66,0.01,-131.48,Gene,Y47D3B.11,WBGene00023404,Sequence name for WBGene00023404(plr-1). History: N.A.
ZK6.5,23.32,0.18,0.01,-131.41,Gene,ZK6.5,WBGene00022640,Sequence name for WBGene00022640(nhr-254). History: N.A.
C31B8.9,21.52,0.16,0.01,-131.2,Gene,C31B8.9,WBGene00016284,Public name for WBGene00016284. History: N.A.
M163.4,85.72,0.66,0.01,-130.63,Gene,M163.4,WBGene00001583,Sequence name for WBGene00001583(gfi-3). History: N.A.
Y56A3A.10,64.2,0.49,0.01,-130.44,Gene,Y56A3A.10,WBGene00013230,Sequence name for WBGene00013230(fbxb-22). History: N.A.
AC8.11,64.01,0.49,0.01,-130.07,Gene,AC8.11,WBGene00043989,Public name for WBGene00043989. History: N.A.
AC8.4,64.01,0.49,0.01,-130.07,Gene,AC8.4,WBGene00007076,Public name for WBGene00007076. History: N.A.
F45C12.5,21.34,0.16,0.01,-130.07,Gene,F45C12.5,WBGene00018436,"Sequence name for WBGene00018436(fbxb-11). History: Split into F45C12.17(WBGene00269388). History of WBGene00018436: Split into ""WBGene00269388"" on 2016-02-18"
WBTransposon00000027,70.58,0.54,0.01,-129.78,Transposon,,,
F25G6.1,106.31,0.82,0.01,-129.61,Gene,F25G6.1,WBGene00017796,Public name for WBGene00017796. History: N.A.
T24H5.1,30.03,0.23,0.01,-129.2,Transposon,T24H5.1,,Sequence name for Suppressed gene WBGene00020780. Molecular name for Suppressed gene WBGene00020780. Public name for Suppressed gene WBGene00020780. History of WBGene00020780: Suppressed on 2006-12-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F41G3.12,63.45,0.49,0.01,-128.94,Gene,F41G3.12,WBGene00018304,Sequence name for WBGene00018304(agr-1). History: N.A.
F35G2.3,42.3,0.33,0.01,-128.94,Gene,F35G2.3,WBGene00009437,Public name for WBGene00009437. History: N.A.
F30A10.7,28.84,0.22,0.01,-128.9,Pseudogene,F30A10.7,,Sequence name for Suppressed gene WBGene00009265. Molecular name for Suppressed gene WBGene00009265. Public name for Suppressed gene WBGene00009265. History of WBGene00009265: Killed on 2011-01-27; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C50H2.1,63.27,0.49,0.01,-128.56,Gene,C50H2.1,WBGene00008239,Sequence name for WBGene00008239(fshr-1). History: N.A.
F13C5.2,105.38,0.82,0.01,-128.48,Gene,F13C5.2,WBGene00017423,Public name for WBGene00017423. History: N.A.
T27E7.10,83.86,0.66,0.01,-127.8,Pseudogene,T27E7.10,WBGene00044268,Public name for WBGene00044268. History: N.A.
W03H9.2,439.16,3.44,0.01,-127.48,Gene,W03H9.2,WBGene00012228,Public name for WBGene00012228. History: N.A.
C41C4.3,20.78,0.16,0.01,-126.67,Gene,C41C4.3,WBGene00008051,Sequence name for WBGene00008051(lron-4). History: N.A.
Y116F11B.3,20.78,0.16,0.01,-126.67,Gene,Y116F11B.3,WBGene00003959,Sequence name for WBGene00003959(pcp-4). History: N.A.
F58H7.6,434.9,3.44,0.01,-126.24,Transposon,F58H7.6,,Sequence name for Suppressed gene WBGene00019071. Molecular name for Suppressed gene WBGene00019071. Public name for Suppressed gene WBGene00019071. History of WBGene00019071: Suppressed on 2005-12-12. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZC53.4,103.53,0.82,0.01,-126.22,Gene,ZC53.4,WBGene00022511,Public name for WBGene00022511. History: N.A.
H05L14.3,10.85,0.09,0.01,-126.07,Transposon,H05L14.3,WBGene00271605,Public name for WBGene00271605. History: N.A.
H12D21.9,82.56,0.66,0.01,-125.82,Gene,H12D21.9,WBGene00010385,Public name for WBGene00010385. History: N.A.
ZK250.3,130.56,1.04,0.01,-125.66,Transposon,ZK250.3,,Sequence name for Suppressed gene WBGene00022686. Molecular name for Suppressed gene WBGene00022686. Public name for Suppressed gene WBGene00022686. History of WBGene00022686: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C39F7.5,20.59,0.16,0.01,-125.54,Gene,C39F7.5,WBGene00016540,Public name for WBGene00016540. History: N.A.
