Gene,Location,PD1/CON1 ratio,PD2/CON2 ratio,fold change,"Composite 
Chi-square
P-value",CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,...10,Dauer/L3 ratio,L3 rpm,Dauer rpm,Input,Suggested Match,History
F54F11.2,chrII:13507726-13516387,0.457450683,1.141342195,0.799396439,-0.264628666,4.47065703,8.855906434,2.045105111,10.10761969,,0.25,38.88866668,9.778065557,F54F11.2,WBGene00010070,Sequence name for WBGene00010070(nep-17). History: N.A.
F55C12.1,chrII:5884515-5892634,0.81905183,1.52672986,1.172890845,-0.599192563,0.683257993,1.793280049,0.559623709,2.737854198,,2.47,4.550346168,11.25061878,F55C12.1,WBGene00018869,Sequence name for WBGene00018869(rfip-1). History: N.A.
F55C5.1,chrV:12263465-12263822,0.0,0.405650092,0.202825046,0.019013149,2.049773978,9.370127375,0.0,3.800993037,,,,,,,
F55F10.1,chrIV:4360842-4386526,0.957986355,1.030309953,0.994148154,-0.616243822,102.1531673,128.8284591,97.86134035,132.7332436,,0.88,51.08091824,44.89139334,F55F10.1,WBGene00018898,Public name for WBGene00018898. History: N.A.
F55G1.6,chrIV:7473500-7474937,1.141854609,0.90754885,1.02470173,-0.523909561,19.35897646,17.05194343,22.10513651,15.47547165,,1.6,8.531899064,13.61917011,F55G1.6,WBGene00018902,Public name for WBGene00018902. History: N.A.
F55H2.7,chrIII:9513249-9516149,1.402316011,0.995034375,1.198675193,-0.214542852,22.54751376,27.51947328,31.61873956,27.3828219,,1.35,9.669485606,13.02703228,F55H2.7,WBGene00010132,Public name for WBGene00010132. History: N.A.
F56A8.8,chrIII:13285696-13286659,1.228577744,,1.228577744,-0.8467,1.59426865,0.0,1.958682982,0.0,,,,,,,
F56C11.3,chrI:182138-182771,1.879001256,3.063072127,2.471036692,0.029300123,3.871795292,2.659090201,7.275108217,8.144985078,,0.0,2.275173084,0.0,F56C11.3,WBGene00018955,Public name for WBGene00018955. History: N.A.
F56C3.9,chrX:1391826-1393987,0.867450339,1.072075244,0.969762792,-0.843862865,2.277526643,1.269750772,1.975641259,1.36126837,,,,,,,
F56C9.6,chrIII:7308924-7310700,1.308951989,0.947637938,1.128294963,-0.251289496,24.36953507,47.27271477,31.89855141,44.79741793,,8.3,9.100692335,75.49757342,F56C9.6,WBGene00018950,Public name for WBGene00018950. History: N.A.
F56C9.7,chrIII:7313069-7314906,,24.65787857,24.65787857,-0.6240732,0.0,0.011010659,0.0,0.271499503,,,,,,,
F56D12.6,chrII:1310540-1320431,1.179385882,0.899416132,1.039401007,-0.307269462,30.41159279,48.5389482,35.86700319,43.65671304,,0.35,13.4089635,4.737102646,F56D12.6,WBGene00018974,Sequence name for WBGene00018974(fcho-1). History: N.A.
F56D2.6,chrIII:5588990-5591674,0.736254217,1.074447092,0.905350655,-0.030304099,94.06185034,114.467502,69.25343399,122.9892747,,2.61,32.42121644,84.6757098,F56D2.6,WBGene00018967,Sequence name for WBGene00018967(ddx-15). History: N.A.
F56D6.13,chrIV:3909389-3909793,1.228577744,0.877152473,1.052865109,-0.86238264,0.227752664,1.392856772,0.279811855,1.221747762,,,,,,,
F56F10.4,chrX:864740-871079,0.517913191,1.269816702,0.893864947,-0.308616892,3.716786829,5.135169152,1.924972928,6.520723557,,3.54,0.270859356,0.958842572,F56F10.4,WBGene00018987,Sequence name for WBGene00018987(lgl-1). History: N.A.
F57B10.4,chrI:6566173-6568906,0.990481282,1.06468308,1.027582181,-0.715313741,44.07014053,53.56167405,43.6506493,57.02620812,,3.94,18.20138467,71.64867752,F57B10.4,WBGene00019002,Sequence name for WBGene00019002(syp-6). History: N.A.
F57C7.1,chrX:10569202-10575648,0.838470623,0.488328533,0.663399578,0.032306362,13.01496084,22.14642268,10.91266233,10.8147301,,1.95,2.275173084,4.441033731,F57C7.1,WBGene00010199,Sequence name for WBGene00010199(bet-2). History: N.A.
F57F4.1,chrV:6390483-6392454,0.0,1.072075244,0.536037622,-0.233972793,1.366515986,0.759740057,0.0,0.814498508,,,,,,,
F57F5.1,chrV:12003003-12004577,0.493727505,0.87468955,0.684208527,0.002250617,48.73907015,35.07466599,24.06381949,30.6794438,,2.64,30.14604336,79.64253823,F57F5.1,WBGene00010204,Sequence name for WBGene00010204(cpr-9). History: N.A.
F58A6.5,chrII:5146952-5148444,0.307144436,0.179609813,0.243377125,0.012256763,4.555053285,6.07792046,1.399059273,1.09165416,,,,,,,
F58A6.9,chrII:5158574-5158949,0.346395069,0.228834208,0.287614638,0.005522938,7.551419264,8.272835064,2.615774393,1.893107659,,,,,,,
F58B3.6,chrIV:11636617-11638164,0.886941152,0.692969689,0.789955421,0.022707166,42.58974821,76.98699249,37.77460036,53.34965226,,3.08,19.90776448,61.28626548,F58B3.6,WBGene00010232,Public name for WBGene00010232. History: N.A.
F58D5.7,chrI:12032323-12033693,1.275830687,0.082467326,0.679149007,-0.098807081,0.455505329,3.292206916,0.581147676,0.271499503,,0.0,0.568793271,0.0,F58D5.7,WBGene00010246,Public name for WBGene00010246. History: N.A.
F58E10.1,chrV:13987144-14006057,0.896437452,1.629553303,1.262995378,-0.008537492,40.58682797,40.47705395,36.38355266,65.95951698,,1.51,19.24424324,29.14450384,F58E10.1,WBGene00010259,Sequence name for WBGene00010259(ric-7). History: N.A.
F58G11.2,chrV:13665382-13669263,0.675268436,1.119524501,0.897396468,-0.004383329,108.9796498,68.37660517,73.59051774,76.54928476,,1.07,29.29285345,31.38330503,F58G11.2,WBGene00010280,Sequence name for WBGene00010280(rde-12). History: N.A.
F59A6.2,chrII:5014709-5015303,0.526533319,0.177855799,0.352194559,0.013745717,1.59426865,9.159088555,0.839435564,1.628997016,,,,,,,
F59A6.5,chrII:4999509-5003779,1.162086452,1.398446153,1.280266302,0.000244322,185.162916,146.7564544,215.1753161,205.2309991,,1.32,39.81552897,52.40419802,F59A6.5,WBGene00019087,Public name for WBGene00019087. History: N.A.
F59B10.4,chrII:10513764-10519029,0.307144436,1.553114208,0.930129322,-0.442824066,0.911010657,0.611834116,0.279811855,0.950248259,,1.56,0.568793271,0.888206746,F59B10.4,WBGene00010320,Public name for WBGene00010320. History: N.A.
F59C12.4,chrX:16602361-16602634,0.908921259,0.792482133,0.850701696,3.19e-09,729.6056599,1250.067849,663.1540952,990.656435,,0.28,336.7256164,92.66957051,F59C12.4,WBGene00045272,Public name for WBGene00045272. History: N.A.
F59D6.2,chrV:3028292-3029582,,2.144150489,2.144150489,-0.8183958,0.0,0.126623343,0.0,0.271499503,,,,,,,
F59F4.2,chrX:15841492-15842293,,1.225228698,1.225228698,-0.9394338,0.0,0.253246686,0.0,0.310285107,,0.0,1.137586542,0.0,F59F4.2,WBGene00010337,Sequence name for WBGene00010337(serp-1.1). History: N.A.
fbxa-10,chrIII:952530-953790,1.027110233,0.779332773,0.903221503,-0.081414365,261.8016876,94.7142605,268.8991922,73.81392727,,1.03,58.01691364,59.50985199,fbxa-10,WBGene00020450,Public name for WBGene00020450. History: N.A.
fbxa-118,chrV:19771468-19772563,1.093692722,0.48940251,0.791547616,-0.000263344,124.466831,68.00397065,136.1284672,33.28131394,,0.87,93.41594316,80.97484835,fbxa-118,WBGene00010934,Public name for WBGene00010934. History: Split into fbxa-194(WBGene00044655). History of WBGene00010934: N.A.
fbxa-149,chrV:20511687-20513424,0.836790087,1.546468003,1.191629045,0.0,573.1395796,827.7156888,479.5975186,1280.035829,,5.65,153.5741832,866.8897842,fbxa-149,WBGene00012623,Public name for WBGene00012623. History: N.A.
fbxa-165,chrII:1614796-1616467,3.685736919,0.0,1.842868459,-0.565018467,0.075917479,0.084415478,0.279811855,0.0,,18.22,0.568793271,10.36241204,fbxa-165,WBGene00015600,Public name for WBGene00015600. History: N.A.
fbxa-181,chrV:13725884-13726888,1.057148292,0.915186184,0.986167238,-0.791255691,9.793364563,6.229868471,10.35303862,5.701489555,,8.33,0.568793271,4.737102646,fbxa-181,WBGene00009427,Public name for WBGene00009427. History: N.A.
fbxa-185,chrV:17331607-17335514,0.245715549,1.92973737,1.087726459,-0.653377264,0.227752664,0.084415478,0.055962371,0.162899702,,0.52,0.568793271,0.296068915,fbxa-185,WBGene00009836,Public name for WBGene00009836. History: N.A.
fbxa-189,chrV:17345195-17347677,0.0,,0.0,-0.2046989,0.911010657,0.0,0.0,0.271499503,,,,,,,
fbxa-192,chrV:17640694-17650489,1.249275538,0.770673496,1.009974517,-1.76e-17,1241.847037,1170.215888,1551.409125,901.8543701,,1.38,889.6479136,1224.031344,fbxa-192,WBGene00010212,Public name for WBGene00010212. History: N.A.
fbxa-202,chrV:6327228-6328810,0.0,0.059477129,0.029738564,0.009014742,1.822021314,4.564771512,0.0,0.271499503,,,,,,,
fbxa-203,chrI:3371769-3373833,0.91537079,1.52954052,1.222455655,0.0,720.9222689,819.2387866,659.9111869,1253.05892,,1.57,151.9160023,238.3945989,fbxa-203,WBGene00021037,Public name for WBGene00021037. History: N.A.
fbxa-215,chrIV:13665336-13666837,1.34466383,0.990656881,1.167660356,-0.220388375,28.92458836,22.56427971,38.89384778,22.35345896,,0.95,13.6510385,13.02703228,fbxa-215,WBGene00012879,Public name for WBGene00012879. History: N.A.
fbxa-38,chrIII:2224660-2227187,7.120126018,0.0,3.560063009,-0.493101371,0.019649361,0.21103882,0.139905927,0.0,,1.69,3.330325555,5.625309392,fbxa-38,WBGene00016522,Public name for WBGene00016522. History: N.A.
fbxb-103,chrII:3907159-3908272,0.462502392,3.752263356,2.107382874,-0.202364918,1.822021314,0.506493372,0.842689216,1.900496518,,0.0,1.137586542,0.0,fbxb-103,WBGene00018746,Public name for WBGene00018746. History: N.A.
fbxb-104,chrII:3475638-3477183,1.228577744,0.0,0.614288872,-0.578985406,0.227752664,0.253246686,0.279811855,0.0,,,,,,,
fbxb-106,chrII:2762416-2764015,1.57143665,1.845632259,1.708534455,0.023970122,9.793364563,11.40054382,15.389652,21.04121145,,0.31,11.37586542,3.552826984,fbxb-106,WBGene00017911,Public name for WBGene00017911. History: N.A.
fbxb-117,chrV:19282577-19284558,0.0,,0.0,-0.54064739,0.227752664,0.0,0.0,0.033937438,,,,,,,
fbxb-17,chrII:1676418-1677294,1.095036685,4.609923551,2.852480118,0.002472357,10.47662256,3.798700287,11.47228603,17.51171792,,3.12,3.412759626,10.65848095,fbxb-17,WBGene00019037,Public name for WBGene00019037. History: N.A.
fbxb-22,chrIII:11882474-11883420,1.412273302,1.256192505,1.334232904,0.02592605,51.28230831,19.41557933,72.42463492,24.38970523,,1.39,23.32052411,32.37020132,fbxb-22,WBGene00013230,Public name for WBGene00013230. History: N.A.
fbxb-31,chrII:3637804-3639278,,0.0,0.0,-0.155457589,0.0,1.266233429,0.279811855,0.0,,0.0,0.568793271,0.0,fbxb-31,WBGene00019797,Public name for WBGene00019797. History: N.A.
fbxb-37,chrII:2091743-2093850,1.074238014,2.156873266,1.61555564,7.62e-11,71.61194476,98.00498921,76.92827331,211.3843412,,0.23,596.4271438,137.2279423,fbxb-37,WBGene00020537,"Public name for WBGene00020537. History: Split into T16A1.10(WBGene00269431). History of WBGene00020537: Split into ""WBGene00269431"" on 2016-04-19"
fbxb-40,chrII:1048916-1049909,0.529974713,1.408929496,0.969452104,-0.222662407,5.807692938,3.564934096,3.0779304,5.022740798,,0.69,1.706379813,1.184275661,fbxb-40,WBGene00019704,Public name for WBGene00019704. History: N.A.
fbxb-42,chrII:1537626-1538633,,1.429433659,1.429433659,-0.8102168,0.0,0.759740057,0.0,1.08599801,,,,,,,
fbxb-43,chrII:1536264-1537281,0.511907189,1.876131879,1.194019534,-0.602641269,0.455505329,0.337662163,0.233176452,0.633498749,,,,,,,
fbxb-82,chrIII:142161-143216,1.036397859,0.0,0.518198929,-0.704834086,1.358924306,0.126623343,1.408386241,0.0,,1.95,0.758390838,1.480344577,fbxb-82,WBGene00020542,Public name for WBGene00020542. History: N.A.
fbxb-85,chrIII:10847626-10848549,1.039789202,1.233565597,1.1366774,0.003033205,385.3575079,319.8505642,400.6905757,394.5566522,,1.02,176.8947073,180.0099005,fbxb-85,WBGene00011267,Public name for WBGene00011267. History: N.A.
fbxc-25,chrII:2294693-2296104,1.269530336,0.439040328,0.854285332,-0.104876262,6.832579928,8.863634004,8.67416749,3.89149278,,0.74,3.981552897,2.960689154,fbxc-25,WBGene00019591,Public name for WBGene00019591. History: N.A.
fbxc-26,chrII:1693298-1694618,0.81905183,4.079841903,2.449446866,-0.002561022,6.832579928,4.558440345,5.59623709,18.59771593,,4.84,5.687932709,27.53440913,fbxc-26,WBGene00019043,Public name for WBGene00019043. History: N.A.
fbxc-47,chrIV:3805546-3806562,0.909255776,0.504276048,0.706765912,0.035362336,38.77489109,23.15096795,35.25629367,11.67447861,,0.52,10.23827888,5.329240477,fbxc-47,WBGene00019723,Public name for WBGene00019723. History: N.A.
fbxc-52,chrII:3717131-3719692,0.753665339,1.849329813,1.301497576,-0.038925604,27.10256705,9.707789539,20.42626538,17.95290461,,0.87,6.825519251,5.921378307,fbxc-52,WBGene00016710,Public name for WBGene00016710. History: N.A.
fbxc-8,chrIV:909414-913147,0.583844662,2.925611574,1.754728118,-0.001097832,20.7398625,7.373918478,12.108858,21.57322124,,1.63,4.683064408,7.616372848,fbxc-8,WBGene00019072,"Public name for WBGene00019072. History: Split into F58H7.11(WBGene00271786). History of WBGene00019072: Split into ""WBGene00271786"" on 2017-09-21"
figl-1,chrV:4341424-4346036,1.068034263,1.419118596,1.243576429,0.002081747,92.34485397,119.6266944,98.62746801,169.7644666,,2.43,41.53401099,100.7480223,figl-1,WBGene00017981,Public name for WBGene00017981. History: N.A.
fipr-8,chrV:10239616-10241159,,1.742988108,1.742988108,-0.9320005,0.0,0.036178062,0.0,0.063057931,,0.0,0.568793271,0.0,fipr-8,WBGene00007537,"Public name for WBGene00007537. History: Split into C12D8.21(WBGene00195157). History of WBGene00007537: Split into ""WBGene00195157"" on 2010-05-26"
fkh-6,chrII:4379876-4383281,,9.999545462,9.999545462,-0.3552385,0.0,0.116071313,0.0,1.160660374,,0.0,0.568793271,0.0,fkh-6,WBGene00001438,Public name for WBGene00001438. History: N.A.
flh-1,chrIV:9261786-9264240,0.481795194,1.512817289,0.997306242,-0.040344901,11.61538588,11.39610086,5.59623709,17.24021842,,0.52,5.687932709,2.960689154,flh-1,WBGene00012435,Public name for WBGene00012435. History: N.A.
fut-6,chrII:4653190-4655922,0.0,,0.0,-0.292024877,0.227752664,0.0,0.0,0.542999005,,,,,,,
gar-3,chrV:14564729-14579697,0.064662504,1.076113977,0.57038824,-0.644019351,0.227752664,0.576243587,0.014727058,0.620103778,,,,,,,
gei-11,chrI:8962313-8966110,1.003999017,0.752343715,0.878171366,-0.292389101,42.36199555,31.10713449,42.53140189,23.40325713,,0.94,18.20138467,17.17199709,gei-11,WBGene00001568,Other name for WBGene00001568(snpc-4). History: Renamed on 2013-07-04
gei-6,chrV:7226361-7230830,0.948308446,1.276439586,1.112374016,-0.099364105,72.88085256,67.53244964,69.11352806,86.20109208,,0.64,28.43966355,18.06020384,gei-6,WBGene00001563,Public name for WBGene00001563. History: N.A.
gei-8,chrIII:8111091-8125401,1.092069106,0.639320741,0.865694923,-0.37560284,6.149321935,7.866610412,6.715484508,5.029287194,,0.07,3.981552897,0.296068915,gei-8,WBGene00001565,Public name for WBGene00001565. History: N.A.
gfi-3,chrX:14480492-14484577,0.827562938,0.426037481,0.626800209,5.65e-09,95.52207698,133.9465361,79.05053066,57.06624479,,1.69,37.83933695,64.00639864,gfi-3,WBGene00001583,Public name for WBGene00001583. History: N.A.
glb-18,chrI:7339229-7345947,1.009570407,3.332900061,2.171235234,0.010149538,26.19155639,5.221614149,26.44222025,17.40311812,,1.13,13.6510385,15.3955836,glb-18,WBGene00009917,Public name for WBGene00009917. History: N.A.
glit-1,chrX:4712249-4715049,0.581277226,0.781836129,0.681556678,2.85e-14,411.093559,359.2982577,238.9593238,280.9123589,,0.54,230.3612747,125.2371512,glit-1,WBGene00018878,Public name for WBGene00018878. History: Renamed on 2019-05-20
glp-1,chrIII:9092151-9099594,1.419644183,1.114604204,1.267124194,0.014775576,68.09804661,52.40096016,96.67499573,58.4063305,,0.23,32.13681981,7.401722884,glp-1,WBGene00001609,Public name for WBGene00001609. History: N.A.
gly-13,chrX:9293607-9296555,0.87387348,0.638944558,0.756409019,0.000191268,227.9804169,132.57464,199.2260404,84.70784482,,1.37,86.45657718,118.4275661,gly-13,WBGene00001638,Public name for WBGene00001638. History: N.A.
gly-4,chrV:19876761-19890738,1.46558343,0.684200559,1.074891995,-0.007662584,31.32666132,52.10658798,45.91183576,35.65135663,,2.01,10.51487281,21.11505949,gly-4,WBGene00001629,Public name for WBGene00001629. History: N.A.
gpa-4,chrIV:401694-405367,1.666176204,0.582591757,1.124383981,-5.47e-07,92.36509299,68.03894301,153.89652,39.63892738,,0.55,39.2467357,21.61303082,gpa-4,WBGene00001666,Public name for WBGene00001666. History: N.A.
gpr-1,chrIII:8628842-8630685,0.819916721,0.820124001,0.820020361,0.034980896,107.8408865,87.95679485,88.42054602,72.13547852,,2.82,13.36664187,37.74878671,gpr-1,WBGene00001688,Public name for WBGene00001688. History: N.A.
gsk-3,chrI:12819204-12824794,1.210706619,0.766619379,0.988662999,-0.341276937,11.63663748,12.01627946,14.08855402,9.211912692,,0.87,6.034707765,5.25298023,gsk-3,WBGene00001746,Public name for WBGene00001746. History: N.A.
gsp-3,chrI:4709317-4710709,0.081905183,1.018184814,0.550044998,-0.243024075,1.708144982,4.933034485,0.139905927,5.022740798,,,,,,,
gst-15,chrII:13611738-13613051,1.823365382,3.183068767,2.503217075,0.000517988,14.34841785,6.141232131,26.1624084,19.54796419,,3.9,3.412759626,13.32310119,gst-15,WBGene00001763,Public name for WBGene00001763. History: N.A.
gstk-1,chrII:9656670-9657584,0.409525915,1.340094056,0.874809985,-0.560418462,0.683257993,1.012986743,0.279811855,1.357497513,,,,,,,
H01M10.1,chrX:2578210-2580563,1.585261606,0.779691087,1.182476346,-0.232309667,7.060332592,5.571427088,11.19247418,4.343992042,,0.0,5.687932709,0.0,H01M10.1,WBGene00019143,Public name for WBGene00019143. History: N.A.
H04M03.1,chrIV:5896628-5899084,0.409525915,0.206168316,0.307847116,0.030316649,2.049773978,6.584413831,0.839435564,1.357497513,,,,,,,
H05L14.1,chrI:7972466-7977047,1.228577744,0.119229865,0.673903805,-0.196830752,0.227752664,2.277109868,0.279811855,0.271499503,,0.0,0.568793271,0.0,H05L14.1,WBGene00010366,Public name for WBGene00010366. History: N.A.
H09G03.1,chrIII:3226340-3230641,1.295176083,0.78430408,1.039740081,-8.39e-06,212.4304648,371.4532295,275.1348573,291.3322834,,2.73,210.9846966,576.2463317,H09G03.1,WBGene00019174,"Public name for WBGene00019174. History: Split into H09G03.4(WBGene00305995), H09G03.5(WBGene00305996). History of WBGene00019174: Split into ""WBGene00305995"" on 2020-01-20; Split into ""WBGene00305996"" on 2020-01-20"
H10D18.5,chrV:3814012-3820200,,0.559343509,0.559343509,-0.695994882,0.0,0.485389566,0.029453835,0.271499503,,,,,,,
H14A12.3,chrIII:7463737-7465161,1.41647787,2.222448094,1.819462982,0.014776454,19.35897646,7.512985097,27.42156174,16.69721941,,0.39,6.825519251,2.664620238,H14A12.3,WBGene00019196,Public name for WBGene00019196. History: N.A.
H17B01.1,chrII:1504571-1509828,1.304415877,1.835259712,1.569837794,0.023139649,18.4479658,14.43506109,24.06381949,26.49208606,,1.49,13.12287357,19.54054841,H17B01.1,WBGene00019207,Sequence name for WBGene00019207(fgt-1). History: N.A.
H19N07.4,chrV:11119790-11122556,1.706357978,0.577418556,1.141888267,-0.069784448,8.199095913,8.779218526,13.99059273,5.069283687,,1.3,6.825519251,8.882067461,H19N07.4,WBGene00010408,Sequence name for WBGene00010408(mboa-2). History: N.A.
H25K10.4,chrIV:16226006-16227597,0.921433308,1.429433659,1.175433484,-0.799214487,0.911010657,0.569805043,0.839435564,0.814498508,,,,,,,
H28G03.2,chrX:5205738-5216201,0.266266477,0.263254856,0.264760666,1.09e-06,24.17004469,26.11843664,6.435672654,6.875805268,,2.88,7.394312522,21.31696191,H28G03.2,WBGene00019250,Public name for WBGene00019250. History: N.A.
H28G03.3,chrX:5220372-5222009,1.228577744,0.0,0.614288872,-0.41631687,0.227752664,0.590908849,0.279811855,0.0,,,,,,,
H35B03.2,chrIV:5729645-5732621,0.877891757,0.512046747,0.694969252,0.010196328,39.62896358,35.7017529,34.78994048,18.28096642,,0.48,10.52267551,5.033171561,H35B03.2,WBGene00019264,Public name for WBGene00019264. History: N.A.
H36L18.2,chrX:12652514-12653443,0.725977758,0.303417522,0.51469764,0.01626823,5.010558614,13.42207435,3.637554109,4.072492539,,,,,,,
H37A05.1,chrV:13650286-13654111,0.974849732,1.749897927,1.362373829,-0.008879097,41.90649022,32.63762147,40.85253076,57.11250614,,1.01,18.77017794,18.94841058,H37A05.1,WBGene00010425,Sequence name for WBGene00010425(lpin-1). History: N.A.
H40L08.1,chrX:15080701-15084006,0.749454402,1.83370399,1.291579196,-2.38e-07,127.3137393,81.98861454,95.41584239,150.3428496,,1.09,30.71483663,33.45578744,H40L08.1,WBGene00010433,Public name for WBGene00010433. History: N.A.
