# Shown are DESeq2 fold-change values (vs rde-4) for all STGs in whole worm samples.  ""NaN"" stands for: not significatnly different compared to rde-4(-) sample (padjusted >0.1).
genes,P0 generation (Psng-1::rde-4 worms),"rde-4(-), F1 of Psng-1::rde-4 worms","rde-4(-), F3 of Psng-1::rde-4 worms",Input,Suggested Match,History
C37A5.7,0.656916752485092,,,C37A5.7,WBGene00007991,Public name for WBGene00007991. History: N.A.
rps-8,0.65782823466136,,,rps-8,WBGene00004477,Public name for WBGene00004477. History: N.A.
F54F2.7,0.659217943129062,,,F54F2.7,WBGene00018835,Public name for WBGene00018835. History: N.A.
W06B4.1,0.662115877895345,,,W06B4.1,WBGene00021056,Public name for WBGene00021056. History: N.A.
dpy-1,0.662252445902152,,,dpy-1,WBGene00001063,Public name for WBGene00001063. History: N.A.
K07D4.2,0.662589500702886,,,K07D4.2,WBGene00019483,Public name for WBGene00019483. History: N.A.
Y54G2A.18,0.66301873785667,,,Y54G2A.18,WBGene00021883,Public name for WBGene00021883. History: N.A.
R05H5.3,0.66356908559325,,,R05H5.3,WBGene00011038,Public name for WBGene00011038. History: N.A.
B0546.4,0.664954591284762,,,B0546.4,WBGene00015251,Public name for WBGene00015251. History: N.A.
cyb-3,0.668235960406779,,,cyb-3,WBGene00000868,Public name for WBGene00000868. History: N.A.
mev-1,0.668294390740806,,,mev-1,WBGene00003225,Public name for WBGene00003225. History: Renamed on 2006-07-19
oac-55,0.66851620487442,,,oac-55,WBGene00021479,Public name for WBGene00021479. History: N.A.
H10E21.4,0.670942834358446,,,H10E21.4,WBGene00019184,Public name for WBGene00019184. History: N.A.
F07H5.10,0.67120456637239,,,F07H5.10,WBGene00008561,Public name for WBGene00008561. History: N.A.
clec-91,0.673369770512867,,,clec-91,WBGene00014117,Public name for WBGene00014117. History: N.A.
F28B3.10,0.673697434117867,,,F28B3.10,WBGene00017889,Public name for WBGene00017889. History: N.A.
hil-4,0.676712824084641,0.5696596343535009,,hil-4,WBGene00001855,Public name for WBGene00001855. History: Renamed on 2010-11-12
T09A5.15,0.677645224639105,,,T09A5.15,WBGene00011641,Public name for WBGene00011641. History: N.A.
acl-7,0.681027955883913,,,acl-7,WBGene00012911,Public name for WBGene00012911. History: N.A.
trap-3,0.682811920182774,,,trap-3,WBGene00021420,Public name for WBGene00021420. History: N.A.
rpl-17,0.68354894055826,,,rpl-17,WBGene00004429,Public name for WBGene00004429. History: N.A.
K01A11.1,0.684222251302151,,,K01A11.1,WBGene00010449,Public name for WBGene00010449. History: N.A.
ebp-2,0.686210709964037,0.6878487326079429,,ebp-2,WBGene00012156,Public name for WBGene00012156. History: N.A.
pfn-1,0.687819273285526,,,pfn-1,WBGene00003989,Public name for WBGene00003989. History: N.A.
puf-3,0.690373751623211,0.7197835430355078,,puf-3,WBGene00004239,Public name for WBGene00004239. History: N.A.
rpl-4,0.693647845793197,,,rpl-4,WBGene00004415,Public name for WBGene00004415. History: N.A.
B0304.2,0.696652643661263,,,B0304.2,WBGene00015134,Public name for WBGene00015134. History: N.A.
W05F2.3,0.697826351529561,0.65512762637411,,W05F2.3,WBGene00021035,Public name for WBGene00021035. History: N.A.
T22D1.3,0.699521875117166,,,T22D1.3,WBGene00020682,Public name for WBGene00020682. History: N.A.
T23E1.3,0.70333815214309,,,T23E1.3,WBGene00020730,Public name for WBGene00020730. History: N.A.
Y53C12A.11,0.704643726283141,0.6377119414821049,,Y53C12A.11,WBGene00194906,Public name for WBGene00194906. History: N.A.
Y71G12B.23,0.704717423812681,,,Y71G12B.23,WBGene00022158,"Public name for WBGene00022158. History: Split into Y71G12B.35(WBGene00185098). History of WBGene00022158: Split into ""WBGene00185098"" on 2009-03-13"
F31E3.12,0.706012221898575,,,F31E3.12,WBGene00219317,Public name for WBGene00219317. History: N.A.
enol-1,0.706795695031119,,,enol-1,WBGene00011884,Public name for WBGene00011884. History: N.A.
C50B8.1,0.707420731868107,,,C50B8.1,WBGene00008224,Sequence name for WBGene00008224(slrp-1). History: N.A.
Y116A8C.27,0.70819394532526,,,Y116A8C.27,WBGene00013804,Public name for WBGene00013804. History: N.A.
H02I12.5,0.708567139440929,,,H02I12.5,WBGene00010353,Sequence name for WBGene00010353(memi-3). History: N.A.
T08D2.3,0.712334958465315,,,T08D2.3,WBGene00011608,Public name for WBGene00011608. History: N.A.
Y37E3.8,0.712536790636731,,,Y37E3.8,WBGene00021350,Public name for WBGene00021350. History: N.A.
rpl-6,0.714826257753811,,,rpl-6,WBGene00004417,Public name for WBGene00004417. History: N.A.
yop-1,0.716772788677675,,,yop-1,WBGene00022127,Public name for WBGene00022127. History: N.A.
H19N07.3,0.717260572658096,,,H19N07.3,WBGene00010407,Sequence name for WBGene00010407(scb-1). History: N.A.
Y48A6B.3,0.718151055926519,,,Y48A6B.3,WBGene00012964,Public name for WBGene00012964. History: N.A.
Y57G11C.15,0.718156921252525,0.557904813354914,,Y57G11C.15,WBGene00013311,Sequence name for WBGene00013311(sec-61.A). History: Renamed on 2019-05-20
F56C11.5,0.720861179562872,,,F56C11.5,WBGene00018957,Public name for WBGene00018957. History: N.A.
Y39B6A.25,0.72087340801537,,,Y39B6A.25,WBGene00012684,Public name for WBGene00012684. History: N.A.
mod-5,0.721890478065246,,,mod-5,WBGene00003387,Public name for WBGene00003387. History: N.A.
dhs-22,0.722589477874424,0.709669174865533,,dhs-22,WBGene00000985,Public name for WBGene00000985. History: N.A.
hsp-60,0.723920274949827,0.564558256491917,,hsp-60,WBGene00002025,Public name for WBGene00002025. History: N.A.
T06D4.1,0.726301914343109,,,T06D4.1,WBGene00020290,Public name for WBGene00020290. History: N.A.
F54D10.3,0.729009757076593,,,F54D10.3,WBGene00018804,Sequence name for WBGene00018804(lido-15). History: N.A.
dml-1,0.733578833108565,,,dml-1,WBGene00021871,"Public name for WBGene00021871. History: Split into dib-1(WBGene00235102). History of WBGene00021871: Split into ""WBGene00235102"" on 2012-12-21"
F32D1.5,0.734153360224102,,,F32D1.5,WBGene00017984,Sequence name for WBGene00017984(gmpr-1). History: N.A.
Y57E12AL.6,0.741444839386371,,,Y57E12AL.6,WBGene00021959,Public name for WBGene00021959. History: N.A.
rpl-33,0.74344295246446,,,rpl-33,WBGene00004447,Public name for WBGene00004447. History: N.A.
C56G7.3,0.749935106470198,,,C56G7.3,WBGene00008348,Public name for WBGene00008348. History: N.A.
mif-3,0.75147702899234,,,mif-3,WBGene00003236,Public name for WBGene00003236. History: N.A.
lec-1,0.75455193067042,,,lec-1,WBGene00002264,Public name for WBGene00002264. History: N.A.
aldo-2,0.754731625216587,0.6533091412293829,,aldo-2,WBGene00017166,Public name for WBGene00017166. History: N.A.
Y37D8A.17,0.755794468775946,,,Y37D8A.17,WBGene00012555,Sequence name for WBGene00012555(npp-25). History: N.A.
tbb-2,0.756885520564829,0.601446406521695,,tbb-2,WBGene00006537,Public name for WBGene00006537. History: N.A.
H37A05.4,0.758295336138701,,,H37A05.4,WBGene00044200,Public name for WBGene00044200. History: N.A.
D2096.11,0.759838001693886,,,D2096.11,WBGene00017078,Public name for WBGene00017078. History: N.A.
Y54G9A.5,0.761483165527192,0.6159053931685569,,Y54G9A.5,WBGene00013208,Public name for WBGene00013208. History: N.A.
tba-2,0.762848013711055,0.589847019126777,,tba-2,WBGene00006529,Public name for WBGene00006529. History: N.A.
Y11D7A.10,0.763660411764657,,,Y11D7A.10,WBGene00012434,Public name for WBGene00012434. History: N.A.
pho-9,0.764008357223556,0.610143183850474,,pho-9,WBGene00022181,Public name for WBGene00022181. History: N.A.
rps-10,0.764953319463485,,,rps-10,WBGene00004479,Public name for WBGene00004479. History: N.A.
osm-9,0.765957857735664,,,osm-9,WBGene00003889,Public name for WBGene00003889. History: N.A.
C37H5.6,0.766955636917916,,,C37H5.6,WBGene00016509,Sequence name for WBGene00016509(adss-1). History: N.A.
Y66D12A.7,0.768109771612903,,,Y66D12A.7,WBGene00013433,Public name for WBGene00013433. History: N.A.
Y32H12A.4,0.768304215143067,,,Y32H12A.4,WBGene00021312,Sequence name for WBGene00021312(szy-2). History: N.A.
Y48G10A.1,0.768552761252605,0.763635332858392,,Y48G10A.1,WBGene00013018,Public name for WBGene00013018. History: N.A.
F31D5.1,0.76960220308759,,,F31D5.1,WBGene00017944,Public name for WBGene00017944. History: N.A.
hke-4.1,0.772204842337332,,,hke-4.1,WBGene00044067,Other name for WBGene00044067(zipt-7.1). History: Renamed on 2007-08-01; Renamed on 2016-11-29
cri-3,0.772721241819652,,,cri-3,WBGene00010303,Public name for WBGene00010303. History: N.A.
emb-1,0.773494203445244,,,emb-1,WBGene00019630,Public name for WBGene00019630. History: Renamed on 2010-11-24
rnr-2,0.775209822077123,0.6218862682173069,,rnr-2,WBGene00004392,Public name for WBGene00004392. History: N.A.
rps-16,0.776281081172918,,,rps-16,WBGene00004485,Public name for WBGene00004485. History: N.A.
phb-1,0.781311982793772,0.640386385174036,,phb-1,WBGene00004014,Public name for WBGene00004014. History: N.A.
lin-15A,0.782054847919055,,,lin-15A,WBGene00023498,Public name for WBGene00023498. History: N.A.
Y75B8A.18,0.783181672390253,,,Y75B8A.18,WBGene00013553,Public name for WBGene00013553. History: N.A.
D1081.6,0.784569709440757,,,D1081.6,WBGene00008384,"Public name for WBGene00008384. History: Split into D1081.20(WBGene00304985). History of WBGene00008384: Split into ""WBGene00304985"" on 2019-09-26"
C48B4.7,0.78623038631786,,,C48B4.7,WBGene00008170,Public name for WBGene00008170. History: N.A.
htz-1,0.79004605876721,0.67501461840282,,htz-1,WBGene00019947,Public name for WBGene00019947. History: N.A.
Y24D9B.1,0.79485758418945,,,Y24D9B.1,WBGene00021287,Public name for WBGene00021287. History: N.A.
Y53C12A.6,0.795818706931458,,,Y53C12A.6,WBGene00013141,Public name for WBGene00013141. History: N.A.
nsy-4,0.796420502803461,0.886616915777769,0.7249012472823398,nsy-4,WBGene00021415,Public name for WBGene00021415. History: N.A.
rpl-15,0.799286620379777,,,rpl-15,WBGene00004427,Public name for WBGene00004427. History: N.A.
sydn-1,0.801560345601962,,,sydn-1,WBGene00021473,Public name for WBGene00021473. History: N.A.
Y66A7A.4,0.802271296726268,,,Y66A7A.4,WBGene00013424,Public name for WBGene00013424. History: N.A.
C27F2.1,0.802463746358035,0.699800537935072,,C27F2.1,WBGene00016165,Sequence name for WBGene00016165(wdr-60). History: N.A.
W04B5.3,0.803241252378111,,,W04B5.3,WBGene00021020,Public name for WBGene00021020. History: N.A.
calf-1,0.808237135989391,,,calf-1,WBGene00007119,Public name for WBGene00007119. History: N.A.
Y119D3B.21,0.812331638517253,,,Y119D3B.21,WBGene00022497,Public name for WBGene00022497. History: N.A.
rps-30,0.816381169351021,,,rps-30,WBGene00004499,Public name for WBGene00004499. History: N.A.
unc-60,0.825694093207785,0.559324697211168,,unc-60,WBGene00006794,"Public name for WBGene00006794. History: Split into F53E2.2(WBGene00302980). History of WBGene00006794: Split into ""WBGene00302980"" on 2018-03-06"
lbp-9,0.828404955614357,0.6026964576767209,,lbp-9,WBGene00021486,Public name for WBGene00021486. History: N.A.
F13H10.8,0.829305493981286,,,F13H10.8,WBGene00044784,Public name for WBGene00044784. History: N.A.
sre-23,0.830347423654391,,,sre-23,WBGene00013957,Public name for WBGene00013957. History: N.A.
tin-10,0.836535665921403,,,tin-10,WBGene00006573,Public name for WBGene00006573. History: N.A.
R07E5.13,0.838088538629577,,,R07E5.13,WBGene00011119,Sequence name for WBGene00011119(mpc-1). History: N.A.
F41G4.5,0.842413125900879,,,F41G4.5,WBGene00018309,Public name for WBGene00018309. History: N.A.
ZK632.9,0.845498563134396,,,ZK632.9,WBGene00014016,Public name for WBGene00014016. History: N.A.
Y87G2A.18,0.848792136317402,0.874294639098464,1.00003307337218,Y87G2A.18,WBGene00013604,Public name for WBGene00013604. History: N.A.
Y75B8A.33,0.84946111645799,,,Y75B8A.33,WBGene00013563,Public name for WBGene00013563. History: N.A.
cpg-2,0.849815217119178,0.6578539768595119,,cpg-2,WBGene00015102,Public name for WBGene00015102. History: N.A.
his-32,0.852788357636417,,,his-32,WBGene00001906,Public name for WBGene00001906. History: N.A.
rpl-43,0.853219705839804,,,rpl-43,WBGene00004456,Public name for WBGene00004456. History: N.A.
rla-1,0.856914339437649,,,rla-1,WBGene00004409,Public name for WBGene00004409. History: N.A.
Y22D7AL.10,0.857686909275189,0.588513497385955,,Y22D7AL.10,WBGene00021248,Public name for WBGene00021248. History: N.A.
Y54G11A.14,0.858393297490176,,,Y54G11A.14,WBGene00013221,Public name for WBGene00013221. History: N.A.
tomm-7,0.859729490828671,,,tomm-7,WBGene00022783,Public name for WBGene00022783. History: N.A.
Y39G10AR.20,0.862930384155735,,,Y39G10AR.20,WBGene00021475,Sequence name for WBGene00021475(tbca-1). History: N.A.
har-1,0.863487449900134,0.694162547975257,,har-1,WBGene00007630,Public name for WBGene00007630. History: N.A.
Y39G10AR.16,0.866989419800794,,,Y39G10AR.16,WBGene00021472,Public name for WBGene00021472. History: N.A.
Y18H1A.11,0.869317492000926,,,Y18H1A.11,WBGene00021215,Public name for WBGene00021215. History: N.A.
F29B9.11,0.872512003712829,,,F29B9.11,WBGene00017925,Public name for WBGene00017925. History: N.A.
sre-13,0.876636470008108,,,sre-13,WBGene00007997,Public name for WBGene00007997. History: N.A.
Y54E10BR.5,0.883875308028215,,,Y54E10BR.5,WBGene00021844,Sequence name for WBGene00021844(sec-11). History: N.A.
T27F7.12,0.884205587955989,,,T27F7.12,WBGene00206517,Public name for WBGene00206517. History: N.A.
mesp-1,0.886878552123728,0.888120241145615,,mesp-1,WBGene00016178,Public name for WBGene00016178. History: N.A.
F57B10.14,0.887212809940814,,,F57B10.14,WBGene00019007,Sequence name for WBGene00019007(ucr-11). History: N.A.
Y65B4BL.7,0.889140524988954,,,Y65B4BL.7,WBGene00022039,Public name for WBGene00022039. History: N.A.
fbxb-12,0.891583673332091,,,fbxb-12,WBGene00018109,"Public name for WBGene00018109. History: Split into F36H5.16(WBGene00270292), F36H5.17(WBGene00270293). History of WBGene00018109: Split into ""WBGene00270292"" on 2016-07-01; Split into ""WBGene00270293"" on 2016-07-01"
sams-2,0.895988972980576,,,sams-2,WBGene00013652,Public name for WBGene00013652. History: N.A.
Y48B6A.10,0.900614141369768,,,Y48B6A.10,WBGene00012981,Public name for WBGene00012981. History: N.A.
hsp-4,0.902019190319048,0.722957183348439,,hsp-4,WBGene00002008,Public name for WBGene00002008. History: N.A.
lea-1,0.907036419699961,0.830431259521847,,lea-1,WBGene00002263,Public name for WBGene00002263. History: N.A.
ZK1098.11,0.910652136725377,1.03032550061711,,ZK1098.11,WBGene00014226,Public name for WBGene00014226. History: N.A.
R186.1,0.911279651847633,,,R186.1,WBGene00011305,Sequence name for WBGene00011305(hrg-9). History: N.A.
Y39B6A.9,0.917295053593306,0.5946909545957019,,Y39B6A.9,WBGene00012671,Public name for WBGene00012671. History: N.A.
ham-1,0.921903811595929,0.990565062997778,0.942652240000961,ham-1,WBGene00001820,Public name for WBGene00001820. History: N.A.
F19G12.9,0.922581000031763,,,F19G12.9,WBGene00195185,Public name for WBGene00195185. History: N.A.
kel-8,0.923400083284646,0.651745973461404,0.675752356548046,kel-8,WBGene00020952,Public name for WBGene00020952. History: N.A.
K02D10.1,0.927310759443346,0.937250889221231,0.759769607008756,K02D10.1,WBGene00019301,Public name for WBGene00019301. History: N.A.
mrps-33,0.928881552382023,0.8759567760666939,,mrps-33,WBGene00009013,Public name for WBGene00009013. History: N.A.
F21C3.6,0.931056509820156,0.773636016902132,,F21C3.6,WBGene00009005,Public name for WBGene00009005. History: N.A.
rpl-9,0.932083442898142,0.616657363643019,,rpl-9,WBGene00004420,Public name for WBGene00004420. History: N.A.
ctl-2,0.936243391613884,,,ctl-2,WBGene00000831,Public name for WBGene00000831. History: N.A.
rmo-1,0.943286060971694,,,rmo-1,WBGene00008860,Other name for WBGene00008860(romo-1). History: Renamed on 2017-02-02
C15F1.5,0.946646950638489,0.803367660694416,,C15F1.5,WBGene00015796,Public name for WBGene00015796. History: N.A.
rpl-26,0.955177252083793,,,rpl-26,WBGene00004440,Public name for WBGene00004440. History: N.A.
sor-1,0.956912081117768,0.822820320655626,,sor-1,WBGene00023405,Public name for WBGene00023405. History: Renamed on 2005-03-17
Y69A2AR.32,0.957749096739264,0.5954001822115599,,Y69A2AR.32,WBGene00022101,Public name for WBGene00022101. History: N.A.
Y54F10AM.11,0.95852965555152,0.770766078436392,,Y54F10AM.11,WBGene00021853,Public name for WBGene00021853. History: N.A.
E01G4.5,0.962471953857366,,,E01G4.5,WBGene00008447,Public name for WBGene00008447. History: N.A.
C55C3.3,0.969512550725156,0.6889486668505689,,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
T09A12.5,0.983318065358613,,,T09A12.5,WBGene00020374,Sequence name for WBGene00020374(serp-1.2). History: N.A.
Y53G8AL.1,0.984307862193948,0.673078107592113,,Y53G8AL.1,WBGene00021799,Public name for WBGene00021799. History: N.A.
cdh-5,0.989108036427006,0.878103436879577,0.8509717620542379,cdh-5,WBGene00000397,"Public name for WBGene00000397. History: Split into F08B4.8(WBGene00255375). History of WBGene00000397: Split into ""WBGene00255375"" on 2014-02-26"
C33B4.2,0.992826491791573,,,C33B4.2,WBGene00007891,Public name for WBGene00007891. History: N.A.
Y54G11A.17,0.992999515348329,,,Y54G11A.17,WBGene00185067,Public name for WBGene00185067. History: N.A.
C50E10.1,0.99338080614018,,,C50E10.1,WBGene00016825,Public name for WBGene00016825. History: N.A.
pqn-32,0.99664408731631,0.974027665632067,,pqn-32,WBGene00004120,Public name for WBGene00004120. History: N.A.
cki-1,0.997009513315413,,,cki-1,WBGene00000516,Public name for WBGene00000516. History: N.A.
Y48G8AR.2,1.00612511092768,,,Y48G8AR.2,WBGene00021693,Public name for WBGene00021693. History: N.A.
srh-307,1.00883468612712,,,srh-307,WBGene00005511,Public name for WBGene00005511. History: N.A.
cpg-3,1.00926105721918,0.845031611527219,,cpg-3,WBGene00011063,Public name for WBGene00011063. History: N.A.
F52B11.2,1.01021095458299,0.805631898320193,,F52B11.2,WBGene00009925,Public name for WBGene00009925. History: N.A.
prdx-2,1.01538855083973,0.7845182962334089,,prdx-2,WBGene00006434,Public name for WBGene00006434. History: N.A.
B0001.6,1.02058259058808,,,B0001.6,WBGene00007091,Sequence name for WBGene00007091(eri-12). History: N.A.
R10E4.3,1.02403008976275,0.8884384315339199,,R10E4.3,WBGene00011200,Public name for WBGene00011200. History: N.A.
W03G1.5,1.04097316554169,,,W03G1.5,WBGene00021011,Public name for WBGene00021011. History: N.A.
dyf-17,1.05363140914491,,,dyf-17,WBGene00012673,Public name for WBGene00012673. History: N.A.
ZK858.8,1.062275396431,,,ZK858.8,WBGene00014121,Public name for WBGene00014121. History: N.A.
Y25C1A.13,1.06733738236713,,,Y25C1A.13,WBGene00021296,Public name for WBGene00021296. History: N.A.
F54D5.15,1.0675384822072,,,F54D5.15,WBGene00010057,Public name for WBGene00010057. History: N.A.
H09G03.1,1.06871335801758,,,H09G03.1,WBGene00019174,"Public name for WBGene00019174. History: Split into H09G03.4(WBGene00305995), H09G03.5(WBGene00305996). History of WBGene00019174: Split into ""WBGene00305995"" on 2020-01-20; Split into ""WBGene00305996"" on 2020-01-20"
col-45,1.07822389559961,,,col-45,WBGene00000622,Public name for WBGene00000622. History: N.A.
F16F9.t1,1.08049481186889,,,F16F9.t1,WBGene00023269,Public name for WBGene00023269. History: N.A.
Y59C2A.1,1.0821796803184,,,Y59C2A.1,WBGene00021984,Public name for WBGene00021984. History: N.A.
R102.1,1.08404320969562,,,R102.1,WBGene00011288,Public name for WBGene00011288. History: N.A.
T20B3.1,1.09398119661465,,,T20B3.1,WBGene00011850,Public name for WBGene00011850. History: N.A.
W04G5.8,1.11062161344834,,,W04G5.8,WBGene00012268,Public name for WBGene00012268. History: N.A.
ebp-3,1.11275176892919,1.05174091244861,,ebp-3,WBGene00007062,Public name for WBGene00007062. History: Renamed on 2008-01-18
Y49A3A.4,1.11351048331848,,,Y49A3A.4,WBGene00013027,Public name for WBGene00013027. History: N.A.
lgc-33,1.12917935092512,0.68102451946506,,lgc-33,WBGene00021941,Public name for WBGene00021941. History: N.A.
F58A4.1,1.14204172087258,,,F58A4.1,WBGene00010226,Public name for WBGene00010226. History: N.A.
his-45,1.14747354187322,,,his-45,WBGene00001919,Public name for WBGene00001919. History: N.A.
B0361.11,1.15436074392019,,,B0361.11,WBGene00015165,Public name for WBGene00015165. History: N.A.
F23H11.5,1.1574127764813,,,F23H11.5,WBGene00000263,Public name for WBGene00000263. History: N.A.
Y42A5A.4,1.15763961551351,,,Y42A5A.4,WBGene00012779,Sequence name for WBGene00012779(cdkl-1). History: N.A.
K09F6.11,1.15789811674352,,,K09F6.11,WBGene00044361,Public name for WBGene00044361. History: N.A.
T23F6.3,1.16799060365877,0.92646416511424,0.90538339512203,T23F6.3,WBGene00011951,Public name for WBGene00011951. History: N.A.
F19G12.8,1.17268545851179,,,F19G12.8,WBGene00195184,Public name for WBGene00195184. History: N.A.
C07G1.7,1.17405550754234,,,C07G1.7,WBGene00015573,Public name for WBGene00015573. History: N.A.
Y94H6A.12,1.17802282808142,1.05231710781712,,Y94H6A.12,WBGene00050885,Public name for WBGene00050885. History: N.A.
vit-3,1.19802832045046,1.18658713058647,,vit-3,WBGene00006927,Public name for WBGene00006927. History: N.A.
xbp-1,1.2048440811169,1.08576460116042,,xbp-1,WBGene00006959,Public name for WBGene00006959. History: N.A.
Y53G8AL.4,1.21204613674872,,,Y53G8AL.4,WBGene00050917,Public name for WBGene00050917. History: N.A.
M03D4.5,1.21830279521995,,,M03D4.5,WBGene00023326,Public name for WBGene00023326. History: N.A.
K02E2.11,1.22649653721908,,,K02E2.11,WBGene00185118,Public name for WBGene00185118. History: N.A.
Y53F4B.11,1.23148541127969,0.681569208263165,,Y53F4B.11,WBGene00013158,Public name for WBGene00013158. History: N.A.
F22F1.2,1.23753799632623,1.18568497544876,,F22F1.2,WBGene00017714,Public name for WBGene00017714. History: N.A.
T13H5.3,1.23846503027278,0.9020880285282749,,T13H5.3,WBGene00011757,Sequence name for WBGene00011757(cht-2). History: N.A.
rps-19,1.24595517026593,0.846007894866523,,rps-19,WBGene00004488,Public name for WBGene00004488. History: N.A.
C40A11.10,1.24726836718388,,,C40A11.10,WBGene00016553,Sequence name for WBGene00016553(mir-8199). History: N.A.
F10E9.2,1.26018504189335,,,F10E9.2,WBGene00017354,Public name for WBGene00017354. History: N.A.
R08C7.12,1.28016121513005,,,R08C7.12,WBGene00019955,Public name for WBGene00019955. History: N.A.
F42G4.2,1.30278435207426,,,F42G4.2,WBGene00009641,Public name for WBGene00009641. History: N.A.
T12D8.5,1.31282027325399,0.8974311942580109,,T12D8.5,WBGene00011733,Public name for WBGene00011733. History: N.A.
egl-1,1.31447496834075,,,egl-1,WBGene00001170,Public name for WBGene00001170. History: N.A.
mab-31,1.3182038549539,0.9847723675629,,mab-31,WBGene00021834,Public name for WBGene00021834. History: N.A.
K08E7.5,1.32557089047137,1.21258975431107,,K08E7.5,WBGene00010673,Public name for WBGene00010673. History: N.A.
srab-11,1.33548842632741,1.0794624341986,0.98268147596259,srab-11,WBGene00016477,Public name for WBGene00016477. History: N.A.
Y44E3A.1,1.34352606285296,,,Y44E3A.1,WBGene00021547,Public name for WBGene00021547. History: N.A.
F32B5.7,1.35187886159979,0.90570947300546,,F32B5.7,WBGene00017980,Public name for WBGene00017980. History: N.A.
F48B9.3,1.38174463902552,,,F48B9.3,WBGene00018589,Public name for WBGene00018589. History: N.A.
ebp-1,1.3883105042115,1.34746958777875,1.02723159449906,ebp-1,WBGene00013344,Public name for WBGene00013344. History: N.A.
Y71G12B.2,1.38975764671148,,,Y71G12B.2,WBGene00022142,Public name for WBGene00022142. History: N.A.
R13A5.9,1.39213786805037,0.997741185777278,,R13A5.9,WBGene00020051,Sequence name for WBGene00020051(mfsd-6). History: N.A.
ZK402.3,1.44114931948981,,,ZK402.3,WBGene00022730,Public name for WBGene00022730. History: N.A.
Y47G6A.5,1.44263953068217,1.17126645078475,,Y47G6A.5,WBGene00021635,Public name for WBGene00021635. History: N.A.
prp-6,1.46556457326811,1.38122486738025,1.06369241048659,prp-6,WBGene00013343,Public name for WBGene00013343. History: N.A.
scrt-1,1.47257354449336,1.38329212575357,1.40288306054843,scrt-1,WBGene00016948,Public name for WBGene00016948. History: N.A.
prx-11,1.49510879565276,1.41537973572728,1.34888718077095,prx-11,WBGene00004196,Public name for WBGene00004196. History: N.A.
C06A1.3,1.50348269821026,1.04524359754795,,C06A1.3,WBGene00007354,Public name for WBGene00007354. History: N.A.
W05B2.7,1.52775080032672,,,W05B2.7,WBGene00012272,"Public name for Dead gene WBGene00012273. History of WBGene00012273: Merged into ""WBGene00012272"" on 2017-04-28"
K08C9.7,1.54194939746737,,,K08C9.7,WBGene00010654,Public name for WBGene00010654. History: N.A.
dyf-2,1.55256464955941,1.59615095583511,1.29976754281181,dyf-2,WBGene00001118,Public name for WBGene00001118. History: N.A.
Y17D7B.10,1.56825604169078,,,Y17D7B.10,WBGene00194982,Public name for WBGene00194982. History: N.A.
unc-54,1.56969499161205,-1.86857684218506,,unc-54,WBGene00006789,Public name for WBGene00006789. History: N.A.
atgp-1,1.5786014837459,1.31878959500789,,atgp-1,WBGene00000224,Public name for WBGene00000224. History: Renamed on 2008-02-28
lin-31,1.58511151115831,1.07555375578384,,lin-31,WBGene00003017,Public name for WBGene00003017. History: N.A.
Y43F8C.4,1.59409696071586,1.11613148245007,,Y43F8C.4,WBGene00012826,Sequence name for WBGene00012826(dyf-19). History: N.A.
C46G7.5,1.62558060662123,1.6234954828443,1.66488226046943,C46G7.5,WBGene00044502,Public name for WBGene00044502. History: N.A.
W03C9.6,1.64272749616816,1.35257203006574,1.46958153823684,W03C9.6,WBGene00012222,Public name for WBGene00012222. History: N.A.
T25D3.3,1.71490899785957,1.66836232222794,1.06530499930986,T25D3.3,WBGene00020797,Public name for WBGene00020797. History: N.A.
B0524.5,1.7216389239651,,,B0524.5,WBGene00015244,Public name for WBGene00015244. History: N.A.
vit-5,1.75093734526185,1.33194581995927,0.9758347105268949,vit-5,WBGene00006929,Public name for WBGene00006929. History: N.A.
ZC190.8,1.8019793730181,1.65221332366452,1.44821975871559,ZC190.8,WBGene00022542,Public name for WBGene00022542. History: N.A.
Y119C1B.9,1.8194645538199,,,Y119C1B.9,WBGene00022474,Sequence name for WBGene00022474(zig-9). History: N.A.
vit-2,1.82172067986939,1.21114295383938,,vit-2,WBGene00006926,Public name for WBGene00006926. History: N.A.
C48B6.9,1.82327929721623,1.60187399412476,1.34278942079182,C48B6.9,WBGene00016745,Public name for WBGene00016745. History: N.A.
Y37E11B.1,1.84017255198016,1.70625150015078,1.40572605584008,Y37E11B.1,WBGene00021374,Public name for WBGene00021374. History: N.A.
T23F6.7,1.89569207027121,,,T23F6.7,WBGene00045184,Public name for WBGene00045184. History: N.A.
B0348.5,1.91538209360388,1.58702660177398,1.35110479703122,B0348.5,WBGene00015153,Sequence name for WBGene00015153(idpp-2). History: N.A.
ced-13,1.92227587621579,,,ced-13,WBGene00000427,Public name for WBGene00000427. History: N.A.
K10G6.4,1.93025529405658,,,K10G6.4,WBGene00019641,Sequence name for WBGene00019641(cank-26). History: N.A.
Y39A1A.9,1.96036673200922,1.4620361037373,,Y39A1A.9,WBGene00012648,Public name for WBGene00012648. History: N.A.
F19G12.10,1.9997008945027,,,F19G12.10,WBGene00195186,Public name for WBGene00195186. History: N.A.
T08B6.2,2.00643803361563,,,T08B6.2,WBGene00020352,Public name for WBGene00020352. History: N.A.
