# EV1.1. Genes with significantly deregulated 26G-RNA mapped reads in the directly cloned libraries.,,,,,,,
Gene stable ID (Ensembl),Gene name (Ensembl),Gene type (Ensembl),Sequence Name (WormBase),logFC (mutant vs. wildype),logCPM,PValue,FDR,Input,Suggested Match,History
WBGene00017441,F13H8.8,protein_coding,F13H8.8,-6.612913599,2.353231765,1.93077e-09,1.50324e-08,WBGene00017441,WBGene00017441,History: N.A.
WBGene00019810,R01H2.2,protein_coding,R01H2.2,-6.604233036,2.343064412,1.90023e-09,1.48452e-08,WBGene00019810,WBGene00019810,History: N.A.
WBGene00007613,C15H11.1,protein_coding,C15H11.1,-6.603891699,2.34297329,1.89992e-09,1.48452e-08,WBGene00007613,WBGene00007613,"History: Split into C15H11.13(WBGene00077576). History of WBGene00007613: Split into ""WBGene00077576"" on 2008-02-06"
WBGene00194816,ZK616.61,protein_coding,ZK616.61,-6.600639687,2.340993739,1.89301e-09,1.48394e-08,WBGene00194816,WBGene00194816,History: N.A.
WBGene00010040,F54C8.7,protein_coding,F54C8.7,-6.597349321,2.343543876,3.09043e-09,2.31934e-08,WBGene00010040,WBGene00010040,History: N.A.
WBGene00019608,ani-2,protein_coding,K10B2.5,-6.597308271,2.334359666,1.86984e-09,1.47081e-08,WBGene00019608,WBGene00019608,History: N.A.
WBGene00001487,frk-1,protein_coding,T04B2.2,-6.592257929,2.335419675,1.87355e-09,1.4712e-08,WBGene00001487,WBGene00001487,History: N.A.
WBGene00017647,F20H11.4,protein_coding,F20H11.4,-6.588707309,2.333357205,1.86633e-09,1.47058e-08,WBGene00017647,WBGene00017647,History: N.A.
WBGene00010611,K07A1.4,protein_coding,K07A1.4,-6.587394938,2.328360807,1.84883e-09,1.4593e-08,WBGene00010611,WBGene00010611,"History: Split into K07A1.21(WBGene00305018). History of WBGene00010611: Split into ""WBGene00305018"" on 2019-09-26"
WBGene00021019,W04B5.2,protein_coding,W04B5.2,-6.585871808,7.021495824,3.95351e-36,4.89166e-34,WBGene00021019,WBGene00021019,"History: Split into W04B5.8(WBGene00306003). History of WBGene00021019: Split into ""WBGene00306003"" on 2020-01-20"
WBGene00008725,F13A7.7,protein_coding,F13A7.7,-6.585414132,2.326710611,1.84305e-09,1.45725e-08,WBGene00008725,WBGene00008725,History: N.A.
WBGene00007352,cdc-48.1,protein_coding,C06A1.1,-6.585174255,2.331298166,3.02396e-09,2.27318e-08,WBGene00007352,WBGene00007352,History: Renamed on 2005-03-17
WBGene00010114,F55D12.6,protein_coding,F55D12.6,-6.584761737,2.326537718,1.84244e-09,1.45725e-08,WBGene00010114,WBGene00010114,History: N.A.
WBGene00018360,irld-8,protein_coding,F42G8.9,-6.576217271,2.320894823,1.82262e-09,1.44609e-08,WBGene00018360,WBGene00018360,History: N.A.
WBGene00012924,Y47D3A.5,pseudogene,Y47D3A.5,-6.573991622,2.32385181,2.98335e-09,2.24634e-08,WBGene00012924,WBGene00012924,History: N.A.
WBGene00012609,Y38F1A.7,protein_coding,Y38F1A.7,-6.573681483,2.323767616,2.98289e-09,2.24634e-08,WBGene00012609,WBGene00012609,History: N.A.
WBGene00020282,mps-3,protein_coding,T06A4.2,-6.567655836,2.319922687,2.96186e-09,2.23752e-08,WBGene00020282,WBGene00020282,History: N.A.
WBGene00011156,R09B3.3,protein_coding,R09B3.3,-6.563837974,2.313099874,2.92444e-09,2.21291e-08,WBGene00011156,WBGene00011156,History: N.A.
WBGene00018471,F45E4.6,protein_coding,F45E4.6,-6.560611056,2.311113776,2.91353e-09,2.2083e-08,WBGene00018471,WBGene00018471,History: N.A.
WBGene00018135,F37A4.5,protein_coding,F37A4.5,-6.55739486,2.309129624,2.90261e-09,2.20367e-08,WBGene00018135,WBGene00018135,History: N.A.
WBGene00007448,C08F8.6,protein_coding,C08F8.6,-6.556274842,2.312407515,4.7779e-09,3.49413e-08,WBGene00007448,WBGene00007448,History: N.A.
WBGene00020349,T08B2.11,protein_coding,T08B2.11,-6.556274842,2.312407515,4.7779e-09,3.49413e-08,WBGene00020349,WBGene00020349,History: N.A.
WBGene00007209,BE10.1,protein_coding,BE10.1,-6.555982915,2.312327397,4.77721e-09,3.49413e-08,WBGene00007209,WBGene00007209,History: N.A.
WBGene00011191,R10D12.10,protein_coding,R10D12.10,-6.554189408,2.307147415,2.89169e-09,2.19903e-08,WBGene00011191,WBGene00011191,History: N.A.
WBGene00022650,ZK84.2,protein_coding,ZK84.2,-6.551867843,2.305403349,2.88208e-09,2.19537e-08,WBGene00022650,WBGene00022650,History: N.A.
WBGene00015089,B0252.5,protein_coding,B0252.5,-6.549886043,3.91688479,2.8359800000000004e-23,9.40806e-22,WBGene00015089,WBGene00015089,"History: Split into B0252.11(WBGene00305086). History of WBGene00015089: Split into ""WBGene00305086"" on 2019-10-21"
WBGene00004909,snf-10,protein_coding,Y32F6A.2,-6.54925115,2.303579136,2.87202e-09,2.19135e-08,WBGene00004909,WBGene00004909,History: N.A.
WBGene00009643,F42G4.6,protein_coding,F42G4.6,-6.54867372,2.303422848,2.87115e-09,2.19135e-08,WBGene00009643,WBGene00009643,History: N.A.
WBGene00013170,Y53F4B.24,protein_coding,Y53F4B.24,-6.542599744,2.29954435,4.66714e-09,3.44061e-08,WBGene00013170,WBGene00013170,"History: Split into Y53F4B.62(WBGene00219491), Y53F4B.63(WBGene00219492). History of WBGene00013170: Split into ""WBGene00219491"" on 2012-05-18; Split into ""WBGene00219492"" on 2012-05-18"
WBGene00013310,Y57G11C.14,protein_coding,Y57G11C.14,-6.541870121,2.302948966,4.69654e-09,3.45117e-08,WBGene00013310,WBGene00013310,History: N.A.
WBGene00008383,D1081.5,protein_coding,D1081.5,-6.541592914,2.302872176,4.69588e-09,3.45117e-08,WBGene00008383,WBGene00008383,History: N.A.
WBGene00016507,abhd-5.2,protein_coding,C37H5.3,-6.539713598,2.297644962,4.65072e-09,3.43403e-08,WBGene00016507,WBGene00016507,History: Renamed on 2015-07-17
WBGene00016963,C56C10.6,protein_coding,C56C10.6,-6.539156522,2.297493011,4.6494e-09,3.43403e-08,WBGene00016963,WBGene00016963,History: N.A.
WBGene00045247,F54H12.8,protein_coding,F54H12.8,-6.537870781,2.292344314,2.80983e-09,2.15107e-08,WBGene00045247,WBGene00045247,History: N.A.
WBGene00077682,F58B4.7,protein_coding,F58B4.7,-6.536832055,2.295746131,4.63428e-09,3.43296e-08,WBGene00077682,WBGene00077682,History: N.A.
WBGene00003432,msp-36,protein_coding,C04G2.4,-6.536556264,2.295670797,4.63362e-09,3.43296e-08,WBGene00003432,WBGene00003432,History: N.A.
WBGene00018563,F47D12.7,protein_coding,F47D12.7,-6.536280884,2.295595514,4.63297e-09,3.43296e-08,WBGene00018563,WBGene00018563,History: N.A.
WBGene00000268,bre-3,protein_coding,B0464.4,-6.528719544,2.286495463,4.55402e-09,3.38997e-08,WBGene00000268,WBGene00000268,History: N.A.
WBGene00007244,C01G12.3,protein_coding,C01G12.3,-6.519126146,2.284222353,7.46741e-09,5.29192e-08,WBGene00007244,WBGene00007244,History: N.A.
WBGene00009239,irld-6,protein_coding,F28H7.6,-6.513195151,2.280365936,7.41479e-09,5.26277e-08,WBGene00009239,WBGene00009239,History: N.A.
WBGene00014005,ZK593.9,pseudogene,ZK593.9,-6.513195151,2.280365936,7.41479e-09,5.26277e-08,WBGene00014005,WBGene00014005,History: N.A.
WBGene00016244,C30B5.2,protein_coding,C30B5.2,-6.510350468,2.274756546,4.45186e-09,3.31932e-08,WBGene00016244,WBGene00016244,History: N.A.
WBGene00009478,syx-7,protein_coding,F36F2.4,-6.50986958,2.278335814,7.38705e-09,5.2594e-08,WBGene00009478,WBGene00009478,History: Renamed on 2010-04-16
WBGene00013712,dlc-6,protein_coding,Y106G6G.3,-6.508923245,4.617424266,3.9931e-31,2.61149e-29,WBGene00013712,WBGene00013712,History: N.A.
WBGene00008340,C55A6.11,protein_coding,C55A6.11,-6.507441694,2.27283863,4.43513e-09,3.31224e-08,WBGene00008340,WBGene00008340,History: N.A.
WBGene00015558,C06G4.4,protein_coding,C06G4.4,-6.501639399,2.269004557,7.2593e-09,5.17649e-08,WBGene00015558,WBGene00015558,History: N.A.
WBGene00018124,F36H12.10,protein_coding,F36H12.10,-6.495148208,2.264976233,7.20401e-09,5.14508e-08,WBGene00018124,WBGene00018124,History: N.A.
WBGene00018158,comp-1,protein_coding,F37E3.3,-6.489635713,2.261215071,7.15232e-09,5.11614e-08,WBGene00018158,WBGene00018158,History: N.A.
WBGene00002193,kin-5,protein_coding,T13H10.1,-6.489635713,2.261215071,7.15232e-09,5.11614e-08,WBGene00002193,WBGene00002193,History: N.A.
WBGene00019062,F58F12.2,protein_coding,F58F12.2,-6.486088635,2.259112299,7.12339e-09,5.11142e-08,WBGene00019062,WBGene00019062,History: N.A.
WBGene00018895,F55F8.7,protein_coding,F55F8.7,-6.483236563,2.257202467,7.09709e-09,5.10055e-08,WBGene00018895,WBGene00018895,History: N.A.
WBGene00010136,F55H12.5,protein_coding,F55H12.5,-6.482939025,2.253316111,7.04353e-09,5.07001e-08,WBGene00010136,WBGene00010136,History: N.A.
WBGene00013894,ZC434.8,protein_coding,ZC434.8,-6.482939025,2.253316111,7.04353e-09,5.07001e-08,WBGene00013894,WBGene00013894,History: N.A.
WBGene00003426,msp-19,protein_coding,F36H12.7,-6.473469743,2.24732069,6.96075e-09,5.02623e-08,WBGene00003426,WBGene00003426,History: N.A.
WBGene00010246,F58D5.7,protein_coding,F58D5.7,-6.472094953,2.249629288,1.16026e-08,7.93971e-08,WBGene00010246,WBGene00010246,History: N.A.
WBGene00009683,F44D12.6,protein_coding,F44D12.6,-6.471883059,2.249569194,1.16013e-08,7.93971e-08,WBGene00009683,WBGene00009683,History: N.A.
WBGene00009962,F53B6.7,protein_coding,F53B6.7,-6.470550704,2.245385732,6.934e-09,5.01483e-08,WBGene00009962,WBGene00009962,History: N.A.
WBGene00007633,C16D2.1,protein_coding,C16D2.1,-6.464937183,2.24157585,6.88128e-09,4.98457e-08,WBGene00007633,WBGene00007633,History: N.A.
WBGene00022102,Y69F12A.1,protein_coding,Y69F12A.1,-6.464937183,2.24157585,6.88128e-09,4.98457e-08,WBGene00022102,WBGene00022102,History: N.A.
WBGene00021113,gsp-3,protein_coding,W09C3.6,-6.464522231,2.241459519,6.87967e-09,4.98457e-08,WBGene00021113,WBGene00021113,History: N.A.
WBGene00235281,Y4C6A.68,pseudogene,Y4C6A.68,-6.464522231,2.241459519,6.87967e-09,4.98457e-08,WBGene00235281,WBGene00235281,History: N.A.
WBGene00007306,C04G2.5,protein_coding,C04G2.5,-6.45913289,2.237708917,1.13423e-08,7.78487e-08,WBGene00007306,WBGene00007306,History: N.A.
WBGene00007863,C32C4.3,protein_coding,C32C4.3,-6.45893132,2.237652079,1.13411e-08,7.78487e-08,WBGene00007863,WBGene00007863,History: N.A.
WBGene00007249,C01G12.9,protein_coding,C01G12.9,-6.455842679,2.235664097,1.12975e-08,7.77746e-08,WBGene00007249,WBGene00007249,History: N.A.
WBGene00019537,K08D12.3,protein_coding,K08D12.3,-6.455842679,2.235664097,1.12975e-08,7.77746e-08,WBGene00019537,WBGene00019537,History: N.A.
WBGene00013290,Y57G11A.2,protein_coding,Y57G11A.2,-6.45564472,2.235608009,1.12963e-08,7.77746e-08,WBGene00013290,WBGene00013290,History: N.A.
WBGene00009501,F37A8.1,protein_coding,F37A8.1,-6.455249686,2.235495948,1.12938e-08,7.77746e-08,WBGene00009501,WBGene00009501,History: N.A.
WBGene00014562,Y17D7B.7,pseudogene,Y17D7B.7,-6.452961191,2.233733543,1.12552e-08,7.77746e-08,WBGene00014562,WBGene00014562,History: N.A.
WBGene00012638,Y38H8A.4,protein_coding,Y38H8A.4,-6.44416658,2.227892265,1.1127e-08,7.71808e-08,WBGene00012638,WBGene00012638,History: N.A.
WBGene00009254,capg-1,protein_coding,F29D11.2,-6.441565461,2.223275799,1.10254e-08,7.67087e-08,WBGene00009254,WBGene00009254,History: N.A.
WBGene00012660,Y39A1A.24,protein_coding,Y39A1A.24,-6.438986182,2.221424603,1.09846e-08,7.66469e-08,WBGene00012660,WBGene00012660,History: N.A.
WBGene00015422,C04E6.5,protein_coding,C04E6.5,-6.438824213,2.22414241,1.10445e-08,7.67249e-08,WBGene00015422,WBGene00015422,History: N.A.
WBGene00016382,C33H5.16,protein_coding,C33H5.16,-6.43562176,2.222112153,1.09998e-08,7.66469e-08,WBGene00016382,WBGene00016382,History: N.A.
WBGene00194788,R02D5.10,protein_coding,R02D5.10,-6.433218031,3.808768739,5.75078e-22,1.73204e-20,WBGene00194788,WBGene00194788,History: N.A.
WBGene00000063,act-1,protein_coding,T04C12.6,-6.432747185,2.217412505,1.08961e-08,7.61565e-08,WBGene00000063,WBGene00000063,History: N.A.
WBGene00016053,C24D10.1,protein_coding,C24D10.1,-6.430167981,2.215559154,1.08552e-08,7.59865e-08,WBGene00016053,WBGene00016053,History: N.A.
WBGene00002204,kin-21,protein_coding,W08D2.8,-6.426899585,2.213506878,1.08099e-08,7.57849e-08,WBGene00002204,WBGene00002204,History: N.A.
WBGene00015540,sams-4,protein_coding,C06E7.3,-6.423817979,2.211506559,1.07656e-08,7.55905e-08,WBGene00015540,WBGene00015540,History: N.A.
WBGene00008235,C50F4.10,protein_coding,C50F4.10,-6.418014978,2.207606219,1.06793e-08,7.50993e-08,WBGene00008235,WBGene00008235,History: N.A.
WBGene00017559,mpz-3,protein_coding,F18C5.4,-6.418014978,2.207606219,1.06793e-08,7.50993e-08,WBGene00017559,WBGene00017559,History: N.A.
WBGene00022888,rnh-1.1,protein_coding,ZK1290.6,-6.415436996,2.208507817,1.79032e-08,1.18441e-07,WBGene00022888,WBGene00022888,History: N.A.
WBGene00007230,C01G10.1,protein_coding,C01G10.1,-6.415123282,2.205657041,1.78029e-08,1.17948e-07,WBGene00007230,WBGene00007230,History: N.A.
WBGene00023036,F39E9.10,pseudogene,F39E9.10,-6.413750121,6.967792704,1.04144e-35,1.16285e-33,WBGene00023036,WBGene00023036,History: N.A.
WBGene00010324,F59C6.3,protein_coding,F59C6.3,-6.409056131,2.201670549,1.76624e-08,1.17186e-07,WBGene00010324,WBGene00010324,"History: Split into F59C6.14(WBGene00044792). History of WBGene00010324: Split into ""WBGene00044792"" on 2006-03-20"
WBGene00011039,R05H5.4,protein_coding,R05H5.4,-6.403331589,2.197779553,1.75251e-08,1.16444e-07,WBGene00011039,WBGene00011039,History: N.A.
WBGene00022778,ZK616.8,protein_coding,ZK616.8,-6.400479546,2.195835065,1.74563e-08,1.16156e-07,WBGene00022778,WBGene00022778,"History: Split into ZK616.65(WBGene00235383). History of WBGene00022778: Split into ""WBGene00235383"" on 2013-10-17"
WBGene00010309,rpn-6.2,protein_coding,F59B2.5,-6.400337016,2.195792052,1.74548e-08,1.16156e-07,WBGene00010309,WBGene00010309,"History: Split into F59B2.15(WBGene00185006). History of WBGene00010309: Split into ""WBGene00185006"" on 2009-02-27"
WBGene00044177,C30G7.3,protein_coding,C30G7.3,-6.399029919,3.779239587,1.45616e-21,4.14057e-20,WBGene00044177,WBGene00044177,History: N.A.
WBGene00009187,F27D4.1,protein_coding,F27D4.1,-6.397494844,2.193848908,1.73861e-08,1.16025e-07,WBGene00009187,WBGene00009187,History: N.A.
WBGene00020140,ant-1.4,protein_coding,T01B11.4,-6.396495314,2.190766095,1.72768e-08,1.15634e-07,WBGene00020140,WBGene00020140,History: Renamed on 2008-06-04; Renamed on 2008-11-21; Renamed on 2014-03-03
WBGene00003468,msp-113,protein_coding,ZK354.4,-6.396213813,2.190682224,1.72739e-08,1.15634e-07,WBGene00003468,WBGene00003468,History: N.A.
WBGene00018121,F36H12.5,protein_coding,F36H12.5,-6.394523228,2.19186479,1.73158e-08,1.15725e-07,WBGene00018121,WBGene00018121,History: N.A.
WBGene00010082,F55A11.11,protein_coding,F55A11.11,-6.393547394,2.188792335,1.72068e-08,1.15634e-07,WBGene00010082,WBGene00010082,History: N.A.
WBGene00016125,C26B2.2,protein_coding,C26B2.2,-6.391697967,2.189923671,1.7247e-08,1.15634e-07,WBGene00016125,WBGene00016125,History: N.A.
WBGene00003435,msp-40,protein_coding,C33F10.9,-6.39047186,2.186778679,1.71353e-08,1.15361e-07,WBGene00003435,WBGene00003435,History: N.A.
WBGene00003429,msp-31,protein_coding,R05F9.13,-6.390203204,2.186697601,1.71325e-08,1.15361e-07,WBGene00003429,WBGene00003429,History: N.A.
WBGene00175035,F54C9.14,protein_coding,F54C9.14,-6.387409804,2.184767104,1.70639e-08,1.15219e-07,WBGene00175035,WBGene00175035,History: N.A.
WBGene00012784,Y43C5A.4,protein_coding,Y43C5A.4,-6.387278666,2.184727261,1.70624e-08,1.15219e-07,WBGene00012784,WBGene00012784,History: N.A.
WBGene00008312,C54G4.2,protein_coding,C54G4.2,-6.38338948,2.184143428,2.87142e-08,1.84109e-07,WBGene00008312,WBGene00008312,History: N.A.
WBGene00235297,F56D6.20,protein_coding,F56D6.20,-6.378548039,2.178820377,1.68521e-08,1.14126e-07,WBGene00235297,WBGene00235297,History: N.A.
WBGene00020022,R12C12.1,protein_coding,R12C12.1,-6.378548039,2.178820377,1.68521e-08,1.14126e-07,WBGene00020022,WBGene00020022,History: N.A.
WBGene00012360,tat-3,protein_coding,W09D10.2,-6.36988328,2.172919759,2.80757e-08,1.80267e-07,WBGene00012360,WBGene00012360,History: N.A.
WBGene00015997,C18H7.7,protein_coding,C18H7.7,-6.369770637,2.172884009,2.80737e-08,1.80267e-07,WBGene00015997,WBGene00015997,History: N.A.
WBGene00010883,M7.7,protein_coding,M7.7,-6.367462304,2.169409338,1.65159e-08,1.12181e-07,WBGene00010883,WBGene00010883,History: N.A.
WBGene00009115,F25F2.1,protein_coding,F25F2.1,-6.366900347,2.170919216,2.79615e-08,1.80039e-07,WBGene00009115,WBGene00009115,History: N.A.
WBGene00044300,D1022.9,protein_coding,D1022.9,-6.36393117,2.16892075,2.78473e-08,1.79556e-07,WBGene00044300,WBGene00044300,History: N.A.
WBGene00010829,M02B1.4,protein_coding,M02B1.4,-6.36393117,2.16892075,2.78473e-08,1.79556e-07,WBGene00010829,WBGene00010829,History: N.A.
WBGene00021639,Y47G6A.13,protein_coding,Y47G6A.13,-6.361182566,2.166991754,2.77369e-08,1.7935e-07,WBGene00021639,WBGene00021639,History: N.A.
WBGene00003964,pdi-3,protein_coding,H06O01.1,-6.361079091,2.166958045,2.7735e-08,1.7935e-07,WBGene00003964,WBGene00003964,History: N.A.
WBGene00012294,nspa-8,protein_coding,W06A7.5,-6.358034176,2.164930039,2.76188e-08,1.79092e-07,WBGene00012294,WBGene00012294,History: N.A.
WBGene00021968,Y57G7A.5,protein_coding,Y57G7A.5,-6.355249018,2.161328301,1.62261e-08,1.10376e-07,WBGene00021968,WBGene00021968,History: N.A.
WBGene00020905,T28H11.7,protein_coding,T28H11.7,-6.355149833,2.16129601,1.62249e-08,1.10376e-07,WBGene00020905,WBGene00020905,History: N.A.
WBGene00016356,C33F10.8,protein_coding,C33F10.8,-6.352474913,2.161042529,2.73957e-08,1.77897e-07,WBGene00016356,WBGene00016356,History: N.A.
WBGene00003463,msp-76,protein_coding,ZK1251.6,-6.352299049,2.159336151,1.61545e-08,1.10216e-07,WBGene00003463,WBGene00003463,History: N.A.
WBGene00011414,T04A8.13,protein_coding,T04A8.13,-6.350236285,3.735959446,5.13505e-21,1.38284e-19,WBGene00011414,WBGene00011414,"History: Split into T04A8.18(WBGene00119203). History of WBGene00011414: Split into ""WBGene00119203"" on 2008-08-26"
WBGene00020914,sulp-6,protein_coding,W01B11.2,-6.349656996,2.159083354,2.72831e-08,1.77418e-07,WBGene00020914,WBGene00020914,History: N.A.
WBGene00003450,msp-57,protein_coding,R13H9.2,-6.349263973,2.157313804,2.71813e-08,1.77007e-07,WBGene00003450,WBGene00003450,History: N.A.
WBGene00010876,M05D6.3,protein_coding,M05D6.3,-6.346670342,2.157064258,2.7167e-08,1.77007e-07,WBGene00010876,WBGene00010876,History: N.A.
WBGene00004958,spe-4,protein_coding,ZK524.1,-6.346332877,2.155323781,2.70667e-08,1.76764e-07,WBGene00004958,WBGene00004958,History: N.A.
WBGene00012642,Y39A1A.2,protein_coding,Y39A1A.2,-6.344045133,2.155167172,2.70577e-08,1.76764e-07,WBGene00012642,WBGene00012642,History: N.A.
WBGene00022467,Y119C1B.1,protein_coding,Y119C1B.1,-6.343409767,2.153334482,2.6952e-08,1.76518e-07,WBGene00022467,WBGene00022467,History: N.A.
WBGene00011273,R53.4,protein_coding,R53.4,-6.337507296,2.149329908,2.67208e-08,1.75255e-07,WBGene00011273,WBGene00011273,History: N.A.
WBGene00017225,fbxa-52,protein_coding,F07G6.6,-6.335534798,2.149243009,4.53914e-08,2.8505e-07,WBGene00017225,WBGene00017225,History: N.A.
WBGene00017195,glo-4,protein_coding,F07C3.4,-6.334689102,2.147370965,2.66075e-08,1.74762e-07,WBGene00017195,WBGene00017195,History: N.A.
WBGene00008053,cdc-48.2,protein_coding,C41C4.8,-6.328773937,2.143346728,2.63743e-08,1.7348e-07,WBGene00008053,WBGene00008053,History: N.A.
WBGene00006051,ssq-2,protein_coding,T28H11.5,-6.325974622,2.141388625,2.62607e-08,1.72981e-07,WBGene00006051,WBGene00006051,History: N.A.
WBGene00020350,T08B2.12,protein_coding,T08B2.12,-6.325838163,2.141337776,2.62578e-08,1.72981e-07,WBGene00020350,WBGene00020350,History: N.A.
WBGene00017833,F26F12.2,protein_coding,F26F12.2,-6.320134488,2.137374284,4.42866e-08,2.78878e-07,WBGene00017833,WBGene00017833,History: N.A.
WBGene00018792,F54C1.8,protein_coding,F54C1.8,-6.314465343,2.133413783,4.39161e-08,2.76926e-07,WBGene00018792,WBGene00018792,History: N.A.
WBGene00013521,Y73F8A.12,protein_coding,Y73F8A.12,-6.300406055,2.12350639,4.2985e-08,2.71428e-07,WBGene00013521,WBGene00013521,History: N.A.
WBGene00012173,W01B6.6,protein_coding,W01B6.6,-6.297593957,2.121513039,4.27969e-08,2.70614e-07,WBGene00012173,WBGene00012173,History: N.A.
WBGene00013779,Y116A8B.1,protein_coding,Y116A8B.1,-6.294820334,6.618916772,1.48583e-37,2.5193e-35,WBGene00013779,WBGene00013779,History: N.A.
WBGene00021018,W04B5.1,pseudogene,W04B5.1,-6.29391661,4.419298594,1.4550000000000001e-28,8.025309999999999e-27,WBGene00021018,WBGene00021018,History: N.A.
WBGene00021959,Y57E12AL.6,protein_coding,Y57E12AL.6,-6.292014901,2.117532648,7.26726e-08,4.41241e-07,WBGene00021959,WBGene00021959,History: N.A.
WBGene00020531,T15B12.2,protein_coding,T15B12.2,-6.291880812,2.117111353,4.23808e-08,2.68353e-07,WBGene00020531,WBGene00020531,History: N.A.
WBGene00022170,Y71H2AM.5,protein_coding,Y71H2AM.5,-6.286550553,2.113592711,7.20703e-08,4.38165e-07,WBGene00022170,WBGene00022170,History: N.A.
WBGene00015696,C10H11.7,protein_coding,C10H11.7,-6.286093355,2.113084641,4.19991e-08,2.66305e-07,WBGene00015696,WBGene00015696,History: N.A.
WBGene00010672,K08E7.4,protein_coding,K08E7.4,-6.286093355,2.113084641,4.19991e-08,2.66305e-07,WBGene00010672,WBGene00010672,History: N.A.
WBGene00008561,F07H5.10,protein_coding,F07H5.10,-6.283857093,2.111639297,7.1771e-08,4.36925e-07,WBGene00008561,WBGene00008561,History: N.A.
WBGene00016312,C32D5.4,protein_coding,C32D5.4,-6.283205891,2.111065742,4.18074e-08,2.65825e-07,WBGene00016312,WBGene00016312,History: N.A.
WBGene00004205,psr-1,protein_coding,F29B9.4,-6.280355858,2.109063771,4.1617e-08,2.64983e-07,WBGene00004205,WBGene00004205,History: N.A.
WBGene00014665,C04G2.3,pseudogene,C04G2.3,-6.277496548,2.107048476,4.14251e-08,2.64128e-07,WBGene00014665,WBGene00014665,History: N.A.
