# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Embryo Targets > 1 RPM (2351),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00018321,,,,WBGene00018321,WBGene00018321,History: N.A.
WBGene00018327,,,,WBGene00018327,WBGene00018327,History: N.A.
WBGene00018330,,,,WBGene00018330,WBGene00018330,History: N.A.
WBGene00018339,,,,WBGene00018339,WBGene00018339,History: N.A.
WBGene00018349,,,,WBGene00018349,WBGene00018349,History: N.A.
WBGene00018362,,,,WBGene00018362,WBGene00018362,History: N.A.
WBGene00018364,,,,WBGene00018364,WBGene00018364,History: Renamed on 2016-01-06
WBGene00018399,,,,WBGene00018399,WBGene00018399,History: N.A.
WBGene00018408,,,,WBGene00018408,WBGene00018408,History: N.A.
WBGene00018421,,,,WBGene00018421,WBGene00018421,History: N.A.
WBGene00018426,,,,WBGene00018426,WBGene00018426,History: N.A.
WBGene00018431,,,,WBGene00018431,WBGene00018431,History: N.A.
WBGene00018446,,,,WBGene00018446,WBGene00018446,History: N.A.
WBGene00018482,,,,WBGene00018482,WBGene00018482,History: N.A.
WBGene00018491,,,,WBGene00018491,WBGene00018491,History: N.A.
WBGene00018509,,,,WBGene00018509,WBGene00018509,History: N.A.
WBGene00018518,,,,WBGene00018518,WBGene00018518,History: N.A.
WBGene00018520,,,,WBGene00018520,WBGene00018520,History: N.A.
WBGene00018564,,,,WBGene00018564,WBGene00018564,History: N.A.
WBGene00018586,,,,WBGene00018586,WBGene00018586,History: N.A.
WBGene00018599,,,,WBGene00018599,WBGene00018599,History: N.A.
WBGene00018609,,,,WBGene00018609,WBGene00018609,History: N.A.
WBGene00018612,,,,WBGene00018612,WBGene00018612,History: Renamed on 2017-03-13
WBGene00018613,,,,WBGene00018613,WBGene00018613,History: N.A.
WBGene00018635,,,,WBGene00018635,WBGene00018635,"History: Split into F49E8.8(WBGene00302976). History of WBGene00018635: Split into ""WBGene00302976"" on 2018-03-06"
WBGene00018638,,,,WBGene00018638,WBGene00018638,History: N.A.
WBGene00018657,,,,WBGene00018657,WBGene00018657,History: N.A.
WBGene00018678,,,,WBGene00018678,WBGene00018678,History: N.A.
WBGene00018679,,,,WBGene00018679,WBGene00018679,History: N.A.
WBGene00018682,,,,WBGene00018682,WBGene00018682,History: N.A.
WBGene00018700,,,,WBGene00018700,WBGene00018700,History: Renamed on 2014-08-08
WBGene00018703,,,,WBGene00018703,WBGene00018703,History: N.A.
WBGene00018710,,,,WBGene00018710,WBGene00018710,"History: Split into F52G3.7(WBGene00303060). History of WBGene00018710: Split into ""WBGene00303060"" on 2018-03-02"
WBGene00018713,,,,WBGene00018713,WBGene00018713,History: N.A.
WBGene00018735,,,,WBGene00018735,WBGene00018735,History: N.A.
WBGene00018740,,,,WBGene00018740,WBGene00018740,History: N.A.
WBGene00018762,,,,WBGene00018762,WBGene00018762,History: N.A.
WBGene00018781,,,,WBGene00018781,WBGene00018781,History: N.A.
WBGene00018782,,,,WBGene00018782,WBGene00018782,History: N.A.
WBGene00018785,,,,WBGene00018785,WBGene00018785,History: N.A.
WBGene00018786,,,,WBGene00018786,WBGene00018786,History: N.A.
WBGene00018795,,,,WBGene00018795,WBGene00018795,History: N.A.
WBGene00018802,,,,WBGene00018802,WBGene00018802,History: N.A.
WBGene00018806,,,,WBGene00018806,WBGene00018806,History: N.A.
WBGene00018808,,,,WBGene00018808,WBGene00018808,History: N.A.
WBGene00018812,,,,WBGene00018812,WBGene00018812,"History: Merged into ""WBGene00018814"" on 2012-01-23; Resurrected on 2012-06-29"
WBGene00018819,,,,WBGene00018819,WBGene00018819,History: Renamed on 2011-05-06
WBGene00018828,,,,WBGene00018828,WBGene00018828,History: N.A.
WBGene00018830,,,,WBGene00018830,WBGene00018830,History: N.A.
WBGene00018849,,,,WBGene00018849,WBGene00018849,History: N.A.
WBGene00018872,,,,WBGene00018872,WBGene00018872,History: N.A.
WBGene00018903,,,,WBGene00018903,WBGene00018903,History: N.A.
WBGene00018925,,,,WBGene00018925,WBGene00018925,History: N.A.
WBGene00018934,,,,WBGene00018934,WBGene00018934,History: N.A.
WBGene00018950,,,,WBGene00018950,WBGene00018950,History: N.A.
WBGene00018953,,,,WBGene00018953,WBGene00018953,History: N.A.
WBGene00018954,,,,WBGene00018954,WBGene00018954,History: N.A.
WBGene00018957,,,,WBGene00018957,WBGene00018957,History: N.A.
WBGene00018961,,,,WBGene00018961,WBGene00018961,History: N.A.
WBGene00018963,,,,WBGene00018963,WBGene00018963,History: N.A.
WBGene00018964,,,,WBGene00018964,WBGene00018964,History: N.A.
WBGene00018974,,,,WBGene00018974,WBGene00018974,History: N.A.
WBGene00018987,,,,WBGene00018987,WBGene00018987,History: N.A.
WBGene00018997,,,,WBGene00018997,WBGene00018997,History: Renamed on 2005-03-17
WBGene00018998,,,,WBGene00018998,WBGene00018998,History: N.A.
WBGene00019005,,,,WBGene00019005,WBGene00019005,History: N.A.
WBGene00019007,,,,WBGene00019007,WBGene00019007,History: N.A.
WBGene00019020,,,,WBGene00019020,WBGene00019020,History: N.A.
WBGene00019061,,,,WBGene00019061,WBGene00019061,History: Renamed on 2005-03-17
WBGene00019075,,,,WBGene00019075,WBGene00019075,"History: Split into F59A3.12(WBGene00185086). History of WBGene00019075: Split into ""WBGene00185086"" on 2009-03-13"
WBGene00019077,,,,WBGene00019077,WBGene00019077,History: N.A.
WBGene00019118,,,,WBGene00019118,WBGene00019118,History: N.A.
WBGene00019120,,,,WBGene00019120,WBGene00019120,History: N.A.
WBGene00019121,,,,WBGene00019121,WBGene00019121,History: N.A.
WBGene00019127,,,,WBGene00019127,WBGene00019127,History: N.A.
WBGene00019157,,,,WBGene00019157,WBGene00019157,History: N.A.
WBGene00019162,,,,WBGene00019162,WBGene00019162,History: N.A.
WBGene00019163,,,,WBGene00019163,WBGene00019163,"History: Split into H06H21.37(WBGene00302995). History of WBGene00019163: Split into ""WBGene00302995"" on 2018-03-06"
WBGene00019173,,,,WBGene00019173,WBGene00000100,"History: Merged into ""WBGene00000100"" on 2016-07-01"
WBGene00019196,,,,WBGene00019196,WBGene00019196,History: N.A.
WBGene00019209,,,,WBGene00019209,WBGene00019209,History: N.A.
WBGene00019217,,,,WBGene00019217,WBGene00019217,History: N.A.
WBGene00019218,,,,WBGene00019218,WBGene00019218,History: N.A.
WBGene00019219,,,,WBGene00019219,WBGene00019219,History: N.A.
WBGene00019249,,,,WBGene00019249,WBGene00019249,History: N.A.
WBGene00019274,,,,WBGene00019274,WBGene00019274,History: N.A.
WBGene00019275,,,,WBGene00019275,WBGene00019275,History: N.A.
WBGene00019305,,,,WBGene00019305,WBGene00019305,History: Renamed on 2009-07-21
WBGene00019322,,,,WBGene00019322,WBGene00019322,History: Renamed on 2005-02-01; Renamed on 2015-03-05
WBGene00019326,,,,WBGene00019326,WBGene00019326,History: N.A.
WBGene00019333,,,,WBGene00019333,WBGene00019333,History: N.A.
WBGene00019334,,,,WBGene00019334,WBGene00019334,History: N.A.
WBGene00019344,,,,WBGene00019344,WBGene00019344,History: N.A.
WBGene00019380,,,,WBGene00019380,WBGene00019380,History: N.A.
WBGene00019396,,,,WBGene00019396,WBGene00019396,History: N.A.
WBGene00019402,,,,WBGene00019402,WBGene00019402,History: N.A.
WBGene00019403,,,,WBGene00019403,WBGene00019403,History: N.A.
WBGene00019427,,,,WBGene00019427,WBGene00019427,History: N.A.
WBGene00019429,,,,WBGene00019429,WBGene00019429,History: N.A.
WBGene00019432,,,,WBGene00019432,WBGene00019432,History: Renamed on 2015-03-02
WBGene00019457,,,,WBGene00019457,WBGene00019457,History: N.A.
WBGene00019481,,,,WBGene00019481,WBGene00019481,History: N.A.
WBGene00019487,,,,WBGene00019487,WBGene00019487,History: Renamed on 2006-06-29; Renamed on 2012-12-21
WBGene00019503,,,,WBGene00019503,WBGene00019503,History: N.A.
WBGene00019505,,,,WBGene00019505,WBGene00000923,"History: Merged into ""WBGene00000923"" on 2014-10-27. Remark: All name identifiers for this gene were either transferred or lost when the gene was merged."
WBGene00019510,,,,WBGene00019510,WBGene00019510,History: N.A.
WBGene00019537,,,,WBGene00019537,WBGene00019537,History: N.A.
WBGene00019543,,,,WBGene00019543,WBGene00019543,History: N.A.
WBGene00019546,,,,WBGene00019546,WBGene00019546,History: N.A.
WBGene00019554,,,,WBGene00019554,WBGene00019554,History: N.A.
WBGene00019584,,,,WBGene00019584,WBGene00019584,History: N.A.
WBGene00019606,,,,WBGene00019606,WBGene00019606,History: Renamed on 2006-06-15
WBGene00019620,,,,WBGene00019620,WBGene00019620,History: Renamed on 2005-03-17
WBGene00019628,,,,WBGene00019628,WBGene00019628,History: N.A.
WBGene00019631,,,,WBGene00019631,WBGene00019631,History: N.A.
WBGene00019645,,,,WBGene00019645,WBGene00019645,History: N.A.
WBGene00019657,,,,WBGene00019657,WBGene00019657,History: N.A.
WBGene00019664,,,,WBGene00019664,WBGene00019664,History: N.A.
WBGene00019666,,,,WBGene00019666,WBGene00019666,History: Renamed on 2011-10-14
WBGene00019677,,,,WBGene00019677,WBGene00019677,History: N.A.
WBGene00019678,,,,WBGene00019678,WBGene00019678,History: N.A.
WBGene00019693,,,,WBGene00019693,WBGene00019693,History: N.A.
WBGene00019724,,,,WBGene00019724,WBGene00019724,History: N.A.
WBGene00019726,,,,WBGene00019726,WBGene00019726,History: N.A.
WBGene00019747,,,,WBGene00019747,WBGene00019747,History: N.A.
WBGene00019748,,,,WBGene00019748,WBGene00019748,History: N.A.
WBGene00019757,,,,WBGene00019757,WBGene00019757,History: Renamed on 2010-03-26
WBGene00019760,,,,WBGene00019760,WBGene00019760,History: N.A.
WBGene00019771,,,,WBGene00019771,WBGene00019771,History: N.A.
WBGene00019774,,,,WBGene00019774,WBGene00019774,History: N.A.
WBGene00019787,,,,WBGene00019787,WBGene00019787,History: N.A.
WBGene00019795,,,,WBGene00019795,WBGene00019795,"History: Split into M151.9(WBGene00219238). History of WBGene00019795: Split into ""WBGene00219238"" on 2011-09-19"
WBGene00019800,,,,WBGene00019800,WBGene00019800,History: N.A.
WBGene00019811,,,,WBGene00019811,WBGene00019811,History: N.A.
WBGene00019821,,,,WBGene00019821,WBGene00019821,History: N.A.
WBGene00019825,,,,WBGene00019825,WBGene00019825,History: N.A.
WBGene00019827,,,,WBGene00019827,WBGene00019827,History: N.A.
WBGene00019831,,,,WBGene00019831,WBGene00019831,History: N.A.
WBGene00019833,,,,WBGene00019833,WBGene00019833,History: N.A.
WBGene00019838,,,,WBGene00019838,WBGene00019838,History: N.A.
WBGene00019888,,,,WBGene00019888,WBGene00019888,History: Renamed on 2014-03-03
WBGene00019890,,,,WBGene00019890,WBGene00019890,History: N.A.
WBGene00019893,,,,WBGene00019893,WBGene00019893,History: N.A.
WBGene00019898,,,,WBGene00019898,WBGene00019898,History: N.A.
WBGene00019900,,,,WBGene00019900,WBGene00019900,History: N.A.
WBGene00019918,,,,WBGene00019918,WBGene00019918,History: N.A.
WBGene00019941,,,,WBGene00019941,WBGene00019941,History: N.A.
WBGene00019943,,,,WBGene00019943,WBGene00019943,History: N.A.
WBGene00019944,,,,WBGene00019944,WBGene00019944,History: N.A.
WBGene00019953,,,,WBGene00019953,WBGene00019953,History: N.A.
WBGene00019956,,,,WBGene00019956,WBGene00019956,History: N.A.
WBGene00019971,,,,WBGene00019971,WBGene00019971,History: N.A.
WBGene00019983,,,,WBGene00019983,WBGene00019983,History: N.A.
WBGene00019987,,,,WBGene00019987,WBGene00019987,History: N.A.
WBGene00019989,,,,WBGene00019989,WBGene00019989,History: N.A.
WBGene00020006,,,,WBGene00020006,WBGene00020006,"History: Split into R11E3.19(WBGene00235374). History of WBGene00020006: Split into ""WBGene00235374"" on 2013-09-27"
WBGene00020025,,,,WBGene00020025,WBGene00020025,History: N.A.
WBGene00020026,,,,WBGene00020026,WBGene00020026,History: N.A.
WBGene00020031,,,,WBGene00020031,WBGene00020031,History: Renamed on 2015-02-09
WBGene00020035,,,,WBGene00020035,WBGene00020035,History: N.A.
WBGene00020050,,,,WBGene00020050,WBGene00020050,History: N.A.
WBGene00020064,,,,WBGene00020064,WBGene00020064,History: N.A.
WBGene00020068,,,,WBGene00020068,WBGene00020068,History: N.A.
WBGene00020089,,,,WBGene00020089,WBGene00020089,History: N.A.
WBGene00020091,,,,WBGene00020091,WBGene00020091,History: N.A.
WBGene00020092,,,,WBGene00020092,WBGene00020092,History: N.A.
WBGene00020097,,,,WBGene00020097,WBGene00020097,History: N.A.
WBGene00020101,,,,WBGene00020101,WBGene00020101,History: N.A.
WBGene00020102,,,,WBGene00020102,WBGene00020102,History: N.A.
WBGene00020103,,,,WBGene00020103,WBGene00020103,History: N.A.
WBGene00020110,,,,WBGene00020110,WBGene00020110,History: N.A.
WBGene00020111,,,,WBGene00020111,WBGene00020111,History: N.A.
WBGene00020185,,,,WBGene00020185,WBGene00020185,History: N.A.
WBGene00020188,,,,WBGene00020188,WBGene00020188,History: N.A.
WBGene00020199,,,,WBGene00020199,WBGene00020199,History: N.A.
WBGene00020216,,,,WBGene00020216,WBGene00020216,History: N.A.
WBGene00020246,,,,WBGene00020246,WBGene00020246,History: Renamed on 2008-04-30
WBGene00020261,,,,WBGene00020261,WBGene00020261,History: N.A.
WBGene00020263,,,,WBGene00020263,WBGene00020263,History: N.A.
WBGene00020268,,,,WBGene00020268,WBGene00020268,History: N.A.
WBGene00020269,,,,WBGene00020269,WBGene00020269,History: Renamed on 2013-11-11
WBGene00020274,,,,WBGene00020274,WBGene00020274,History: N.A.
WBGene00020275,,,,WBGene00020275,WBGene00020275,History: N.A.
WBGene00020284,,,,WBGene00020284,WBGene00020284,History: N.A.
WBGene00020286,,,,WBGene00020286,WBGene00020286,History: N.A.
WBGene00020300,,,,WBGene00020300,WBGene00020300,History: Renamed on 2019-07-15
WBGene00020316,,,,WBGene00020316,WBGene00020316,History: N.A.
WBGene00020320,,,,WBGene00020320,WBGene00020320,History: N.A.
WBGene00020334,,,,WBGene00020334,WBGene00020334,History: Renamed on 2013-04-05; Renamed on 2016-01-05
WBGene00020375,,,,WBGene00020375,WBGene00020375,History: Renamed on 2013-11-11
WBGene00020376,,,,WBGene00020376,WBGene00020376,History: N.A.
WBGene00020379,,,,WBGene00020379,WBGene00020379,History: N.A.
WBGene00020391,,,,WBGene00020391,WBGene00020391,History: N.A.
WBGene00020442,,,,WBGene00020442,WBGene00020442,History: N.A.
WBGene00020443,,,,WBGene00020443,WBGene00020443,History: N.A.
WBGene00020447,,,,WBGene00020447,WBGene00020447,History: N.A.
WBGene00020462,,,,WBGene00020462,WBGene00020462,History: N.A.
WBGene00020481,,,,WBGene00020481,WBGene00020481,History: N.A.
WBGene00020496,,,,WBGene00020496,WBGene00020496,History: N.A.
WBGene00020549,,,,WBGene00020549,WBGene00020549,History: N.A.
WBGene00020553,,,,WBGene00020553,WBGene00020553,History: N.A.
WBGene00020558,,,,WBGene00020558,WBGene00020558,History: N.A.
WBGene00020596,,,,WBGene00020596,WBGene00020596,History: N.A.
WBGene00020601,,,,WBGene00020601,WBGene00020601,History: N.A.
WBGene00020636,,,,WBGene00020636,WBGene00020636,History: N.A.
WBGene00020652,,,,WBGene00020652,WBGene00020652,History: N.A.
WBGene00020665,,,,WBGene00020665,WBGene00020665,History: N.A.
WBGene00020679,,,,WBGene00020679,WBGene00020679,History: N.A.
WBGene00020682,,,,WBGene00020682,WBGene00020682,History: N.A.
WBGene00020684,,,,WBGene00020684,WBGene00020684,History: N.A.
WBGene00020696,,,,WBGene00020696,WBGene00020696,History: N.A.
WBGene00020705,,,,WBGene00020705,WBGene00020705,History: N.A.
WBGene00020716,,,,WBGene00020716,WBGene00020716,History: N.A.
WBGene00020721,,,,WBGene00020721,WBGene00020721,History: N.A.
WBGene00020725,,,,WBGene00020725,WBGene00020725,History: N.A.
WBGene00020738,,,,WBGene00020738,WBGene00020738,History: N.A.
WBGene00020742,,,,WBGene00020742,WBGene00020742,History: N.A.
WBGene00020762,,,,WBGene00020762,WBGene00020762,History: N.A.
WBGene00020763,,,,WBGene00020763,WBGene00020763,"History: Split into T24C4.10(WBGene00306002). History of WBGene00020763: Split into ""WBGene00306002"" on 2020-01-20"
WBGene00020770,,,,WBGene00020770,WBGene00020770,History: Renamed on 2013-07-17
WBGene00020784,,,,WBGene00020784,WBGene00020784,"History: Split into T24H7.9(WBGene00305157). History of WBGene00020784: Split into ""WBGene00305157"" on 2019-11-21"
WBGene00020796,,,,WBGene00020796,WBGene00020796,History: N.A.
WBGene00020798,,,,WBGene00020798,WBGene00020798,History: N.A.
WBGene00020830,,,,WBGene00020830,WBGene00020830,History: N.A.
WBGene00020831,,,,WBGene00020831,WBGene00020831,History: N.A.
WBGene00020838,,,,WBGene00020838,WBGene00020838,History: N.A.
WBGene00020839,,,,WBGene00020839,WBGene00020839,History: N.A.
WBGene00020842,,,,WBGene00020842,WBGene00020842,History: Renamed on 2019-08-12; Renamed on 2019-09-11
WBGene00020858,,,,WBGene00020858,WBGene00020858,History: N.A.
WBGene00020867,,,,WBGene00020867,WBGene00020867,History: N.A.
WBGene00020868,,,,WBGene00020868,WBGene00020868,"History: Split into pigb-1(WBGene00194986). History of WBGene00020868: Split into ""WBGene00194986"" on 2010-02-19"
WBGene00020896,,,,WBGene00020896,WBGene00020896,"History: Split into T28D9.16(WBGene00270303). History of WBGene00020896: Split into ""WBGene00270303"" on 2016-07-01"
WBGene00020901,,,,WBGene00020901,WBGene00020901,History: N.A.
WBGene00020909,,,,WBGene00020909,WBGene00020909,History: N.A.
WBGene00020910,,,,WBGene00020910,WBGene00020910,History: N.A.
WBGene00020911,,,,WBGene00020911,WBGene00020911,History: N.A.
WBGene00020937,,,,WBGene00020937,WBGene00020937,History: N.A.
WBGene00020948,,,,WBGene00020948,WBGene00020948,History: N.A.
WBGene00020968,,,,WBGene00020968,WBGene00020970,"History: Merged into ""WBGene00020970"" on 2017-03-03"
WBGene00020970,,,,WBGene00020970,WBGene00020970,History: N.A.
WBGene00021004,,,,WBGene00021004,WBGene00021004,History: N.A.
WBGene00021009,,,,WBGene00021009,WBGene00021009,History: N.A.
WBGene00021022,,,,WBGene00021022,WBGene00021022,History: N.A.
WBGene00021024,,,,WBGene00021024,WBGene00021024,History: N.A.
WBGene00021035,,,,WBGene00021035,WBGene00021035,History: N.A.
WBGene00021038,,,,WBGene00021038,WBGene00021038,History: N.A.
WBGene00021049,,,,WBGene00021049,WBGene00021049,History: N.A.
WBGene00021051,,,,WBGene00021051,WBGene00021051,History: N.A.
WBGene00021056,,,,WBGene00021056,WBGene00021056,History: N.A.
WBGene00021058,,,,WBGene00021058,WBGene00021058,History: N.A.
WBGene00021061,,,,WBGene00021061,WBGene00021061,History: N.A.
WBGene00021063,,,,WBGene00021063,WBGene00021063,History: N.A.
WBGene00021088,,,,WBGene00021088,WBGene00021088,History: N.A.
WBGene00021093,,,,WBGene00021093,WBGene00021093,History: N.A.
WBGene00021097,,,,WBGene00021097,WBGene00021097,History: N.A.
WBGene00021149,,,,WBGene00021149,WBGene00021149,History: N.A.
WBGene00021153,,,,WBGene00021153,WBGene00021153,History: N.A.
WBGene00021155,,,,WBGene00021155,WBGene00021155,History: N.A.
WBGene00021165,,,,WBGene00021165,WBGene00021165,History: N.A.
WBGene00021170,,,,WBGene00021170,WBGene00021170,History: Renamed on 2006-03-03
WBGene00021187,,,,WBGene00021187,WBGene00021187,History: N.A.
WBGene00021189,,,,WBGene00021189,,History: Killed on 2018-11-14. Remark: 192mer repeat region only
WBGene00021191,,,,WBGene00021191,WBGene00021191,History: N.A.
WBGene00021200,,,,WBGene00021200,WBGene00021200,History: N.A.
WBGene00021206,,,,WBGene00021206,WBGene00003216,"History: Merged into ""WBGene00003216"" on 2016-10-14. Remark: All name identifiers for this gene were either transferred or lost when the gene was merged."
WBGene00021208,,,,WBGene00021208,WBGene00021208,History: N.A.
WBGene00021248,,,,WBGene00021248,WBGene00021248,History: N.A.
WBGene00021270,,,,WBGene00021270,WBGene00021270,History: Renamed on 2019-11-21
WBGene00021276,,,,WBGene00021276,WBGene00021276,History: N.A.
WBGene00021292,,,,WBGene00021292,WBGene00021292,History: N.A.
WBGene00021293,,,,WBGene00021293,WBGene00021293,History: N.A.
WBGene00021294,,,,WBGene00021294,WBGene00021294,History: N.A.
WBGene00021295,,,,WBGene00021295,WBGene00021295,History: N.A.
WBGene00021305,,,,WBGene00021305,WBGene00021305,History: Renamed on 2015-11-05
WBGene00021311,,,,WBGene00021311,WBGene00021311,History: N.A.
WBGene00021316,,,,WBGene00021316,WBGene00021316,History: N.A.
WBGene00021327,,,,WBGene00021327,WBGene00021327,History: N.A.
WBGene00021334,,,,WBGene00021334,WBGene00021334,History: Renamed on 2005-03-17
WBGene00021344,,,,WBGene00021344,WBGene00021344,History: N.A.
WBGene00021351,,,,WBGene00021351,WBGene00021351,History: N.A.
WBGene00021363,,,,WBGene00021363,WBGene00021363,History: N.A.
WBGene00021366,,,,WBGene00021366,WBGene00021366,History: N.A.
WBGene00021377,,,,WBGene00021377,WBGene00021377,History: N.A.
WBGene00021401,,,,WBGene00021401,WBGene00021401,History: N.A.
WBGene00021406,,,,WBGene00021406,WBGene00021406,History: N.A.
WBGene00021419,,,,WBGene00021419,WBGene00021419,History: N.A.
WBGene00021420,,,,WBGene00021420,WBGene00021420,History: N.A.
WBGene00021425,,,,WBGene00021425,WBGene00021425,History: N.A.
WBGene00021427,,,,WBGene00021427,WBGene00021427,History: N.A.
WBGene00021440,,,,WBGene00021440,WBGene00021440,History: N.A.
WBGene00021442,,,,WBGene00021442,WBGene00021442,History: N.A.
WBGene00021456,,,,WBGene00021456,WBGene00021456,History: N.A.
WBGene00021467,,,,WBGene00021467,WBGene00021467,History: N.A.
WBGene00021474,,,,WBGene00021474,WBGene00021474,History: N.A.
WBGene00021475,,,,WBGene00021475,WBGene00021475,History: N.A.
WBGene00021486,,,,WBGene00021486,WBGene00021486,History: N.A.
WBGene00021506,,,,WBGene00021506,WBGene00021506,History: N.A.
WBGene00021514,,,,WBGene00021514,WBGene00021514,History: N.A.
WBGene00021522,,,,WBGene00021522,WBGene00021522,History: N.A.
WBGene00021535,,,,WBGene00021535,WBGene00021535,History: N.A.
WBGene00021539,,,,WBGene00021539,WBGene00021539,History: N.A.
WBGene00021546,,,,WBGene00021546,WBGene00021546,History: N.A.
WBGene00021548,,,,WBGene00021548,WBGene00021548,History: N.A.
WBGene00021552,,,,WBGene00021552,WBGene00021552,History: N.A.
WBGene00021561,,,,WBGene00021561,WBGene00021561,History: N.A.
WBGene00021562,,,,WBGene00021562,WBGene00021562,History: Renamed on 2008-02-26
WBGene00021596,,,,WBGene00021596,WBGene00021596,History: N.A.
WBGene00021628,,,,WBGene00021628,WBGene00021628,"History: Split into Y47D9A.7(WBGene00303090). History of WBGene00021628: Split into ""WBGene00303090"" on 2018-03-02"
WBGene00021634,,,,WBGene00021634,WBGene00021634,History: N.A.
WBGene00021636,,,,WBGene00021636,WBGene00021636,History: N.A.
WBGene00021638,,,,WBGene00021638,WBGene00021638,History: N.A.
WBGene00021640,,,,WBGene00021640,WBGene00021640,History: N.A.
WBGene00021644,,,,WBGene00021644,WBGene00021644,History: N.A.
WBGene00021681,,,,WBGene00021681,WBGene00021681,History: N.A.
WBGene00021686,,,,WBGene00021686,WBGene00021686,History: N.A.
WBGene00021691,,,,WBGene00021691,WBGene00021691,History: N.A.
WBGene00021705,,,,WBGene00021705,,History: Killed on 2020-01-21. Remark: No evidence for this gene.
WBGene00021714,,,,WBGene00021714,WBGene00021714,History: N.A.
WBGene00021730,,,,WBGene00021730,WBGene00021730,History: N.A.
WBGene00021733,,,,WBGene00021733,WBGene00021733,History: N.A.
WBGene00021748,,,,WBGene00021748,WBGene00021748,History: N.A.
WBGene00021749,,,,WBGene00021749,WBGene00021749,History: N.A.
WBGene00021756,,,,WBGene00021756,WBGene00021756,History: N.A.
WBGene00021757,,,,WBGene00021757,WBGene00021757,History: N.A.
WBGene00021758,,,,WBGene00021758,WBGene00021758,History: N.A.
WBGene00021763,,,,WBGene00021763,WBGene00021763,History: N.A.
WBGene00021771,,,,WBGene00021771,WBGene00021771,History: N.A.
WBGene00021781,,,,WBGene00021781,WBGene00021781,History: N.A.
WBGene00021784,,,,WBGene00021784,WBGene00021784,"History: Split into Y51H7C.41(WBGene00302984). History of WBGene00021784: Split into ""WBGene00302984"" on 2018-03-06"
WBGene00021789,,,,WBGene00021789,WBGene00021789,History: Renamed on 2010-02-05
WBGene00021800,,,,WBGene00021800,WBGene00021800,History: N.A.
WBGene00021810,,,,WBGene00021810,WBGene00021810,History: N.A.
WBGene00021811,,,,WBGene00021811,WBGene00021811,History: N.A.
WBGene00021818,,,,WBGene00021818,WBGene00021818,History: N.A.
WBGene00021820,,,,WBGene00021820,WBGene00021820,History: N.A.
WBGene00021828,,,,WBGene00021828,WBGene00021828,History: N.A.
WBGene00021829,,,,WBGene00021829,WBGene00021829,History: N.A.
WBGene00021830,,,,WBGene00021830,WBGene00021830,History: N.A.
WBGene00021832,,,,WBGene00021832,WBGene00021832,History: N.A.
WBGene00021844,,,,WBGene00021844,WBGene00021844,History: N.A.
WBGene00021847,,,,WBGene00021847,WBGene00021847,History: N.A.
WBGene00021855,,,,WBGene00021855,WBGene00021855,History: N.A.
WBGene00021857,,,,WBGene00021857,WBGene00021857,History: N.A.
WBGene00021868,,,,WBGene00021868,WBGene00021868,History: N.A.
WBGene00021882,,,,WBGene00021882,WBGene00021882,History: N.A.
WBGene00021883,,,,WBGene00021883,WBGene00021883,History: N.A.
WBGene00021888,,,,WBGene00021888,WBGene00021888,History: N.A.
WBGene00021901,,,,WBGene00021901,WBGene00021901,History: Renamed on 2017-12-07
WBGene00021903,,,,WBGene00021903,WBGene00015155,"History: Merged into ""WBGene00015155"" on 2017-06-29"
WBGene00021904,,,,WBGene00021904,WBGene00021904,History: N.A.
WBGene00021906,,,,WBGene00021906,WBGene00021906,History: N.A.
WBGene00021912,,,,WBGene00021912,WBGene00021912,History: Renamed on 2019-10-15
WBGene00021926,,,,WBGene00021926,WBGene00021926,History: N.A.
WBGene00021932,,,,WBGene00021932,WBGene00021932,History: N.A.
WBGene00021933,,,,WBGene00021933,WBGene00021933,History: N.A.
WBGene00021934,,,,WBGene00021934,WBGene00021934,History: N.A.
WBGene00021952,,,,WBGene00021952,WBGene00021952,History: N.A.
WBGene00021956,,,,WBGene00021956,WBGene00021956,History: N.A.
WBGene00021959,,,,WBGene00021959,WBGene00021959,History: N.A.
WBGene00021973,,,,WBGene00021973,WBGene00021973,History: Renamed on 2014-11-12
WBGene00021985,,,,WBGene00021985,WBGene00021985,History: N.A.
WBGene00021988,,,,WBGene00021988,WBGene00021988,History: N.A.
WBGene00022025,,,,WBGene00022025,WBGene00022025,History: N.A.
