# Table S1,,,,,,,
# Differentially expressed STGs following L1 starvation. First condition: Fed P0, second condition: Starved P0. log2foldChange=log2(starved/fed),,,,,,
# *All of the comparisons were made using triplicates,,,,,,,
gene,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
F54E7.8,204.4359954,-0.476563983,0.002878989,0.039546013,F54E7.8,WBGene00018830,Sequence name for WBGene00018830(ska-3). History: N.A.
T05E11.5,137.0307799,-0.475732486,0.002778516,0.03878737,T05E11.5,WBGene00011481,Sequence name for WBGene00011481(imp-2). History: N.A.
Y67D8C.10,867.5984085,-0.474960184,0.001633773,0.026748616,Y67D8C.10,WBGene00003153,Sequence name for WBGene00003153(mca-3). History: Renamed on 2007-10-09
T16G12.8,158.6848283,-0.474665648,0.008911205,0.088845805,T16G12.8,WBGene00011809,"Public name for WBGene00011809. History: Split into T16G12.13(WBGene00306001). History of WBGene00011809: Split into ""WBGene00306001"" on 2020-01-21"
W05F2.4,1566.698571,0.474476302,2.58E-06,0.000119145,W05F2.4,WBGene00021036,"Public name for WBGene00021036. History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
Y48G1C.5,961.0199603,-0.472319862,0.000401719,0.008703194,Y48G1C.5,WBGene00021678,Public name for WBGene00021678. History: N.A.
Y7A5A.1,1063.284113,0.471025862,0.000131907,0.003409138,Y7A5A.1,WBGene00012407,Public name for WBGene00012407. History: N.A.
Y55D9A.2,141.824117,0.47087123,0.002320428,0.034280698,Y55D9A.2,WBGene00013224,Public name for WBGene00013224. History: N.A.
T08H10.4,370.3470261,0.470584811,5.42E-05,0.001614501,T08H10.4,WBGene00020371,Sequence name for WBGene00020371(oac-60). History: N.A.
Y71A12B.10,14804.03909,-0.470208093,0.005319985,0.062311722,Y71A12B.10,WBGene00013507,Public name for WBGene00013507. History: N.A.
F07C3.3,157.2249551,0.470014867,0.001981101,0.030833426,F07C3.3,WBGene00017194,Public name for WBGene00017194. History: N.A.
F56D5.4,145.0188968,-0.469978332,0.003477274,0.045505367,F56D5.4,WBGene00014772,Public name for WBGene00014772. History: N.A.
F25H5.3,339.9780544,0.469834711,0.002083118,0.032025826,F25H5.3,WBGene00009126,Sequence name for WBGene00009126(pyk-1). History: N.A.
T06D10.3,225.4769206,-0.469444211,0.001836154,0.0292188,T06D10.3,WBGene00077558,Public name for WBGene00077558. History: N.A.
W04A8.5,138.1586998,0.468352489,0.001262711,0.021674307,W04A8.5,WBGene00012240,Public name for WBGene00012240. History: N.A.
F48E3.6,695.4093912,-0.467460413,0.000139626,0.003561785,F48E3.6,WBGene00018606,Public name for WBGene00018606. History: N.A.
F57H12.1,84.7201598,-0.465861812,0.00883637,0.088254798,F57H12.1,WBGene00000183,Sequence name for WBGene00000183(arf-5). History: Renamed on 2020-09-10
DY3.2,141.6302014,-0.463831125,0.005529106,0.063868535,DY3.2,WBGene00003052,Sequence name for WBGene00003052(lmn-1). History: N.A.
ZC204.9,155.8415362,-0.463000687,0.000937691,0.017187462,ZC204.9,WBGene00022559,Sequence name for WBGene00022559(fbxb-20). History: N.A.
D1081.9,471.9113829,-0.462977762,0.002639822,0.037439275,D1081.9,WBGene00008387,Sequence name for WBGene00008387(zhp-2). History: N.A.
Y50D7A.7,6135.822119,-0.462535005,1.14E-09,1.03E-07,Y50D7A.7,WBGene00000081,Sequence name for WBGene00000081(ads-1). History: N.A.
M03C11.4,244.547224,0.462462616,0.001002783,0.018204122,M03C11.4,WBGene00044069,"Sequence name for WBGene00044069(hat-1). History: N.A.. Public name for Dead gene WBGene00010841. History of WBGene00010841: Merged into ""WBGene00044069"" on 2006-06-29"
ZK652.6,232.2300474,-0.461638467,0.006021015,0.067040666,ZK652.6,WBGene00022785,Sequence name for WBGene00022785(kcmf-1). History: N.A.
C06A8.5,197.4674452,-0.459285014,0.001380687,0.02320819,C06A8.5,WBGene00015515,Sequence name for WBGene00015515(spdl-1). History: N.A.
C32D5.12,622.8108291,0.458742974,0.009274392,0.091741283,C32D5.12,WBGene00016319,Public name for WBGene00016319. History: Renamed on 2005-03-17
Y39A3CL.5,634.3392205,-0.457903402,0.009274177,0.091741283,Y39A3CL.5,WBGene00000545,Sequence name for WBGene00000545(clp-4). History: N.A.
Y119D3B.22,825.9391951,0.457764833,0.000876523,0.016276643,Y119D3B.22,WBGene00044675,Sequence name for WBGene00044675(fbxa-76). History: N.A.
F41E6.4,97.54709442,-0.457400222,0.005376463,0.062565484,F41E6.4,WBGene00018285,Sequence name for WBGene00018285(smk-1). History: Renamed on 2007-10-22
B0365.3,378.5550973,-0.457027662,0.001201351,0.021014972,B0365.3,WBGene00001137,Sequence name for WBGene00001137(eat-6). History: N.A.
Y54E10A.17,521.8971636,0.456606025,0.006960812,0.074296678,Y54E10A.17,WBGene00021835,Public name for WBGene00021835. History: N.A.
ZC8.6,794.4758224,0.456168954,0.00558234,0.064244537,ZC8.6,WBGene00022501,Public name for WBGene00022501. History: N.A.
T22B7.4,217.4802236,0.456108165,0.006283945,0.069019984,T22B7.4,WBGene00020673,Public name for WBGene00020673. History: N.A.
Y54E5A.2,112.0797491,0.455498527,0.007042014,0.074881617,Y54E5A.2,WBGene00013198,Public name for WBGene00013198. History: N.A.
D2085.3,95.10261082,0.455204681,0.006572271,0.071208515,D2085.3,WBGene00008428,Sequence name for WBGene00008428(eif-2Bepsilon). History: N.A.
Y73B3A.4,296.2205329,0.454907556,0.001625602,0.0266533,Y73B3A.4,WBGene00022206,Public name for WBGene00022206. History: N.A.
Y58A7A.3,400.7485352,-0.454374497,0.003280793,0.043638778,Y58A7A.3,WBGene00021977,Public name for WBGene00021977. History: N.A.
K11D12.2,370.6460243,0.452605344,0.009590538,0.093967399,K11D12.2,WBGene00004136,"Sequence name for WBGene00004136(pqn-51). History: Split into K11D12.14(WBGene00303069). History of WBGene00004136: Split into ""WBGene00303069"" on 2018-03-02"
H16D19.7,658.0424528,0.450733985,7.21E-07,3.78E-05,H16D19.7,WBGene00195255,Public name for WBGene00195255. History: N.A.
B0336.3,243.9625868,-0.45063489,0.000473174,0.009890353,B0336.3,WBGene00015143,Sequence name for WBGene00015143(rbm-26). History: N.A.
F31E9.6,5546.800602,0.449062059,0.005596028,0.064318712,F31E9.6,WBGene00009299,Public name for WBGene00009299. History: N.A.
Y102A5C.1,745.4558394,0.448270977,1.03E-06,5.26E-05,Y102A5C.1,WBGene00013610,Sequence name for WBGene00013610(fbxa-206). History: N.A.
Y71G12A.3,145.509427,-0.447112615,0.001210631,0.021083456,Y71G12A.3,WBGene00022139,"Sequence name for WBGene00022139(tub-2). History: Split into Y71G12A.5(WBGene00303094). History of WBGene00022139: Renamed on 2008-05-02; Split into ""WBGene00303094"" on 2018-03-02"
Y37E11B.1,317.4858314,0.446045811,0.001687571,0.027505125,Y37E11B.1,WBGene00021374,Public name for WBGene00021374. History: N.A.
C16H3.3,2327.847656,-0.445444094,1.75E-08,1.25E-06,C16H3.3,WBGene00015868,Public name for WBGene00015868. History: N.A.
Y82E9BR.22,956.0330984,-0.44533595,0.000912557,0.016862978,Y82E9BR.22,WBGene00022354,Public name for WBGene00022354. History: N.A.
C33E10.1,169.9528134,0.444595671,0.001844484,0.029228486,C33E10.1,WBGene00016345,Public name for WBGene00016345. History: N.A.
Y54G11A.8,105.772055,0.444368173,0.008495961,0.085837196,Y54G11A.8,WBGene00013217,Sequence name for WBGene00013217(ddl-3). History: N.A.
C27H6.2,355.3828103,-0.444031267,0.000783273,0.014811689,C27H6.2,WBGene00007784,Sequence name for WBGene00007784(ruvb-1). History: N.A.
T16G12.4,1426.090235,-0.441163037,0.005119891,0.060573814,T16G12.4,WBGene00011805,Public name for WBGene00011805. History: N.A.
T21E3.3,109.2588633,-0.440527906,0.006432186,0.070022183,T21E3.3,WBGene00003072,Sequence name for WBGene00003072(lrp-2). History: Renamed on 2008-05-09
Y82E9BR.21,134.1731022,-0.437609398,0.002581074,0.036882705,Y82E9BR.21,WBGene00022353,Sequence name for WBGene00022353(pals-18). History: N.A.
Y47D3A.16,158.999968,0.437544985,0.009929185,0.096783965,Y47D3A.16,WBGene00012929,Sequence name for WBGene00012929(rsks-1). History: N.A.
Y71H2B.5,319.8549696,0.43720064,0.003696689,0.047446423,Y71H2B.5,WBGene00022195,Public name for WBGene00022195. History: N.A.
EEED8.10,923.5133933,-0.435096089,0.005623951,0.064323943,EEED8.10,WBGene00017138,Public name for WBGene00017138. History: N.A.
M110.10,204.4158453,0.434897968,0.003097051,0.041599703,M110.10,WBGene00195142,Public name for WBGene00195142. History: N.A.
R06A10.1,113.3879845,0.433916377,0.008037598,0.082157287,R06A10.1,WBGene00019909,Public name for WBGene00019909. History: N.A.
C33H5.8,105.366335,0.433790426,0.005944734,0.066574495,C33H5.8,WBGene00016375,Sequence name for WBGene00016375(rpap-3). History: N.A.
Y40H7A.6,164.3064726,0.432381511,0.00512829,0.060574568,Y40H7A.6,WBGene00005056,Sequence name for WBGene00005056(sra-30). History: N.A.
Y50D4A.6,1013.190362,0.432240337,6.49E-05,0.001891818,Y50D4A.6,WBGene00195169,Public name for WBGene00195169. History: N.A.
B0001.3,1364.484033,0.43039399,0.002540911,0.036412287,B0001.3,WBGene00007088,Public name for WBGene00007088. History: N.A.
Y105E8A.7,821.7998976,0.429600854,4.62E-05,0.001405607,Y105E8A.7,"WBGene00001147, WBGene00002977",Sequence name for WBGene00001147(eat-18). History: N.A.. Sequence name for WBGene00002977(lev-10). History: N.A.
F25H2.6,1019.394345,-0.429072869,0.006436906,0.070022183,F25H2.6,WBGene00009120,Public name for WBGene00009120. History: N.A.
K08E3.5,136.6792257,-0.428046114,0.004655123,0.056887172,K08E3.5,WBGene00010665,Sequence name for WBGene00010665(rml-1). History: N.A.
W08E12.7,111.3122721,-0.426611319,0.005376259,0.062565484,W08E12.7,WBGene00021088,Public name for WBGene00021088. History: N.A.
T05C12.6,547.9166995,-0.426563651,2.82E-05,0.000940109,T05C12.6,WBGene00003241,Sequence name for WBGene00003241(mig-5). History: N.A.
E01A2.6,409.6013864,-0.425985353,0.002155153,0.032777968,E01A2.6,WBGene00017088,Sequence name for WBGene00017088(akir-1). History: N.A.
C18D4.6,6728.502576,0.425843909,0.004529857,0.055804295,C18D4.6,WBGene00007675,Public name for WBGene00007675. History: N.A.
F12F6.7,215.8566098,0.422937419,0.002538761,0.036412287,F12F6.7,WBGene00008722,Public name for WBGene00008722. History: N.A.
C04G2.6,185.4147226,0.422374176,0.005646625,0.064453325,C04G2.6,WBGene00001001,Sequence name for WBGene00001001(dis-3). History: N.A.
W03F11.5,471.4577367,0.422205044,0.000245079,0.005745183,W03F11.5,WBGene00021008,Public name for WBGene00021008. History: N.A.
F07B7.7,250.278144,-0.421821833,0.000523023,0.010750405,F07B7.7,WBGene00017188,Public name for WBGene00017188. History: N.A.
ZC411.1,250.278144,-0.421821833,0.000523023,0.010750405,ZC411.1,WBGene00017152,"Public name for Dead gene WBGene00022607. History of WBGene00022607: Merged into ""WBGene00017152"" on 2017-11-14; Merged into ""WBGene00017152"" on 2017-11-14"
F42A6.5,131.7312523,-0.420884242,0.004930758,0.059013056,F42A6.5,WBGene00018327,Public name for WBGene00018327. History: N.A.
F09E8.2,179.3509935,0.420808054,0.002657695,0.037645707,F09E8.2,WBGene00008624,Sequence name for WBGene00008624(crld-1). History: N.A.
F46F11.8,186.8401602,0.418770721,0.001455081,0.024242797,F46F11.8,WBGene00018511,Public name for WBGene00018511. History: N.A.
Y39E4B.6,287.1603712,-0.418761585,0.005130633,0.060574568,Y39E4B.6,WBGene00012717,Public name for WBGene00012717. History: N.A.
F53G12.4,985.6971352,-0.415030627,0.00284484,0.039325886,F53G12.4,WBGene00018772,Public name for WBGene00018772. History: N.A.
F57B9.10,359.41655,0.414467856,0.008827821,0.088247101,F57B9.10,WBGene00004462,Sequence name for WBGene00004462(rpn-6.1). History: N.A.
K06B9.6,7344.035643,-0.413679311,0.001880726,0.029678324,K06B9.6,WBGene00044478,Public name for WBGene00044478. History: N.A.
H31G24.2,124.8852723,-0.412307088,0.009612412,0.094100451,H31G24.2,WBGene00023314,Public name for WBGene00023314. History: N.A.
T20F7.1,171.7274939,-0.411991703,0.004674083,0.057023812,T20F7.1,WBGene00020630,Public name for WBGene00020630. History: N.A.
K03D10.1,417.5445242,0.411773226,2.30E-05,0.000796463,K03D10.1,WBGene00002181,Sequence name for WBGene00002181(kal-1). History: N.A.
Y22D7AR.2,356.1061996,0.410698231,0.004686874,0.05705716,Y22D7AR.2,WBGene00021256,Public name for WBGene00021256. History: N.A.
ZC15.10,577.5863231,-0.40998161,0.009448194,0.093096692,ZC15.10,WBGene00045050,Public name for WBGene00045050. History: N.A.
H17B01.3,205.3852929,-0.409801579,0.004195089,0.052362459,H17B01.3,WBGene00019208,Sequence name for WBGene00019208(lips-14). History: N.A.
C47G2.3,257.5646302,0.409682038,0.007418128,0.077715678,C47G2.3,WBGene00008164,Public name for WBGene00008164. History: N.A.
M106.3,234.7960473,0.406933105,0.008116646,0.082890612,M106.3,WBGene00010911,"Public name for WBGene00010911. History: Split into M106.7(WBGene00044924). History of WBGene00010911: Split into ""WBGene00044924"" on 2006-08-04"
F53F8.6,1225.606996,0.405713652,0.001045622,0.01892126,F53F8.6,WBGene00010003,Public name for WBGene00010003. History: N.A.
B0414.8,794.1339898,0.40547216,0.00163708,0.026764127,B0414.8,WBGene00015176,Sequence name for WBGene00015176(vps-51). History: N.A.
F55A3.5,3193.09634,-0.405025593,0.000364337,0.008042352,F55A3.5,WBGene00018850,Sequence name for WBGene00018850(gpx-8). History: N.A.
Y44A6B.3,542.3630281,0.404496776,0.001320577,0.022526907,Y44A6B.3,WBGene00012848,Public name for WBGene00012848. History: N.A.
C27F2.4,207.9515341,0.403821933,0.00870825,0.087592023,C27F2.4,WBGene00016166,Public name for WBGene00016166. History: N.A.
C27C7.7,198.5708599,0.402709039,0.010211489,0.098869509,C27C7.7,WBGene00007769,Public name for WBGene00007769. History: N.A.
R10H10.7,183.8365799,0.402597102,0.010005438,0.097443522,R10H10.7,WBGene00011225,Public name for WBGene00011225. History: N.A.
Y45F10A.3,212.828085,0.402596006,0.003516263,0.045804266,Y45F10A.3,WBGene00012866,Sequence name for WBGene00012866(afmd-2). History: N.A.
Y66D12A.9,173.2942448,0.401635952,0.010068898,0.097809691,Y66D12A.9,WBGene00013435,Sequence name for WBGene00013435(psme-3). History: N.A.
F59A3.9,372.9909446,-0.40149522,0.00983317,0.096013039,F59A3.9,WBGene00019082,Sequence name for WBGene00019082(pup-3). History: N.A.
Y39G10AR.14,544.4826442,0.400654406,0.001173959,0.020713604,Y39G10AR.14,WBGene00003156,Sequence name for WBGene00003156(mcm-4). History: Renamed on 2015-03-03; Renamed on 2015-03-03
T09A12.4,889.5486077,0.400329139,2.86E-05,0.000949818,T09A12.4,WBGene00003656,Sequence name for WBGene00003656(nhr-66). History: N.A.
F29C4.5,2546.106185,0.399758595,0.000685363,0.013523702,F29C4.5,WBGene00001111,Sequence name for WBGene00001111(duo-2). History: N.A.
C34C12.9,352.5865304,0.399652628,0.000963494,0.017603551,C34C12.9,WBGene00007928,Public name for WBGene00007928. History: N.A.
F14B6.1,378.8347933,-0.399435787,0.005901417,0.06629453,F14B6.1,WBGene00008782,Sequence name for WBGene00008782(sdz-14). History: N.A.
T20D3.3,345.0553797,-0.398371471,0.009170447,0.091030526,T20D3.3,WBGene00011857,"Sequence name for WBGene00011857(coa-4). History: Split into T20D3.14(WBGene00303026). History of WBGene00011857: Split into ""WBGene00303026"" on 2018-03-06"
Y57G11C.11,358.5178817,0.394894203,0.005528952,0.063868535,Y57G11C.11,WBGene00000763,Sequence name for WBGene00000763(coq-3). History: N.A.
Y87G2A.17,2138.603612,-0.394810387,0.006359651,0.06964923,Y87G2A.17,WBGene00013603,Sequence name for WBGene00013603(soem-1). History: N.A.
K01B6.1,554.6299542,0.39476085,8.94E-05,0.00249094,K01B6.1,WBGene00010453,Sequence name for WBGene00010453(fozi-1). History: N.A.
Y59A8B.23,1548.6266,0.393505272,0.005409908,0.062825804,Y59A8B.23,WBGene00013355,Sequence name for WBGene00013355(gck-3). History: N.A.
R08C7.10,527.2829374,0.392826763,0.002797309,0.038942655,R08C7.10,WBGene00019953,Sequence name for WBGene00019953(wapl-1). History: N.A.
F01F1.12,308.4583112,-0.392694062,0.002845633,0.039325886,F01F1.12,WBGene00017166,Sequence name for WBGene00017166(aldo-2). History: N.A.
ZK666.1,1305.845858,-0.391527022,0.002389593,0.035028838,ZK666.1,WBGene00014041,Public name for WBGene00014041. History: N.A.
Y87G2A.18,183.8248305,0.39108177,0.007779937,0.080246509,Y87G2A.18,WBGene00013604,Public name for WBGene00013604. History: N.A.
C16A11.3,215.2335202,-0.390347695,0.006886705,0.073783339,C16A11.3,WBGene00015816,"Public name for WBGene00015816. History: Split into C16A11.10(WBGene00185089). History of WBGene00015816: Split into ""WBGene00185089"" on 2009-03-13"
B0001.5,8871.558305,0.390246128,0.008815381,0.088213553,B0001.5,WBGene00007090,Public name for WBGene00007090. History: N.A.
F28D9.1,542.8052007,0.389615839,0.007145862,0.075772854,F28D9.1,WBGene00004706,Sequence name for WBGene00004706(rsr-1). History: N.A.
Y39G10AR.6,437.3888033,0.389514904,0.000126684,0.003319537,Y39G10AR.6,WBGene00021464,Sequence name for WBGene00021464(ugt-31). History: N.A.
C24H12.2,1704.395864,0.389213244,0.007398203,0.077578568,C24H12.2,WBGene00016072,Public name for WBGene00016072. History: N.A.
Y94H6A.4,743.7772203,0.388608936,0.002440725,0.035594427,Y94H6A.4,WBGene00022377,Sequence name for WBGene00022377(gpx-4). History: N.A.
F10C1.t1,293.2905092,-0.38850016,0.0022803,0.033997742,F10C1.t1,WBGene00022983,Public name for WBGene00022983. History: N.A.
F21H12.1,138.5310927,-0.388339836,0.007039443,0.074881617,F21H12.1,WBGene00017683,Sequence name for WBGene00017683(rbbp-5). History: Renamed on 2012-12-05
F01F1.7,343.6847045,-0.387836765,0.000366152,0.008051092,F01F1.7,WBGene00017162,Sequence name for WBGene00017162(ddx-23). History: N.A.
F55D10.3,1558.643534,-0.387629609,0.009499553,0.093317689,F55D10.3,WBGene00018878,Sequence name for WBGene00018878(glit-1). History: Renamed on 2019-05-20
C27C12.1,450.1687587,-0.38762155,0.008304064,0.084424654,C27C12.1,WBGene00007771,Public name for WBGene00007771. History: N.A.
T24H10.5,2947.285182,0.385867641,0.000856678,0.015983034,T24H10.5,WBGene00012003,Public name for WBGene00012003. History: N.A.
F40F11.2,122.568997,-0.385506031,0.008164469,0.083229168,F40F11.2,WBGene00009587,Sequence name for WBGene00009587(mig-38). History: N.A.
W10D5.3,143.2517031,0.384562049,0.006262435,0.068856803,W10D5.3,WBGene00001574,Sequence name for WBGene00001574(gei-17). History: N.A.
Y76B12C.6,275.881307,0.38299258,0.008686967,0.087533153,Y76B12C.6,WBGene00022300,Public name for WBGene00022300. History: N.A.
C52E2.3,307.7106582,-0.382596134,0.001516755,0.025122773,C52E2.3,WBGene00016882,Public name for WBGene00016882. History: N.A.
Y48A6B.8,1429.387204,-0.382258183,0.005078836,0.060339764,Y48A6B.8,WBGene00012969,Public name for WBGene00012969. History: N.A.
T18H9.7,693.1063287,-0.379319724,0.002804789,0.038998942,T18H9.7,WBGene00044077,"Sequence name for WBGene00044077(pacs-1). History: Renamed on 2019-07-15. Public name for Dead gene WBGene00020552. History of WBGene00020552: Merged into ""WBGene00044077"" on 2005-10-05"
F09E5.10,1282.480217,-0.378142977,0.001283879,0.022004374,F09E5.10,WBGene00017288,Public name for WBGene00017288. History: N.A.
Y76B12C.2,226.578867,0.37622772,0.006933594,0.074075852,Y76B12C.2,WBGene00022296,Sequence name for WBGene00022296(xpc-1). History: N.A.
T04D1.4,286.3005641,-0.376023678,0.002980887,0.040455908,T04D1.4,WBGene00007053,"Sequence name for WBGene00007053(chd-7). History: N.A.. Public name for Dead gene WBGene00020213. History of WBGene00020213: Merged into ""WBGene00007053"" on 2005-10-05"
Y48C3A.10,213.4208443,-0.375961646,0.007603448,0.079073071,Y48C3A.10,WBGene00012992,Sequence name for WBGene00012992(mrpl-20). History: N.A.
F40B1.2,499.4392068,0.375572748,0.002917376,0.039832184,F40B1.2,WBGene00018224,Sequence name for WBGene00018224(bath-18). History: N.A.
Y61A9LA.4,361.9773858,-0.374522372,0.003489252,0.045609513,Y61A9LA.4,WBGene00022016,Public name for WBGene00022016. History: N.A.
M01E11.7,637.6201939,0.374476009,0.002168947,0.032855634,M01E11.7,WBGene00006508,Sequence name for WBGene00006508(tns-1). History: Renamed on 2015-11-05
M02D8.3,626.0498503,-0.373588569,0.000674716,0.013353571,M02D8.3,WBGene00019729,Public name for WBGene00019729. History: N.A.
C18B2.4,422.9685189,0.3732207,0.004030809,0.050871595,C18B2.4,WBGene00015955,Public name for WBGene00015955. History: N.A.
R11D1.8,166.6862033,-0.372845941,0.007602092,0.079073071,R11D1.8,WBGene00004442,Sequence name for WBGene00004442(rpl-28). History: N.A.
Y73B6BL.269,4580.189006,0.372136817,4.43E-05,0.001362831,Y73B6BL.269,WBGene00189951,Sequence name for WBGene00189951(linc-29). History: N.A.
C27A12.9,205.0867341,0.371628975,0.003106263,0.041654669,C27A12.9,WBGene00016159,Sequence name for WBGene00016159(pigo-1). History: N.A.
ZK637.6,604.1424497,0.371301491,0.002872237,0.039501097,ZK637.6,WBGene00014987,Public name for WBGene00014987. History: N.A.
D1054.15,215.8366719,-0.370839113,0.006259123,0.068856803,D1054.15,WBGene00006481,Sequence name for WBGene00006481(plrg-1). History: Renamed on 2005-03-17; Renamed on 2012-04-13
Y87G2A.11,296.2638303,-0.370497587,0.004806631,0.057955409,Y87G2A.11,WBGene00013599,Sequence name for WBGene00013599(eipr-1). History: N.A.
W07A8.2,203.468486,0.368837728,0.002734491,0.038445523,W07A8.2,WBGene00012319,Sequence name for WBGene00012319(ipla-3). History: N.A.
Y53F4B.21,235.0278965,0.367166881,0.002448238,0.035658168,Y53F4B.21,WBGene00013167,Public name for WBGene00013167. History: N.A.
C30C11.4,634.0675749,-0.366691099,0.002107242,0.032257835,C30C11.4,WBGene00016250,Sequence name for WBGene00016250(hsp-110). History: N.A.
F48F5.5,387.557646,0.365462272,0.009644246,0.094330707,F48F5.5,WBGene00001406,"Sequence name for WBGene00001406(fce-2). History: Split into F48F5.8(WBGene00303059). History of WBGene00001406: Split into ""WBGene00303059"" on 2018-03-02"
C06E1.9,315.4278231,0.365139275,0.002896824,0.039647008,C06E1.9,WBGene00015524,Public name for WBGene00015524. History: N.A.
F09F7.3,230.8746816,-0.364288643,0.003532324,0.045960726,F09F7.3,WBGene00017300,Sequence name for WBGene00017300(rpc-2). History: N.A.
F25H5.4,170.1739247,-0.361992941,0.007585494,0.079031235,F25H5.4,WBGene00001167,Sequence name for WBGene00001167(eef-2). History: Renamed on 2010-08-03
F25B5.6,453.4861484,0.361933024,0.000166197,0.004090392,F25B5.6,WBGene00017777,Public name for WBGene00017777. History: N.A.
F42G8.4,642.5420062,0.361775406,0.002312175,0.034209723,F42G8.4,WBGene00004057,Sequence name for WBGene00004057(pmk-3). History: N.A.
ZK1248.13,429.7376069,0.361485275,0.003317056,0.04391519,ZK1248.13,WBGene00022882,Sequence name for WBGene00022882(gtap-1). History: N.A.
D1046.7,523.1240386,0.36142458,0.010195143,0.098866745,D1046.7,WBGene00219575,"Public name for Dead gene WBGene00077749. History of WBGene00077749: Merged into ""WBGene00219575"" on 2014-01-28"
K10B3.9,563.4470995,-0.36080665,0.006408909,0.069918729,K10B3.9,WBGene00003124,Sequence name for WBGene00003124(mai-1). History: N.A.
Y56A3A.7,442.97061,-0.358873997,0.000658423,0.013129126,Y56A3A.7,WBGene00013228,Public name for WBGene00013228. History: N.A.
F52H3.2,214.8045554,0.358556445,0.003310885,0.04391519,F52H3.2,WBGene00009944,Sequence name for WBGene00009944(mtcu-2). History: N.A.
Y53F4B.10,889.555392,-0.358501742,4.88E-05,0.001469365,Y53F4B.10,WBGene00013157,Public name for WBGene00013157. History: N.A.
C34E10.5,239.4110908,-0.356132808,0.004498088,0.055533522,C34E10.5,WBGene00016408,Sequence name for WBGene00016408(prmt-5). History: Renamed on 2007-07-20
F57C2.5,1492.267243,-0.355851137,0.000852649,0.015937656,F57C2.5,WBGene00010197,Public name for WBGene00010197. History: N.A.
R144.7,382.6649654,-0.355315439,0.000640934,0.012802881,R144.7,WBGene00020097,Sequence name for WBGene00020097(larp-1). History: N.A.
H24K24.5,470.6741497,0.353489303,0.002240097,0.033663758,H24K24.5,WBGene00001480,Sequence name for WBGene00001480(fmo-5). History: N.A.
F40G12.7,568.3170278,0.352189427,0.005953476,0.066574495,F40G12.7,WBGene00009602,Public name for WBGene00009602. History: N.A.
Y67D8C.5,2790.197231,0.351991856,0.007834533,0.080736246,Y67D8C.5,WBGene00022069,Sequence name for WBGene00022069(eel-1). History: N.A.
ZK418.9,305.9488009,-0.351905721,0.00732218,0.07699486,ZK418.9,WBGene00022738,Sequence name for WBGene00022738(fubl-2). History: Renamed on 2017-12-07
C05D11.11,892.6824351,-0.350027037,0.001803369,0.028737392,C05D11.11,WBGene00003214,Sequence name for WBGene00003214(mel-32). History: N.A.
R17.1,2704.248794,0.348183581,0.004130597,0.051918796,R17.1,WBGene00011267,Sequence name for WBGene00011267(fbxb-85). History: N.A.
C29H12.5,548.0649238,-0.347421525,0.006213318,0.068578343,C29H12.5,WBGene00016236,Sequence name for WBGene00016236(heri-1). History: Renamed on 2018-06-11
F58G11.3,650.1333461,-0.345246507,0.001348165,0.022796244,F58G11.3,WBGene00010281,Sequence name for WBGene00010281(mip-2). History: Renamed on 2021-12-09
C16A11.4,400.1230426,-0.345044505,0.001730858,0.027812618,C16A11.4,WBGene00015817,Public name for WBGene00015817. History: N.A.
Y73E7A.5,1006.944905,0.34409795,0.006759926,0.072837717,Y73E7A.5,WBGene00022272,Public name for WBGene00022272. History: N.A.
F33E11.6,229.7850831,0.343431495,0.007317091,0.07699486,F33E11.6,WBGene00018013,Sequence name for WBGene00018013(phf-10). History: N.A.
H15N14.2,258.5256378,-0.341600797,0.00370367,0.047482307,H15N14.2,WBGene00003818,Sequence name for WBGene00003818(nsf-1). History: N.A.
F21H12.5,848.3701807,-0.341172874,5.96E-05,0.001760721,F21H12.5,WBGene00001402,Sequence name for WBGene00001402(fbf-2). History: N.A.
Y65B4A.7,426.6013472,0.340810212,0.007190595,0.076056164,Y65B4A.7,WBGene00022030,Public name for WBGene00022030. History: N.A.
T09A5.11,326.788038,-0.340074209,0.00773762,0.07995541,T09A5.11,WBGene00011638,Sequence name for WBGene00011638(ostb-1). History: N.A.
T01C8.5,37175.80849,0.339952336,0.007158783,0.075838986,T01C8.5,WBGene00020146,Sequence name for WBGene00020146(got-1.2). History: N.A.
W08F4.5,344.6612331,0.336913557,0.00579353,0.065536783,W08F4.5,WBGene00021094,Public name for WBGene00021094. History: N.A.
ZK507.6,858.8796168,-0.336619837,0.003219906,0.042980064,ZK507.6,WBGene00000863,"Sequence name for WBGene00000863(cya-1). History: N.A.. Public name for Dead gene WBGene00013981. History of WBGene00013981: Merged into ""WBGene00000863"" on 2012-05-01"
T21C9.2,363.8007126,0.335732174,0.001009095,0.018289436,T21C9.2,WBGene00006934,Sequence name for WBGene00006934(vps-54). History: N.A.
