# Curated list of genes misregulated in the dcr-1(-/-);unc-32(-/-) relative to unc-32(-/-). The uncurated output from the microarray analysis software package GeneSifter is presented in worksheet ""dcr-1 raw data""
gene,affy_id,fold change,direction,Input,Suggested Match,History
C17C3.12,190705_s_at,3.51,Down,C17C3.12,WBGene00015894,Sequence name for WBGene00015894(acdh-2). History: N.A.
F20H11.5,190312_at,3.49,Down,F20H11.5,WBGene00017648,Sequence name for WBGene00017648(ddo-3). History: N.A.
B0212.3,181981_at,3.39,Down,B0212.3,WBGene00015037,Public name for WBGene00015037. History: N.A.
AC3.3,177193_s_at,3.28,Down,AC3.3,WBGene00000024,Sequence name for WBGene00000024(abu-1). History: N.A.
Y57G11B.5,185184_at,3.19,Down,Y57G11B.5,WBGene00013297,Public name for WBGene00013297. History: N.A.
K09C4.5,189646_at,3.06,Down,K09C4.5,WBGene00019550,Public name for WBGene00019550. History: N.A.
F14H12.7,176770_at,2.95,Down,F14H12.7,WBGene00017474,Public name for WBGene00017474. History: N.A.
T06D4.1,181958_at,2.87,Down,T06D4.1,WBGene00020290,Public name for WBGene00020290. History: N.A.
ZC84.3,184947_s_at,2.86,Down,ZC84.3,WBGene00013847,Sequence name for WBGene00013847(cls-3). History: N.A.
F07B10.1,190778_at,2.82,Down,F07B10.1,WBGene00000539,Sequence name for WBGene00000539(cln-3.1). History: N.A.
F54D11.3,185360_at,2.81,Down,F54D11.3,WBGene00018813,Public name for WBGene00018813. History: N.A.
F07F6.5,187358_at,2.79,Down,F07F6.5,WBGene00017218,Sequence name for WBGene00017218(dct-5). History: N.A.
F55G1.15,185879_at,2.79,Down,F55G1.15,WBGene00018907,Public name for WBGene00018907. History: N.A.
C50E3.12,184269_at,2.77,Down,C50E3.12,WBGene00016823,Public name for WBGene00016823. History: N.A.
Y55F3AM.11,187454_at,2.77,Down,Y55F3AM.11,WBGene00021928,Public name for WBGene00021928. History: N.A.
T07F10.1,189458_s_at,2.75,Down,T07F10.1,WBGene00011587,Sequence name for WBGene00011587(anp-1). History: N.A.
C09B7.1,191282_at,2.74,Down,C09B7.1,WBGene00004780,Sequence name for WBGene00004780(ser-7). History: N.A.
F47G3.2,193451_at,2.74,Down,F47G3.2,WBGene00018577,Sequence name for WBGene00018577(asna-2). History: N.A.
T02G6.5,178366_at,2.74,Down,T02G6.5,WBGene00011388,Public name for WBGene00011388. History: N.A.
T14B4.8,184018_at,2.74,Down,T14B4.8,WBGene00020502,Public name for WBGene00020502. History: N.A.
F49E12.10,190009_at,2.71,Down,F49E12.10,WBGene00009903,Public name for WBGene00009903. History: N.A.
Y119D3B.12,176137_at,2.71,Down,Y119D3B.12,WBGene00022489,Public name for WBGene00022489. History: N.A.
D1014.2,180711_at,2.65,Down,D1014.2,WBGene00017015,"Public name for WBGene00017015. History: Split into D1014.13(WBGene00303233). History of WBGene00017015: Split into ""WBGene00303233"" on 2018-05-16"
K12H4.8,177140_s_at,2.65,Down,K12H4.8,WBGene00000939,Sequence name for WBGene00000939(dcr-1). History: N.A.
F13A7.9,188072_at,2.64,Down,F13A7.9,WBGene00004817,Sequence name for WBGene00004817(skr-11). History: N.A.
K08H2.3,178340_at,2.64,Down,K08H2.3,WBGene00010690,Public name for WBGene00010690. History: N.A.
F09C8.1,171932_x_at,2.63,Down,F09C8.1,WBGene00008621,Public name for WBGene00008621. History: N.A.
F15A2.5,178940_at,2.59,Down,F15A2.5,WBGene00001164,Sequence name for WBGene00001164(efn-3). History: N.A.
R12C12.8,186119_s_at,2.59,Down,R12C12.8,WBGene00020028,Public name for WBGene00020028. History: N.A.
Y47D7A.13,175393_at,2.59,Down,Y47D7A.13,WBGene00021625,Public name for WBGene00021625. History: N.A.
T19B10.4,184458_s_at,2.57,Down,T19B10.4,WBGene00004152,Sequence name for WBGene00004152(pqn-70). History: N.A.
Y105C5B.20,186739_at,2.57,Down,Y105C5B.20,WBGene00013659,Public name for WBGene00013659. History: N.A.
Y37H2A.6,182392_at,2.57,Down,Y37H2A.6,WBGene00012566,Sequence name for WBGene00012566(fbxa-211). History: N.A.
Y46G5A.28,185215_at,2.55,Down,Y46G5A.28,WBGene00012916,Public name for WBGene00012916. History: N.A.
C39D10.7,193947_s_at,2.54,Down,C39D10.7,WBGene00016534,Public name for WBGene00016534. History: N.A.
F08H9.8,189993_at,2.53,Down,F08H9.8,WBGene00008596,Sequence name for WBGene00008596(clec-54). History: N.A.
K06B9.4,172449_x_at,2.53,Down,K06B9.4,WBGene00019441,Public name for WBGene00019441. History: N.A.
K08D9.3,188062_s_at,2.53,Down,K08D9.3,WBGene00000168,Sequence name for WBGene00000168(apx-1). History: N.A.
F28A10.6,187495_s_at,2.52,Down,F28A10.6,WBGene00017874,Sequence name for WBGene00017874(acdh-9). History: N.A.
C25A11.1,185083_at,2.5,Down,C25A11.1,WBGene00219374,"Public name for Dead gene WBGene00016086. History of WBGene00016086: Merged into ""WBGene00219374"" on 2018-11-14"
C44C10.1,188475_at,2.48,Down,C44C10.1,WBGene00000753,Sequence name for WBGene00000753(col-180). History: N.A.
F42D1.3,191127_at,2.48,Down,F42D1.3,WBGene00009629,Sequence name for WBGene00009629(sprr-2). History: Renamed on 2019-11-21
F31F6.2,192929_at,2.47,Down,F31F6.2,WBGene00009301,Public name for WBGene00009301. History: N.A.
T15B7.16,192751_at,2.47,Down,T15B7.16,WBGene00020528,Sequence name for WBGene00020528(lgc-54). History: N.A.
F45D11.9,186071_at,2.45,Down,F45D11.9,WBGene00018455,Sequence name for WBGene00018455(fbxc-42). History: N.A.
F56H11.1,188908_s_at,2.43,Down,F56H11.1,WBGene00001403,Sequence name for WBGene00001403(fbl-1). History: N.A.
C29G2.1,182955_at,2.42,Down,C29G2.1,WBGene00016230,"Public name for Dead gene WBGene00016229. History of WBGene00016229: Merged into ""WBGene00016230"" on 2015-09-09"
F11A3.2,192389_at,2.42,Down,F11A3.2,WBGene00008670,Sequence name for WBGene00008670(eif-2Bdelta). History: N.A.
F43D2.2,179294_at,2.37,Down,F43D2.2,WBGene00009651,Public name for WBGene00009651. History: N.A.
R07E4.1,181664_at,2.37,Down,R07E4.1,WBGene00019935,Public name for WBGene00019935. History: N.A.
F49B2.2,179568_at,2.36,Down,F49B2.2,WBGene00009862,Sequence name for WBGene00009862(fbxb-67). History: N.A.
C35A5.3,192528_at,2.33,Down,C35A5.3,WBGene00007947,"Public name for WBGene00007947. History: Split into C35A5.11(WBGene00044024). History of WBGene00007947: Split into ""WBGene00044024"" on 2004-12-13"
R09A8.2,178792_at,2.32,Down,R09A8.2,WBGene00011153,Public name for WBGene00011153. History: N.A.
F55A12.1,185616_at,2.31,Down,F55A12.1,WBGene00018862,Sequence name for WBGene00018862(wago-2). History: N.A.
Y57A10A.1,185372_at,2.3,Down,Y57A10A.1,WBGene00013246,Public name for WBGene00013246. History: N.A.
Y73B6BL.14,177231_at,2.3,Down,Y73B6BL.14,WBGene00022237,Public name for WBGene00022237. History: N.A.
ZC21.3,189769_at,2.28,Down,ZC21.3,WBGene00022505,Sequence name for WBGene00022505(idpp-15). History: N.A.
Y119D3B.11,176213_at,2.26,Down,Y119D3B.11,WBGene00022488,Sequence name for WBGene00022488(orc-3). History: N.A.
C07A9.11,190485_s_at,2.25,Down,C07A9.11,WBGene00003572,Sequence name for WBGene00003572(ncx-7). History: N.A.
F56D1.2,187356_s_at,2.25,Down,F56D1.2,WBGene00018960,Sequence name for WBGene00018960(ilcr-2). History: N.A.
T24E12.11,186797_s_at,2.25,Down,T24E12.11,WBGene00020778,Public name for WBGene00020778. History: N.A.
Y54F10AM.11,176472_s_at,2.25,Down,Y54F10AM.11,WBGene00021853,Public name for WBGene00021853. History: N.A.
ZC53.7,177423_at,2.24,Down,ZC53.7,WBGene00004352,"Sequence name for WBGene00004352(rgs-9). History: N.A.. Public name for Dead gene WBGene00022513. History of WBGene00022513: Merged into ""WBGene00004352"" on 2004-12-03"
F45E10.2,189681_at,2.23,Down,F45E10.2,WBGene00009729,Public name for WBGene00009729. History: N.A.
Y69H2.3,177490_at,2.23,Down,Y69H2.3,WBGene00013481,Public name for WBGene00013481. History: N.A.
T13A10.10,190396_s_at,2.22,Down,T13A10.10,WBGene00000005,Sequence name for WBGene00000005(aat-4). History: N.A.
Y73C8C.2,185081_at,2.22,Down,Y73C8C.2,WBGene00022261,Sequence name for WBGene00022261(clec-210). History: N.A.
Y57G7A.2,186311_s_at,2.21,Down,Y57G7A.2,WBGene00021966,Public name for WBGene00021966. History: N.A.
F08A8.2,194059_at,2.2,Down,F08A8.2,WBGene00008565,Sequence name for WBGene00008565(acox-1.2). History: Renamed on 2015-04-29; Renamed on 2017-01-05
T16G12.1,189151_s_at,2.2,Down,T16G12.1,WBGene00011803,Public name for WBGene00011803. History: N.A.
F14H12.6,174213_s_at,2.19,Down,F14H12.6,WBGene00017473,Public name for WBGene00017473. History: N.A.
K07C6.5,189394_at,2.19,Down,K07C6.5,WBGene00019473,Sequence name for WBGene00019473(cyp-35A5). History: N.A.
Y53C10A.7,184262_at,2.19,Down,Y53C10A.7,WBGene00014916,Sequence name for WBGene00014916(fbxa-124). History: N.A.
C05B10.1,193185_at,2.17,Down,C05B10.1,WBGene00003043,Sequence name for WBGene00003043(lip-1). History: N.A.
F15A4.2,177417_at,2.17,Down,F15A4.2,WBGene00008838,Public name for WBGene00008838. History: N.A.
F38H4.7,192700_s_at,2.17,Down,F38H4.7,WBGene00006415,Sequence name for WBGene00006415(tag-30). History: N.A.
F45C12.12,186625_at,2.17,Down,F45C12.12,WBGene00018443,Sequence name for WBGene00018443(btb-7). History: N.A.
W07B8.1,189227_at,2.17,Down,W07B8.1,WBGene00021070,Sequence name for WBGene00021070(cpr-8). History: Renamed on 2015-04-29
F56D5.5,178144_s_at,2.16,Down,F56D5.5,WBGene00010149,Public name for WBGene00010149. History: N.A.
C25A8.4,180783_at,2.15,Down,C25A8.4,WBGene00016084,Sequence name for WBGene00016084(cht-3). History: N.A.
ZK945.4,186600_at,2.15,Down,ZK945.4,WBGene00014166,Public name for WBGene00014166. History: N.A.
F16H11.3,184862_at,2.14,Down,F16H11.3,WBGene00017532,Sequence name for WBGene00017532(ent-5). History: N.A.
K01G12.3,180785_at,2.13,Down,K01G12.3,WBGene00010483,Public name for WBGene00010483. History: N.A.
C46E10.8,175516_s_at,2.12,Down,C46E10.8,WBGene00016712,Public name for WBGene00016712. History: N.A.
C09E7.8,180151_s_at,2.11,Down,C09E7.8,WBGene00015642,Public name for WBGene00015642. History: N.A.
C18H2.2,181272_s_at,2.1,Down,C18H2.2,WBGene00015989,Public name for WBGene00015989. History: N.A.
C44H9.1,191478_at,2.1,Down,C44H9.1,WBGene00008097,Sequence name for WBGene00008097(ugt-15). History: N.A.
Y119D3B.22,176138_at,2.1,Down,Y119D3B.22,WBGene00044675,Sequence name for WBGene00044675(fbxa-76). History: N.A.
Y34F4.3,175814_at,2.1,Down,Y34F4.3,WBGene00021338,Public name for WBGene00021338. History: N.A.
C06B3.3,189282_at,2.09,Down,C06B3.3,WBGene00007362,Sequence name for WBGene00007362(cyp-35C1). History: N.A.
F02H6.2,177735_at,2.09,Down,F02H6.2,WBGene00008535,Public name for WBGene00008535. History: N.A.
C07E3.9,189288_at,2.07,Down,C07E3.9,WBGene00007419,Public name for WBGene00007419. History: N.A.
W04A8.2,178536_at,2.07,Down,W04A8.2,WBGene00012237,Public name for WBGene00012237. History: N.A.
Y55F3BR.10,177097_at,2.07,Down,Y55F3BR.10,WBGene00044742,Public name for WBGene00044742. History: N.A.
C32B5.10,185127_s_at,2.05,Down,C32B5.10,WBGene00016303,Sequence name for WBGene00016303(fbxc-32). History: N.A.
F22E5.17,174149_at,2.05,Down,F22E5.17,WBGene00017712,Public name for WBGene00017712. History: N.A.
F27C8.4,179424_at,2.05,Down,F27C8.4,WBGene00005003,Sequence name for WBGene00005003(spp-18). History: N.A.
R03D7.2,189190_s_at,2.05,Down,R03D7.2,WBGene00010989,Public name for WBGene00010989. History: N.A.
T02G5.4,189955_at,2.05,Down,T02G5.4,WBGene00020164,Public name for WBGene00020164. History: N.A.
T14F9.3,192747_at,2.05,Down,T14F9.3,WBGene00020509,Sequence name for WBGene00020509(hex-1). History: N.A.
F48E3.4,182415_s_at,2.04,Down,F48E3.4,WBGene00018605,Public name for WBGene00018605. History: N.A.
F55A3.2,182056_at,2.03,Down,F55A3.2,WBGene00018848,Public name for WBGene00018848. History: N.A.
W05G11.3,190093_at,2.03,Down,W05G11.3,WBGene00000663,Sequence name for WBGene00000663(col-88). History: N.A.
W02B12.6,172036_x_at,2.02,Down,W02B12.6,WBGene00000196,Sequence name for WBGene00000196(aars-1). History: Renamed on 2010-01-29
C17G10.4,186698_s_at,2.01,Down,C17G10.4,WBGene00000383,"Sequence name for WBGene00000383(cdc-14). History: Split into C17G10.13(WBGene00270322). History of WBGene00000383: Split into ""WBGene00270322"" on 2016-08-31"
F57C2.6,179652_at,2.01,Down,F57C2.6,WBGene00010198,Sequence name for WBGene00010198(spat-1). History: N.A.
D1044.6,187220_at,2.0,Down,D1044.6,WBGene00017031,Public name for WBGene00017031. History: N.A.
T01D1.4,181722_s_at,1.99,Down,T01D1.4,WBGene00020149,Public name for WBGene00020149. History: N.A.
Y53C10A.13,186921_s_at,1.99,Down,Y53C10A.13,WBGene00014917,Sequence name for WBGene00014917(fbxa-122). History: N.A.
C25G4.4,188729_at,1.98,Down,C25G4.4,WBGene00007732,Sequence name for WBGene00007732(spe-44). History: Renamed on 2011-09-22; Renamed on 2013-04-16
Y43F11A.6,184367_s_at,1.98,Down,Y43F11A.6,WBGene00014576,Public name for WBGene00014576. History: N.A.
C04B4.2,179273_at,1.97,Down,C04B4.2,WBGene00007290,Public name for WBGene00007290. History: N.A.
C13F10.2,184281_at,1.97,Down,C13F10.2,WBGene00015742,Sequence name for WBGene00015742(kxd-1). History: N.A.
F19B10.2,185458_s_at,1.97,Down,F19B10.2,WBGene00017584,Public name for WBGene00017584. History: N.A.
Y50D7A.8,183574_at,1.97,Down,Y50D7A.8,WBGene00021756,Public name for WBGene00021756. History: N.A.
ZK673.3,186776_at,1.97,Down,ZK673.3,WBGene00003038,"Sequence name for WBGene00003038(lin-56). History: N.A.. Public name for Dead gene WBGene00014059. History of WBGene00014059: Merged into ""WBGene00003038"" on 2011-01-18"
F09E5.13,185038_at,1.96,Down,F09E5.13,WBGene00000094,Sequence name for WBGene00000094(agt-2). History: N.A.
T23D8.5,188963_at,1.96,Down,T23D8.5,WBGene00001941,Sequence name for WBGene00001941(his-67). History: N.A.
T23G5.2,175445_at,1.96,Down,T23G5.2,WBGene00011962,Public name for WBGene00011962. History: N.A.
B0511.9,183877_s_at,1.94,Down,B0511.9,WBGene00015235,Sequence name for WBGene00015235(cdc-26). History: Renamed on 2007-02-16; Renamed on 2007-03-06
C17F4.5,174568_s_at,1.94,Down,C17F4.5,WBGene00015912,Sequence name for WBGene00015912(fbxc-50). History: N.A.
EEED8.13,186198_at,1.94,Down,EEED8.13,WBGene00017141,Public name for WBGene00017141. History: N.A.
F14H3.4,178495_at,1.94,Down,F14H3.4,WBGene00008823,Public name for WBGene00008823. History: N.A.
F38H12.3,191042_at,1.94,Down,F38H12.3,WBGene00018189,Sequence name for WBGene00018189(nhr-181). History: N.A.
K09E3.7,183584_at,1.94,Down,K09E3.7,WBGene00019578,Public name for WBGene00019578. History: N.A.
R04D3.3,178353_s_at,1.94,Down,R04D3.3,WBGene00011011,Public name for WBGene00011011. History: N.A.
T11F8.2,179741_at,1.94,Down,T11F8.2,WBGene00020434,Public name for WBGene00020434. History: N.A.
T27A8.2,189248_at,1.94,Down,T27A8.2,WBGene00012074,Public name for WBGene00012074. History: N.A.
F54D11.2,184331_at,1.93,Down,F54D11.2,WBGene00018812,"Sequence name for WBGene00018812(sumv-2). History: Merged into ""WBGene00018814"" on 2012-01-23; Resurrected on 2012-06-29"
F59A7.8,188519_at,1.93,Down,F59A7.8,WBGene00019095,Public name for WBGene00019095. History: N.A.
Y119D3B.15,173645_s_at,1.93,Down,Y119D3B.15,WBGene00022492,Sequence name for WBGene00022492(dss-1). History: N.A.
Y39A1A.23,175408_at,1.93,Down,Y39A1A.23,WBGene00001997,Sequence name for WBGene00001997(hpr-9). History: N.A.
R09A8.1,178490_at,1.92,Down,R09A8.1,WBGene00011152,Public name for WBGene00011152. History: N.A.
T10C6.7,178354_at,1.92,Down,T10C6.7,WBGene00011689,Public name for WBGene00011689. History: N.A.
Y55F3AM.3,172643_s_at,1.92,Down,Y55F3AM.3,WBGene00021921,Sequence name for WBGene00021921(rbm-39). History: N.A.
B0513.4,179354_s_at,1.91,Down,B0513.4,WBGene00007196,Public name for WBGene00007196. History: N.A.
K08F11.6,187859_s_at,1.91,Down,K08F11.6,WBGene00023323,Public name for WBGene00023323. History: N.A.
Y53F4B.9,181353_s_at,1.91,Down,Y53F4B.9,WBGene00013156,Public name for WBGene00013156. History: N.A.
E02H4.6,190456_at,1.9,Down,E02H4.6,WBGene00008464,Public name for WBGene00008464. History: N.A.
F43G6.3,191955_at,1.9,Down,F43G6.3,WBGene00009656,Public name for WBGene00009656. History: N.A.
H06O01.2,193380_s_at,1.9,Down,H06O01.2,WBGene00010369,Sequence name for WBGene00010369(chd-1). History: N.A.
T03F1.10,186239_at,1.9,Down,T03F1.10,WBGene00020191,Sequence name for WBGene00020191(clec-53). History: N.A.
T07C4.8,193864_at,1.9,Down,T07C4.8,WBGene00000423,Sequence name for WBGene00000423(ced-9). History: N.A.
C06A5.6,182503_s_at,1.89,Down,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
C36C9.1,175018_at,1.89,Down,C36C9.1,WBGene00016485,Sequence name for WBGene00016485(meg-4). History: N.A.
F37B1.5,190959_s_at,1.89,Down,F37B1.5,WBGene00001764,Sequence name for WBGene00001764(gst-16). History: N.A.
H41C03.3,185456_at,1.89,Down,H41C03.3,WBGene00019270,Public name for WBGene00019270. History: N.A.
M151.7,194242_x_at,1.89,Down,M151.7,WBGene00019799,Public name for WBGene00019799. History: N.A.
ZK675.1,192536_at,1.89,Down,ZK675.1,WBGene00004208,Sequence name for WBGene00004208(ptc-1). History: N.A.
D2092.5,180123_at,1.88,Down,D2092.5,WBGene00017066,Sequence name for WBGene00017066(maco-1). History: N.A.
H37A05.2,183981_at,1.88,Down,H37A05.2,WBGene00010426,Public name for WBGene00010426. History: N.A.
T02G5.1,180002_at,1.88,Down,T02G5.1,WBGene00020163,"Public name for Dead gene WBGene00020161. History of WBGene00020161: Merged into ""WBGene00020163"" on 2012-02-06"
Y37H2A.9,182251_at,1.87,Down,Y37H2A.9,WBGene00012569,Sequence name for WBGene00012569(fbxc-46). History: N.A.
ZC434.7,178967_at,1.87,Down,ZC434.7,WBGene00013893,Sequence name for WBGene00013893(coa-6). History: N.A.
C33G3.3,178715_at,1.86,Down,C33G3.3,WBGene00007903,Sequence name for WBGene00007903(lgc-21). History: N.A.
C36C9.3,180118_at,1.86,Down,C36C9.3,WBGene00016486,Sequence name for WBGene00016486(fbxa-170). History: N.A.
C47F8.1,179143_at,1.86,Down,C47F8.1,WBGene00008157,Public name for WBGene00008157. History: N.A.
C49F5.6,178568_s_at,1.86,Down,C49F5.6,WBGene00008210,Public name for WBGene00008210. History: N.A.
F52C6.1,180950_at,1.86,Down,F52C6.1,WBGene00018658,Sequence name for WBGene00018658(bath-22). History: N.A.
F56G4.4,194168_s_at,1.86,Down,F56G4.4,WBGene00010159,Sequence name for WBGene00010159(wbp-4). History: N.A.
F59A3.9,183996_s_at,1.86,Down,F59A3.9,WBGene00019082,Sequence name for WBGene00019082(pup-3). History: N.A.
H34C03.1,185857_at,1.86,Down,H34C03.1,WBGene00004954,"Sequence name for WBGene00004954(spd-3). History: N.A.. Public name for Dead gene WBGene00019258. History of WBGene00019258: Merged into ""WBGene00004954"" on 2008-03-12"
T04G9.7,179805_s_at,1.86,Down,T04G9.7,WBGene00020218,Public name for WBGene00020218. History: N.A.
C08F11.8,193604_at,1.85,Down,C08F11.8,WBGene00007455,Sequence name for WBGene00007455(ugt-22). History: N.A.
T12G3.7,179685_at,1.85,Down,T12G3.7,WBGene00011742,Sequence name for WBGene00011742(tgn-38). History: N.A.
Y71D11A.2,176533_at,1.85,Down,Y71D11A.2,WBGene00004891,Sequence name for WBGene00004891(smr-1). History: N.A.
B0416.4,187457_at,1.84,Down,B0416.4,WBGene00015180,Public name for WBGene00015180. History: N.A.
F38E11.5,191436_at,1.84,Down,F38E11.5,WBGene00009542,Sequence name for WBGene00009542(copb-2). History: N.A.
R119.1,176635_s_at,1.84,Down,R119.1,WBGene00020087,Public name for WBGene00020087. History: N.A.
Y67D8A.1,175910_at,1.84,Down,Y67D8A.1,WBGene00022059,"Public name for Dead gene WBGene00022058. History of WBGene00022058: Merged into ""WBGene00022059"" on 2011-06-13"
C15F1.8,184042_at,1.83,Down,C15F1.8,WBGene00015797,Public name for WBGene00015797. History: N.A.
C56G2.15,186388_s_at,1.83,Down,C56G2.15,WBGene00016983,Public name for WBGene00016983. History: N.A.
D1081.9,178852_s_at,1.83,Down,D1081.9,WBGene00008387,Sequence name for WBGene00008387(zhp-2). History: N.A.
F59A1.8,178356_at,1.83,Down,F59A1.8,WBGene00010294,Sequence name for WBGene00010294(fbxa-129). History: N.A.
C16A11.5,185462_at,1.82,Down,C16A11.5,WBGene00015818,Public name for WBGene00015818. History: N.A.
C27C12.3,174239_at,1.82,Down,C27C12.3,WBGene00007773,Public name for WBGene00007773. History: N.A.
F32E10.2,193306_at,1.82,Down,F32E10.2,WBGene00017990,Sequence name for WBGene00017990(cec-4). History: N.A.
T07A5.2,174575_at,1.82,Down,T07A5.2,WBGene00006785,"Sequence name for WBGene00006785(unc-50). History: N.A.. Public name for Dead gene WBGene00011555. History of WBGene00011555: Merged into ""WBGene00006785"" on 2007-10-01"
T16G12.3,173134_at,1.82,Down,T16G12.3,WBGene00011804,Public name for WBGene00011804. History: N.A.
W02D7.2,180765_at,1.82,Down,W02D7.2,WBGene00020938,"Sequence name for WBGene00020938(clec-218). History: Split into ave-1(WBGene00044341), W02D7.12(WBGene00044356). History of WBGene00020938: Split into ""WBGene00044341"" on 2005-05-10"
Y18D10A.11,186762_s_at,1.82,Down,Y18D10A.11,WBGene00012481,Public name for WBGene00012481. History: N.A.
ZK1067.2,174829_at,1.82,Down,ZK1067.2,WBGene00014208,Sequence name for WBGene00014208(znfx-1). History: N.A.
C41D11.7,190125_s_at,1.81,Down,C41D11.7,WBGene00016566,Sequence name for WBGene00016566(eri-7). History: N.A.
T01G5.7,192869_at,1.81,Down,T01G5.7,WBGene00011342,Public name for WBGene00011342. History: N.A.
W09C5.7,178417_s_at,1.81,Down,W09C5.7,WBGene00012353,Sequence name for WBGene00012353(sac-2). History: N.A.
Y67D2.7,173368_at,1.81,Down,Y67D2.7,WBGene00022057,Public name for WBGene00022057. History: N.A.
C34C6.5,193685_at,1.8,Down,C34C6.5,WBGene00007918,Sequence name for WBGene00007918(sphk-1). History: Renamed on 2007-12-03
F14D7.2,179062_s_at,1.8,Down,F14D7.2,WBGene00008789,Public name for WBGene00008789. History: N.A.
F33E11.6,175138_s_at,1.8,Down,F33E11.6,WBGene00018013,Sequence name for WBGene00018013(phf-10). History: N.A.
Y49F6C.8,186320_at,1.8,Down,Y49F6C.8,WBGene00021730,Public name for WBGene00021730. History: N.A.
F59H6.1,179756_at,1.79,Down,F59H6.1,WBGene00019132,Sequence name for WBGene00019132(bath-19). History: N.A.
K09D9.12,185785_at,1.79,Down,K09D9.12,WBGene00019569,Public name for WBGene00019569. History: N.A.
Y119D3B.6,176165_at,1.79,Down,Y119D3B.6,WBGene00022484,Sequence name for WBGene00022484(fbxa-77). History: N.A.
Y45G5AM.2,177159_at,1.79,Down,Y45G5AM.2,WBGene00021555,Sequence name for WBGene00021555(pid-5). History: N.A.
Y4C6A.3,190045_at,1.79,Down,Y4C6A.3,WBGene00021153,Public name for WBGene00021153. History: N.A.
Y53H1A.5,182089_at,1.79,Down,Y53H1A.5,WBGene00043056,Sequence name for WBGene00043056(nfya-2). History: N.A.
C01G10.10,192524_s_at,1.78,Down,C01G10.10,WBGene00007237,Public name for WBGene00007237. History: N.A.
C44B7.5,179900_s_at,1.78,Down,C44B7.5,WBGene00016627,Public name for WBGene00016627. History: N.A.
D1081.6,178782_at,1.78,Down,D1081.6,WBGene00008384,"Public name for WBGene00008384. History: Split into D1081.20(WBGene00304985). History of WBGene00008384: Split into ""WBGene00304985"" on 2019-09-26"
F43D9.2,186810_at,1.78,Down,F43D9.2,WBGene00004283,Sequence name for WBGene00004283(rab-33). History: N.A.
C47E8.8,188639_at,1.77,Down,C47E8.8,WBGene00008145,Sequence name for WBGene00008145(set-5). History: N.A.
W06D11.3,183074_at,1.77,Down,W06D11.3,WBGene00012301,Public name for WBGene00012301. History: N.A.
Y54E2A.8,181710_at,1.77,Down,Y54E2A.8,WBGene00013193,Public name for WBGene00013193. History: N.A.
Y75D11A.3,194241_x_at,1.77,Down,Y75D11A.3,WBGene00022292,Public name for WBGene00022292. History: N.A.
C28A5.2,177745_s_at,1.76,Down,C28A5.2,WBGene00007789,Public name for WBGene00007789. History: N.A.
F13A2.4,181861_at,1.76,Down,F13A2.4,WBGene00017413,Public name for WBGene00017413. History: N.A.
F34D10.4,183765_s_at,1.76,Down,F34D10.4,WBGene00009374,Public name for WBGene00009374. History: N.A.
F42A6.5,181984_at,1.76,Down,F42A6.5,WBGene00018327,Public name for WBGene00018327. History: N.A.
T19B4.2,181938_at,1.76,Down,T19B4.2,WBGene00003793,Sequence name for WBGene00003793(npp-7). History: N.A.
Y57A10A.3,184738_at,1.76,Down,Y57A10A.3,WBGene00013248,Public name for WBGene00013248. History: N.A.
F38C2.7,172966_x_at,1.75,Down,F38C2.7,WBGene00009539,Public name for WBGene00009539. History: N.A.
T07C12.12,183013_at,1.75,Down,T07C12.12,WBGene00011576,Sequence name for WBGene00011576(rmh-2). History: N.A.
Y54E10BR.8,177265_s_at,1.75,Down,Y54E10BR.8,WBGene00021846,Sequence name for WBGene00021846(ztf-23). History: N.A.
ZC308.1,174893_at,1.75,Down,ZC308.1,WBGene00001596,Sequence name for WBGene00001596(gld-2). History: N.A.
B0432.13,190014_at,1.74,Down,B0432.13,WBGene00015194,Sequence name for WBGene00015194(trul-1). History: N.A.
C06H2.2,192643_at,1.74,Down,C06H2.2,WBGene00007386,Public name for WBGene00007386. History: N.A.
F13H8.10,192207_at,1.74,Down,F13H8.10,WBGene00000259,Sequence name for WBGene00000259(bpl-1). History: N.A.
F29G9.6,180257_at,1.74,Down,F29G9.6,WBGene00000980,Sequence name for WBGene00000980(dhs-17). History: N.A.
F54F7.6,177731_at,1.74,Down,F54F7.6,WBGene00010066,Public name for WBGene00010066. History: N.A.
Y34D9A.4,176930_at,1.74,Down,Y34D9A.4,WBGene00004952,"Sequence name for WBGene00004952(spd-1). History: N.A.. Public name for Dead gene WBGene00021330. History of WBGene00021330: Merged into ""WBGene00004952"" on 2004-12-02"
ZK637.11,173943_s_at,1.74,Down,ZK637.11,WBGene00000388,Sequence name for WBGene00000388(cdc-25.3). History: N.A.
C17E7.9,175231_s_at,1.73,Down,C17E7.9,WBGene00015903,Public name for WBGene00015903. History: N.A.
D2089.5,193929_s_at,1.73,Down,D2089.5,WBGene00001522,Sequence name for WBGene00001522(gbh-1). History: N.A.
F19B10.9,185577_s_at,1.73,Down,F19B10.9,WBGene00004750,"Sequence name for WBGene00004750(sea-1). History: Renamed on 2005-12-19. Public name for Dead gene WBGene00006548. History of WBGene00006548: Merged into ""WBGene00004750"" on 2005-12-19"
