ProbeName,Fold change([1] vs Zero),Regulation([1] vs Zero),[1](normalized),Common name,GeneSymbol,Description,GenbankAccession,ControlType,Input,Suggested Match,History,Input,Suggested Match,History
A_12_P117232,2.2059848,down,-1.1414229,T05G5.8,T05G5.8,,,False,,,,,,
A_12_P114793,4.447567,down,-2.1530163,T05H10.4,T05H10.4,,,False,,,,,,
A_12_P102191,2.326917,down,-1.2184197,T05H4.11,T05H4.11,,,False,,,,,,
A_12_P104996,2.1640263,down,-1.113718,T05H4.14.2,T05H4.14.2,,,False,,,,,,
A_12_P114617,3.8608878,down,-1.9489326,T05H4.4,T05H4.4,NADH-cytochrome B5 reductase [T05H4.4],,False,,,,,,
A_12_P113992,2.3628023,down,-1.2404989,T06A10.4,T06A10.4,,,False,,,,,,
A_12_P116997,3.0063157,down,-1.5879965,T06C12.4,T06C12.4,,,False,,,,,,
A_12_P119248,2.431328,down,-1.2817446,T06C12.5,T06C12.5,,,False,,,,,,
A_12_P100269,2.4064195,down,-1.2668881,T06D10.2,T06D10.2,,,False,,,,,,
A_12_P100900,4.9897065,down,-2.318955,T06D4.1,T06D4.1,,,False,,,,,,
A_12_P114433,3.6840184,down,-1.8812803,T06E6.2a,T06E6.2a,cyclin B like [T06E6.2a],,False,,,,,,
A_12_P107789,2.2815983,down,-1.1900449,T07A9.13,T07A9.13,,,False,,,,,,
A_12_P110693,2.9929864,down,-1.5815858,T07A9.5a,T07A9.5a,,,False,,,,,,
A_12_P103605,3.1435077,down,-1.6523753,T07A9.6,T07A9.6,,,False,,,,,,
A_12_P110099,2.4724429,down,-1.3059372,T07A9.8,T07A9.8,,,False,,,,,,
A_12_P106666,2.5558915,down,-1.3538266,T07C12.12,T07C12.12,,,False,,,,,,
A_12_P103694,2.2581253,down,-1.1751255,T07C4.11,T07C4.11,,,False,,,,,,
A_12_P111444,2.3335497,down,-1.2225262,T07C4.3a,T07C4.3a,,,False,,,,,,
A_12_P120040,2.125415,down,-1.0877446,T07C4.3b,T07C4.3b,,,False,,,,,,
A_12_P102455,8.717323,down,-3.1238852,T07C4.6.1,T07C4.6.1,Brachyury [T07C4.6.1],,False,,,,,,
A_12_P112392,6.761092,down,-2.7572563,T07D3.1,T07D3.1,,,False,,,,,,
A_12_P104895,2.711934,down,-1.4393221,T07E3.5,T07E3.5,,,False,,,,,,
A_12_P117239,3.6530259,down,-1.869092,T07F10.3,T07F10.3,polyadenylate-binding protein like [T07F10.3],,False,,,,,,
A_12_P101094,3.1690543,down,-1.6640524,T07F8.3a,T07F8.3a,,,False,,,,,,
A_12_P105650,4.4250917,down,-2.1457074,T07F8.3b.1,T07F8.3b.1,,,False,,,,,,
A_12_P107320,2.876901,down,-1.5245155,T07G12.10,T07G12.10,"Zinc finger, C2H2 type [T07G12.10]",,False,,,,,,
A_12_P117988,2.1032472,down,-1.0726184,T07G12.11,T07G12.11,"Zinc finger, C2H2 type [T07G12.11]",,False,,,,,,
A_12_P116309,3.7635236,down,-1.912084,T07G12.6,T07G12.6,,,False,,,,,,
A_12_P108962,2.2004497,down,-1.1377984,T07H6.2,T07H6.2,,,False,,,,,,
A_12_P109584,5.014175,down,-2.3260124,T08A9.12,T08A9.12,,,False,,,,,,
A_12_P101989,4.497153,down,-2.1690118,T08D10.1,T08D10.1,DNA binding protein [T08D10.1],,False,,,,,,
A_12_P102096,5.9524345,down,-2.57348,T08D10.2,T08D10.2,corticosteroid-binding protein [T08D10.2],,False,,,,,,
A_12_P103702,2.477922,down,-1.3091308,T08D2.3,T08D2.3,"ATP-dependent helicase (DEAD box), Zinc finger, CCHC class (3 domains) [T08D2.3]",,False,,,,,,
A_12_P102928,4.999328,down,-2.3217342,T08E11.6,T08E11.6,,,False,,,,,,
A_12_P111097,2.257385,down,-1.1746525,T08G11.4.2,T08G11.4.2,,,False,,,,,,
A_12_P120322,2.232066,down,-1.1583797,T08G5.5,T08G5.5,,,False,,,,,,
A_12_P101615,2.420693,down,-1.2754201,T09A5.8,T09A5.8,chromosomal organisation modifier protein [T09A5.8],,False,,,,,,
A_12_P108104,3.0113616,down,-1.590416,T09B4.1,T09B4.1,,,False,,,,,,
A_12_P116130,2.4585335,down,-1.297798,T09B4.2,T09B4.2,,,False,,,,,,
A_12_P100184,2.5894911,down,-1.3726686,T09B9.4.2,T09B9.4.2,,,False,,,,,,
A_12_P101710,2.8989663,down,-1.5355386,T09F3.3.1,T09F3.3.1,glyceraldehyde 3-phosphate dehydrogenase 1 [T09F3.3.1],,False,,,,,,
A_12_P120221,2.515261,down,-1.330708,T09F3.5.1,T09F3.5.1,,,False,,,,,,
A_12_P102683,2.915046,down,-1.5435187,T10B11.7,T10B11.7,,,False,,,,,,
A_12_P103326,3.418069,down,-1.7731814,T10B11.8b,T10B11.8b,,,False,,,,,,
A_12_P108545,3.5968444,down,-1.8467318,T10C6.10,T10C6.10,,,False,,,,,,
A_12_P117598,9.049441,down,-3.1778288,T10C6.7,T10C6.7,,,False,,,,,,
A_12_P117267,3.7929285,down,-1.9233122,T10C6.9,T10C6.9,,,False,,,,,,
A_12_P102944,2.1771357,down,-1.1224313,T10E9.1,T10E9.1,,,False,,,,,,
A_12_P116866,3.0563743,down,-1.6118213,T10E9.2,T10E9.2,,,False,,,,,,
A_12_P106319,3.848012,down,-1.9441133,T11B7.1,T11B7.1,,,False,,,,,,
A_12_P100877,2.9133189,down,-1.5426636,T11F1.3,T11F1.3,,,False,,,,,,
A_12_P112041,3.0182946,down,-1.5937337,T11F8.1,T11F8.1,,,False,,,,,,
A_12_P116409,6.5106754,down,-2.7028072,T11F8.2,T11F8.2,,,False,,,,,,
A_12_P104897,4.6481977,down,-2.2166715,T11F8.3.1,T11F8.3.1,LDL-like receptor [T11F8.3.1],,False,,,,,,
A_12_P117356,3.7115345,down,-1.8920158,T11F9.3,T11F9.3,zinc metalloprotease [T11F9.3],,False,,,,,,
A_12_P103899,2.1202223,down,-1.0842155,T11G6.5,T11G6.5,,,False,,,,,,
A_12_P110377,14.278746,down,-3.8357973,T12A2.3,T12A2.3,,,False,,,,,,
A_12_P112693,2.502714,down,-1.3234934,T12A2.8,T12A2.8,DNA repair protein [T12A2.8],,False,,,,,,
A_12_P103027,3.1156805,down,-1.6395472,T12C9.7,T12C9.7,,,False,,,,,,
A_12_P110952,2.3675234,down,-1.2433788,T12D8.3,T12D8.3,Ank repeat [T12D8.3],,False,,,,,,
A_12_P115725,2.5623698,down,-1.3574787,T12D8.5.1,T12D8.5.1,,,False,,,,,,
A_12_P113271,2.0917428,down,-1.0647055,T12D8.7,T12D8.7,,,False,,,,,,
A_12_P105456,2.584364,down,-1.3698093,T12E12.2,T12E12.2,,,False,,,,,,
A_12_P100772,3.9595904,down,-1.9853512,T12F5.1,T12F5.1,,,False,,,,,,
A_12_P109804,2.2152936,down,-1.147498,T12F5.2,T12F5.2,,,False,,,,,,
A_12_P103522,5.351225,down,-2.4198692,T12G3.6,T12G3.6,,,False,,,,,,
A_12_P116984,3.190124,down,-1.6736125,T12G3.7,T12G3.7,,,False,,,,,,
A_12_P102101,4.158348,down,-2.0560105,T13B5.9,T13B5.9,,,False,,,,,,
A_12_P117338,3.0456822,down,-1.6067654,T13C2.4,T13C2.4,LDL receptor-related protein [T13C2.4],,False,,,,,,
A_12_P111969,2.4013472,down,-1.263844,T13F2.6,T13F2.6,,,False,,,,,,
A_12_P114048,2.5075037,down,-1.3262519,T13F2.7,T13F2.7,,,False,,,,,,
A_12_P111940,8.264613,down,-3.0469472,T13F2.8,T13F2.8,caveolin [T13F2.8],,False,,,,,,
A_12_P102451,11.544788,down,-3.5291698,T15B7.3,T15B7.3,collagen [T15B7.3],,False,,,,,,
A_12_P105501,2.3285892,down,-1.2194561,T15B7.4,T15B7.4,collagen [T15B7.4],,False,,,,,,
A_12_P113160,2.317712,down,-1.2127013,T15H9.2,T15H9.2,coiled-coil [T15H9.2],,False,,,,,,
A_12_P108722,3.9844773,down,-1.9943905,T16G1.7,T16G1.7,,,False,,,,,,
A_12_P107618,2.4308155,down,-1.2814404,T16G12.4,T16G12.4,,,False,,,,,,
A_12_P109063,3.338052,down,-1.7390064,T16G12.5,T16G12.5,,,False,,,,,,
A_12_P102581,2.308092,down,-1.2067008,T16G12.6,T16G12.6,,,False,,,,,,
A_12_P103321,6.610609,down,-2.7247832,T16G12.8,T16G12.8,,,False,,,,,,
A_12_P119758,2.3753667,down,-1.2481502,T16H12.11,T16H12.11,,,False,,,,,,
A_12_P115110,2.6986797,down,-1.4322537,T16H12.11,T16H12.11,,,False,,,,,,
A_12_P111537,3.1416378,down,-1.6515169,T16H12.2,T16H12.2,,,False,,,,,,
A_12_P105276,3.1815221,down,-1.6697172,T19B10.6.1,T19B10.6.1,,,False,,,,,,
A_12_P104064,2.1552486,down,-1.1078542,T19B10.7,T19B10.7,"importin alpha, nuclear transport factor [T19B10.7]",,False,,,,,,
A_12_P115086,2.1955633,down,-1.1345911,T19H12.2.1,T19H12.2.1,,,False,,,,,,
A_12_P105012,2.2296693,down,-1.1568297,T20B12.2,T20B12.2,,,False,,,,,,
A_12_P117117,2.1806853,down,-1.1247816,T20B12.8.3,T20B12.8.3,,,False,,,,,,
A_12_P113063,2.3231955,down,-1.2161106,T20F5.6.1,T20F5.6.1,zinc finger protein [T20F5.6.1],,False,,,,,,
A_12_P112201,2.4555204,down,-1.2960287,T20F7.1,T20F7.1,,,False,,,,,,
A_12_P113266,3.1451051,down,-1.6531082,T20G5.10,T20G5.10,,,False,,,,,,
A_12_P119660,2.1941617,down,-1.1336699,T20G5.11,T20G5.11,Double-stranded RNA binding motif [T20G5.11],,False,,,,,,
A_12_P120312,2.8659387,down,-1.5190077,T20H9.4,T20H9.4,,,False,,,,,,
A_12_P116196,2.4556153,down,-1.2960845,T21B10.3,T21B10.3,,,False,,,,,,
A_12_P110189,2.5856042,down,-1.3705014,T21B10.5,T21B10.5,transcriptional repressor like [T21B10.5],,False,,,,,,
A_12_P108303,2.8844125,down,-1.5282775,T21C9.13,T21C9.13,,,False,,,,,,
A_12_P100030,2.7474418,down,-1.4580889,T21C9.4,T21C9.4,Enhancer of rudimentary [T21C9.4],,False,,,,,,
A_12_P119214,2.4988034,down,-1.3212374,T21H3.1,T21H3.1,,,False,,,,,,
A_12_P111302,2.833148,down,-1.502406,T22A3.5,T22A3.5,,,False,,,,,,
A_12_P116074,8.132987,down,-3.0237854,T22B2.1,T22B2.1,,,False,,,,,,
A_12_P101356,8.753946,down,-3.1299336,T22B7.7,T22B7.7,,,False,,,,,,
A_12_P116420,2.6276684,down,-1.3937832,T22C1.1,T22C1.1,,,False,,,,,,
A_12_P108598,2.5658622,down,-1.3594437,T22C1.3,T22C1.3,cell division control protein [T22C1.3],,False,,,,,,
A_12_P118811,2.7613986,down,-1.4653991,T22C1.4,T22C1.4,,,False,,,,,,
A_12_P119792,2.1864004,down,-1.1285576,T22C1.5,T22C1.5,,,False,,,,,,
A_12_P120265,2.383679,down,-1.2531899,T22D1.10,T22D1.10,,,False,,,,,,
A_12_P112786,2.5518475,down,-1.3515421,T22D1.5,T22D1.5,,,False,,,,,,
A_12_P117968,3.0498402,down,-1.6087337,T23B12.1,T23B12.1,,,False,,,,,,
A_12_P105185,2.639237,down,-1.4001209,T23B12.6.1,T23B12.6.1,,,False,,,,,,
A_12_P108708,2.1649222,down,-1.1143152,T23B5.4,T23B5.4,,,False,,,,,,
A_12_P117231,2.9464962,down,-1.5590004,T23D8.7,T23D8.7,,,False,,,,,,
A_12_P112655,2.4295163,down,-1.2806691,T23D8.9a,T23D8.9a,,,False,,,,,,
A_12_P100833,3.727987,down,-1.8983968,T23G11.2.1,T23G11.2.1,Acetyltransferase (GNAT) family (2 domains) [T23G11.2.1],,False,,,,,,
A_12_P105943,2.348087,down,-1.2314858,T23G4.3,T23G4.3,,,False,,,,,,
A_12_P111095,2.4888499,down,-1.3154792,T23G5.1.1,T23G5.1.1,Ribonucleoside-disphosphate reductase large chain [T23G5.1.1],,False,,,,,,
A_12_P111799,2.6820738,down,-1.4233489,T23G7.1,T23G7.1,transcription factor DP-1 [T23G7.1],,False,,,,,,
A_12_P106983,3.3841922,down,-1.7588115,T24B8.5,T24B8.5,,,False,,,,,,
A_12_P114646,2.616223,down,-1.3874856,T24B8.7b,T24B8.7b,,,False,,,,,,
A_12_P118262,7.1395993,down,-2.835843,T24C2.2,T24C2.2,,,False,,,,,,
A_12_P120164,2.162472,down,-1.1126815,T24C4.1,T24C4.1,Ubiquinol-cytochrome C reductase complex core protein 2 [T24C4.1],,False,,,,,,
A_12_P119929,2.3308146,down,-1.2208343,T24C4.5,T24C4.5,,,False,,,,,,
A_12_P118835,2.0817013,down,-1.057763,T24D1.2,T24D1.2,"Zinc finger, C3HC4 type (RING finger) (2 domains) [T24D1.2]",,False,,,,,,
A_12_P108938,3.6155796,down,-1.854227,T24D1.3,T24D1.3,,,False,,,,,,
A_12_P102341,2.3851693,down,-1.2540916,T24D1.4,T24D1.4,Yeast DIE2 protein like [T24D1.4],,False,,,,,,
A_12_P114656,2.7184174,down,-1.442767,T24D1.5,T24D1.5,,,False,,,,,,
A_12_P103964,8.199091,down,-3.035464,T24E12.11,T24E12.11,,,False,,,,,,
A_12_P111885,2.0358634,down,-1.0256408,T24G10.2,T24G10.2,,,False,,,,,,
A_12_P100042,2.2843118,down,-1.1917596,T24H10.1,T24H10.1,transcription factor S-II [T24H10.1],,False,,,,,,
A_12_P101123,2.2605028,down,-1.1766437,T24H7.4,T24H7.4,,,False,,,,,,
A_12_P107736,2.162138,down,-1.1124586,T25B2.2,T25B2.2,,,False,,,,,,
A_12_P112743,5.4111123,down,-2.4359252,T25D3.3,T25D3.3,serine/threonine dehydratase [T25D3.3],,False,,,,,,
A_12_P114191,3.270964,down,-1.7097158,T25E12.5.2,T25E12.5.2,glycogenin [T25E12.5.2],,False,,,,,,
A_12_P111745,12.6662655,down,-3.6629193,T25E12.6,T25E12.6,,,False,,,,,,
A_12_P116655,2.3186178,down,-1.2132651,T25G3.1,T25G3.1,,,False,,,,,,
A_12_P116503,3.753401,down,-1.9081985,T25G3.2.2,T25G3.2.2,chitin synthase like [T25G3.2.2],,False,,,,,,
A_12_P113265,2.5851653,down,-1.3702565,T26A5.5a,T26A5.5a,,,False,,,,,,
A_12_P119068,2.4201386,down,-1.2750896,T26A5.5b.2,T26A5.5b.2,,,False,,,,,,
A_12_P119780,2.6503062,down,-1.406159,T26A5.6.2,T26A5.6.2,,,False,,,,,,
A_12_P113092,2.7797303,down,-1.474945,T26C11.4,T26C11.4,,,False,,,,,,
A_12_P109130,2.9781528,down,-1.5744177,T26C11.5,T26C11.5,paired-type homeobox protein [T26C11.5],,False,,,,,,
A_12_P100050,4.230073,down,-2.0806825,T26C11.7,T26C11.7,homeobox [T26C11.7],,False,,,,,,
A_12_P112489,2.9685373,down,-1.5697522,T27A3.6,T27A3.6,,,False,,,,,,
A_12_P100414,2.79703,down,-1.4838957,T27A3.7,T27A3.7,,,False,,,,,,
A_12_P101870,7.2358556,down,-2.8551636,T27A8.2,T27A8.2,forkhead domain [T27A8.2],,False,,,,,,
A_12_P104645,2.1961062,down,-1.1349479,T27C10.3,T27C10.3,,,False,,,,,,
A_12_P101296,2.9577644,down,-1.5645071,T27C5.8,T27C5.8,,,False,,,,,,
A_12_P119730,2.0802715,down,-1.0567719,T27D1.1,T27D1.1,cyclophilin related protein [T27D1.1],,False,,,,,,
A_12_P117000,4.722356,down,-2.2395067,T27D12.4,T27D12.4,,,False,,,,,,
A_12_P105151,2.5879548,down,-1.3718123,T28A8.3,T28A8.3,,,False,,,,,,
A_12_P106072,2.4044435,down,-1.2657031,T28A8.4,T28A8.4,,,False,,,,,,
A_12_P106815,2.2521343,down,-1.1712929,T28A8.5,T28A8.5,,,False,,,,,,
A_12_P105116,2.3114197,down,-1.2087792,T28A8.6,T28A8.6,,,False,,,,,,
A_12_P103051,2.394384,down,-1.2596545,T28A8.7,T28A8.7,DNA mismatch repair protein [T28A8.7],,False,,,,,,
A_12_P119314,2.5148976,down,-1.3304996,T28C6.3,T28C6.3,,,False,,,,,,
A_12_P102517,2.4529164,down,-1.2944981,T28D6.9,T28D6.9,,,False,,,,,,
A_12_P119745,3.0892751,down,-1.6272683,T28D9.4,T28D9.4,,,False,,,,,,
A_12_P106308,2.5037622,down,-1.3240975,T28H11.2,T28H11.2,"7TM chemoreceptor, srm family [T28H11.2]",,False,,,,,,
A_12_P107352,2.7613127,down,-1.4653543,W01A11.2,W01A11.2,,,False,,,,,,
A_12_P104795,2.2674763,down,-1.1810875,W01A8.5,W01A8.5,,,False,,,,,,
A_12_P119921,2.291869,down,-1.1965245,W02A11.5,W02A11.5,BTB (also known as BR-C/Ttk) domain. [W02A11.5],,False,,,,,,
A_12_P101730,3.8564906,down,-1.9472886,W02A2.7.1,W02A2.7.1,Zinc finger C-x8-C-x5-C-x3-H type (and similar). [W02A2.7.1],,False,,,,,,
A_12_P102442,2.9270022,down,-1.5494238,W02B12.10,W02B12.10,,,False,,,,,,
A_12_P106500,2.4714303,down,-1.3053463,W02B3.4,W02B3.4,,,False,,,,,,
A_12_P117726,5.784839,down,-2.5322769,W02B8.2,W02B8.2,"Domain found in NIK1-like kinases, mouse citron and yeast ROM1, ROM2 [W02B8.2]",,False,,,,,,
A_12_P112364,3.3227384,down,-1.7323728,W02D3.11a,W02D3.11a,,,False,,,,,,
A_12_P117118,2.2774928,down,-1.1874465,W02D3.8,W02D3.8,,,False,,,,,,
A_12_P110310,3.3670523,down,-1.7514862,W02D7.5,W02D7.5,,,False,,,,,,
A_12_P110780,2.1349037,down,-1.094171,W02D7.6,W02D7.6,,,False,,,,,,
A_12_P118655,2.1920843,down,-1.1323034,W02D9.1.1,W02D9.1.1,DNA primase 58 KD subunit [W02D9.1.1],,False,,,,,,
A_12_P105082,5.8274,down,-2.5428524,W02D9.6,W02D9.6,,,False,,,,,,
A_12_P116217,5.693684,down,-2.5093625,W02D9.7,W02D9.7,,,False,,,,,,
A_12_P117312,3.975063,down,-1.9909778,W02F12.3,W02F12.3,,,False,,,,,,
A_12_P110384,2.483813,down,-1.3125566,W03C9.2,W03C9.2,,,False,,,,,,
A_12_P105747,3.8130436,down,-1.930943,W03C9.7.3,W03C9.7.3,Zinc finger C-x8-C-x5-C-x3-H type (and similar). (2 domains) [W03C9.7.3],,False,,,,,,
A_12_P111972,2.7608657,down,-1.4651207,W03D2.4.1,W03D2.4.1,cyclin [W03D2.4.1],,False,,,,,,
A_12_P102122,3.4298973,down,-1.7781653,W03D8.7,W03D8.7,,,False,,,,,,
A_12_P115702,6.6563606,down,-2.7347336,W03F11.1,W03F11.1,,,False,,,,,,
A_12_P102726,2.2612886,down,-1.1771451,W03F8.3,W03F8.3,protein releasing factor [W03F8.3],,False,,,,,,
A_12_P109865,2.2446835,down,-1.166512,W03F9.1,W03F9.1,,,False,,,,,,
A_12_P111665,2.2203538,down,-1.1507896,W03F9.2a,W03F9.2a,,,False,,,,,,
A_12_P118339,4.21267,down,-2.074735,W03G1.6a,W03G1.6a,protein kinase [W03G1.6a],,False,,,,,,
A_12_P108586,3.0953858,down,-1.6301192,W03G1.6b,W03G1.6b,,,False,,,,,,
A_12_P119027,13.026271,down,-3.7033522,W03G1.7,W03G1.7,sphingomyelin phosphodiesterase [W03G1.7],,False,,,,,,
A_12_P107674,2.09374,down,-1.0660824,W03G9.4,W03G9.4,aminopeptidase [W03G9.4],,False,,,,,,
A_12_P115928,3.0278602,down,-1.5982985,W04A8.1,W04A8.1,BRCA1 C Terminus (BRCT) domain [W04A8.1],,False,,,,,,
A_12_P103292,2.7419684,down,-1.455212,W04A8.5,W04A8.5,,,False,,,,,,
A_12_P106651,3.3116999,down,-1.727572,W04A8.6,W04A8.6,,,False,,,,,,
A_12_P104194,2.3089352,down,-1.2072277,W04D2.4.2,W04D2.4.2,"Zinc finger, C2H2 type [W04D2.4.2]",,False,,,,,,
A_12_P100728,10.906576,down,-3.4471264,W04E12.2,W04E12.2,,,False,,,,,,
A_12_P114149,3.204864,down,-1.6802632,W04E12.6,W04E12.6,Lectin C-type domain short and long forms (2 domains) [W04E12.6],,False,,,,,,
A_12_P109159,2.2213104,down,-1.151411,W05B10.1,W05B10.1,"Core histones H2A, H2B, H3 and H4 [W05B10.1]",,False,,,,,,
A_12_P115296,2.5881538,down,-1.3719233,W05B10.2,W05B10.2,,,False,,,,,,
A_12_P110776,2.8494182,down,-1.5106673,W05F2.3,W05F2.3,,,False,,,,,,
A_12_P114208,2.2194128,down,-1.150178,W05F2.6,W05F2.6,,,False,,,,,,
A_12_P116154,2.9834995,down,-1.5770055,W05H9.4,W05H9.4,,,False,,,,,,
A_12_P104513,3.491921,down,-1.8040209,W06B4.1,W06B4.1,,,False,,,,,,
A_12_P117753,10.717891,down,-3.4219491,W06D11.1,W06D11.1,,,False,,,,,,
A_12_P106280,3.5009217,down,-1.8077348,W06D11.2,W06D11.2,,,False,,,,,,
A_12_P117017,9.958735,down,-3.3159626,W06D11.3,W06D11.3,,,False,,,,,,
A_12_P120121,2.213184,down,-1.1461234,W06D4.6,W06D4.6,SNF2 and others N-terminal domain [W06D4.6],,False,,,,,,
A_12_P100474,2.1304371,down,-1.0911494,W06E11.7,W06E11.7,,,False,,,,,,
A_12_P107202,2.2999318,down,-1.201591,W06H3.1,W06H3.1,"[031110 dl] Modified prediction based on EST data, correct splice donor from exon 2 [W06H3.1]",,False,,,,,,
A_12_P116082,7.093081,down,-2.8264124,W07A12.8,W07A12.8,,,False,,,,,,
A_12_P107612,2.1962035,down,-1.1350117,W07E6.4.2,W07E6.4.2,splicing factor [W07E6.4.2],,False,,,,,,
A_12_P116811,2.3925128,down,-1.2585267,W08A12.4,W08A12.4,,,False,,,,,,
A_12_P105916,2.044636,down,-1.031844,W08E3.1,W08E3.1,small nuclear ribonucleoprotein (SNRNP) [W08E3.1],,False,,,,,,
A_12_P112536,2.3299794,down,-1.2203172,W09B6.2.1,W09B6.2.1,,,False,,,,,,
A_12_P102856,2.082762,down,-1.058498,W09C3.4,W09C3.4,,,False,,,,,,
A_12_P112088,2.1574388,down,-1.1093196,W09C5.2.2,W09C5.2.2,Cell division protein [W09C5.2.2],,False,,,,,,
A_12_P110757,7.7757635,down,-2.9589844,W09G12.1,W09G12.1,,,False,,,,,,
A_12_P100696,2.45425,down,-1.2952822,W09G3.6,W09G3.6,,,False,,,,,,
A_12_P113963,2.5638928,down,-1.358336,W09G3.7a,W09G3.7a,,,False,,,,,,
A_12_P120230,2.5173173,down,-1.3318871,W10G11.3,W10G11.3,,,False,,,,,,
A_12_P115040,4.0927434,down,-2.0330682,Y102A5C.1,Y102A5C.1,,,False,,,,,,
A_12_P109515,2.4284377,down,-1.2800285,Y102A5C.18.1,Y102A5C.18.1,,,False,,,,,,
A_12_P111342,2.8847983,down,-1.5284704,Y102E9.2.2,Y102E9.2.2,,,False,,,,,,
A_12_P115567,4.825165,down,-2.2705781,Y105C5B.13,Y105C5B.13,,,False,,,,,,
A_12_P103048,5.8442845,down,-2.5470264,Y105C5B.15,Y105C5B.15,,,False,,,,,,
A_12_P117483,5.273679,down,-2.3988097,Y105C5B.19.1,Y105C5B.19.1,,,False,,,,,,
A_12_P111475,13.119755,down,-3.7136688,Y105C5B.20,Y105C5B.20,,,False,,,,,,
A_12_P117464,2.427945,down,-1.2797357,Y105E8A.17.2,Y105E8A.17.2,,,False,,,,,,
A_12_P114504,4.3720365,down,-2.1283054,Y105E8A.8,Y105E8A.8,,,False,,,,,,
A_12_P105504,2.247807,down,-1.1685182,Y105E8B.6,Y105E8B.6,,,False,,,,,,
A_12_P105571,2.5289254,down,-1.3385245,Y106G6H.16,Y106G6H.16,,,False,,,,,,
A_12_P116321,3.6332695,down,-1.8612684,Y106G6H.6.2,Y106G6H.6.2,,,False,,,,,,
A_12_P100917,2.1933877,down,-1.133161,Y108F1.3,Y108F1.3,,,False,,,,,,
A_12_P118307,3.1814427,down,-1.6696812,Y108G3AL.2,Y108G3AL.2,,,False,,,,,,
A_12_P109560,4.0264764,down,-2.009518,Y110A2AL.1,Y110A2AL.1,,,False,,,,,,
A_12_P116896,2.4837117,down,-1.3124977,Y110A7A.15a.1,Y110A7A.15a.1,,,False,,,,,,
A_12_P116662,2.6464229,down,-1.4040436,Y110A7A.1a,Y110A7A.1a,,,False,,,,,,
A_12_P100555,3.2736082,down,-1.7108817,Y110A7A.4,Y110A7A.4,thymidylate synthase [Y110A7A.4],,False,,,,,,
A_12_P109050,2.186585,down,-1.1286794,Y111B2A.1,Y111B2A.1,,,False,,,,,,
A_12_P113570,2.84566,down,-1.5087633,Y111B2A.24,Y111B2A.24,,,False,,,,,,
A_12_P112455,2.6329749,down,-1.3966937,Y111B2A.3,Y111B2A.3,,,False,,,,,,
A_12_P118463,2.2331152,down,-1.1590576,Y113G7B.21,Y113G7B.21,,,False,,,,,,
A_12_P108373,3.2381394,down,-1.695165,Y113G7B.24,Y113G7B.24,,,False,,,,,,
A_12_P105388,2.220381,down,-1.1508073,Y113G7B.4,Y113G7B.4,,,False,,,,,,
A_12_P118875,2.6907172,down,-1.4279908,Y113G7B.5,Y113G7B.5,,,False,,,,,,
A_12_P117414,2.487302,down,-1.3145818,Y113G7B.6,Y113G7B.6,,,False,,,,,,
A_12_P120124,2.5094573,down,-1.3273754,Y113G7B.7,Y113G7B.7,,,False,,,,,,
A_12_P118205,3.316295,down,-1.7295723,Y116A8B.1,Y116A8B.1,,,False,,,,,,
A_12_P110731,2.132851,down,-1.0927831,Y116A8C.15,Y116A8C.15,,,False,,,,,,
A_12_P114602,2.3146844,down,-1.2108154,Y116A8C.16,Y116A8C.16,,,False,,,,,,
A_12_P115016,10.397986,down,-3.3782322,Y116A8C.22,Y116A8C.22,,,False,,,,,,
A_12_P113984,2.399456,down,-1.2627074,Y119D3B.12a.2,Y119D3B.12a.2,,,False,,,,,,
A_12_P119951,2.4042537,down,-1.2655891,Y119D3B.12b,Y119D3B.12b,,,False,,,,,,
A_12_P108704,2.2831104,down,-1.1910006,Y119D3B.13,Y119D3B.13,,,False,,,,,,
A_12_P106449,2.8872337,down,-1.5296879,Y119D3B.14,Y119D3B.14,,,False,,,,,,
A_12_P119692,2.6218352,down,-1.390577,Y11D7A.12,Y11D7A.12,,,False,,,,,,
A_12_P112369,10.61636,down,-3.4082172,Y11D7A.13,Y11D7A.13,,,False,,,,,,
A_12_P113728,4.308413,down,-2.1071565,Y13C8A.1,Y13C8A.1,,,False,,,,,,
A_12_P103254,3.2046392,down,-1.680162,Y13C8A.1,Y13C8A.1,,,False,,,,,,
A_12_P110621,2.030332,down,-1.0217156,Y14H12B.1b,Y14H12B.1b,,,False,,,,,,
A_12_P110994,2.517044,down,-1.3317305,Y14H12B.2.2,Y14H12B.2.2,,,False,,,,,,
A_12_P102216,2.9413164,down,-1.5564619,Y15E3A.3,Y15E3A.3,,,False,,,,,,
A_12_P112597,2.3396351,down,-1.2262836,Y17G7A.1.2,Y17G7A.1.2,,,False,,,,,,
A_12_P109088,2.219074,down,-1.1499578,Y17G7B.12,Y17G7B.12,Exonuclease [Y17G7B.12],,False,,,,,,
A_12_P101439,2.5134885,down,-1.329691,Y17G7B.18b,Y17G7B.18b,,,False,,,,,,
A_12_P106266,2.4041162,down,-1.2655066,Y17G7B.2a,Y17G7B.2a,,,False,,,,,,
A_12_P108239,2.2402365,down,-1.163651,Y17G7B.4,Y17G7B.4,,,False,,,,,,
A_12_P109883,3.0266807,down,-1.5977365,Y17G7B.5a.2,Y17G7B.5a.2,MCM2/3/5 family [Y17G7B.5a.2],,False,,,,,,
