WormBase Gene,GeneName,ratio,LogRatio,Pvalue,Qvalue,>1.2&SigQ,csr-1 reg (Campbell 2015),Pgran reg (Campbell 2015),CSR-1 Targ (Claycomb 2009),Germline enriched (Reinke 2004),Soma enriched (Reinke 2004),RNAi,Input,Suggested Match,History
"WBGene00001134; Dscr: eat-3 encodes a mitochondrial dynamin family member, closely related to bacterial dynamin-like proteins, that is orthologous to human Opa1 (OMIM:203740, mutated in autosomal dominant optic atrophy) and budding yeast Mgm1; eat-3 is required for proper regulation of inner mitochondrial membrane fusion and normal mitochondrial function (oxidative phosphorylation); accordingly, eat-3 is also required for normal body size, growth rates, locomotion, and reproductive levels; e ...",eat-3,0.556074554202569,-0.84834295459577,1.4424311498498e-06,0.0016175148165625,Yes,No,No,Yes,No,No,No,eat-3,WBGene00001134,Public name for WBGene00001134. History: N.A.
"WBGene00001151; Dscr: ech-2 encodes an enoyl-coenzyme A hydratase, an enzyme involved in mitochondrial beta-oxidation of fatty acids.; Molecule: F38H4.8a; Class: Enoyl-CoA Hydratase ...",ech-2,1.24513481212834,0.317036044991516,5.90379843689078e-05,0.0087165234727486,Yes,No,No,Yes,No,No,No,ech-2,WBGene00001151,Public name for WBGene00001151. History: N.A.
WBGene00001155; Dscr: none available; Molecule: T05G5.6; Class: Enoyl-CoA Hydratase ...,ech-6,0.739009705179818,-0.436774533605892,1.2983130324928e-05,0.0042760802240801,Yes,No,No,Yes,No,Yes,No,ech-6,WBGene00001155,Public name for WBGene00001155. History: N.A.
"WBGene00011696; Dscr: eea-1 encodes a coiled-coil protein that is the C. elegans ortholog of early endosome antigen 1 (EEA1); eea-1 activity is required for wild-type levels of endocytosis; a fusion protein between EEA-1 FYVE domains and GFP binds endosomal/vacuolar membranes in wild-type worms but not in those lacking vps-34 activity, suggesting that, like its human ortholog, C. elegans EEA-1 binds phosphatidylinositol 3-phosphate (PtdIns 3-P) in vivo; EEA-1 reporter fusion proteins localiz ...",eea-1,1.47045432171687,0.551177277026117,0.0003491396997991,0.0229022027592494,Yes,No,No,Yes,No,No,No,eea-1,WBGene00011696,Public name for WBGene00011696. History: N.A.
"WBGene00001214; Dscr: ego-1 encodes a homolog of RNA-directed RNA polymerase; ego-1 is essential for several aspects of germline development such as proliferation, heterochromatin assembly on unpaired DNA during meiosis, and gametogenesis; ego-1 is also required for RNAi in the germ line; EGO-1 is detected in nuclear extracts.; Molecule: F26A3.3; Class: Enhancer of Glp-One (glp-1) ...",ego-1,1.14026547703291,0.18878365959978,0.0010033593117356,0.0409144734754333,No,No,No,Yes,Yes,No,Yes,ego-1,WBGene00001214,Public name for WBGene00001214. History: N.A.
WBGene00013676; Dscr: none available; Molecule: Y105E8A.17a; Class: Enhancer of Ksr-1 Lethality ...,ekl-4,1.37480972552949,0.456027662141269,0.0012242079901743,0.0461631288400566,Yes,No,No,Yes,Yes,No,No,ekl-4,WBGene00013676,Public name for WBGene00013676. History: N.A.
"WBGene00022463; Dscr: elpc-1 encodes a protein orthologous to human INHIBITOR OF KAPPA LIGHT POLYPEPTIDE GENE ENHANCER IN B-CELLS, KINASE COMPLEX-ASSOCIATED PROTEIN (IKBKAP; OMIM:603722), which when mutated leads to disease.; Molecule: Y110A7A.16; Class: ELongator complex Protein Component ...",elpc-1,1.26923346096399,0.344072675472827,9.76812432081794e-05,0.0113876019619278,Yes,No,No,Yes,Yes,No,No,elpc-1,WBGene00022463,Public name for WBGene00022463. History: N.A.
"WBGene00001284; Dscr: emb-30 encodes an anaphase-promoting complex/cyclosome (APC/C) component orthologous to mammalian APC-4 and Schizosaccharomyces pombe Lid1; EMB-30 is required for the metaphase-to-anaphase transition during meiosis and mitosis, for establishing anterior-posterior polarity in the early embryo, and for proper localization of germline granules and the maternally provided PAR-2 and PAR-3 proteins.; Molecule: F54C8.3; Class: abnormal EMBroygenesis ...",emb-30,1.7463024190495,0.806495995320903,5.51309303721894e-06,0.0028533588556806,Yes,No,No,Yes,Yes,No,No,emb-30,WBGene00001284,Public name for WBGene00001284. History: N.A.
"WBGene00001309; Dscr: emr-1 gene encodes a homolog of the human integral nuclear membrane protein emerin ; EMR-1 belongs to a family of proteins sharing the LEM-domain (LAP2-Emerin-MAN1 domain) that are generally conserved in metazoa and bind to lamin; EMR-1, along with another LEM-domain protein, LEM-2 is required for larval development, normal life-span, nuclear envelope and chromatin organization, chromosome segregation and cell division; emr-1 is also required for smooth muscle activity; ...",emr-1,0.711194145722367,-0.491902235465396,2.79715148944604e-05,0.0060990852245337,Yes,No,No,Yes,Yes,No,No,emr-1,WBGene00001309,Public name for WBGene00001309. History: N.A.
WBGene00010510; Dscr: none available; Molecule: K02E11.1; Class: Equilibrative Nucleoside Transporter ...,ent-3,3.22920915515673,1.73174045932694,0.0009471077113124,0.0397211745212761,Yes,Yes,No,No,Yes,No,No,ent-3,WBGene00010510,Public name for WBGene00010510. History: N.A.
WBGene00009499; Dscr: none available; Molecule: F36H2.2a; Class: Equilibrative Nucleoside Transporter ...,ent-7,0.79282354672966,-0.335648624882582,0.0001415410261033,0.0141836154200303,Yes,No,No,Yes,No,No,No,ent-7,WBGene00009686,Public name for WBGene00009686. History: Renamed on 2014-09-03. Other name for WBGene00009499(ent-6). History: Renamed on 2014-09-03
"WBGene00010362; Dscr: enu-3 encodes a novel protein containing a single transmembrane domain and, at 144-165 amino acids, a coiled-coil region; enu-3 mutations enhance the axonal outgrowth defects of unc-5, although enu-3 mutations alone cause no motor axon outgrowth defects; ENU-3 functions in the same pathway as UNC-5 and UNC-6 for motor axon guidance to the dorsal cord but in a pathway parallel to UNC-5 and UNC-6 for axon outgrowth; enu-3 mutants are mildly uncoordinated and have a slight ...",enu-3,1.42144719163243,0.507480729037191,0.001098722592597,0.0435586167223345,Yes,No,No,No,Yes,No,No,enu-3,WBGene00010362,Other name for WBGene00010362(enu-3.1). History: Renamed on 2014-04-28
"WBGene00012641; Dscr: epg-6 encodes a WD40 repeat-containing protein that is related to the mammalian WIPI3/4 family of proteins (WD40 repeat protein interacting with phosphoinositides); in C. elegans, epg-6 activity is required for autophagic processes, specifically for the formation of autophagosomes from omegasomes (PtdIns(3)P-enriched endoplasmic reticulum subdomains) and for proper distribution of the autophagic proteins ATG-9 and EPG-1; EPG-6 binds ATG-2 in vitro and in vivo and also b ...",epg-6,0.79028751347434,-0.340235107820689,0.0002417561253719,0.0186966009733484,Yes,No,No,Yes,No,No,No,epg-6,WBGene00012641,Public name for WBGene00012641. History: N.A.
WBGene00016566; Dscr: none available; Molecule: C41D11.7; Class: Enhanced RNAI (RNA interference) ...,eri-7,1.35335983904622,0.433918302854098,0.000261501978763,0.01961181559838,Yes,No,No,Yes,Yes,No,No,eri-7,WBGene00016566,Public name for WBGene00016566. History: N.A.
WBGene00020269; Dscr: none available; Molecule: T05H4.6a; Class: Eukaryotic Translational release Factor (RF1) ...,etf-1,1.13203384754426,0.178866676174893,4.55963178871997e-05,0.0076696263566118,No,No,No,Yes,No,No,No,etf-1,WBGene00020269,Other name for WBGene00020269(erfa-1). History: Renamed on 2013-11-11
WBGene00012966; Dscr: none available; Molecule: Y48A6B.5; Class: EXOSome (multiexonuclease complex) component ...,exos-1,1.43240127252042,0.517514850339836,5.63649594587043e-05,0.008535938458476,Yes,No,No,Yes,Yes,No,No,exos-1,WBGene00012966,Public name for WBGene00012966. History: N.A.
WBGene00010325; Dscr: none available; Molecule: F59C6.4; Class: EXOSome (multiexonuclease complex) component ...,exos-3,0.739657994492907,-0.438258695267068,0.000466763054077,0.0267440466191243,Yes,No,No,Yes,Yes,No,No,exos-3,WBGene00010325,Public name for WBGene00010325. History: N.A.
WBGene00014730; Dscr: none available; Molecule: F01D5.4; Class: not known ...,F01D5.4,0.842649548587141,-0.247955192576249,0.0006224969165825,0.0311235241796241,No,No,No,No,No,No,No,F01D5.4,WBGene00014730,Public name for WBGene00014730. History: N.A.
WBGene00008515; Dscr: none available; Molecule: F02C12.1; Class: not known ...,F02C12.1,1.10240315392953,0.140755709968428,0.0006186928323914,0.0310983938313459,No,No,No,No,No,No,No,F02C12.1,WBGene00008515,Public name for WBGene00008515. History: N.A.
WBGene00008522; Dscr: none available; Molecule: F02D8.5; Class: not known ...,F02D8.5,1.41023290684821,0.496787008496942,0.0002682797336304,0.0198983289677618,Yes,No,No,No,No,No,No,F02D8.5,WBGene00008522,Sequence name for WBGene00008522(nlp-59). History: N.A.
WBGene00008537; Dscr: none available; Molecule: F02H6.4a; Class: not known ...,F02H6.4,1.73109631856882,0.781221602390128,0.0003448914098275,0.0228141792416556,Yes,No,No,No,Yes,No,No,F02H6.4,WBGene00008537,Public name for WBGene00008537. History: N.A.
WBGene00017186; Dscr: none available; Molecule: F07B7.2; Class: not known ...,F07B7.2,3.93389484894141,1.9762728590099,2.74423889162204e-07,0.0005385340138233,Yes,No,No,No,No,No,No,F07B7.2,WBGene00017186,Public name for WBGene00017186. History: N.A.
"ref Caenorhabditis elegans Protein GRSP-4 (grsp-4) mRNA, complete cds [NM_072569] ...",F07C4.7,0.827579050747979,-0.272661970094395,9.73918646333401e-05,0.0114103533345797,Yes,No,No,No,No,No,No,F07C4.7,WBGene00017201,Sequence name for WBGene00017201(grsp-4). History: N.A.
WBGene00008554; Dscr: none available; Molecule: F07C6.3; Class: not known ...,F07C6.3,0.611383090101834,-0.704396035002063,0.0002025969664208,0.0170696098828062,Yes,No,No,No,No,No,No,F07C6.3,WBGene00008554,Public name for WBGene00008554. History: N.A.
WBGene00014309; Dscr: none available; Molecule: F07H5.5a; Class: not known ...,F07H5.5,0.914071214227762,-0.129468348273983,9.62238401889739e-05,0.011415492254963,No,No,No,No,No,No,No,F07H5.5,WBGene00014309,Public name for WBGene00014309. History: N.A.
WBGene00008586; Dscr: none available; Molecule: F08G12.2; Class: not known ...,F08G12.2,0.757731205530118,-0.400981732897515,1.238700786436e-05,0.0043537559432509,Yes,No,No,No,No,No,No,F08G12.2,WBGene00008586,Sequence name for WBGene00008586(snrp-40.1). History: N.A.
WBGene00008588; Dscr: none available; Molecule: F08G12.5; Class: not known ...,F08G12.5,0.790006738275336,-0.340663358232382,0.0001803931552655,0.0160607879521691,Yes,No,No,No,No,No,No,F08G12.5,WBGene00008588,Public name for WBGene00008588. History: N.A.
WBGene00008576; Dscr: none available; Molecule: F08G2.4; Class: not known ...,F08G2.4,1.16732360578899,0.223000735228187,2.00860249197794e-05,0.0053146719195043,No,Yes,No,No,No,No,No,F08G2.4,WBGene00008576,Public name for WBGene00008576. History: N.A.
WBGene00008615; Dscr: none available; Molecule: F09C6.1; Class: not known ...,F09C6.1,4.36867283247528,2.27476246614374,0.0008674251431089,0.0377229818930238,Yes,No,No,No,No,No,No,F09C6.1,WBGene00008615,Sequence name for WBGene00008615(ifas-2). History: N.A.
WBGene00017292; Dscr: none available; Molecule: F09E5.16; Class: not known wb Protein F09E5.16  [Source:RefSeq peptide;Acc:NP_872053] [F09E5.16] ...,F09E5.16,0.611697855593928,-0.707754780096685,0.0001320403661067,0.0135486648429149,Yes,No,No,No,No,No,No,F09E5.16,WBGene00017292,Public name for WBGene00017292. History: N.A.
WBGene00017304; Dscr: none available; Molecule: F09F7.7a; Class: not known ...,F09F7.7,0.763016145571251,-0.394866051006373,0.000998347379869,0.0408870999104986,Yes,No,No,No,No,No,No,F09F7.7,WBGene00017304,Sequence name for WBGene00017304(nmad-1). History: N.A.
"tc Rep: Uncharacterized monothiol glutaredoxin F10D7.3 - Caenorhabditis elegans, complete [TC197696] ...",F10D7.3,0.636736228484104,-0.652674685958038,0.0006360979359114,0.0315357269321648,Yes,No,No,No,No,No,No,F10D7.3,WBGene00017340,Public name for WBGene00017340. History: N.A.
WBGene00017365; Dscr: none available; Molecule: F10G2.4; Class: not known ...,F10G2.4,0.636052942614374,-0.660977228817599,0.0005557335026071,0.0292119827073544,Yes,No,No,No,Yes,No,No,F10G2.4,WBGene00017365,Public name for WBGene00017365. History: N.A.
WBGene00017378; Dscr: none available; Molecule: F11C7.6a; Class: not known ...,F11C7.6,0.404128198590807,-1.30791369951843,9.44320709151336e-06,0.0039013698911938,Yes,No,No,No,No,No,No,F11C7.6,WBGene00017378,Public name for WBGene00017378. History: N.A.
WBGene00008708; Dscr: none available; Molecule: F11E6.4a; Class: not known ...,F11E6.4,0.878629446495298,-0.186193104675827,0.0009944670295669,0.0408703387072821,No,No,No,No,No,No,No,F11E6.4,WBGene00008708,Public name for WBGene00008708. History: N.A.
"tc Rep: Uncharacterized protein F12A10.2 - Caenorhabditis elegans, complete [TC199450] ...",F12A10.2,1.31769340422959,0.398202889286086,0.0003604662452754,0.0233524611003879,Yes,No,No,No,No,No,No,F12A10.2,WBGene00017391,Public name for WBGene00017391. History: N.A.
WBGene00044811; Dscr: none available; Molecule: F12E12.11; Class: not known ...,F12E12.11,2.09495909165366,1.07727195624325,4.97428860117736e-05,0.0080785877426983,Yes,No,No,No,No,No,No,F12E12.11,WBGene00044811,Public name for WBGene00044811. History: N.A.
WBGene00086558; Dscr: none available; Molecule: F12E12.12; Class: not known ...,F12E12.12,1.93981963736189,0.959280232676674,9.11913287096687e-06,0.0038347582138999,Yes,No,No,No,No,No,No,F12E12.12,WBGene00086558,Public name for WBGene00086558. History: N.A.
WBGene00045208; Dscr: none available; Molecule: F13E9.15; Class: not known ...,F13E9.15,0.385893410056879,-1.39841171110395,0.001102229035622,0.0436608773084315,Yes,No,No,No,No,No,No,F13E9.15,WBGene00045208,Public name for WBGene00045208. History: N.A.
WBGene00008763; Dscr: none available; Molecule: F13G3.3a; Class: not known ...,F13G3.3,0.78011270051664,-0.359579791568946,0.0005799709272408,0.0299511740473561,Yes,No,No,No,No,No,No,F13G3.3,WBGene00008763,Public name for WBGene00008763. History: N.A.
WBGene00008767; Dscr: none available; Molecule: F13G3.7a; Class: not known ...,F13G3.7,0.822121154265765,-0.282242120139429,0.0002971085285671,0.0208232402953184,Yes,No,No,Yes,No,No,No,F13G3.7,WBGene00008767,"Public name for WBGene00008767. History: Split into F13G3.15(WBGene00303055). History of WBGene00008767: Split into ""WBGene00303055"" on 2018-03-02"
"WBGene00008775; Dscr: F13H10.4 is orthologous to the human gene A-GLUCOSIDASE I (GCS1; OMIM:601336), which when mutated leads to disease.; Molecule: F13H10.4a; Class: not known ...",F13H10.4,0.868841637796163,-0.202430273915219,0.0005118700947835,0.027967584366726,No,No,No,Yes,No,No,No,F13H10.4,WBGene00008775,Sequence name for WBGene00008775(mogs-1). History: N.A.
WBGene00017441; Dscr: none available; Molecule: F13H8.8; Class: not known ...,F13H8.8,2.1577961714324,1.13873375073273,0.0007204954164371,0.0339338931233559,Yes,No,No,No,Yes,No,No,F13H8.8,WBGene00017441,Public name for WBGene00017441. History: N.A.
WBGene00206522; Dscr: none available; Molecule: F14D2.19; Class: not known ...,F14D2.19,1.66143854591722,0.722850753381444,0.0003421047290411,0.0226935894765899,Yes,No,No,No,No,No,No,F14D2.19,WBGene00206522,Public name for WBGene00206522. History: N.A.
WBGene00008797; Dscr: none available; Molecule: F14D7.10; Class: not known ...,F14D7.10,2.33110344166278,1.23572574386275,0.0007564757453873,0.0348956852656731,Yes,No,No,No,No,No,No,F14D7.10,WBGene00008797,Public name for WBGene00008797. History: N.A.
WBGene00008792; Dscr: none available; Molecule: F14D7.5a; Class: not known ...,F14D7.5,1.7880597147813,0.840818061941424,0.0003788611700568,0.0237914711831175,Yes,No,No,No,No,No,No,F14D7.5,WBGene00008792,Public name for WBGene00008792. History: N.A.
WBGene00008793; Dscr: none available; Molecule: F14D7.6a; Class: not known ...,F14D7.6,1.23397965049599,0.303831593024462,0.0004250414879009,0.0252760151479262,Yes,No,No,No,No,No,No,F14D7.6,WBGene00008793,Public name for WBGene00008793. History: N.A.
WBGene00008794; Dscr: none available; Molecule: F14D7.7; Class: not known ...,F14D7.7,2.19036911130138,1.14999633912557,0.0013455820905177,0.0489754445898016,Yes,No,No,No,No,No,No,F14D7.7,WBGene00008794,Public name for WBGene00008794. History: N.A.
"ref Caenorhabditis elegans Protein F14F9.6 (F14F9.6) mRNA, complete cds [NM_071977] ...",F14F9.6,8.78567850775905,3.25884726254136,0.0001831189564758,0.01618111934728,Yes,No,No,No,No,No,No,F14F9.6,WBGene00017469,Public name for WBGene00017469. History: N.A.
WBGene00017473; Dscr: none available; Molecule: F14H12.6; Class: not known ...,F14H12.6,2.32631945520975,1.21772134820218,0.0003381439101703,0.022589931746388,Yes,No,No,No,No,No,No,F14H12.6,WBGene00017473,Public name for WBGene00017473. History: N.A.
WBGene00008823; Dscr: none available; Molecule: F14H3.4; Class: not known ...,F14H3.4,1.37585666724758,0.456655503486308,0.0010248939138031,0.041433865710129,Yes,No,No,No,Yes,No,No,F14H3.4,WBGene00008823,Public name for WBGene00008823. History: N.A.
