FeatureNum,ProbeName,accessions,GeneName,SystematicName,slide17.txt:chr_coord,slide17.txt:Description,slide17.txt_slide18.txt_Dyeswap.signal,Input,Suggested Match,History
20679,A_12_P107872,wb|F38B2.1b|wb|F38B2.1a.1|wb|F38B2.1a.2,F38B2.1b,F38B2.1b,chrX:11275094-11275153,intermediate filament protein [F38B2.1b],1.1956779,F38B2.1b,WBGene00002050,Molecule name for WBGene00002050(ifa-1). History: N.A.
3895,A_12_P117978,wb|F41E7.5,F41E7.5,F41E7.5,chrX:10304718-10304777,collagen-like repeats [F41E7.5],1.1965531,F41E7.5,WBGene00009621,Sequence name for WBGene00009621(fipr-21). History: N.A.
12029,A_12_P109813,wb|Y46G5A.21.2|wb|Y46G5A.21.1,Y46G5A.21.2,Y46G5A.21.2,chrII:12811892-12811833,Unknown,1.199903,,,
7009,A_12_P103070,wb|Y41C4A.6,Y41C4A.6,Y41C4A.6,chrIII:11698067-11698126,Unknown,1.2008028,Y41C4A.6,WBGene00012753,Public name for WBGene00012753. History: N.A.
14269,A_12_P108539,wb|C01C4.1,C01C4.1,C01C4.1,chrX:3728262-3728321,A. californica buccalin precursor (weak) [C01C4.1],1.201629,C01C4.1,WBGene00003739,Sequence name for WBGene00003739(nlp-1). History: N.A.
10431,A_12_P118700,wb|R09H10.3,R09H10.3,R09H10.3,chrIV:10608214-10608273,transthyretin like [R09H10.3],1.2016878,R09H10.3,WBGene00011181,Public name for WBGene00011181. History: N.A.
10679,A_12_P114147,wb|Y6D11A.1.1|wb|Y6D11A.1.2,Y6D11A.1.1,Y6D11A.1.1,chrIII:861059-861118,Unknown,1.2024455,Y6D11A.1.1,WBGene00000202,Molecule name for WBGene00000202(exos-4.2). History: N.A.
5008,A_12_P106845,wb|Y66D12A.7,Y66D12A.7,Y66D12A.7,chrIII:11579212-11579153,Unknown,1.2035526,Y66D12A.7,WBGene00013433,Public name for WBGene00013433. History: N.A.
13355,A_12_P107598,wb|Y51H4A.8,Y51H4A.8,Y51H4A.8,chrIV:16575221-16575162,Unknown,1.2061396,Y51H4A.8,WBGene00013104,Public name for WBGene00013104. History: N.A.
16170,A_12_P105217,wb|F36D3.1.2|wb|F36D3.1.1,F36D3.1.2,F36D3.1.2,chrV:16505208-16505267,Unknown,1.2068503,,,
2059,A_12_P102877,wb|ZK770.3.2|wb|ZK770.3.1,ZK770.3.2,ZK770.3.2,chrI:3755625-3755566,Unknown,1.2070756,,,
15484,A_12_P109642,wb|R09B3.2,R09B3.2,R09B3.2,chrI:11917477-11917418,"RNA recognition motif. (aka RRM, RBD, or RNP domain) [R09B3.2]",1.2086504,R09B3.2,WBGene00011155,Sequence name for WBGene00011155(rbm-3.1). History: N.A.
13613,A_12_P114958,wb|F15A2.1,F15A2.1,F15A2.1,chrX:13469800-13469859,collagen [F15A2.1],1.209266,F15A2.1,WBGene00000757,Sequence name for WBGene00000757(col-184). History: N.A.
15065,A_12_P100504,wb|Y66H1A.3.2|wb|Y66H1A.3.1,Y66H1A.3.2,Y66H1A.3.2,chrIV:444637-444696,Unknown,1.2106855,,,
10015,A_12_P120300,wb|F19C7.1,F19C7.1,F19C7.1,chrIV:4607918-4608032,Unknown,1.2122198,F19C7.1,WBGene00017591,Sequence name for WBGene00017591(nspg-10). History: N.A.
249,A_12_P116440,wb|F57F5.1,F57F5.1,F57F5.1,chrV:12006830-12006889,cysteine protease [F57F5.1],1.2134125,F57F5.1,WBGene00010204,Sequence name for WBGene00010204(cpr-9). History: N.A.
17167,A_12_P110934,wb|F55D10.2.2|wb|F55D10.2.3|wb|F55D10.2.1,F55D10.2.2,F55D10.2.2,chrX:4715689-4715748,Ribosomal protein L23 [F55D10.2.2],1.2148657,,,
14532,A_12_P118900,wb|Y39B6A.1.1|wb|Y39B6A.1.2,Y39B6A.1.1,Y39B6A.1.1,chrV:19203859-19203800,Unknown,1.2162786,Y39B6A.1.1,WBGene00012664,Molecule name for WBGene00012664(Y39B6A.1). History: N.A.
19223,A_12_P116656,wb|Y116A8C.12.1|wb|Y116A8C.12.2,Y116A8C.12.1,Y116A8C.12.1,chrIV:16947963-16949368,Unknown,1.2171531,Y116A8C.12.1,WBGene00000184,Molecule name for WBGene00000184(arf-6). History: N.A.
2611,A_12_P113162,wb|F28D1.5,F28D1.5,F28D1.5,chrIV:12383810-12383869,Arabidopsis pathogenesis-related protein 5 like [F28D1.5],1.2178723,F28D1.5,WBGene00009215,Sequence name for WBGene00009215(thn-2). History: N.A.
20839,A_12_P119113,wb|W09C5.9,W09C5.9,W09C5.9,chrI:13669735-13669794,Unknown,1.2185526,W09C5.9,WBGene00012355,Public name for WBGene00012355. History: N.A.
3975,A_12_P111239,wb|C53B7.4,C53B7.4,C53B7.4,chrX:6841957-6842016,ATP synthase [C53B7.4],1.2201622,C53B7.4,WBGene00000210,Sequence name for WBGene00000210(asg-2). History: N.A.
1851,A_12_P110641,wb|F25E5.8b|wb|F25E5.8a.1|wb|F25E5.8a.2,F25E5.8b,F25E5.8b,chrV:7439422-7439481,Unknown,1.22346,F25E5.8b,WBGene00017789,Molecule name for WBGene00017789(F25E5.8). History: N.A.
10425,A_12_P103454,wb|Y41C4A.16,Y41C4A.16,Y41C4A.16,chrIII:11704139-11704198,collagen [Y41C4A.16],1.2238954,Y41C4A.16,WBGene00000670,Sequence name for WBGene00000670(col-95). History: N.A.
10240,A_12_P100599,wb|F33D4.2a|wb|F33D4.2e|wb|F33D4.2f,F33D4.2a,F33D4.2a,chrIV:7696759-7696818,"inositol 1,4,5-triphosphate receptor [F33D4.2a]",1.2278554,F33D4.2a,WBGene00002173,Molecule name for WBGene00002173(itr-1). History: N.A.
16121,A_12_P103080,wb|T28B4.3.1|wb|T28B4.3.2,T28B4.3.1,T28B4.3.1,chrX:6596615-6596556,Unknown,1.2302139,T28B4.3.1,WBGene00020886,Molecule name for WBGene00020886(ttr-6). History: N.A.
8653,A_12_P102837,wb|R01H10.7,R01H10.7,R01H10.7,chrIII:10262203-10262144,Unknown,1.2311659,R01H10.7,WBGene00010975,Public name for WBGene00010975. History: N.A.
2975,A_12_P119214,wb|T21H3.1,T21H3.1,T21H3.1,chrV:1178531-1178640,Unknown,1.233948,T21H3.1,WBGene00020662,Public name for WBGene00020662. History: N.A.
4658,A_12_P118140,wb|K08F8.4,K08F8.4,K08F8.4,chrII:8762718-8762659,phenylalanine-4-hydroxylase (PH4H) [K08F8.4],1.2397358,K08F8.4,WBGene00000240,Sequence name for WBGene00000240(pah-1). History: N.A.
3015,A_12_P116808,wb|Y45G12B.2b|wb|Y45G12B.2a,Y45G12B.2b,Y45G12B.2b,chrV:2698348-2698407,Unknown,1.2405355,Y45G12B.2b,WBGene00021563,Molecule name for WBGene00021563(Y45G12B.2). History: N.A.
9154,A_12_P102451,wb|T15B7.3,T15B7.3,T15B7.3,chrV:6839145-6839204,collagen [T15B7.3],1.2438861,T15B7.3,WBGene00000716,Sequence name for WBGene00000716(col-143). History: N.A.
15780,A_12_P110000,wb|T19H12.9.2|wb|T19H12.9.1,T19H12.9.2,T19H12.9.2,chrV:4887246-4887187,UDP-glucuronosyltransferase [T19H12.9.2],1.245653,,,
18825,A_12_P119395,wb|C03G5.7,C03G5.7,C03G5.7,chrX:8530796-8530855,Unknown,1.2464219,C03G5.7,WBGene00001448,Sequence name for WBGene00001448(flp-5). History: N.A.
9876,A_12_P113109,wb|C33H5.13,C33H5.13,C33H5.13,chrIV:7791899-7791840,Unknown,1.2477645,C33H5.13,WBGene00016379,Public name for WBGene00016379. History: N.A.
18356,A_12_P112992,wb|Y111B2A.16,Y111B2A.16,Y111B2A.16,chrIII:12671501-12671442,Unknown,1.249706,Y111B2A.16,WBGene00006389,Sequence name for WBGene00006389(taf-7.2). History: N.A.
12968,A_12_P100832,wb|T08B1.2b|wb|T08B1.2a,T08B1.2b,T08B1.2b,chrV:1989914-1989855,Unknown,1.250972,,,
19408,A_12_P107571,wb|C15H9.7.2|wb|C15H9.7.1,C15H9.7.2,C15H9.7.2,chrX:6107012-6106953,kynureninase [C15H9.7.2],1.2565708,,,
16853,A_12_P105672,wb|Y48G1C.6,Y48G1C.6,Y48G1C.6,chrI:85111-85052,Unknown,1.2618889,Y48G1C.6,WBGene00021679,Public name for WBGene00021679. History: N.A.
1583,A_12_P101109,wb|D2096.11|wb|M116.5,D2096.11,D2096.11,chrIV:8415009-8414950,Unknown,1.2643892,D2096.11,WBGene00017078,Public name for WBGene00017078. History: N.A.
9769,A_12_P117475,wb|Y37E11AR.3b,Y37E11AR.3b,Y37E11AR.3b,chrIV:3735939-3735880,Unknown,1.2661439,Y37E11AR.3b,WBGene00021370,Molecule name for WBGene00021370(nape-2). History: N.A.
3301,A_12_P103799,wb|W02A2.1.2|wb|W02A2.1.1,W02A2.1.2,W02A2.1.2,chrIV:13326224-13326283,Fatty acid desaturase [W02A2.1.2],1.2667422,,,
6394,A_12_P120348,wb|Y71F9B.3.1|wb|Y71F9B.3.2,Y71F9B.3.1,Y71F9B.3.1,chrI:2731381-2731440,Unknown,1.2690867,Y71F9B.3.1,WBGene00022127,Molecule name for WBGene00022127(yop-1). History: N.A.
16122,A_12_P106073,wb|F08F3.3.1|wb|F08F3.3.2,F08F3.3.1,F08F3.3.1,chrV:5429931-5430041,blood group RH(D) polypeptide [F08F3.3.1],1.2710366,F08F3.3.1,WBGene00004358,Molecule name for WBGene00004358(rhr-1). History: N.A.
21237,A_12_P104361,wb|T28D6.3,T28D6.3,T28D6.3,chrIII:11368103-11368214,Unknown,1.2781545,T28D6.3,WBGene00012123,Public name for WBGene00012123. History: N.A.
21911,A_12_P100424,wb|C50F4.5,C50F4.5,C50F4.5,chrV:9548755-9548814,histone H2B [C50F4.5],1.2835217,C50F4.5,WBGene00001915,Sequence name for WBGene00001915(his-41). History: N.A.
9715,A_12_P110675,wb|Y60A3A.18,Y60A3A.18,Y60A3A.18,chrV:19922844-19922903,Unknown,1.2840345,Y60A3A.18,WBGene00004810,Sequence name for WBGene00004810(skr-4). History: N.A.
1265,A_12_P117138,wb|Y57A10A.11,Y57A10A.11,Y57A10A.11,chrII:12175831-12175890,Unknown,1.2845929,Y57A10A.11,WBGene00004394,Sequence name for WBGene00004394(rol-1). History: N.A.
10048,A_12_P101278,wb|Y73C8C.2,Y73C8C.2,Y73C8C.2,chrV:3119990-3120049,Unknown,1.2895334,Y73C8C.2,WBGene00022261,Sequence name for WBGene00022261(clec-210). History: N.A.
21369,A_12_P106569,wb|F35B12.4,F35B12.4,F35B12.4,chrV:11611894-11611835,serine protease inhibitor [F35B12.4],1.2897258,F35B12.4,WBGene00009384,Sequence name for WBGene00009384(piit-1). History: N.A.
10839,A_12_P100435,wb|C46G7.1,C46G7.1,C46G7.1,chrIV:6019522-6019581,Unknown,1.2923331,C46G7.1,WBGene00016721,Public name for WBGene00016721. History: N.A.
7852,A_12_P106558,wb|C23H3.2a,C23H3.2a,C23H3.2a,chrII:64223-64282,Unknown,1.293828,C23H3.2a,WBGene00016018,Molecule name for WBGene00016018(C23H3.2). History: N.A.
765,A_12_P110340,wb|Y18D10A.23,Y18D10A.23,Y18D10A.23,chrI:12875217-12875158,Unknown,1.2949691,Y18D10A.23,WBGene00012487,Public name for WBGene00012487. History: N.A.
13674,A_12_P105616,wb|F30B5.7,F30B5.7,F30B5.7,chrIV:4229262-4229203,Unknown,1.2954478,F30B5.7,WBGene00017936,Sequence name for WBGene00017936(zipt-2.2). History: N.A.
14259,A_12_P100316,wb|ZK1127.10.2|wb|ZK1127.10.3|wb|ZK1127.10.1,ZK1127.10.2,ZK1127.10.2,chrII:7056171-7056112,cystathionine gamma-lyase [ZK1127.10.2],1.2960994,,,
9608,A_12_P109701,wb|ZK112.2,ZK112.2,ZK112.2,chrIII:7737547-7737606,xnf7 [ZK112.2],1.2967889,ZK112.2,WBGene00003559,Sequence name for WBGene00003559(ncl-1). History: N.A.
18444,A_12_P104412,wb|F22A3.6a,F22A3.6a,F22A3.6a,chrX:6533566-6533507,Unknown,1.3027904,F22A3.6a,WBGene00017691,Molecule name for WBGene00017691(ilys-5). History: N.A.
4457,A_12_P100944,wb|R01E6.3b,R01E6.3b,R01E6.3b,chrX:13544408-13544467,carbonic anhydrase [R01E6.3b],1.305686,R01E6.3b,WBGene00000282,Molecule name for WBGene00000282(cah-4). History: N.A.
11487,A_12_P114326,wb|F57B1.4.1|wb|F57B1.4.2|wb|F57B1.4.3,F57B1.4.1,F57B1.4.1,chrV:13203657-13203598,collagen [F57B1.4.1],1.3077241,F57B1.4.1,WBGene00000733,Molecule name for WBGene00000733(col-160). History: N.A.
10851,A_12_P114130,wb|M4.1,M4.1,M4.1,chrIV:3217602-3217661,Unknown,1.3100375,M4.1,WBGene00019766,Sequence name for WBGene00019766(slmp-1). History: N.A.
11830,A_12_P103855,wb|ZK669.3,ZK669.3,ZK669.3,chrII:7942393-7942452,Unknown,1.3143876,ZK669.3,WBGene00014053,Public name for WBGene00014053. History: N.A.
18455,A_12_P101259,wb|F20A1.10.1|wb|F20A1.10.2,F20A1.10.1,F20A1.10.1,chrV:7055451-7055392,Unknown,1.3151684,F20A1.10.1,WBGene00017621,Molecule name for WBGene00017621(txt-17). History: N.A.
13161,A_12_P109534,wb|T10H9.5b|wb|T10H9.5a.2|wb|T10H9.5a.3|wb|T10H9.5a.1,T10H9.5b,T10H9.5b,chrV:6664943-6664884,ABC transporter [T10H9.5a.2],1.3157535,,,
22086,A_12_P103012,wb|F59A7.2,F59A7.2,F59A7.2,chrV:2015875-2015770,Unknown,1.3206129,F59A7.2,WBGene00019090,Public name for WBGene00019090. History: N.A.
10976,A_12_P112439,wb|K08B4.6,K08B4.6,K08B4.6,chrIV:6092768-6092709,protease inhibitor [K08B4.6],1.3248715,K08B4.6,WBGene00000535,Sequence name for WBGene00000535(cpi-1). History: Renamed on 2006-01-04
22163,A_12_P117374,wb|F23H12.9,F23H12.9,F23H12.9,chrV:12368327-12368386,Unknown,1.3253524,F23H12.9,WBGene00009097,Sequence name for WBGene00009097(fipr-2). History: N.A.
13510,A_12_P110282,wb|F32G8.6,F32G8.6,F32G8.6,chrV:10568761-10568820,GTP cyclohydrolase I [F32G8.6],1.3257968,F32G8.6,WBGene00000298,Sequence name for WBGene00000298(cat-4). History: N.A.
15757,A_12_P114512,wb|C24F3.6.1|wb|C24F3.6.2,C24F3.6.1,C24F3.6.1,chrIV:10217272-10217331,CUTICLE COLLAGEN 1 [C24F3.6.1],1.3334817,C24F3.6.1,WBGene00000698,Molecule name for WBGene00000698(col-124). History: N.A.
18397,A_12_P110546,wb|Y77E11A.15.1|wb|Y77E11A.15.2,Y77E11A.15.1,Y77E11A.15.1,chrIV:1459944-1459885,Unknown,1.3352134,Y77E11A.15.1,WBGene00000680,Molecule name for WBGene00000680(col-106). History: N.A.
1077,A_12_P104235,wb|W08G11.4,W08G11.4,W08G11.4,chrV:16368380-16368439,RTS1 PROTEIN (SCS1 PROTEIN) [W08G11.4],1.3366644,W08G11.4,WBGene00012348,Sequence name for WBGene00012348(pptr-1). History: N.A.
5234,A_12_P109307,wb|Y43C5A.6a.2,Y43C5A.6a.2,Y43C5A.6a.2,chrIV:10281741-10281682,Helix-hairpin-helix motif. [Y43C5A.6a.2],1.3369076,,,
11287,A_12_P114963,wb|F41F3.2,F41F3.2,F41F3.2,chrV:4646649-4646708,Unknown,1.3369126,F41F3.2,WBGene00004928,Sequence name for WBGene00004928(soc-1). History: N.A.
6516,A_12_P103481,wb|F20A1.1,F20A1.1,F20A1.1,chrV:7054643-7054702,Unknown,1.3429577,F20A1.1,WBGene00017613,Public name for WBGene00017613. History: N.A.
22407,A_12_P115447,wb|W10C8.5.2|wb|W10C8.5.1,W10C8.5.2,W10C8.5.2,chrI:2854136-2854077,ATP transferase [W10C8.5.2],1.3439211,W10C8.5.2,WBGene00021128,Molecule name for WBGene00021128(W10C8.5). History: N.A.
6660,A_12_P111695,wb|F28F8.2.4|wb|F28F8.2.1|wb|F28F8.2.3|wb|F28F8.2.2,F28F8.2.4,F28F8.2.4,chrV:15572387-15572446,long-chain-fatty-acid-CoA ligase [F28F8.2.4],1.3446634,,,
2910,A_12_P112137,wb|R07E5.4,R07E5.4,R07E5.4,chrIII:4395926-4396258,Glutaredoxin [R07E5.4],1.3455321,R07E5.4,WBGene00011112,Public name for WBGene00011112. History: N.A.
15688,A_12_P101891,wb|F45G2.8,F45G2.8,F45G2.8,chrIII:13434693-13434589,Unknown,1.3456163,F45G2.8,WBGene00009734,Public name for WBGene00009734. History: N.A.
755,A_12_P108647,wb|F11E6.5.1|wb|F11E6.5.2,F11E6.5.1,F11E6.5.1,chrIV:17466288-17466229,GNS1/SUR4 family [F11E6.5.1],1.3457896,F11E6.5.1,WBGene00001240,Molecule name for WBGene00001240(elo-2). History: N.A.
15864,A_12_P114862,wb|F14F7.1.1|wb|F14F7.1.2|wb|F14F7.1.3,F14F7.1.1,F14F7.1.1,chrIII:13019653-13019712,collagen [F14F7.1.1],1.3467305,F14F7.1.1,WBGene00000673,Molecule name for WBGene00000673(col-98). History: N.A.
17652,A_12_P109849,wb|C34C12.5.2|wb|C34C12.5.3|wb|C34C12.5.4|wb|C34C12.5.1,C34C12.5.2,C34C12.5.2,chrIII:3473556-3473615,RSP1 protein [C34C12.5.2],1.3468139,C34C12.5.2,WBGene00007924,Molecule name for WBGene00007924(rsu-1). History: N.A.
12331,A_12_P103189,wb|K03E6.6,K03E6.6,K03E6.6,chrX:1079554-1079495,Profilin [K03E6.6],1.3495054,K03E6.6,WBGene00003991,Sequence name for WBGene00003991(pfn-3). History: N.A.
7720,A_12_P108633,wb|C16C8.12,C16C8.12,C16C8.12,chrII:3453179-3453238,Unknown,1.3505282,C16C8.12,WBGene00015850,Public name for WBGene00015850. History: N.A.
1889,A_12_P103349,wb|D1037.3.2|wb|D1037.3.1,D1037.3.2,D1037.3.2,chrI:3680351-3680292,ferritin [D1037.3.2],1.352528,,,
7660,A_12_P100639,wb|Y41D4B.16,Y41D4B.16,Y41D4B.16,chrIV:1563939-1563998,Unknown,1.3536718,Y41D4B.16,WBGene00021518,Sequence name for WBGene00021518(hpo-6). History: N.A.
19022,A_12_P105512,wb|F40F4.2,F40F4.2,F40F4.2,chrX:3261269-3261374,fatty acid-binding protein [F40F4.2],1.355515,F40F4.2,WBGene00002254,Sequence name for WBGene00002254(lbp-2). History: N.A.
9335,A_12_P108934,wb|M88.1.1|wb|M88.1.2,M88.1.1,M88.1.1,chrIII:4537421-4537362,UDP-glucuronosyltransferase [M88.1.1],1.3562169,M88.1.1,WBGene00010904,Molecule name for WBGene00010904(ugt-62). History: N.A.
17622,A_12_P104668,wb|F08G2.4,F08G2.4,F08G2.4,chrII:13830949-13831008,Unknown,1.3566798,F08G2.4,WBGene00008576,Public name for WBGene00008576. History: N.A.
7291,A_12_P108157,wb|Y48G9A.7,Y48G9A.7,Y48G9A.7,chrIII:2112328-2112387,Unknown,1.3576288,Y48G9A.7,WBGene00021701,Public name for WBGene00021701. History: N.A.
14740,A_12_P114701,wb|E04F6.3,E04F6.3,E04F6.3,chrII:7197247-7197306,Hydratase-dehydrogenase-epimerase [E04F6.3],1.358469,E04F6.3,WBGene00017123,Sequence name for WBGene00017123(maoc-1). History: N.A.
17306,A_12_P117176,wb|C31E10.7.1|wb|C31E10.7.2,C31E10.7.1,C31E10.7.1,chrX:14002628-14002798,cytochrome b5 [C31E10.7.1],1.3592628,C31E10.7.1,WBGene00007848,Molecule name for WBGene00007848(cytb-5.1). History: N.A.
14073,A_12_P104643,wb|C45G9.6b,C45G9.6b,C45G9.6b,chrIII:5037669-5037728,Unknown,1.3610626,C45G9.6b,WBGene00016677,Molecule name for WBGene00016677(C45G9.6). History: N.A.
13855,A_12_P104644,wb|T21F4.1,T21F4.1,T21F4.1,chrX:5631636-5631695,Unknown,1.362178,T21F4.1,WBGene00020658,Sequence name for WBGene00020658(argn-1). History: N.A.
3766,A_12_P102053,wb|B0454.5,B0454.5,B0454.5,chrII:3040687-3040746,Unknown,1.3640615,B0454.5,WBGene00015196,Public name for WBGene00015196. History: N.A.
13270,A_12_P119643,wb|C36A4.5|wb|F25D7.4,C36A4.5,C36A4.5,chrIII:3847287-3847346,claustrin like [C36A4.5],1.3681452,C36A4.5,WBGene00007966,Sequence name for WBGene00007966(maph-1.3). History: N.A.
21125,A_12_P120208,wb|F08D12.1.2|wb|F08D12.1.1,F08D12.1.2,F08D12.1.2,chrII:2793114-2793173,signal recognition particle protein [F08D12.1.2],1.3683895,,,
5018,A_12_P104822,wb|F25H2.11.2|wb|F25H2.11.3|wb|F25H2.11.1,F25H2.11.2,F25H2.11.2,chrI:10577933-10577992,TCTP protein [F25H2.11.2],1.3694403,,,
18757,A_12_P117207,wb|Y73C8B.3,Y73C8B.3,Y73C8B.3,chrV:3191342-3191283,Unknown,1.3709345,Y73C8B.3,WBGene00022260,Public name for WBGene00022260. History: N.A.
3469,A_12_P115066,wb|F56A8.7b.1|wb|F56A8.7b.2,F56A8.7b.1,F56A8.7b.1,chrIII:13280164-13283352,Syntaxin [F56A8.7b.1],1.3729076,F56A8.7b.1,WBGene00006798,Molecule name for WBGene00006798(unc-64). History: Renamed on 2010-04-16
701,A_12_P116548,wb|F31E3.1.2,F31E3.1.2,F31E3.1.2,chrIII:6981639-6981698,Unknown,1.3736165,,,
19726,A_12_P119275,,A_12_P119275,A_12_P119275,chrIV:002314689-002314630,Unknown,1.3738599,,,
3046,A_12_P111761,wb|F42A10.3,F42A10.3,F42A10.3,chrIII:6155109-6155050,Unknown,1.375628,F42A10.3,WBGene00018340,Sequence name for WBGene00018340(anmt-2). History: N.A.
21106,A_12_P103246,wb|F55C10.2,F55C10.2,F55C10.2,chrV:11388890-11388949,collagen [F55C10.2],1.3815452,F55C10.2,WBGene00000727,Sequence name for WBGene00000727(col-154). History: N.A.
3131,A_12_P115971,wb|ZK6.11b|wb|ZK6.11a,ZK6.11b,ZK6.11b,chrV:415815-415756,Unknown,1.383454,ZK6.11b,WBGene00022645,Molecule name for WBGene00022645(ZK6.11). History: N.A.
19654,A_12_P114547,wb|Y63D3A.6a.1|wb|Y63D3A.6a.2|wb|Y63D3A.6b,Y63D3A.6a.1,Y63D3A.6a.1,chrI:14116150-14116091,DnaJ domain [Y63D3A.6a.1],1.3861938,Y63D3A.6a.1,WBGene00001047,Molecule name for WBGene00001047(dnj-29). History: N.A.
5450,A_12_P101637,wb|F53A9.8,F53A9.8,F53A9.8,chrX:8718641-8718582,Unknown,1.3870995,F53A9.8,WBGene00018731,Public name for WBGene00018731. History: N.A.
4538,A_12_P104473,wb|M57.1,M57.1,M57.1,chrIV:3538665-3538973,Unknown,1.3916705,M57.1,WBGene00019777,Public name for WBGene00019777. History: N.A.
14227,A_12_P107228,wb|F56B3.1,F56B3.1,F56B3.1,chrIV:762535-762476,Unknown,1.3927534,F56B3.1,WBGene00000677,Sequence name for WBGene00000677(col-103). History: N.A.
8270,A_12_P111433,wb|C44B11.3.2|wb|C44B11.3.1|wb|C44B11.3.3,C44B11.3.2,C44B11.3.2,chrIII:3131704-3131645,alpha tubulin [C44B11.3.2],1.3936822,,,
4274,A_12_P106856,wb|T11F8.4,T11F8.4,T11F8.4,chrIV:5474246-5474187,protein kinase [T11F8.4],1.3942683,T11F8.4,WBGene00020435,Public name for WBGene00020435. History: N.A.
5090,A_12_P118395,wb|ZK520.5.1|wb|ZK520.5.2,ZK520.5.1,ZK520.5.1,chrIII:13693173-13693232,Peptidyl-prolyl cis-trans isomerases [ZK520.5.1],1.3994331,ZK520.5.1,WBGene00000878,Molecule name for WBGene00000878(cyn-2). History: N.A.
15907,A_12_P108875,wb|W01A11.4,W01A11.4,W01A11.4,chrV:6491012-6490953,galaptin (S-lectin) [W01A11.4],1.4010739,W01A11.4,WBGene00002273,Sequence name for WBGene00002273(lec-10). History: N.A.
1992,A_12_P103969,wb|Y111B2A.18.2|wb|Y111B2A.18.1|wb|Y111B2A.18.3,Y111B2A.18.2,Y111B2A.18.2,chrIII:12686401-12686342,splicing factor [Y111B2A.18.2],1.4012946,Y111B2A.18.2,WBGene00004700,Molecule name for WBGene00004700(rsp-3). History: N.A.
6801,A_12_P116195,wb|F46E10.11,F46E10.11,F46E10.11,chrV:6534747-6534688,Unknown,1.4018092,F46E10.11,WBGene00018492,Sequence name for WBGene00018492(hpo-26). History: N.A.
15364,A_12_P102966,wb|F52E1.7b|wb|F52E1.7a,F52E1.7b,F52E1.7b,chrV:8387548-8387489,heat shock protein [F52E1.7a],1.4042273,F52E1.7b,WBGene00002021,Molecule name for WBGene00002021(hsp-17). History: N.A.
18262,A_12_P115451,wb|F30B5.4.2|wb|F30B5.4.3|wb|F30B5.4.1,F30B5.4.2,F30B5.4.2,chrIV:4218000-4218059,Unknown,1.405854,,,
446,A_12_P119460,wb|F25B4.9,F25B4.9,F25B4.9,chrV:5703553-5703612,Unknown,1.4086099,F25B4.9,WBGene00017772,Sequence name for WBGene00017772(clec-1). History: N.A.
18702,A_12_P109048,wb|ZC204.2,ZC204.2,ZC204.2,chrII:1665666-1665725,homeobox protein [ZC204.2],1.4114065,ZC204.2,WBGene00022554,Sequence name for WBGene00022554(duxl-1). History: Renamed on 2011-09-30; Renamed on 2011-10-14
15868,A_12_P109899,wb|T03F1.11,T03F1.11,T03F1.11,chrI:3854084-3854143,Unknown,1.4135675,T03F1.11,WBGene00020192,Public name for WBGene00020192. History: N.A.
11430,A_12_P113627,wb|Y54G2A.3,Y54G2A.3,Y54G2A.3,chrIV:3014203-3014262,Unknown,1.4215012,Y54G2A.3,WBGene00021869,Sequence name for WBGene00021869(vrp-1). History: N.A.
15863,A_12_P102590,wb|F57B1.3,F57B1.3,F57B1.3,chrV:13201588-13201529,collagen [F57B1.3],1.4251171,F57B1.3,WBGene00000732,Sequence name for WBGene00000732(col-159). History: N.A.
22544,A_12_P107641,wb|F26F12.1,F26F12.1,F26F12.1,chrV:5838524-5838465,cuticular collagen [F26F12.1],1.4265251,F26F12.1,WBGene00000713,Sequence name for WBGene00000713(col-140). History: N.A.
3679,A_12_P109907,wb|C54D10.1,C54D10.1,C54D10.1,chrV:12417379-12417320,glutathione S-transferase [C54D10.1],1.4294069,C54D10.1,WBGene00008296,Sequence name for WBGene00008296(cdr-2). History: N.A.
7240,A_12_P114060,wb|C56E6.1,C56E6.1,C56E6.1,chrII:6540041-6540100,Unknown,1.4303671,C56E6.1,WBGene00006522,"Sequence name for WBGene00006522(abcx-1). History: Split into ""WBGene00195085"" on 2010-05-06. Public name for Dead gene WBGene00016969. History of WBGene00016969: Merged into ""WBGene00006522"" on 2005-10-05"
6173,A_12_P111039,wb|F56H9.2.2|wb|F56H9.2.1,F56H9.2.2,F56H9.2.2,chrV:12640748-12640807,Unknown,1.4335012,,,
3074,A_12_P101809,wb|Y41E3.8,Y41E3.8,Y41E3.8,chrIV:15028415-15028356,Unknown,1.4345875,Y41E3.8,WBGene00012766,Public name for WBGene00012766. History: N.A.
4850,A_12_P112590,wb|ZK1307.1a|wb|ZK1307.1b.2|wb|ZK1307.1b.1,ZK1307.1a,ZK1307.1a,chrII:9654377-9654318,Unknown,1.4381547,ZK1307.1a,WBGene00014244,Molecule name for WBGene00014244(ZK1307.1). History: N.A.
8870,A_12_P104251,wb|F45E4.8.2|wb|F45E4.8.1,F45E4.8.2,F45E4.8.2,chrIV:7642417-7642358,Unknown,1.4459865,,,
19775,A_12_P110403,wb|F11E6.3,F11E6.3,F11E6.3,chrIV:17470552-17470493,Unknown,1.4463537,F11E6.3,WBGene00008707,Sequence name for WBGene00008707(epic-1). History: N.A.
