# Table S5. WAGO 22G-RNA Targets,Related to Experimental Procedures,,,
Gene Name,Gene ID,Input,Suggested Match,History
K10B3.5,K10B3.5,K10B3.5,WBGene00019611,Public name for WBGene00019611. History: N.A.
Y73F8A.32,Y73F8A.32,Y73F8A.32,WBGene00013536,Public name for WBGene00013536. History: N.A.
C04E6.11,C04E6.11,C04E6.11,WBGene00015425,Public name for WBGene00015425. History: N.A.
R151.4,R151.4,R151.4,WBGene00020106,"Public name for Dead gene WBGene00020108. History of WBGene00020108: Merged into ""WBGene00020106"" on 2014-11-13"
F56F11.2,F56F11.2,F56F11.2,WBGene00018989,Public name for WBGene00018989. History: N.A.
glna-3,F30F8.2,glna-3,WBGene00009271,Public name for WBGene00009271. History: N.A.
B0261.8,B0261.8,B0261.8,WBGene00015096,Public name for WBGene00015096. History: N.A.
T20F5.5,T20F5.5,T20F5.5,WBGene00020627,Public name for WBGene00020627. History: N.A.
C36F7.5,C36F7.5,C36F7.5,WBGene00007986,Public name for WBGene00007986. History: N.A.
his-38,K03A1.6,his-38,WBGene00001912,Public name for WBGene00001912. History: N.A.
C09G1.3,C09G1.3,C09G1.3,WBGene00007485,Public name for WBGene00007485. History: N.A.
W05H5.2,W05H5.2,W05H5.2,WBGene00012284,Public name for WBGene00012284. History: N.A.
C36B1.9,C36B1.9,C36B1.9,WBGene00007976,Public name for WBGene00007976. History: N.A.
T22B2.2,T22B2.2,T22B2.2,WBGene00020666,Public name for WBGene00020666. History: N.A.
csb-1,F53H4.1,csb-1,WBGene00000803,Public name for WBGene00000803. History: N.A.
R10E4.9,R10E4.9,R10E4.9,WBGene00011205,Public name for WBGene00011205. History: N.A.
Y49G5B.1,Y49G5B.1,Y49G5B.1,WBGene00021732,Public name for WBGene00021732. History: N.A.
sre-23,ZK265.5,sre-23,WBGene00013957,Public name for WBGene00013957. History: N.A.
C41D11.6,C41D11.6,C41D11.6,WBGene00016565,Sequence name for WBGene00016565(sosi-1). History: N.A.
Y6D1A.2,Y6D1A.2,Y6D1A.2,WBGene00012396,Public name for WBGene00012396. History: N.A.
nhr-64,C45E1.1,nhr-64,WBGene00003654,Public name for WBGene00003654. History: N.A.
Y71G12B.5,Y71G12B.5,Y71G12B.5,WBGene00022145,"Public name for WBGene00022145. History: Split into ""WBGene00219273"" on 2011-10-03"
ZK682.2,ZK682.2,ZK682.2,WBGene00022788,Sequence name for WBGene00022788(slc-17.7). History: N.A.
T05G5.4,T05G5.4,T05G5.4,WBGene00011499,Public name for WBGene00011499. History: N.A.
F12D9.2,F12D9.2,F12D9.2,WBGene00017401,Public name for WBGene00017401. History: N.A.
Y44A6B.3,Y44A6B.3,Y44A6B.3,WBGene00012848,Public name for WBGene00012848. History: N.A.
R166.3,R166.3,R166.3,WBGene00011303,Public name for WBGene00011303. History: N.A.
lpl-1,ZC410.7,lpl-1,WBGene00003066,"Public name for WBGene00003066. History: Split into mrpl-42(WBGene00303009). History of WBGene00003066: Split into ""WBGene00303009"" on 2018-03-06"
sfxn-1.4,C47D12.3,sfxn-1.4,WBGene00008137,Public name for WBGene00008137. History: N.A.
ZK856.14,ZK856.14,ZK856.14,WBGene00044020,Public name for WBGene00044020. History: N.A.
F56D2.3,F56D2.3,F56D2.3,WBGene00018965,Public name for WBGene00018965. History: N.A.
F54B11.5,F54B11.5,F54B11.5,WBGene00010028,Public name for WBGene00010028. History: N.A.
F35E2.8,F35E2.8,F35E2.8,WBGene00009415,Public name for WBGene00009415. History: N.A.
Y34D9A.8,Y34D9A.8,Y34D9A.8,WBGene00021333,Public name for WBGene00021333. History: N.A.
Y62E10A.20,Y62E10A.20,Y62E10A.20,WBGene00044745,Public name for WBGene00044745. History: N.A.
jmjc-1,T28F2.4,jmjc-1,WBGene00020902,Public name for WBGene00020902. History: N.A.
F14D2.8,F14D2.8,F14D2.8,WBGene00017456,Public name for WBGene00017456. History: N.A.
C14C11.1,C14C11.1,C14C11.1,WBGene00015765,Public name for WBGene00015765. History: N.A.
Y34D9A.7,Y34D9A.7,Y34D9A.7,WBGene00021332,Public name for WBGene00021332. History: N.A.
F28C6.4,F28C6.4,F28C6.4,WBGene00009204,Sequence name for WBGene00009204(pigg-1). History: N.A.
F21G4.5,F21G4.5,F21G4.5,WBGene00009026,Public name for WBGene00009026. History: N.A.
M04F3.4,M04F3.4,M04F3.4,WBGene00019770,Public name for WBGene00019770. History: N.A.
math-17,C16C4.9,math-17,WBGene00015833,Public name for WBGene00015833. History: N.A.
F53C3.6,F53C3.6,F53C3.6,WBGene00018750,Public name for WBGene00018750. History: N.A.
F07B7.8,F07B7.8,F07B7.8,WBGene00017189,"Public name for WBGene00017189. History: Split into F07B7.17(WBGene00271799). History of WBGene00017189: Split into ""WBGene00271799"" on 2017-09-21"
F08G2.4,F08G2.4,F08G2.4,WBGene00008576,Public name for WBGene00008576. History: N.A.
K11H12.5,K11H12.5,K11H12.5,WBGene00019661,Public name for WBGene00019661. History: N.A.
Y71A12B.10,Y71A12B.10,Y71A12B.10,WBGene00013507,Public name for WBGene00013507. History: N.A.
T08D2.2,T08D2.2,T08D2.2,WBGene00011607,Public name for WBGene00011607. History: N.A.
ttr-20,F36A4.8,ttr-20,WBGene00018085,Public name for WBGene00018085. History: N.A.
ZK402.2,ZK402.2,ZK402.2,WBGene00022729,Public name for WBGene00022729. History: N.A.
fbxb-6,F07E5.1,fbxb-6,WBGene00017207,"Public name for WBGene00017207. History: Split into F07E5.12(WBGene00219315). History of WBGene00017207: Split into ""WBGene00219315"" on 2011-11-21"
R10F2.6,R10F2.6,R10F2.6,WBGene00019997,Public name for WBGene00019997. History: N.A.
C49C3.5,C49C3.5,C49C3.5,WBGene00008195,Sequence name for WBGene00008195(ceh-88). History: N.A.
Y32H12A.1,Y32H12A.1,Y32H12A.1,WBGene00021310,Public name for WBGene00021310. History: N.A.
T02H6.5,T02H6.5,T02H6.5,WBGene00020175,Public name for WBGene00020175. History: N.A.
F48G7.4,F48G7.4,F48G7.4,WBGene00018615,Public name for WBGene00018615. History: N.A.
Y20C6A.1,Y20C6A.1,Y20C6A.1,WBGene00012491,Public name for WBGene00012491. History: N.A.
F35H12.1,F35H12.1,F35H12.1,WBGene00018074,Public name for WBGene00018074. History: N.A.
ZK1098.7,ZK1098.7,ZK1098.7,WBGene00014224,Sequence name for WBGene00014224(mrps-23). History: N.A.
H10E21.4,H10E21.4,H10E21.4,WBGene00019184,Public name for WBGene00019184. History: N.A.
his-31,F17E9.12,his-31,WBGene00001905,Public name for WBGene00001905. History: N.A.
C03H5.5,C03H5.5,C03H5.5,WBGene00015407,Public name for WBGene00015407. History: N.A.
F33E2.5,F33E2.5,F33E2.5,WBGene00009361,Public name for WBGene00009361. History: N.A.
Y50D7A.5,Y50D7A.5,Y50D7A.5,WBGene00021755,Sequence name for WBGene00021755(hpo-38). History: N.A.
F16F9.4,F16F9.4,F16F9.4,WBGene00017515,Public name for WBGene00017515. History: N.A.
xbx-5,T24A11.2,xbx-5,WBGene00011974,Public name for WBGene00011974. History: N.A.
frm-10,F25H9.5,frm-10,WBGene00001496,Public name for WBGene00001496. History: N.A.
fbxb-81,T17A3.3,fbxb-81,WBGene00020541,Public name for WBGene00020541. History: N.A.
B0361.4,B0361.4,B0361.4,WBGene00015158,Public name for WBGene00015158. History: N.A.
csp-3,Y47H9C.6,csp-3,WBGene00000821,Public name for WBGene00000821. History: N.A.
K11H12.9,K11H12.9,K11H12.9,WBGene00019665,Public name for WBGene00019665. History: N.A.
pll-1,K10F12.3,pll-1,WBGene00004045,Public name for WBGene00004045. History: N.A.
str-211,C02E7.13,str-211,WBGene00006244,Public name for WBGene00006244. History: N.A.
Y73E7A.8,Y73E7A.8,Y73E7A.8,WBGene00022274,Public name for WBGene00022274. History: N.A.
nhr-98,M02H5.6,nhr-98,WBGene00003688,Public name for WBGene00003688. History: N.A.
F42G9.4,F42G9.4,F42G9.4,WBGene00018363,Sequence name for WBGene00018363(nlp-52). History: N.A.
lgc-29,Y45G5AL.2,lgc-29,WBGene00044528,Public name for WBGene00044528. History: N.A.
AC8.11,AC8.11,AC8.11,WBGene00043989,Public name for WBGene00043989. History: N.A.
him-18,T04A8.15,him-18,WBGene00011415,Public name for WBGene00011415. History: Renamed on 2010-05-07
ric-4,Y22F5A.3,ric-4,WBGene00004364,Public name for WBGene00004364. History: Renamed on 2004-09-23
R151.1,R151.1,R151.1,WBGene00020106,Public name for WBGene00020106. History: N.A.
T03G6.3,T03G6.3,T03G6.3,WBGene00020195,Public name for WBGene00020195. History: N.A.
Y11D7A.7,Y11D7A.7,Y11D7A.7,WBGene00012431,Public name for WBGene00012431. History: N.A.
his-5,F45F2.3,his-5,WBGene00001879,Public name for WBGene00001879. History: N.A.
frm-1,ZK270.2,frm-1,WBGene00001488,Public name for WBGene00001488. History: N.A.
ZK1055.7,ZK1055.7,ZK1055.7,WBGene00022848,Public name for WBGene00022848. History: N.A.
F41E7.3,F41E7.3,F41E7.3,WBGene00009619,Sequence name for WBGene00009619(npr-6). History: N.A.
srz-64,Y57G7A.7,srz-64,WBGene00021970,Public name for WBGene00021970. History: N.A.
F02D10.6,F02D10.6,F02D10.6,WBGene00008526,Public name for WBGene00008526. History: N.A.
Y53F4B.10,Y53F4B.10,Y53F4B.10,WBGene00013157,Public name for WBGene00013157. History: N.A.
Y69A2AR.20,Y69A2AR.20,Y69A2AR.20,,"Sequence name for Suppressed gene WBGene00022091. Molecular name for Suppressed gene WBGene00022091. Other name for Dead gene WBGene00043794. Public name for Suppressed gene WBGene00022091. History of WBGene00022091: Killed on 2004-06-22; Killed on 2011-01-21; Suppressed on 2013-07-30. Remark: [050610 pad] Automatic assignment of Sequence_name connection using info taken from Public_name tags....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.. History of WBGene00043794: Killed on 2004-10-04; Merged into ""WBGene00022091"" on 2005-07-06. Remark: The corresponding CDS object for this gene had been created and removed before WormBase introduced the concept of unique gene identifiers.  This (dead) gene object exists as an attempt to make sure that a gene ID exists for every worm gene prediction that has ever existed."
cdh-3,ZK112.7,cdh-3,WBGene00000395,Public name for WBGene00000395. History: N.A.
alh-5,T08B1.3,alh-5,WBGene00000111,Public name for WBGene00000111. History: N.A.
C27D6.4,C27D6.4,C27D6.4,WBGene00016162,Sequence name for WBGene00016162(crh-2). History: N.A.
H05C05.4,H05C05.4,H05C05.4,WBGene00194747,Public name for WBGene00194747. History: N.A.
C03B8.2,C03B8.2,C03B8.2,WBGene00015385,Public name for WBGene00015385. History: N.A.
faah-6,Y41C4A.2,faah-6,WBGene00012750,Public name for WBGene00012750. History: N.A.
nfm-1,F42A10.2,nfm-1,WBGene00003593,Public name for WBGene00003593. History: N.A.
Y34B4A.2,Y34B4A.2,Y34B4A.2,WBGene00021319,Public name for WBGene00021319. History: N.A.
cpin-1,F38E11.3,cpin-1,WBGene00000775,Public name for WBGene00000775. History: Renamed on 2006-01-04
spd-3,H34C03.1,spd-3,WBGene00004954,Public name for WBGene00004954. History: N.A.
F56B3.9,F56B3.9,F56B3.9,WBGene00018933,Public name for WBGene00018933. History: N.A.
Y9D1A.1,Y9D1A.1,Y9D1A.1,WBGene00021186,Public name for WBGene00021186. History: N.A.
Y54G11B.1,Y54G11B.1,Y54G11B.1,WBGene00013222,Sequence name for WBGene00013222(dmsr-6). History: N.A.
Y38F2AL.6,Y38F2AL.6,Y38F2AL.6,WBGene00021418,Public name for WBGene00021418. History: N.A.
Y48G1BM.7,Y48G1BM.7,Y48G1BM.7,WBGene00021672,Public name for WBGene00021672. History: N.A.
ZK1128.7,ZK1128.7,ZK1128.7,WBGene00014233,Public name for WBGene00014233. History: N.A.
clec-125,W09G10.6,clec-125,WBGene00021118,Public name for WBGene00021118. History: N.A.
VH15N14R.1,VH15N14R.1,VH15N14R.1,WBGene00012151,Public name for WBGene00012151. History: N.A.
W08F4.7,W08F4.7,W08F4.7,WBGene00021096,Public name for WBGene00021096. History: N.A.
Y54E10A.17,Y54E10A.17,Y54E10A.17,WBGene00021835,Public name for WBGene00021835. History: N.A.
Y71A12B.3,Y71A12B.3,Y71A12B.3,WBGene00013501,Public name for WBGene00013501. History: N.A.
ins-5,ZK84.3,ins-5,WBGene00002088,Public name for WBGene00002088. History: N.A.
nhr-58,R11G11.2,nhr-58,WBGene00003648,Public name for WBGene00003648. History: N.A.
F52C12.4,F52C12.4,F52C12.4,WBGene00018681,Sequence name for WBGene00018681(denn-4). History: N.A.
F10E9.10,F10E9.10,F10E9.10,WBGene00017359,Public name for WBGene00017359. History: N.A.
F32D1.11,F32D1.11,F32D1.11,WBGene00044530,Public name for WBGene00044530. History: N.A.
Y47D3A.22,Y47D3A.22,Y47D3A.22,WBGene00012933,Sequence name for WBGene00012933(mib-1). History: N.A.
unc-103,C30D11.1,unc-103,WBGene00006830,Public name for WBGene00006830. History: N.A.
Y37H9A.2,Y37H9A.2,Y37H9A.2,WBGene00012577,Public name for WBGene00012577. History: N.A.
Y57G11C.31,Y57G11C.31,Y57G11C.31,WBGene00013321,Public name for WBGene00013321. History: N.A.
Y51A2A.5,Y51A2A.5,Y51A2A.5,WBGene00013061,Public name for WBGene00013061. History: N.A.
C06H2.3,C06H2.3,C06H2.3,WBGene00007387,Sequence name for WBGene00007387(jmjd-5). History: N.A.
F13C5.1,F13C5.1,F13C5.1,WBGene00017422,Public name for WBGene00017422. History: N.A.
F13H6.4,F13H6.4,F13H6.4,WBGene00017432,Public name for WBGene00017432. History: N.A.
lsy-2,F49H12.1,lsy-2,WBGene00003087,Public name for WBGene00003087. History: N.A.
C56G2.3,C56G2.3,C56G2.3,WBGene00016978,"Public name for WBGene00016978. History: Split into C56G2.22(WBGene00303050). History of WBGene00016978: Split into ""WBGene00303050"" on 2018-03-02"
dgn-2,F56C3.6,dgn-2,WBGene00018943,Public name for WBGene00018943. History: N.A.
C32E12.1,C32E12.1,C32E12.1,WBGene00016327,Public name for WBGene00016327. History: N.A.
F26E4.6,F26E4.6,F26E4.6,WBGene00009161,Sequence name for WBGene00009161(cox-7C). History: N.A.
clk-1,ZC395.2,clk-1,WBGene00000536,Public name for WBGene00000536. History: N.A.
mksr-2,Y38F2AL.2,mksr-2,WBGene00021416,Public name for WBGene00021416. History: N.A.
F22E12.1,F22E12.1,F22E12.1,WBGene00009058,Public name for WBGene00009058. History: N.A.
W06D11.4,W06D11.4,W06D11.4,WBGene00012302,Sequence name for WBGene00012302(dot-1.3). History: N.A.
C33A12.7,C33A12.7,C33A12.7,WBGene00007886,Sequence name for WBGene00007886(ethe-1). History: N.A.
T07C12.12,T07C12.12,T07C12.12,WBGene00011576,Sequence name for WBGene00011576(rmh-2). History: N.A.
C06A6.5,C06A6.5,C06A6.5,WBGene00015510,Sequence name for WBGene00015510(erp-44.2). History: N.A.
W02B12.13,W02B12.13,W02B12.13,WBGene00043534,Public name for WBGene00043534. History: Killed on 2004-10-04; Resurrected on 2007-01-29
C10E2.1,C10E2.1,C10E2.1,WBGene00015672,Public name for WBGene00015672. History: N.A.
K09D9.12,K09D9.12,K09D9.12,WBGene00019569,Public name for WBGene00019569. History: N.A.
R03H10.6,R03H10.6,R03H10.6,WBGene00019858,Public name for WBGene00019858. History: N.A.
C44B12.3,C44B12.3,C44B12.3,WBGene00016637,Public name for WBGene00016637. History: N.A.
shk-1,ZK1321.2,shk-1,WBGene00014261,Public name for WBGene00014261. History: N.A.
E02H9.2,E02H9.2,E02H9.2,WBGene00017100,Public name for WBGene00017100. History: N.A.
Y34B4A.7,Y34B4A.7,Y34B4A.7,WBGene00021323,Public name for WBGene00021323. History: N.A.
F26D2.16,F26D2.16,F26D2.16,WBGene00009154,Public name for WBGene00009154. History: N.A.
F34D6.1,F34D6.1,F34D6.1,WBGene00018021,Public name for WBGene00018021. History: N.A.
Y55F3C.10,Y55F3C.10,Y55F3C.10,WBGene00044460,Public name for WBGene00044460. History: N.A.
Y46G5A.34,Y46G5A.34,Y46G5A.34,WBGene00012919,Public name for WBGene00012919. History: N.A.
K08B4.5,K08B4.5,K08B4.5,WBGene00019517,Public name for WBGene00019517. History: N.A.
K09B11.5,K09B11.5,K09B11.5,WBGene00010712,Public name for WBGene00010712. History: N.A.
T21B4.17,T21B4.17,T21B4.17,WBGene00044032,Sequence name for WBGene00044032(ceh-99). History: N.A.
Y48C3A.1,Y48C3A.1,Y48C3A.1,WBGene00012985,Public name for WBGene00012985. History: N.A.
R04A9.5,R04A9.5,R04A9.5,WBGene00019864,Sequence name for WBGene00019864(ceh-93). History: N.A.
K02B7.3,K02B7.3,K02B7.3,WBGene00010491,Public name for WBGene00010491. History: N.A.
F22E5.13,F22E5.13,F22E5.13,WBGene00017711,Public name for WBGene00017711. History: N.A.
fbxa-166,C08E3.9,fbxa-166,WBGene00015601,Public name for WBGene00015601. History: N.A.
T24F1.3,T24F1.3,T24F1.3,WBGene00011995,Sequence name for WBGene00011995(rsf-1). History: Renamed on 2013-01-22
Y57A10B.6,Y57A10B.6,Y57A10B.6,WBGene00013278,Public name for WBGene00013278. History: N.A.
K11D2.1,K11D2.1,K11D2.1,WBGene00010768,Public name for WBGene00010768. History: N.A.
mtk-1,B0414.7,mtk-1,WBGene00003472,Public name for WBGene00003472. History: N.A.
B0207.5,B0207.5,B0207.5,WBGene00015028,Public name for WBGene00015028. History: N.A.
glit-1,F55D10.3,glit-1,WBGene00018878,Public name for WBGene00018878. History: Renamed on 2019-05-20
F49C5.4,F49C5.4,F49C5.4,WBGene00009867,Public name for WBGene00009867. History: N.A.
C40A11.7,C40A11.7,C40A11.7,WBGene00016550,Public name for WBGene00016550. History: N.A.
F59D12.2,F59D12.2,F59D12.2,WBGene00010330,Public name for WBGene00010330. History: N.A.
F17C11.11,F17C11.11,F17C11.11,WBGene00008922,Public name for WBGene00008922. History: N.A.
fbxb-108,F08D12.6,fbxb-108,WBGene00017249,Public name for WBGene00017249. History: N.A.
F55C9.6,F55C9.6,F55C9.6,WBGene00010103,Public name for WBGene00010103. History: N.A.
Y47G6A.19,Y47G6A.19,Y47G6A.19,WBGene00021645,Public name for WBGene00021645. History: N.A.
mes-1,F54F7.5,mes-1,WBGene00003219,Public name for WBGene00003219. History: N.A.
ZK1128.1,ZK1128.1,ZK1128.1,WBGene00014227,Public name for WBGene00014227. History: N.A.
cutl-10,Y53H1B.1,cutl-10,WBGene00013180,Public name for WBGene00013180. History: N.A.
Y67D8B.4,Y67D8B.4,Y67D8B.4,WBGene00022063,Sequence name for WBGene00022063(nlp-81). History: N.A.
JC8.4,JC8.4,JC8.4,WBGene00010436,Public name for WBGene00010436. History: N.A.
Y41D4A.8,Y41D4A.8,Y41D4A.8,WBGene00021510,Sequence name for WBGene00021510(frpr-19). History: N.A.
bath-9,Y49F6C.3,bath-9,WBGene00021725,Public name for WBGene00021725. History: N.A.
acs-16,F47G6.2,acs-16,WBGene00018579,Public name for WBGene00018579. History: N.A.
T01B6.1,T01B6.1,T01B6.1,WBGene00020134,Public name for WBGene00020134. History: N.A.
C55A6.12,C55A6.12,C55A6.12,WBGene00044019,Public name for WBGene00044019. History: N.A.
C49C3.8,C49C3.8,C49C3.8,WBGene00008198,Public name for WBGene00008198. History: N.A.
ZK84.4,ZK84.4,ZK84.4,WBGene00022651,Public name for WBGene00022651. History: Killed on 2005-07-26; Resurrected on 2007-10-29
K09F6.10,K09F6.10,K09F6.10,WBGene00019593,Public name for WBGene00019593. History: N.A.
K09E9.3,K09E9.3,K09E9.3,WBGene00010726,Public name for WBGene00010726. History: N.A.
B0001.5,B0001.5,B0001.5,WBGene00007090,Public name for WBGene00007090. History: N.A.
F52B11.5,F52B11.5,F52B11.5,WBGene00009927,Public name for WBGene00009927. History: N.A.
B0410.3,B0410.3,B0410.3,WBGene00015172,Public name for WBGene00015172. History: N.A.
Y73B6BL.28,Y73B6BL.28,Y73B6BL.28,WBGene00022249,Public name for WBGene00022249. History: N.A.
pcbd-1,T10B11.1,pcbd-1,WBGene00020397,Public name for WBGene00020397. History: N.A.
ndx-2,W02G9.1,ndx-2,WBGene00003579,Public name for WBGene00003579. History: N.A.
T07F8.1,T07F8.1,T07F8.1,WBGene00020318,Public name for WBGene00020318. History: N.A.
T16G12.4,T16G12.4,T16G12.4,WBGene00011805,Public name for WBGene00011805. History: N.A.
T14E8.1,T14E8.1,T14E8.1,WBGene00020504,Sequence name for WBGene00020504(svh-2). History: N.A.
Y71F9B.13,Y71F9B.13,Y71F9B.13,WBGene00022131,Public name for WBGene00022131. History: N.A.
F49F1.8,F49F1.8,F49F1.8,WBGene00018648,Public name for WBGene00018648. History: N.A.
Y5H2B.3,Y5H2B.3,Y5H2B.3,WBGene00021165,Public name for WBGene00021165. History: N.A.
islo-1,F42G8.5,islo-1,WBGene00018356,Public name for WBGene00018356. History: N.A.
smn-1,C41G7.1,smn-1,WBGene00004887,Public name for WBGene00004887. History: N.A.
F53H2.1,F53H2.1,F53H2.1,WBGene00010004,Public name for WBGene00010004. History: N.A.
Y82E9BR.22,Y82E9BR.22,Y82E9BR.22,WBGene00022354,Public name for WBGene00022354. History: N.A.
F53B3.5,F53B3.5,F53B3.5,WBGene00018743,Public name for WBGene00018743. History: N.A.
C25G4.8,C25G4.8,C25G4.8,WBGene00007735,Public name for WBGene00007735. History: N.A.
Y56A3A.36,Y56A3A.36,Y56A3A.36,WBGene00044233,Sequence name for WBGene00044233(dolk-1). History: N.A.
F49F1.7,F49F1.7,F49F1.7,WBGene00018647,Public name for WBGene00018647. History: N.A.
fbxb-106,F29A7.1,fbxb-106,WBGene00017911,Public name for WBGene00017911. History: N.A.
H14A12.5,H14A12.5,H14A12.5,WBGene00019197,Public name for WBGene00019197. History: N.A.
