# Table S4. mRNAs significantly downregulated 1.3 fold or greater in wild type gonads relative to whole animals.
# * mean reads across all libraries
gene_id,description,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
F32H5.7,twk-43,38.5298435224399,-79.9309,1.24429817172308e-10,F32H5.7,WBGene00006693,Sequence name for WBGene00006693(twk-43). History: N.A.
Y49F6B.5,sdz-32,7.04708218812852,-79.8148,8.9753041888385e-05,Y49F6B.5,WBGene00021717,Sequence name for WBGene00021717(sdz-32). History: N.A.
H12C20.6,nhr-101,154.863330253175,-79.7588,6.55444784088634e-37,H12C20.6,WBGene00003691,Sequence name for WBGene00003691(nhr-101). History: N.A.
B0244.4,B0244.4,7.44516682528155,-79.7359,6.45728807229814e-05,B0244.4,WBGene00015079,Public name for WBGene00015079. History: N.A.
C50H2.13,C50H2.13,13.913811966267,-79.7099,5.65854270996464e-06,C50H2.13,WBGene00008246,Public name for WBGene00008246. History: N.A.
C50F2.7,C50F2.7,7.06616980761028,-79.6445,4.32647958682102e-05,C50F2.7,WBGene00016840,Public name for WBGene00016840. History: N.A.
C52D10.6,skr-12,51.7765127701206,-79.6286,5.35111866105712e-14,C52D10.6,WBGene00004818,Sequence name for WBGene00004818(skr-12). History: N.A.
Y38E10A.15,nspe-7,7.09771201166,-79.5868,0.0001203839633259,Y38E10A.15,WBGene00012593,Sequence name for WBGene00012593(nspe-7). History: N.A.
T11F9.6,nas-22,13.8594991159176,-79.557,5.71769070188632e-06,T11F9.6,WBGene00003541,Sequence name for WBGene00003541(nas-22). History: N.A.
C34D1.4,C34D1.4,31.1774535229186,-79.4843,2.46884217295495e-08,C34D1.4,WBGene00007931,Public name for WBGene00007931. History: N.A.
W02B12.1,W02B12.1,207.463423173724,-79.2883,3.17039715009202e-49,W02B12.1,WBGene00012201,Public name for WBGene00012201. History: N.A.
C44B11.4,C44B11.4,7.01864769458724,-79.1383,5.24131552264198e-05,C44B11.4,WBGene00016634,Public name for WBGene00016634. History: N.A.
C27B7.9,C27B7.9,51.1302833420066,-79.1145,4.51460887660816e-14,C27B7.9,WBGene00007765,Public name for WBGene00007765. History: N.A.
T04B2.5,ipla-7,281.046703238217,-79.0451,4.30107286812921e-65,T04B2.5,WBGene00011423,Sequence name for WBGene00011423(ipla-7). History: N.A.
Y54F10BM.15,fbxa-219,13.7813665467597,-78.8028,5.74734048789167e-06,Y54F10BM.15,WBGene00044403,Sequence name for WBGene00044403(fbxa-219). History: N.A.
C18B12.2,seb-3,13.7809833965354,-78.685,6.23082131209681e-06,C18B12.2,WBGene00007664,Sequence name for WBGene00007664(seb-3). History: Renamed on 2013-08-29
T20G5.7,dod-6,6.94928626562627,-78.6164,7.37854684387317e-05,T20G5.7,WBGene00011869,Sequence name for WBGene00011869(dod-6). History: N.A.
Y47D7A.5,grl-5,6.96267771177732,-78.6145,0.0001089744190628,Y47D7A.5,WBGene00001714,Sequence name for WBGene00001714(grl-5). History: N.A.
D1054.8,D1054.8,319.113404712915,-78.5787,9.8954708875772e-73,D1054.8,WBGene00008375,Public name for WBGene00008375. History: N.A.
T20G5.8,T20G5.8,6.94504399340666,-78.3896,6.75907522178732e-05,T20G5.8,WBGene00011870,Public name for WBGene00011870. History: N.A.
F47H4.7,Pseudogene,6.95808453775386,-78.3607,5.10243040384046e-05,F47H4.7,WBGene00009838,Sequence name for WBGene00009838(fbxa-187). History: N.A.
B0331.1,cyp-29A4,101.893748989181,-78.3202,2.61846117258475e-27,B0331.1,WBGene00007140,Sequence name for WBGene00007140(cyp-29A4). History: N.A.
C40H1.7,C40H1.7,63.9689753320256,-78.3079,9.97062753319494e-17,C40H1.7,WBGene00008042,Public name for WBGene00008042. History: N.A.
B0491.8,clh-2,13.6336350510052,-78.2895,5.61719318466193e-06,B0491.8,WBGene00000529,Sequence name for WBGene00000529(clh-2). History: N.A.
T12A7.4,lips-5,9.50218958248644,-78.2791,1.63044161936436e-05,T12A7.4,WBGene00011725,Sequence name for WBGene00011725(lips-5). History: N.A.
T20B3.2,tni-3,100.925102003474,-78.2436,4.18070520412921e-24,T20B3.2,WBGene00006585,Sequence name for WBGene00006585(tni-3). History: N.A.
C01G12.7,C01G12.7,6.91978288870379,-78.1842,5.64056145166337e-05,C01G12.7,WBGene00007247,Public name for WBGene00007247. History: N.A.
Y6E2A.5,Y6E2A.5,6.93317976432397,-78.1055,4.92517462595042e-05,Y6E2A.5,WBGene00012399,Public name for WBGene00012399. History: N.A.
F23G4.1,F23G4.1,6.95765933433371,-78.0445,0.0001847944169281,F23G4.1,WBGene00044574,Public name for WBGene00044574. History: N.A.
F48B9.4,pdf-2,6.90754858077104,-78.0403,5.51827015175e-05,F48B9.4,WBGene00018590,Sequence name for WBGene00018590(pdf-2). History: Renamed on 2008-04-18; Renamed on 2018-12-11
F53H4.2,F53H4.2,1098.26943245476,-78.0336,7.204743567720601e-32,F53H4.2,WBGene00010007,Public name for WBGene00010007. History: N.A.
F42C5.2,npr-27,6.91577576277208,-77.9356,5.19267004284676e-05,F42C5.2,WBGene00018344,Sequence name for WBGene00018344(npr-27). History: N.A.
M02D8.1,zig-12,632.67989364909,-77.8701,5.83033467960191e-138,M02D8.1,WBGene00019727,Sequence name for WBGene00019727(zig-12). History: N.A.
Y49E10.16,Y49E10.16,147.509059984086,-77.7799,1.0696745334698501e-35,Y49E10.16,WBGene00013035,Public name for WBGene00013035. History: N.A.
C02H7.3,aex-3,50.4277039746054,-77.6808,2.01117403652738e-14,C02H7.3,WBGene00000086,Sequence name for WBGene00000086(aex-3). History: N.A.
T25G12.3,T25G12.3,6.88997645686805,-77.6609,5.08786511597292e-05,T25G12.3,WBGene00020811,Public name for WBGene00020811. History: N.A.
T11F9.5,nas-21,6.88096291919498,-77.5946,6.2604084111897e-05,T11F9.5,WBGene00003540,Sequence name for WBGene00003540(nas-21). History: N.A.
F44A6.5,F44A6.5,88.3580572821752,-77.5633,1.83441345256759e-23,F44A6.5,WBGene00009677,Public name for WBGene00009677. History: N.A.
B0240.3,daf-11,6.89055726904047,-77.4749,6.9093540118873e-05,B0240.3,WBGene00000907,Sequence name for WBGene00000907(daf-11). History: N.A.
K07E8.3,sdz-24,6.86617039266507,-77.4323,5.08198646268181e-05,K07E8.3,WBGene00019495,Sequence name for WBGene00019495(sdz-24). History: N.A.
C04E12.2,C04E12.2,38.0321136894905,-77.3694,4.0314092788310295e-11,C04E12.2,WBGene00015433,Public name for WBGene00015433. History: N.A.
C31H2.2,dpy-8,13.5771120051651,-77.3174,8.88971035718292e-05,C31H2.2,WBGene00001070,Sequence name for WBGene00001070(dpy-8). History: N.A.
B0507.10,ddn-1,13.5218571643282,-77.2421,7.95602925877459e-06,B0507.10,WBGene00015227,Sequence name for WBGene00015227(ddn-1). History: N.A.
F26F12.5,F26F12.5,7.21677883324427,-77.2284,9.50190744194844e-05,F26F12.5,WBGene00017836,Public name for WBGene00017836. History: N.A.
F14F11.2,nlp-55,6.8604629194978,-76.9853,0.0001390186623188,F14F11.2,WBGene00008820,Sequence name for WBGene00008820(nlp-55). History: N.A.
ZK270.1,ptr-23,137.323748806394,-76.9456,8.69004360094107e-36,ZK270.1,WBGene00004237,Sequence name for WBGene00004237(ptr-23). History: N.A.
C46H11.10,C46H11.10,7.70588272156603,-76.8752,4.25697756001232e-05,C46H11.10,WBGene00016734,Public name for WBGene00016734. History: N.A.
Y17D7A.4,cyp-33D3,6.80004245506075,-76.7784,5.64056145166337e-05,Y17D7A.4,WBGene00012448,Sequence name for WBGene00012448(cyp-33D3). History: N.A.
C23H4.1,cab-1,261.29188734032,-76.7248,6.7718130407235105e-68,C23H4.1,WBGene00000277,Sequence name for WBGene00000277(cab-1). History: N.A.
C02C2.4,slc-17.3,49.3484795216453,-76.6918,5.89989841110062e-14,C02C2.4,WBGene00015333,Sequence name for WBGene00015333(slc-17.3). History: N.A.
C39E9.7,C39E9.7,13.3666112100246,-76.5791,9.81520423343305e-06,C39E9.7,WBGene00008031,Public name for WBGene00008031. History: N.A.
T14E8.3,dop-3,14.0333359360561,-76.5791,7.07997496075385e-06,T14E8.3,WBGene00020506,Sequence name for WBGene00020506(dop-3). History: N.A.
C13C4.5,spin-1,270.643465276388,-76.5585,1.49989239826825e-10,C13C4.5,WBGene00007549,Sequence name for WBGene00007549(spin-1). History: N.A.
T11A5.5,sdz-31,6.78429795264669,-76.3814,6.37901973764989e-05,T11A5.5,WBGene00011704,Sequence name for WBGene00011704(sdz-31). History: N.A.
M79.4,flp-19,6.77654766242495,-76.3132,8.84838792976678e-05,M79.4,WBGene00001462,Sequence name for WBGene00001462(flp-19). History: N.A.
K08D8.7,K08D8.7,6.93114839860408,-76.3068,0.0001178378937216,K08D8.7,WBGene00185092,Public name for WBGene00185092. History: N.A.
C06E1.7,C06E1.7,6.79366212495901,-76.2945,0.0001097249410284,C06E1.7,WBGene00015522,Public name for WBGene00015522. History: N.A.
C27A7.4,che-11,13.3658559323396,-76.2585,6.94156577513292e-06,C27A7.4,WBGene00000490,Sequence name for WBGene00000490(che-11). History: Renamed on 2018-06-11
Y62H9A.6,ule-5,4290.57344117517,-76.2561,3.54521937384703e-42,Y62H9A.6,WBGene00013394,Sequence name for WBGene00013394(ule-5). History: N.A.
ZK682.5,lron-2,6.7601239563713,-76.1435,6.90423109331112e-05,ZK682.5,WBGene00022789,Sequence name for WBGene00022789(lron-2). History: N.A.
T18D3.5,T18D3.5,6.77182680110639,-76.056,8.9193817930105e-05,T18D3.5,WBGene00011822,Public name for WBGene00011822. History: N.A.
Y46E12A.4,tbx-43,6.723097585748,-76.0023,7.90655870823617e-05,Y46E12A.4,WBGene00044798,Sequence name for WBGene00044798(tbx-43). History: N.A.
C01C10.2,C01C10.2,55.2499211243538,-75.9613,1.70171199207902e-14,C01C10.2,WBGene00015294,Public name for WBGene00015294. History: N.A.
Y55B1BL.1,Y55B1BL.1,13.2941059007539,-75.9613,7.53890655025439e-06,Y55B1BL.1,WBGene00021909,"Public name for WBGene00021909. History: Split into Y55B1BL.2(WBGene00303093). History of WBGene00021909: Split into ""WBGene00303093"" on 2018-03-02"
F49E10.5,ctbp-1,13.2661443710607,-75.9255,7.39164826393931e-06,F49E10.5,WBGene00006424,"Sequence name for WBGene00006424(ctbp-1). History: Renamed on 2006-10-16. Public name for Dead gene WBGene00018642. History of WBGene00018642: Merged into ""WBGene00006424"" on 2006-10-06"
F11C3.3,unc-54,7769.86372742596,-75.8875,1.0480887042993201e-58,F11C3.3,WBGene00006789,Sequence name for WBGene00006789(unc-54). History: N.A.
Y71F9B.1,Y71F9B.1,74.1933051271483,-75.7639,1.2535253293622601e-20,Y71F9B.1,WBGene00022125,Public name for WBGene00022125. History: N.A.
R04B5.6,R04B5.6,6.69855687772609,-75.7541,8.18434563345127e-05,R04B5.6,WBGene00011004,Public name for WBGene00011004. History: N.A.
C32B5.5,fbxc-14,6.71780677400822,-75.7174,6.99641284647727e-05,C32B5.5,WBGene00016298,Sequence name for WBGene00016298(fbxc-14). History: N.A.
T23F2.3,T23F2.3,6.74005129836064,-75.7094,0.0001061732351346,T23F2.3,WBGene00020736,Public name for WBGene00020736. History: N.A.
K07E8.6,K07E8.6,7.08371607408451,-75.6951,5.79544314555671e-05,K07E8.6,WBGene00019497,Public name for WBGene00019497. History: N.A.
Y39G8B.9,Y39G8B.9,6.72658949024556,-75.6184,0.0001112529786082,Y39G8B.9,WBGene00012728,Public name for WBGene00012728. History: N.A.
F46A8.5,F46A8.5,6.71639375482494,-75.4882,8.29089697104202e-05,F46A8.5,WBGene00009748,Public name for WBGene00009748. History: N.A.
T12C9.5,nhr-109,61.6654543149812,-75.4643,5.9149927097133e-17,T12C9.5,WBGene00003699,Sequence name for WBGene00003699(nhr-109). History: N.A.
C05B5.5,C05B5.5,6.68741755340356,-75.4392,8.20851647010546e-05,C05B5.5,WBGene00007322,"Public name for WBGene00007322. History: Split into C05B5.9(WBGene00023482). History of WBGene00007322: Split into ""WBGene00023482"" on 2004-08-11"
F47C10.6,ugt-32,13.2066472302242,-75.3216,7.58212411779383e-06,F47C10.6,WBGene00018543,Sequence name for WBGene00018543(ugt-32). History: N.A.
F58E1.8,fbxb-18,6.66708165875292,-75.2338,0.000209544247577,F58E1.8,WBGene00019039,Sequence name for WBGene00019039(fbxb-18). History: N.A.
D2007.1,D2007.1,60.3914674139362,-75.1897,2.06077161841044e-16,D2007.1,WBGene00017041,Public name for WBGene00017041. History: N.A.
F27D9.7,F27D9.7,24.3745673031993,-75.1569,1.71313523279267e-07,F27D9.7,WBGene00017865,"Public name for WBGene00017865. History: Split into F27D9.13(WBGene00270320). History of WBGene00017865: Split into ""WBGene00270320"" on 2016-08-31"
Y51A2D.4,hmit-1.1,6.67818787424595,-75.1281,0.0001492040910706,Y51A2D.4,WBGene00013073,Sequence name for WBGene00013073(hmit-1.1). History: N.A.
T07F12.3,arrd-23,6.66198702877579,-74.9738,9.17269608083252e-05,T07F12.3,WBGene00020323,Sequence name for WBGene00020323(arrd-23). History: N.A.
F40G9.5,F40G9.5,48.5929763317136,-74.7714,1.75139705786937e-13,F40G9.5,WBGene00018241,"Public name for WBGene00018241. History: Split into F40G9.15(WBGene00077531). History of WBGene00018241: Split into ""WBGene00077531"" on 2008-01-15"
Y116A8B.4,Y116A8B.4,6.61195727202088,-74.6536,7.83443405487058e-05,Y116A8B.4,WBGene00013781,Public name for WBGene00013781. History: N.A.
F09C3.3,fbxb-68,6.62998355086695,-74.6341,7.40078868323588e-05,F09C3.3,WBGene00008611,Sequence name for WBGene00008611(fbxb-68). History: N.A.
F53A9.2,kreg-1,6.62735496951536,-74.5773,7.43030256890049e-05,F53A9.2,WBGene00018725,Sequence name for WBGene00018725(kreg-1). History: N.A.
Y38E10A.5,clec-4,36.433406986435,-74.5162,2.66268002594903e-10,Y38E10A.5,WBGene00012583,Sequence name for WBGene00012583(clec-4). History: N.A.
T04H1.8,ugt-56,6.61284978709036,-74.4701,7.77789619943181e-05,T04H1.8,WBGene00011453,Sequence name for WBGene00011453(ugt-56). History: N.A.
F21C10.4,F21C10.4,13.0222796558431,-74.4552,1.01517598090146e-05,F21C10.4,WBGene00017654,Public name for WBGene00017654. History: N.A.
Y71H2AM.13,cest-25,530.926351512174,-74.3716,4.00425607736515e-131,Y71H2AM.13,WBGene00022178,Sequence name for WBGene00022178(cest-25). History: N.A.
T07H6.4,T07H6.4,13.0574073357738,-74.3329,1.10528120564413e-05,T07H6.4,WBGene00002976,"Public name for Dead gene WBGene00020331. History of WBGene00020331: Merged into ""WBGene00002976"" on 2017-01-13"
F26G1.4,ttm-2,24.4655807395688,-74.3113,1.27808758444388e-07,F26G1.4,WBGene00017840,Sequence name for WBGene00017840(ttm-2). History: N.A.
Y97E10B.7,ncx-10,6.73022672562234,-74.2727,0.0001792363137679,Y97E10B.7,WBGene00003575,Sequence name for WBGene00003575(ncx-10). History: N.A.
F23D12.7,F23D12.7,59.1390015869183,-74.265,5.976470700402671e-15,F23D12.7,WBGene00009091,Public name for WBGene00009091. History: N.A.
Y5H2B.3,Y5H2B.3,24.0506583086485,-74.2451,1.05289152153301e-07,Y5H2B.3,WBGene00021165,Public name for WBGene00021165. History: N.A.
C53A3.2,pgph-3,817.493500943874,-74.1603,1.19683584106136e-143,C53A3.2,WBGene00016892,Sequence name for WBGene00016892(pgph-3). History: N.A.
C03A7.12,C03A7.12,6.56125076119305,-74.1521,0.0001328232941915,C03A7.12,WBGene00015371,"Public name for Dead gene WBGene00015370. History of WBGene00015370: Merged into ""WBGene00015371"" on 2017-09-21"
F53B6.1,tsp-15,24.1832798294785,-74.1378,1.95056202740687e-07,F53B6.1,WBGene00006641,Sequence name for WBGene00006641(tsp-15). History: N.A.
C38D9.9,fbxa-176,6.5942885904739,-74.1065,0.0001416656390361,C38D9.9,WBGene00008017,"Sequence name for WBGene00008017(fbxa-176). History: Split into fbxa-175(WBGene00045293). History of WBGene00008017: Split into ""WBGene00045293"" on 2007-02-26"
R04B3.3,R04B3.3,6.57378914133287,-74.0647,7.23842412450512e-05,R04B3.3,WBGene00019868,Public name for WBGene00019868. History: N.A.
Y46H3B.2,clec-204,35.7109718956776,-73.9459,2.00023584891735e-10,Y46H3B.2,WBGene00021603,Sequence name for WBGene00021603(clec-204). History: N.A.
K03B8.2,nas-17,35.4688702841371,-73.8836,4.2529991126797005e-10,K03B8.2,WBGene00003536,Sequence name for WBGene00003536(nas-17). History: N.A.
C18E9.7,C18E9.7,12.8843661428445,-73.8787,9.55257835602289e-06,C18E9.7,WBGene00007687,Public name for WBGene00007687. History: N.A.
T05E7.5,vet-1,168.200432006619,-73.8422,9.59816948231827e-45,T05E7.5,WBGene00020261,Sequence name for WBGene00020261(vet-1). History: N.A.
K10H10.4,K10H10.4,6.55155422335417,-73.828,0.0001476036502789,K10H10.4,WBGene00010760,Public name for WBGene00010760. History: N.A.
F59F5.1,slcf-1,96.3305837858276,-73.8024,8.27115658555023e-26,F59F5.1,WBGene00010340,Sequence name for WBGene00010340(slcf-1). History: N.A.
ZK6.8,ZK6.8,6.56267188493432,-73.7583,0.0001043398919452,ZK6.8,WBGene00022643,Public name for WBGene00022643. History: N.A.
C34H3.2,odd-2,6.51505133175798,-73.6925,9.4957592440399e-05,C34H3.2,WBGene00003846,Sequence name for WBGene00003846(odd-2). History: N.A.
C50F4.3,tag-329,24.0609991514732,-73.6887,5.10103811656945e-07,C50F4.3,WBGene00008231,Sequence name for WBGene00008231(tag-329). History: N.A.
C23H3.2,C23H3.2,176.273601018789,-73.6806,1.57937257903058e-43,C23H3.2,WBGene00016018,Public name for WBGene00016018. History: N.A.
C04F5.3,unc-46,6.54919959445636,-73.6795,0.0002280042355831,C04F5.3,WBGene00006782,"Sequence name for WBGene00006782(unc-46). History: N.A.. Public name for Dead gene WBGene00015445. History of WBGene00015445: Merged into ""WBGene00006782"" on 2005-03-23"
C13C4.7,C13C4.7,6.55458907877247,-73.6572,9.63491479913514e-05,C13C4.7,WBGene00007551,Public name for WBGene00007551. History: N.A.
ZK1025.10,nhr-245,6.52574998182157,-73.609,0.000146325845524,ZK1025.10,WBGene00014189,Sequence name for WBGene00014189(nhr-245). History: N.A.
D1054.10,D1054.10,5989.46570576651,-73.564,8.20866263882059e-32,D1054.10,WBGene00008377,Public name for WBGene00008377. History: N.A.
F44F4.4,ptr-8,262.68957880971,-73.3907,3.39604766940291e-69,F44F4.4,WBGene00004222,Sequence name for WBGene00004222(ptr-8). History: N.A.
F14F9.3,F14F9.3,6.52087773094174,-73.3337,9.65503883908407e-05,F14F9.3,WBGene00017466,Public name for WBGene00017466. History: N.A.
C46E1.2,gcy-36,6.51859336405142,-73.1813,0.0003065886971378,C46E1.2,WBGene00001556,Sequence name for WBGene00001556(gcy-36). History: N.A.
F39E9.2,btb-16,12.7764034272271,-73.1048,1.02618792355455e-05,F39E9.2,WBGene00018195,Sequence name for WBGene00018195(btb-16). History: N.A.
C16D2.2,nlp-78,6.49939686066726,-73.077,0.0001004482429435,C16D2.2,WBGene00195143,Sequence name for WBGene00195143(nlp-78). History: N.A.
F38A1.9,F38A1.9,6.47159673410573,-73.0423,8.00364897757768e-05,F38A1.9,WBGene00009522,Public name for WBGene00009522. History: N.A.
F59F5.5,F59F5.5,6.48580791275792,-72.9879,0.0001054091988953,F59F5.5,WBGene00010344,Public name for WBGene00010344. History: N.A.
M28.8,M28.8,58.7519461649079,-72.924,5.5148485571269403e-17,M28.8,WBGene00010899,Public name for WBGene00010899. History: N.A.
C13C4.1,nhr-153,47.2899331511123,-72.9208,6.54888362232461e-14,C13C4.1,WBGene00007546,Sequence name for WBGene00007546(nhr-153). History: N.A.
F15A8.5,dop-1,13.4820796055241,-72.8943,1.84971007108665e-05,F15A8.5,WBGene00001052,Sequence name for WBGene00001052(dop-1). History: N.A.
F45D3.1,F45D3.1,12.7859248737417,-72.8911,1.10415267570802e-05,F45D3.1,WBGene00009721,Public name for WBGene00009721. History: N.A.
Y38F1A.6,hphd-1,6385.40365903531,-72.804,0.0,Y38F1A.6,WBGene00012608,Sequence name for WBGene00012608(hphd-1). History: N.A.
R07B7.15,nhr-208,12.7294547599628,-72.7352,9.53169137286298e-06,R07B7.15,WBGene00011099,Sequence name for WBGene00011099(nhr-208). History: N.A.
C06C3.12,C06C3.12,6.47957274251005,-72.7183,0.0001500857423407,C06C3.12,WBGene00175031,Public name for WBGene00175031. History: N.A.
F55B11.3,F55B11.3,1419.01802486035,-72.5732,1.34715249487392e-25,F55B11.3,WBGene00010085,Public name for WBGene00010085. History: N.A.
T28A8.1,twk-40,6.53135898289123,-72.51,0.0001168852095248,T28A8.1,WBGene00006691,Sequence name for WBGene00006691(twk-40). History: N.A.
T10H9.2,scd-2,35.0767718154946,-72.5079,1.7721385037572502e-10,T10H9.2,WBGene00004740,Sequence name for WBGene00004740(scd-2). History: N.A.
M199.4,clec-190,273.660259972493,-72.4674,4.31723202544785e-10,M199.4,WBGene00010953,Sequence name for WBGene00010953(clec-190). History: N.A.
B0547.3,Pseudogene,6.45539902125369,-72.3998,0.0003798678080291,B0547.3,WBGene00005092,Sequence name for WBGene00005092(srd-14). History: N.A.
Y62H9A.3,Y62H9A.3,735.239704109609,-72.362,7.791449387834069e-175,Y62H9A.3,WBGene00013391,Public name for WBGene00013391. History: N.A.
F46G11.2,F46G11.2,12.6566580485257,-72.3458,1.04014375458114e-05,F46G11.2,WBGene00018515,Public name for WBGene00018515. History: N.A.
C48B4.12,C48B4.12,6.37013381919705,-72.3374,0.000180401168503,C48B4.12,WBGene00008175,Public name for WBGene00008175. History: N.A.
ZC204.9,fbxb-20,12.6615541197727,-72.2632,1.03515252551048e-05,ZC204.9,WBGene00022559,Sequence name for WBGene00022559(fbxb-20). History: N.A.
F48C5.1,igeg-2,6.41463883784859,-72.246,9.65465118218467e-05,F48C5.1,WBGene00009842,Sequence name for WBGene00009842(igeg-2). History: N.A.
